Function Name,Frequency
__init__,36747
forward,16294
__call__,3307
main,2591
__len__,2383
__getitem__,2242
call,1346
from_pretrained,1279
__repr__,1247
add_args,1039
train,1034
setUp,910
update,853
init_weights,832
step,828
reset,801
__iter__,687
run,599
build_model,572
evaluate,514
backward,509
decode,485
parse_args,430
load_dataset,423
max_positions,422
encode,415
__str__,403
reset_parameters,397
loss,389
_make_layer,367
test,364
get_labels,358
setup,344
load_state_dict,340
size,336
build,336
get_input_embeddings,325
get_output_embeddings,316
predict,309
save,302
get_dev_examples,298
collater,296
get_train_examples,287
set_input_embeddings,279
num_tokens,278
BasicBlock,275
_create_examples,273
Bottleneck,265
load,259
extra_repr,259
setup_task,257
state_dict,256
target_dictionary,247
supports_prefetch,234
_init_weights,230
prepare_config_and_inputs_for_common,225
ordered_indices,224
tokenize,223
get_config,220
get_test_examples,219
prepare_config_and_inputs,219
test_config,218
get,215
sample,215
source_dictionary,213
extract_features,213
_prune_heads,212
close,211
prefetch,211
initialize,209
save_checkpoint,204
__setstate__,204
validate,203
conv3x3,199
__getattr__,199
__del__,198
log,195
__exit__,194
ResNet,192
get_targets,189
prune_heads,188
get_lr,184
__enter__,183
fit,182
upgrade_state_dict_named,182
save_vocabulary,182
reduce_metrics,181
train_step,175
set_seed,174
generate,174
accuracy,171
vocab_size,171
forward_train,170
set_epoch,167
_init_layers,167
test_model_from_pretrained,167
sizes,166
AverageMeter,166
reorder_encoder_out,165
load_data,162
_tokenize,162
_build,162
__getstate__,161
score,158
tearDown,156
cli_main,154
get_parser,153
process,153
base_architecture,153
convert_tokens_to_string,150
forward_single,149
_convert_id_to_token,149
reorder_incremental_state,147
get_normalized_probs,146
load_model,144
prepare_inputs_for_generation,144
_convert_token_to_id,143
build_inputs_with_special_tokens,140
Net,140
forward_decoder,140
compute_metrics,140
wrapper,139
from_config,139
get_bboxes,138
setUpClass,136
set_output_embeddings,135
logging_outputs_can_be_summed,134
optimizer_config,132
test_basic,132
render,131
__post_init__,129
name,129
__eq__,129
add,128
simple_test,127
get_example_from_tensor_dict,127
ModelArguments,127
get_vocab,127
aug_test,126
DataTrainingArguments,126
eval,126
compute_loss,124
create_model,122
build_decoder,122
transform,120
get_args,120
get_model,120
map_hf_dataset_to_list,120
get_reward,119
Linear,117
__next__,117
create_token_type_ids_from_sequences,116
to,115
get_special_tokens_mask,115
print,112
initialize_episode,112
get_encoder,111
normalize,109
hub_models,107
load_checkpoint,107
write,107
dummy_inputs,107
output_layer,105
transpose_for_scores,104
build_encoder,104
step_update,103
zero_grad,102
test_full_tokenizer,102
aggregate_logging_outputs,102
supports_flat_params,102
conv1x1,101
load_dictionary,99
value,99
merge,98
get_dataset,98
InputFeatures,97
build_dataset_for_inference,97
get_decoder,97
_mp_fn,95
save_model,95
prepare_for_onnx_export_,94
serving_output,94
pad,93
forward_dummy,93
build_embedding,92
ClientNet,92
Block,91
analyse_types,91
train_DFL,90
test_DFL,90
Attention,89
start,89
get_input_output_texts,89
parse,88
assign,87
collate_fn,87
get_observation,87
convert,86
Model,86
Embedding,85
gelu,84
InputExample,84
adjust_learning_rate,84
tag,84
get_params,83
_reorder_cache,83
device,83
f,83
get_tokenizer,83
test_step,82
inference,82
crop,82
Trainer,82
make_generation_fast_,82
build_criterion,81
init,81
MLP,80
load_and_cache_examples,80
shape,80
valid_step,80
model,80
_get_bboxes_single,79
convert_examples_to_features,79
_resize_token_embeddings,79
load_annotations,78
resize,77
save_pretrained,77
test_for_masked_lm,77
supports_memory_efficient_fp16,76
_get_input_buffer,76
_set_input_buffer,76
forward_features,76
node_forward,76
collate,75
make_dataset,75
test_for_question_answering,75
generate_result_code,75
avg,74
clear,73
copy,73
optimizer,73
loss_single,71
custom_forward,71
resnet50,71
test_for_token_classification,71
preprocess_function,71
ServerNet,71
get_pairs,70
get_data,70
split,70
test_for_sequence_classification,70
to_dict,69
_forward,69
preprocess,69
get_batch,69
binarize,69
clip_grad_norm,68
Normalize,68
create_custom_forward,68
tie_weights,68
assertAlmostEqual,68
_sample_pos,67
_sample_neg,67
__setitem__,67
test_model,67
A,67
get_classifier,67
plot,66
entropy,66
__new__,65
cuda,65
test_for_multiple_choice,65
Logger,64
ExampleModule,64
resnet18,64
num_attention_heads,64
build_optimizer,63
hidden_size,63
setup_method,63
compute,63
bpe,62
get_loss,62
_get_target_single,62
build_generator,62
download,61
get_world_size,61
max_decoder_positions,61
training_pipeline,61
create,60
forward_test,60
_initialize_weights,60
str2bool,60
_init_weight,60
train_model,59
Dataset,59
Encoder,59
unshape,59
get_rank,59
after_step,59
extract_feat,58
apply,58
ToTensor,57
_inner_forward,57
resnet101,57
upgrade_state_dict,57
get_hyper,57
analyse_expressions,57
generate_execution_code,57
to_json_string,56
register,56
exists,56
resnet34,56
get_dataloader,56
sememe_sum,56
_truncate_seq_pair,55
DataProcessor,55
test_forward,55
visualize,55
num_hidden_layers,55
inference_step,55
assertTensorEqual,55
reset_classifier,55
get_logits,54
show_result,54
lr_lambda,54
Identity,54
is_beginning_of_word,54
on_epoch_end,54
step_wait,54
analyse_declarations,54
block,53
Compose,53
to_tensor,53
make_res_layer,53
resnet152,53
get_name,53
pixel_accuracy,53
train_epoch,52
update_params,52
_step,52
modify_commandline_options,52
__setattr__,51
norm1,51
buffered_future_mask,51
set_num_updates,51
calculate_result_code,51
TransformerDecoder,50
build_vocab,50
register_classification_head,50
_apply,50
test_sequence_builders,50
test_model_common_attributes,50
mjcf_model,50
info,49
load_vocab,49
get_logger,49
Flatten,49
_compute_loss,49
build_self_attention,49
initialize_output_tokens,49
set_lr,49
_cfg,49
load_image,48
mkdir,48
expand,48
convert_ids_to_tokens,48
swish,48
test_simple,48
act,48
add_model_specific_args,48
machine_params,48
Decoder,47
train_one_epoch,47
prepare_data,47
read,47
_bbox_forward_train,47
stop,47
create_and_check_model,47
run_step,47
_check_input_dim,47
annotate,47
statistics3,47
jaccard3,47
connected_components,47
region_relabel,47
append,46
before_run,46
get_ann_info,46
training_step,46
convert_tokens_to_ids,46
build_fc1,46
build_fc2,46
_loss,46
can_reuse_epoch_itr_across_epochs,46
may_be_none,46
LayerNorm,45
_read_tsv,45
prepare,45
decoder,45
multiply_grads,45
register_subcommand,45
make_sampler_fn,45
valid_task_sampler_args,45
debug,44
Generator,44
Config,44
next,44
split_heads,44
finalize,44
read_data,44
build_dictionary,44
before_step,44
optimize_parameters,44
synchronize_between_processes,44
Physics,44
train_task_sampler_args,44
test_task_sampler_args,44
initialize_episode_mjcf,44
flatten,43
_bbox_forward,43
_mask_forward_train,43
PositionalEmbedding,43
translate,43
resize_token_embeddings,43
display,43
_check_integrity,43
extract,43
track,43
Transformer,42
compute_output_shape,42
train_dataloader,42
__hash__,42
format_results,42
num_classes,42
mode,42
get_action,42
_prepare_for_class,42
get_cat_ids,42
update_dropout,42
__contains__,41
val_dataloader,41
cross_entropy,41
Discriminator,41
RobertaClassificationHead,41
smoothed_value,41
save_results,41
restore,41
generate_function_definitions,41
get_image,40
_filter_imgs,40
_get_module,40
Timer,40
Agent,40
norm,40
get_transform,40
check_loss_output,40
seed,40
report,40
update_learning_rate,40
_resnet,40
args_to_add,40
from_opt,40
get_target,39
result_string,39
Scale,39
RandomCrop,39
_LazyModule,39
ResNet18,39
ResNet50,39
FocalLoss,39
test_inference_no_head,39
Mlp,39
get_message,39
infer_type,39
get_train_test_lines,39
random,38
evaluation,38
main_worker,38
build_dataset,38
get_results,38
mask,38
softmax,38
mean,38
InvertedResidual,38
func,38
get_output_dim,38
_partition_inds,38
_get_sampler_args_for_scene_split,38
TransformerDecoderLayer,37
RandomHorizontalFlip,37
test_dataloader,37
test_epoch_end,37
_is_whitespace,37
show,37
rescale,37
norm2,37
_freeze_stages,37
val,37
_make_layers,37
max_position_embeddings,37
docstring_decorator,37
load_weights,37
get_data_loader,37
get_state,37
check,37
get_text,37
DataCollatorForMultipleChoice,37
_shape,37
action_space,37
terminate,37
from_dict,36
TransformerEncoder,36
set_random_seed,36
validation_step,36
conv,36
get_optimizer,36
_save,36
noising,36
setUpInput,36
set_input,36
no_weight_decay,36
get_metric,36
get_value,36
test_inputs_embeds,36
node_backward,36
_is_chinese_char,35
flush,35
get_version,35
MultiHeadAttention,35
elapsed_time,35
convert_tf_checkpoint_to_pytorch,35
_embedding,35
mask_token,35
attr,35
hook,35
__add__,35
test_for_pretraining,35
count_parameters,35
serialize,35
post_process,35
scatter,35
_forward_impl,35
__array__,34
DummyDataset,34
Resize,34
configure_optimizers,34
whitespace_tokenize,34
_run_split_on_punc,34
_tokenize_chinese_chars,34
project,34
flip,34
weights_init,34
_attn,34
_get_lr,34
cal_metric,34
postprocess,34
base_lm_architecture,34
maybe_layer_norm,34
forward_encoder,34
file_name,34
tokenizer,34
statistics,34
area,33
RteProcessor,33
_run_strip_accents,33
_clean_text,33
to_list,33
median,33
gen,33
merge_heads,33
end_of_epoch,33
get_current_visuals,33
test_get_vocab,33
