Variable Name,Frequency
x,27693
model,13200
out,10537
loss,7275
outputs,6311
output,6309
args,5185
data,4762
parser,4433
img,4087
result,4052
mask,3760
hidden_states,3749
y,3692
logger,3568
a,3457
labels,3150
dataset,2940
_base_,2768
res,2651
config,2578
results,2576
batch_size,2572
device,2570
inputs,2531
logits,2513
optimizer,2402
scores,2268
s,2203
input_ids,2130
h,2057
image,2041
text,1929
v,1910
w,1802
b,1788
net,1787
target,1781
tokenizer,1779
d,1752
label,1718
n,1712
features,1695
name,1679
c,1668
tokens,1649
m,1636
batch,1589
i,1589
k,1559
pred,1539
__all__,1523
start,1471
path,1441
indices,1435
p,1426
attention_mask,1418
r,1412
index,1404
f,1371
idx,1349
t,1335
ret,1320
residual,1308
weight,1301
z,1298
end,1266
params,1229
config_and_inputs,1227
line,1225
x1,1160
checkpoint,1148
state,1125
X,1123
preds,1121
losses,1120
layers,1114
bboxes,1107
cfg,1096
lines,1076
msg,1048
lr_list,1047
attn,1021
filename,1020
input_shape,1014
lr,1013
value,1006
score,985
images,976
weights,972
transform,969
loss_fct,937
df,922
tensor,912
q,912
token_type_ids,884
num_classes,862
pooled_output,861
size,859
x2,855
input,842
predictions,839
gt_bboxes,815
feat,810
examples,806
tgt,805
img_norm_cfg,800
env,795
scale,793
train_pipeline,790
targets,787
imgs,767
padding,758
bbox,754
boxes,752
alpha,750
sample,748
lr_config,745
sequence_output,744
state_dict,738
shape,737
head_mask,736
offset,734
key,734
test_pipeline,729
train_dataset,724
trainer,705
N,689
config_class,683
masks,678
prefix,676
downsample,675
tmp,674
l,661
embeddings,657
position_ids,655
mean,653
metrics,650
y1,646
outs,646
pos,639
test,631
new_filepath,631
gt_labels,628
inds,625
input_mask,624
vocab,623
expansion,622
val,621
std,615
count,615
attn_weights,611
_,600
start_time,594
values,592
action,592
A,589
ids,581
dist,579
g,575
probs,569
B,568
return_dict,564
train_loader,561
in_channels,561
width,560
length,560
opt,560
pointer,558
points,555
dtype,553
criterion,551
rois,548
scheduler,547
task,546
files,546
bbox_pred,544
j,539
optim_methods,534
block,523
all_hidden_states,523
arr,521
obs,514
total_loss,511
gt,510
diff,506
u,504
data_path,500
y_pred,497
correct,495
optimizer_config,493
bias,493
expected,492
word,491
actual,490
acc,488
stride,486
info,484
encoder,482
runner,481
identity,481
token,480
temp,473
im,473
attentions,472
cls_score,468
save_path,467
module,465
data_root,465
R,465
paths,464
C,459
query,458
K,456
src,455
seed,454
fig,451
step,450
extended_attention_mask,448
item,447
extension,446
root,444
context,443
output_dir,442
inputs_embeds,442
y2,439
sample_size,434
proposals,430
assign_result,429
grad,429
ind,426
gamma,425
prob,424
dim,423
writer,423
feats,422
names,422
src_tokens,422
layer,418
scale_factor,418
dt,418
lengths,414
dataset_type,414
base_model_prefix,414
attn_mask,414
color,413
num,413
encoder_out,412
model_name,408
cls,406
global_step,405
pos_inds,405
raw_masks,404
anchors,400
bsz,398
sampler,398
data_loader,394
array,394
T,392
total,390
M,389
group,389
emb,387
cache_dir,387
kwargs,387
words,385
datasets,385
total_epochs,383
samples,382
delta,381
feature,380
file_name,380
height,380
eps,377
iou,377
test_dataset,371
sentence,371
keys,369
segment_ids,363
encoder_outputs,363
noise,357
decoder,355
xs,355
test_loss,353
test_loader,350
done,349
attention_probs,349
keep,349
ious,349
train_sampler,348
colors,347
norm,346
depth,346
attention_scores,344
stats,344
rank,344
all_attentions,344
attention_output,343
self,343
frame,341
itr,341
num_imgs,340
f1,340
conv,340
desired,340
eval_dataset,339
mask_pred,338
bbox_results,338
classes,337
gt_bboxes_ignore,337
inp,337
x0,336
ax,333
lprobs,331
node,329
train_cfg,328
context_layer,327
Y,327
mu,327
fp,326
pairs,326
max_length,326
output_attentions,325
dataloader,324
norm_layer,324
precision,323
inputs_dict,323
checkpoints,322
offsets,321
ds,321
img_shape,320
seq_length,319
layer_outputs,319
grid,317
attn_output,315
D,314
pad,313
generator,311
img_path,310
start_epoch,310
output_hidden_states,309
prev_output_tokens,308
valid,308
data_dir,306
model_path,306
fname,306
idxs,302
x_,300
source,298
mode,298
reward,296
order,295
entry,295
test_cfg,294
bbox_targets,294
S,292
union,291
y_true,291
accuracy,291
o,290
ntokens,290
text_a,289
err_code,289
dx,286
dists,286
header,285
positions,285
physics,285
seq,283
modules,282
max_len,280
world_size,280
pretrained_vocab_files_map,280
max_model_input_sizes,280
obj,279
max_seq_length,279
hidden,279
decoder_input_ids,277
guid,275
vocab_files_names,275
url,275
buffer,274
t_total,274
cat,273
kernel,273
e,271
tp,269
epoch,268
proposal_list,268
string,268
adj,268
file_path,267
ys,267
ratio,267
flow,267
logging_output,267
evaluation,266
bs,265
label_list,265
end_logits,265
vals,265
recall,263
sentences,263
train,262
