quarter,single_letter,lowercase,UPPERCASE,camelCase,snake_case,PascalCase,UPPER_SNAKE_CASE,endsWithDigits,Other,avg_name_length
2020Q1,0.0014075706944482085,0.1722887590912624,0.005865462918760789,0.046123388840512744,0.3585514307380091,0.10536070315353571,0.0007827637527730217,0.020288674847659144,0.2893312459634785,12.48883420855752
2020Q2,0.0011580552392347892,0.17655034645153053,0.006248673061704771,0.024931964254693843,0.357718438169692,0.11203219393569364,0.0006031537704348505,0.017216421223291273,0.3035407538940503,12.079264055919491
2020Q3,0.002327579599591452,0.1659923274585779,0.004401021391949033,0.031589732832587196,0.3741795987850062,0.10293387979685437,0.0003630540103349371,0.023691291141079478,0.294521514984059,12.506399835399614
2020Q4,0.0009609674013461435,0.1653936254454271,0.004709977563679303,0.0262389468127208,0.3822093176716266,0.10932757027845585,0.0006103998944173145,0.013432922000790876,0.2971162729311376,13.060099643641953
2021Q1,0.0009929397049706437,0.17270019255349878,0.005732718186156919,0.017209126267917402,0.3813107901277124,0.10666695924559448,0.0006637884215550205,0.0163533329310365,0.29837015256164656,12.556534475846725
2021Q2,0.0012524486977744215,0.1611419762997897,0.004752882237708353,0.013783358489354292,0.3947332926559872,0.11310254022280045,0.00048171103760557453,0.015613860432255553,0.2951379299272641,13.156568932831574
2021Q3,0.0010657931161760215,0.16908277198486846,0.006514718095413556,0.024739318999721822,0.36118852080849567,0.10996585770973187,0.0007843499123373607,0.018672141736641515,0.30798652763688167,12.469230414315863
2021Q4,0.0009710211853416253,0.16365660642327154,0.004842454184879664,0.01617841486326719,0.3781985184813658,0.11274283436975016,0.0004269962867137741,0.013293817726355862,0.3096893364795673,13.192989669878258
2022Q1,0.0007229943819779947,0.17106126093379545,0.006048657916985928,0.012148676090615644,0.373693276547797,0.11537489036558607,0.00052545493335019,0.014361117915247764,0.3060636709153065,12.459433298837064
2022Q2,0.0010162942115901912,0.17472070522628858,0.00668222750844119,0.01117179094865301,0.36831916849980484,0.11207156498136477,0.0006738067849737377,0.017571094061193362,0.3077733477772208,12.36591803383795
2022Q3,0.0006697923643669966,0.16124673764925232,0.0054045314917891656,0.01196387740490086,0.3662224480525802,0.11404177348699653,0.0006082022618965127,0.016032673549360114,0.32380996373882115,12.930457075552276
2022Q4,0.0009188059222899086,0.15788353980770678,0.0053124248459920035,0.012746119740761178,0.3810608816833067,0.11639544420260388,0.0006043153045934123,0.011728650095272132,0.3133498183968974,13.346220254406214
2023Q1,0.0009189668187337303,0.1565121674741292,0.00419089263488475,0.008454999659174199,0.3722926454876363,0.11882190473547366,0.0003534487764360748,0.013292198628114623,0.32516277578432756,13.760025953233681
2023Q2,0.0007454902442016957,0.1633451957295363,0.005746103816419114,0.01177138299177864,0.37651552337649036,0.11552644496260886,0.0004080255246042473,0.01346484231194076,0.31247699104152193,13.289007853709148
2023Q3,0.0008120832505259531,0.16764893332692007,0.006411003214067685,0.010337785514079533,0.35849192371262384,0.1151102308783099,0.0005105502292336266,0.0226423886897722,0.31803510118516914,12.788070257212617
2023Q4,0.00127035378029487,0.1716267806456206,0.005838995891199372,0.010979958845829982,0.36903777317541203,0.11061340884886638,0.0004995401583972383,0.01547912848437393,0.31465406016964786,12.876233136344203
2024Q1,0.0006802292929488164,0.15417965799717423,0.004669616747680836,0.010830412301256932,0.3928554137539203,0.11609407982649288,0.00030743459147510477,0.011713984158646096,0.30866917133073396,14.104561651571936
2024Q2,0.0007368520121109386,0.16735952180369285,0.0051763279978512995,0.007033378707501604,0.36515263855096536,0.1192575469943884,0.0005210760334865942,0.014532741709266087,0.3202299161922032,13.22617454436642
2024Q3,0.0010310231304705491,0.1410842571063423,0.004076689159562,0.015910938562871787,0.4075361865426174,0.11117273548209865,0.00031286219131523006,0.015593336035324395,0.3032819717906373,14.378838191008676
2024Q4,0.0007075862649093181,0.1463738678001356,0.004144080397633654,0.01975303754907869,0.41819337887219166,0.11170461489750733,0.001190031445529463,0.015396186456402387,0.2825372163159104,14.571271997616986
2025Q1,0.002359486860242646,0.14411212148159397,0.004185379518875779,0.013437124816577444,0.42416570323335134,0.10934512428302647,0.001067188403219362,0.015824403041488265,0.2855034683624252,14.776904820093328
