quarter,single_letter,lowercase,UPPERCASE,camelCase,snake_case,PascalCase,UPPER_SNAKE_CASE,endsWithDigits,Other,avg_name_length
2020Q1,0.07713680227679387,0.3596034780130242,0.009456521639885545,0.021392903545671853,0.3851370908016812,0.00675387569472182,0.031159864246828647,0.047824963500586015,0.06153450027986172,8.341917582104859
2020Q2,0.07165460848947143,0.37141549664202833,0.00575233257821966,0.011032328938688322,0.4395282525293003,0.005526199941392703,0.010026105607955348,0.040678451432996324,0.044386223839193904,7.969608576462777
2020Q3,0.09225901254160747,0.38617290858637643,0.00707608775042043,0.013041739756942155,0.38782184995808866,0.005386294227095952,0.012234600286460277,0.04589801074781618,0.050109496144405255,7.586388063254132
2020Q4,0.05916306578929011,0.35774850645853884,0.005959241588641342,0.00819438768247407,0.47356626915365746,0.004217733307006049,0.01261416809400749,0.03668302942080584,0.041853598504834874,8.643396044446337
2021Q1,0.06703158228665855,0.35948643536081865,0.004698276368506801,0.01128673144481901,0.4570898591249286,0.004544065984420245,0.010446652019127969,0.04219049241577924,0.04322590499464438,8.284600404152652
2021Q2,0.06855547127279464,0.35986654089552783,0.004860098396232786,0.00704896206249575,0.4613743936531669,0.004627776549302157,0.01170566221523121,0.03987165384230156,0.04208944111199053,8.443820565443742
2021Q3,0.06853748946493139,0.3557278737995977,0.005605039412034103,0.012286000466233215,0.4582337465395236,0.003852824166224691,0.009598758079019224,0.03863583382645716,0.04752243424708834,8.34101976877959
2021Q4,0.06314079601361074,0.35407470197838276,0.00457567359222947,0.0065918085041233995,0.4843982848260328,0.0030650305579560384,0.012048204483130799,0.03333524512953746,0.038770254913725655,8.68968728522408
2022Q1,0.06688927151365626,0.36061985212679604,0.004708027169988515,0.006674878215327243,0.4702734315021243,0.00382043935052525,0.010372253242416798,0.03396248607358487,0.042679360806093275,8.31120462549379
2022Q2,0.07451481665863888,0.3514222931340206,0.004600876512882237,0.00944250842643923,0.4658239547549611,0.003829643110723091,0.007712334021594888,0.03971954036120353,0.042934033020198215,8.236277962337958
2022Q3,0.05920651611441629,0.36619443375323213,0.004304605882255433,0.007078889844444784,0.47678919677416987,0.003234669618045735,0.008342188084113853,0.03310909482655279,0.041740405102542476,8.668629137238911
2022Q4,0.06057546001225612,0.3557719590757225,0.0045904787213525275,0.0062552237590495835,0.4907714661673774,0.002931734309435244,0.012524163234166798,0.030202864012955008,0.03637665070785986,8.792063743810909
2023Q1,0.05954831696306686,0.34136147675967493,0.004018021113493871,0.0038906529543488665,0.5002710275938542,0.003215305505858906,0.013368473122357517,0.030218095757161674,0.04410863022948107,9.132787970533878
2023Q2,0.06702034986651352,0.34620113357217713,0.004475929719541902,0.005293303084262177,0.4877765140807135,0.003318979528978048,0.011106209904552225,0.03033410776189115,0.044473472480166656,9.00749799282234
2023Q3,0.07787321323089184,0.35185858620841304,0.005103680229660558,0.00621581111476665,0.46477739103369353,0.0040829441837286476,0.008559367201374447,0.03772297935630347,0.043806027441526514,8.332209657814776
2023Q4,0.06922769594381313,0.35323172677192494,0.00467737000625947,0.007752888152003356,0.4766875350283919,0.0034750454497396496,0.009769237894649277,0.03141482255654097,0.04376367819621029,8.549451094412342
2024Q1,0.05692351930239656,0.34349442627785415,0.0041694251074956504,0.0038564674570852526,0.5080258925660955,0.003354264047986775,0.012102366575054743,0.027005971606445068,0.04106766706118861,9.447258611320114
2024Q2,0.06462792860898464,0.33217383232347764,0.0046897163853324856,0.003063320708314943,0.5078054912145086,0.003105284005689093,0.011927749374843609,0.028131940236628572,0.04447473714128151,9.133495421882214
2024Q3,0.0533307127882574,0.3319280660377672,0.003839098532494771,0.005262709643605527,0.5218140723276267,0.0031086215932914617,0.011398715932914609,0.027620545073369078,0.041697458071286275,9.428493841685762
2024Q4,0.05379551609734338,0.3407487895207625,0.004154109698762192,0.010520245320152118,0.5075818977887102,0.00328974949232461,0.010790869138730152,0.030542317862337187,0.03857650508085493,9.294652077954836
2025Q1,0.05467468388065601,0.3339655454977138,0.004332668768029554,0.004223675815179784,0.5140354282780172,0.0033970796253186466,0.013451480633461022,0.0303700509641538,0.04154938653673302,9.236731102474614
