Variable Name,Projects Count
x,463
parser,434
model,409
loss,393
args,393
out,341
data,338
y,336
output,314
optimizer,310
batch_size,291
mask,276
n,273
result,250
dataset,245
f,244
labels,243
i,242
device,240
res,240
img,235
s,234
idx,233
outputs,227
k,227
d,220
p,218
v,217
w,217
b,216
a,216
m,213
r,212
name,209
c,209
label,208
results,207
pred,205
h,203
layers,200
target,198
t,198
index,197
filename,191
path,190
indices,185
logger,183
end,181
inputs,174
start,170
alpha,170
image,167
checkpoint,166
size,163
config,163
g,161
params,160
__all__,159
N,158
z,158
x1,157
mean,157
images,156
weights,155
scale,155
scores,154
features,154
count,153
shape,153
score,147
batch,144
width,144
lr,144
losses,141
x2,141
correct,141
logits,139
weight,139
start_time,138
train_loader,138
input,136
lines,135
tmp,133
std,132
value,131
acc,131
key,130
fig,129
criterion,126
line,125
X,125
ax,124
height,123
residual,123
offset,122
j,122
diff,121
l,121
state_dict,120
writer,119
ret,118
files,118
targets,118
y1,117
padding,117
stride,116
scheduler,116
expansion,116
num_classes,115
num,113
state,113
dist,113
eps,112
net,111
q,110
delta,109
norm,106
u,106
A,106
df,103
dim,103
M,102
preds,101
values,101
names,101
val,101
y2,100
step,100
downsample,99
msg,98
transform,97
pos,97
cfg,97
sample,96
opt,95
epoch,95
total,94
train_dataset,94
R,93
beta,92
root,92
bias,91
sigma,90
im,90
gamma,90
e,90
keys,90
kernel,89
metrics,89
prefix,89
temp,89
C,88
B,88
K,88
save_path,87
in_channels,87
ind,87
test_loader,86
text,86
classes,86
D,85
pad,85
layer,85
imgs,84
predictions,84
center,84
noise,84
model_name,83
ratio,83
block,83
url,83
info,82
correct_k,82
maxk,82
file,82
ids,81
mu,81
points,81
kwargs,80
samples,80
_,80
color,80
model_path,80
seed,79
tensor,79
__version__,79
file_name,79
row,79
length,78
counter,78
classname,76
trainer,76
theta,76
W,75
mode,75
t1,75
grid,75
xs,75
dx,75
bbox,75
order,74
precision,73
grad,73
dataloader,72
start_epoch,72
data_loader,72
train_data,72
val_loader,71
gt,71
module,71
modules,71
Y,71
probs,71
channels,71
angle,70
sampler,70
conv,70
H,69
feature,69
colors,69
factor,69
area,69
fp,68
masks,68
normalize,68
G,68
total_loss,68
input_shape,68
groups,68
input_size,68
radius,68
dtype,67
item,67
tp,67
T,67
dt,67
prob,66
img_path,66
feat,66
datasets,66
header,66
