Function Name,Projects Count
__init__,561
forward,447
__len__,353
__getitem__,348
main,333
__call__,255
train,247
update,187
reset,157
__repr__,154
evaluate,140
__iter__,129
test,128
_make_layer,126
__str__,117
step,114
Bottleneck,113
BasicBlock,109
ResNet,108
parse_args,107
run,105
save_checkpoint,99
save,99
backward,98
conv3x3,95
load,90
init_weights,86
reset_parameters,85
AverageMeter,83
__getattr__,78
predict,71
accuracy,70
load_data,68
Trainer,68
get,66
validate,64
conv1x1,61
encode,61
sample,59
normalize,58
decode,57
_init_weights,57
close,56
build_model,55
get_lr,55
transform,55
setup,54
__exit__,54
resnet18,54
load_state_dict,52
__setstate__,52
get_model,52
__enter__,52
extra_repr,51
log,51
resnet50,51
inference,50
load_model,49
add,49
get_world_size,47
adjust_learning_rate,47
load_checkpoint,45
Logger,45
get_params,45
Encoder,44
parse,44
save_model,44
write,43
initialize,43
get_dataset,43
get_rank,42
get_loss,42
to,42
build_dataset,41
__getstate__,41
__next__,41
Identity,41
resnet101,41
set_epoch,40
build,40
resnet34,40
Mlp,39
fit,39
MLP,39
__setattr__,38
Block,38
get_args,38
ToTensor,38
get_config,38
generate,37
process,37
state_dict,37
eval,37
loss,37
Attention,36
init,36
Normalize,36
__del__,36
name,36
clear,36
avg,35
wrapper,35
Model,35
__eq__,35
mkdir,35
resnet152,35
create_model,34
Dataset,34
resize,33
collate_fn,33
str2bool,33
preprocess,33
Compose,33
train_one_epoch,32
print,31
set_random_seed,31
compute_loss,31
set_seed,31
convert,31
get_image,31
value,30
start,30
Config,30
Upsample,30
display,30
configure_optimizers,29
build_backbone,29
copy,29
Discriminator,29
load_dataset,29
flush,29
Transformer,29
__setitem__,28
PatchEmbed,28
is_main_process,28
make_dataset,28
Decoder,28
get_logger,28
prepare,28
load_image,28
train_model,28
all_gather,27
median,27
training_step,27
LayerNorm,27
Timer,27
weights_init,27
register,27
BaseDataset,27
compute_metrics,26
size,26
load_config,26
call,26
setUp,26
Generator,26
Flatten,26
render,26
download,26
validation_step,25
global_avg,25
build_optimizer,25
SmoothedValue,25
train_step,25
crop,25
setup_logger,25
RandomCrop,25
func,25
count_parameters,25
update_learning_rate,25
plot,25
_resnet,25
print_network,24
next,24
get_dataloader,24
visualize,24
get_transform,24
get_data,24
save_image,24
no_weight_decay,23
MetricLogger,23
extract_features,23
tokenize,23
f,23
pad,23
BaseModel,23
prepare_data,23
get_optimizer,23
rotate,23
GaussianBlur,23
forward_features,22
info,22
Downsample,22
softmax,22
keys,22
ResBlock,22
train_epoch,22
_initialize_weights,22
flatten,22
get_scheduler,22
is_image_file,22
VGG,22
_forward_impl,22
__add__,21
Evaluator,21
gelu,21
put,21
FocalLoss,21
pil_loader,20
reduce_dict,20
is_dist_avail_and_initialized,20
__contains__,20
create,20
from_pretrained,20
to_tensor,20
DistributedSampler,20
Net,20
GANLoss,20
drop_path,20
forward_train,20
add_meter,19
max,19
val_dataloader,19
train_dataloader,19
decoder,19
merge,19
_forward,19
accumulate,19
main_worker,19
