Word,Frequency
the,2018694
to,1000287
of,990632
a,595572
for,529809
in,442028
is,441547
and,411091
optional,313274
or,288554
model,272527
be,262730
if,250370
with,238098
from,216639
this,207479
torch,197702
list,191946
int,191263
tensor,190571
not,180686
defaults,175382
image,173410
shape,167162
args,158868
license,156363
that,155944
as,154861
are,148752
used,139477
input,132029
str,131709
all,127969
by,127133
attention,126473
on,126276
true,124779
each,121763
x,120829
will,119261
returns,113866
number,106832
default,104748
use,103832
when,103758
config,102199
tuple,102196
it,101820
s,99482
dict,98396
layer,98261
an,98216
self,97515
can,96370
output,94225
we,93686
n,91901
bool,91759
https,88898
token,87757
float,87211
sequence,83160
c,82989
size,81882
none,81532
mask,80700
class,80621
at,80064
b,78459
return,77136
you,75589
whether,74239
see,73385
t,73108
under,71749
data,71276
function,71144
file,71059
tokens,70948
loss,70431
set,70008
e,68755
batch,67825
one,66078
only,65918
models,64856
text,64590
h,61683
w,61247
which,60819
should,60544
i,59346
floattensor,58568
org,56867
configuration,56377
values,55567
false,54638
weights,54231
value,53907
layers,53379
using,53273
dataset,52757
embeddings,52272
param,51528
g,51158
encoder,50546
training,50292
obj,49892
labels,49302
transformers,47587
type,47546
images,47113
parameters,46759
inputs,46335
may,45976
module,45566
k,44249
np,43403
length,43349
test,42843
any,42678
method,42501
distributed,42314
prompt,42020
more,42008
outputs,41957
get,41746
indices,41447
returned,41391
has,41327
huggingface,41237
copyright,41081
y,40916
first,40513
ids,40141
key,39844
tokenizer,39744
generated,39742
have,39202
m,38857
d,38717
decoder,38622
path,38366
hidden,38071
import,38039
name,37784
same,37651
states,37237
apache,36810
into,36240
passed,36028
sample,35973
ndarray,35843
pytorch,35840
tf,35618
given,35422
classification,35422
f,35374
head,35079
format,35049
language,34326
index,34034
forward,34021
add,33801
tensors,33456
load,33217
padding,33028
com,33001
compute,32946
features,32835
version,32679
array,32665
masked,32592
last,32589
l,32502
feature,32417
embedding,32300
width,32187
base,32029
check,32006
no,31522
scale,31343
print,31337
arguments,31236
r,31125
generation,30816
position,30365
p,30268
height,30082
specific,29918
time,29904
z,29725
github,29441
without,29178
required,28807
provided,28780
where,28632
arxiv,28609
v,28551
dimension,28538
nn,28523
device,28471
string,28217
q,28093
heads,27791
instead,27753
results,27495
channels,27317
transformer,27303
either,27105
after,27039
object,26850
so,26827
step,26705
generate,26584
j,26390
example,26333
boxes,26253
copy,26173
single,25795
different,25622
python,25583
specified,25434
original,25176
random,25047
between,25030
u,24817
diffusion,24622
save,24468
numpy,24452
but,24308
rights,24268
make,24170
attentions,24138
information,23987
dictionary,23961
its,23931
need,23921
reserved,23830
weight,23796
note,23690
http,23539
pipeline,23510
py,23225
copied,23204
points,23098
block,23082
steps,23002
software,22984
scores,22748
than,22731
cross,22560
licensed,22429
o,22224
create,22215
convert,22175
also,22163
two,22073
then,21756
abs,21548
based,21429
pass,21420
per,21362
state,21026
box,20946
argument,20766
process,20718
pre,20681
end,20659
before,20634
except,20574
keys,20424
dim,20420
conditions,20321
dropout,19982
up,19909
guidance,19887
following,19875
obtain,19854
id,19802
www,19788
generator,19782
logits,19730
prediction,19636
special,19626
parameter,19599
initialize,19546
mean,19383
matrix,19383
other,19368
co,19277
contains,19249
linear,19219
map,19157
paper,19119
range,19097
defined,19002
unless,18974
current,18937
pil,18907
target,18776
apply,18759
examples,18752
code,18750
kind,18747
inc,18724
basis,18719
licenses,18674
applicable,18584
implied,18584
containing,18546
case,18516
express,18436
new,18386
mode,18356
warranties,18347
directory,18218
label,18170
instance,18137
writing,18124
level,18070
ignored,18030
checkpoint,17952
order,17890
do,17875
law,17850
here,17786
source,17731
must,17655
point,17641
compliance,17630
permissions,17626
governing,17604
agreed,17592
limitations,17576
masks,17565
