Variable Name,Projects Count
x,473
loss,451
model,447
parser,439
args,424
data,366
out,360
optimizer,342
output,325
y,322
mask,305
batch_size,296
device,273
n,271
idx,261
dataset,261
img,252
f,249
labels,249
p,248
result,246
res,241
outputs,239
s,230
pred,229
v,229
w,226
i,226
label,225
d,223
logger,222
t,222
r,220
h,214
k,213
target,213
name,211
layers,210
b,208
results,205
m,200
index,200
features,195
c,194
path,193
a,193
lr,192
filename,190
indices,190
config,189
start,185
inputs,184
end,181
logits,179
checkpoint,179
size,177
x1,175
image,173
losses,172
count,172
__all__,171
scores,168
params,167
lines,166
score,166
batch,164
z,163
weights,162
N,157
weight,157
state_dict,156
x2,155
alpha,154
width,153
scale,152
mean,151
line,150
train_loader,150
shape,149
g,149
images,148
ret,148
scheduler,147
std,146
residual,143
input,141
diff,139
value,138
state,138
q,137
tmp,137
criterion,132
expansion,131
acc,130
start_time,129
preds,128
key,126
values,125
norm,124
net,123
X,123
dist,123
offset,123
stride,122
targets,121
correct,120
length,120
padding,120
writer,119
l,118
downsample,118
num,117
msg,115
trainer,115
height,114
seed,113
pos,113
u,112
save_path,111
eps,111
fig,109
total,109
T,108
val,107
j,107
imgs,107
train_dataset,106
temp,106
ax,106
num_classes,105
keys,105
predictions,103
B,102
sample,102
step,101
delta,101
M,101
y1,101
A,101
dim,100
text,99
tokens,99
names,99
files,98
samples,98
tensor,98
prob,97
cfg,97
D,96
probs,96
prefix,96
ids,96
C,95
beta,95
epoch,95
bias,95
color,94
opt,93
K,92
df,91
total_loss,89
ind,89
layer,88
precision,88
test_loader,87
__version__,87
colors,87
rank,87
classes,86
R,86
root,86
tokenizer,86
im,86
in_channels,85
feature,85
_,84
counter,84
kwargs,84
model_name,84
output_dir,83
file_name,83
dataloader,82
item,82
sigma,81
kernel,81
grad,81
theta,81
gamma,81
masks,81
y2,81
pad,81
noise,80
feat,80
sampler,80
e,80
file_path,80
transform,79
x0,79
recall,79
metrics,79
factor,79
ratio,78
classname,77
gt,76
inds,76
tp,75
model_path,74
obj,74
bs,74
info,73
H,73
formatter,73
row,72
points,72
loader,72
fp,72
accuracy,71
identity,71
save_dir,71
img_path,71
xs,71
block,70
dx,70
url,70
world_size,70
model_urls,69
dtype,69
order,69
data_loader,69
train_sampler,69
conv,69
idxs,68
cls,68
max_len,68
data_dir,68
header,68
stats,67
W,67
f1,67
module,67
input_shape,67
t1,67
datasets,67
file,67
out_channels,67
center,67
threshold,67
split,66
val_loader,66
grid,66
paths,66
x3,65
test_dataset,65
kernel_size,65
fn,64
mode,64
embeddings,64
modules,64
data_path,63
P,63
train,63
message,63
input_size,63
L,63
epsilon,62
reader,62
train_data,62
buffer,62
words,62
src,62
cnt,62
valid,62
id,62
pool,62
fname,61
bbox,61
title,61
channels,61
ch,61
grads,60
outs,60
splits,60
word,60
mu,59
meta,59
norm_layer,59
angle,59
start_epoch,59
param,59
vocab,59
o,59
dy,58
inp,58
query,58
head,58
frame,58
strides,58
seq,58
global_step,57
G,57
iou,57
start_idx,57
defaults,57
suffix,57
version,57
token,56
var,56
weight_decay,56
lengths,56
metadata,56
groups,56
left,56
extensions,56
Y,55
lr_scheduler,55
pbar,55
attention_mask,55
blocks,55
data_time,55
area,55
train_loss,54
depth,54
content,54
summary,54
context,54
examples,54
source,54
counts,54
ys,54
project,54
Z,53
log,53
num_workers,53
model_dict,53
input_ids,53
normalize,53
prediction,53
c1,52
max_size,52
models,52
attn,52
zeros,52
parts,51
ones,51
correct_k,51
fh,51
flag,51
keep,51
cols,50
learning_rate,50
p1,50
fmt,50
err,50
ckpt,50
inter,50
maxk,50
cmd,49
xx,49
encoder,49
response,49
output_path,49
dataset_name,49
match,49
pairs,49
steps,49
env,49
train_dataloader,48
test,48
data_list,48
t2,48
t0,48
num_samples,48
test_data,48
html_theme,48
batch_time,48
right,48
s1,47
p2,47
transforms,47
fields,47
group,47
denom,47
union,47
V,47
coords,47
copyright,47
exclude_patterns,47
radius,46
S,46
c2,46
train_set,46
ps,46
sequence,46
ap,46
r2,46
momentum,46
frames,46
base,46
templates_path,46
gradients,45
dt,45
epochs,45
action,45
buf,45
position,45
filepath,45
author,45
top,45
boxes,44
num_channels,44
cmap,44
I,44
distance,44
example,44
batches,44
parameters,44
no_decay,44
hidden,44
tree,44
dilation,44
bn,44
box,44
emb,44
edges,44
pt,44
output_shape,43
cx,43
pts,43
items,43
progress,43
new_key,43
y_pred,43
intersection,43
rng,43
stdv,43
trans,42
x4,42
best_score,42
rows,42
task,42
sizes,42
folder,42
feats,42
a1,42
r1,42
sentence,42
gts,42
end_idx,41
now,41
b2,41
img2,41
shortcut,41
log_dir,41
cy,41
first,41
offsets,41
label_list,41
ds,41
array,41
overlap,41
distances,41
total_time,41
rec,41
num_gpus,41
vec,41
html_static_path,41
release,41
output_size,41
sp,41
log_probs,41
log_file,40
step_size,40
optimizer_grouped_parameters,40
model_dir,40
pattern,40
img_name,40
sources,40
matrix,40
shift,40
attention,40
prec,40
h1,40
eta,40
func,40
thresh,39
mat,39
storage,39
matches,39
extension,39
xy,39
yy,39
string,39
fps,39
img_size,39
top1,39
options,39
ref,39
classifier,38
phi,38
y0,38
s2,38
cache_path,38
checkpoints,38
h2,38
generator,38
arr,38
ks,38
perm,38
num_layers,38
model_state_dict,38
a2,38
op,38
sentences,38
vals,38
high,38
val_dataset,38
sz,37
dists,37
img1,37
num_labels,37
time,37
shuffle,37
bboxes,37
thresholds,37
table,37
U,36
best_acc,36
test_set,36
one_hot,36
new_size,36
candidates,36
positions,36
mod,36
out_dir,36
errors,36
ss,36
b1,36
indexes,36
default,36
mapping,35
out1,35
Q,35
seg,35
embedding,35
tensor_list,35
all_labels,35
parsed,35
data_dict,35
ext,35
cs,35
done,35
mse,35
image_size,35
loss_dict,35
conf,35
arch,35
adj,34
out2,34
scaler,34
replace_stride_with_dilation,34
previous_dilation,34
decoder,34
st,34
config_file,34
checkpoint_path,34
evaluator,34
max_length,34
error,34
scale_factor,34
xmax,34
col,34
is_best,34
v1,34
loss2,34
filenames,34
sample_idx,34
master_doc,34
types,33
test_loss,33
metric,33
ops,33
choice,33
bar,33
cache_dir,33
headers,33
num_pos,33
attr,33
loss_fn,33
found,33
record,33
pooled_output,33
layer_name,33
extra_compile_args,33
objects,33
states,33
entropy,33
grad_norm,33
directory,33
num_images,33
source_suffix,33
denominator,33
loss1,33
spec,33
saver,32
img_list,32
angles,32
numel,32
FLAGS,32
scales,32
decay,32
entries,32
t_total,32
seq_len,32
graph,32
level,32
image_path,32
actions,32
testset,32
sent,32
prev,32
attrs,32
__author__,32
total_length,32
train_transform,32
tgt,32
input_dim,32
loc,31
areas,31
cat,31
end_time,31
columns,31
extra,31
vocab_size,31
new_state_dict,31
training,31
margin,31
dims,31
new_dict,31
xmin,31
new_w,31
method,31
hs,31
network,31
crop_size,31
file_handler,31
num_features,31
trainset,31
cost,31
optim,31
E,31
bb,31
wh,31
obs,31
direction,31
backbone,31
num_groups,31
xyz,30
avg_loss,30
cp,30
chars,30
success,30
body,30
current,30
best,30
max_score,30
answer,30
epoch_loss,30
w1,30
ext_modules,30
new_h,30
use_cuda,30
k1,30
out_features,30
rho,30
c3,30
lower,30
overlaps,30
bottom,30
corr,30
v2,30
update,30
timestamp,30
fc,29
shifts,29
logit,29
tag,29
_C,29
px,29
test_acc,29
test_dataloader,29
attn_mask,29
loss_fct,29
input_data,29
label_map,29
gpus,29
doc,29
token_type_ids,29
d1,29
w2,29
arg,29
activation,29
checkpoint_file,29
output_file,29
nodes,29
up,29
grad_input,29
root_dir,29
proposals,29
node,29
dir,29
kw,29
format_string,29
anchors,29
area1,29
batch_sampler,29
loaded,29
dst,29
annotations,29
tasks,29
tic,28
logs,28
task_name,28
size_list,28
verbose,28
position_ids,28
objs,28
bias_correction2,28
class_name,28
dropout,28
heatmap,28
rois,28
this_dir,28
output_dim,28
axis,28
iters,28
normalized,28
freq,28
log_format,28
variables,28
mid,28
resolution,28
reduction,28
num_boxes,28
upper,28
rgb,28
crop,28
ymax,28
ymin,28
aspect_ratio,28
x_max,28
area2,28
vis,28
num_frames,28
cond,27
py,27
means,27
centers,27
it,27
dev,27
answers,27
nlp,27
iterations,27
reward,27
config_path,27
parent,27
local_size,27
eval_dataloader,27
enc,27
inplanes,27
cam,27
y_true,27
class_names,27
ts,27
low,27
m2,27
top5,27
bins,27
ious,27
poly,27
target_size,27
full_path,27
is_training,26
pi,26
act,26
return_dict,26
model_to_save,26
language,26
long_description,26
shapes,26
optimizers,26
label_ids,26
out_path,26
bias_correction1,26
input_mask,26
hidden_states,26
d2,26
flip,26
times,26
image_name,26
window,26
dataset_size,26
mx,26
y_train,26
hist,26
neg,26
hidden_dim,26
rot,26
arguments,26
dirname,26
bsz,26
proj,26
iteration,26
a3,26
sort_idx,26
mrec,26
data_root,26
concat,25
num_batches,25
error_msg,25
axes,25
model_type,25
all_data,25
best_epoch,25
entry,25
model_file,25
eval_dataset,25
pieces,25
current_time,25
decoded,25
normalizer,25
embed,25
buffer_size,25
out_size,25
app,25
new_shape,25
shift_x,25
phase,25
ncols,25
module_name,25
conv1,25
transform_train,25
rand,25
categories,25
save_file,25
alphas,25
cell,25
tags,25
image_id,25
n_samples,25
anns,25
video,25
lt,25
total_size,25
EPS,25
tau,25
label_path,25
DATASETS,25
ratios,25
anno,25
lrs,25
img_id,25
trainloader,25
file_list,25
c0,24
output_folder,24
choices,24
requirements,24
pred_label,24
point,24
code,24
texts,24
template,24
num_replicas,24
src_len,24
queries,24
devices,24
topk,24
pair,24
missing_keys,24
sequence_output,24
out_file,24
mu2,24
recalls,24
skip,24
patch,24
l2,24
new_state,24
numerator,24
shift_y,24
transform_test,24
port,24
ty,24
div_term,24
train_size,24
img_dir,24
max_x,24
data_file,24
val_loss,24
input_file,24
vars,24
confidence,24
agent,24
max_iter,24
pretrained,24
lam,24
stage,24
x_min,24
last,24
dataset_idx,24
widths,24
convs,24
timer,24
hidden_size,24
scorer,24
testloader,24
model_params,24
nll_loss,24
initializer,23
merged,23
variance,23
in_features,23
feed_dict,23
num_points,23
num_class,23
output_tokens,23
cache,23
policy,23
sd,23
handle,23
heads,23
eval_results,23
mu1,23
C1,23
patch_size,23
x_list,23
out_dict,23
ann,23
conv2,23
flags,23
y_test,23
tx,23
predictor,23
out_dim,23
x_,23
d_loss,23
pe,23
elapsed,23
max_y,23
src_mask,23
dict,23
seqs,23
updates,23
num_blocks,23
refs,23
levels,23
cur,23
batch_shape,23
dw,23
rb,23
mpre,23
filters,23
history,23
BATCH_SIZE,22
reg_loss,22
ls,22
sess,22
n_gpu,22
segment_ids,22
sents,22
tb_writer,22
seq_length,22
result_dict,22
question,22
resolved_archive_file,22
all_input_ids,22
new_word,22
meta_path,22
all_predictions,22
iterator,22
regex,22
cls_loss,22
start_index,22
x5,22
bound,22
define_macros,22
patches,22
y_list,22
flow,22
ct,22
expected,22
out_list,22
IMG_EXTENSIONS,22
num_params,22
self,22
l1,22
save_filename,22
ws,22
pretrained_dict,22
loss_list,22
edge,22
b3,22
total_norm,22
h0,22
txt,22
ctx,22
min_x,22
loss_cls,22
m1,22
channel,22
seen,22
clip,22
segments,22
basename,22
dir_path,22
heights,22
num_neg,22
annotation,22
new_lr,22
pos_embed,22
chunks,22
test_transform,22
r3,22
rotation,21
train_acc,21
batch_idx,21
pointer,21
configs,21
processor,21
slices,21
ex,21
block_size,21
end_index,21
temperature,21
img_shape,21
mae,21
planes,21
p3,21
label_id,21
sign,21
input_tensor,21
instance,21
use_bias,21
sm,21
sum,21
cap,21
fpath,21
eval_sampler,21
new_data,21
reg,21
command,21
req,21
min_value,21
video_name,21
nd,21
intersect,21
new,21
cc,21
distributed,21
n2,21
img_ids,21
reduced_dict,21
det,21
detections,21
pred_boxes,21
dh,21
avg,21
ckpt_path,21
model_names,21
stream,21
valid_mask,21
diffs,21
rotation_matrix,20
conv2d,20
num_epochs,20
n_classes,20
part,20
train_iterator,20
processes,20
lm_logits,20
embs,20
attn_weights,20
epoch_iterator,20
layer_output,20
memory,20
readme,20
min_length,20
chunk_size,20
char,20
repeat,20
encoded,20
exclude,20
position_embeddings,20
vectors,20
root_path,20
gx,20
spatial_scale,20
x_out,20
precisions,20
session,20
tensors,20
dataset_path,20
valid_loader,20
in_size,20
orig,20
f2,20
val_data,20
clf,20
rect,20
log_path,20
canvas,20
duration,20
p6,20
num_steps,20
bleu,20
n1,20
gt_boxes,20
ann_ids,20
data_loaders,20
total_time_str,20
pygments_style,20
stds,20
n_batch,20
input_dir,20
beam_size,20
iter,20
stat,20
hyp,20
deltas,20
offset_x,20
offset_y,20
base_dir,19
vs,19
cur_len,19
best_loss,19
real,19
DATA_DIR,19
dset,19
all_results,19
saved_state,19
etag,19
etag_bytes,19
sigmas,19
all_scores,19
model_name_or_path,19
url_hash,19
etag_hash,19
content_length,19
WEIGHTS_NAME,19
attention_output,19
threads,19
norms,19
url_or_filename,19
attention_scores,19
url_bytes,19
attention_probs,19
CONFIG_NAME,19
train_file,19
image_dir,19
C2,19
rs,19
grid_size,19
runner,19
builder,19
codes,19
time_elapsed,19
camera,19
checkpoint_dir,19
tok,19
coco,19
padding_idx,19
ignore,19
ans,19
thread,19
max_val,19
sample_size,19
y_max,19
combined,19
sequences,19
rle,19
v0,19
kl,19
p7,19
max_epoch,19
idx2,19
class_id,19
comment,19
similarity,19
rate,19
meters,19
lens,19
x_0,19
residuals,19
selected,19
gt_labels,19
console_handler,19
head_dim,19
conv_layer,19
params_dict,19
target_mask,19
new_x,19
ranges,19
log_prob,19
layer_type,19
collection,19
input2,19
fx,19
translation,18
desc,18
new_features,18
zero,18
loss_sum,18
intermediate_output,18
cat_ids,18
bigram,18
default_cache_path,18
fnames,18
dd,18
embed_dim,18
cached_features_file,18
translations,18
stack,18
key_padding_mask,18
common,18
torch_cache_home,18
max_steps,18
past,18
matching_files,18
u1,18
image_list,18
min_size,18
include_dirs,18
img_paths,18
img_tensor,18
p4,18
val_set,18
solver,18
g_x,18
max_step,18
pose,18
cwd,18
patience,18
output_dict,18
sh,18
loss_func,18
support,18
sig,18
flat,18
br,18
pr,18
tot,18
segment,18
num_words,18
mAP,18
eval_loss,18
positive,18
min_y,18
test_size,18
resnet,18
pad_h,18
min_len,18
input_channel,18
target_area,18
max_idx,18
ent,18
cm,18
children,18
node_id,18
label_file,18
small,18
grad_bias,18
eta_string,18
image_ids,18
loss_str,18
eta_seconds,18
truth,18
F,18
predict,18
gs,18
running_loss,18
itr,18
obj_id,18
max,18
div,18
begin,18
sim,18
smooth_loss,18
magic,18
target_tokens,18
output_string,18
x_t,18
cov,18
num_batch,17
prop,17
init,17
cos,17
normal,17
vmax,17
input_channels,17
batch_data,17
sampling,17
span,17
tokenized,17
batch_loss,17
unexpected_keys,17
extended_attention_mask,17
query_layer,17
context_layer,17
encoder_outputs,17
prev_char,17
top_k,17
start_loss,17
train_path,17
token_type_embeddings,17
padding_mask,17
empty,17
end_loss,17
entities,17
evaluation,17
arrays,17
value_layer,17
key_layer,17
new_keys,17
keypoints,17
param_state,17
mask_size,17
source_cuda,17
energy,17
ims,17
col1,17
x_norm,17
total_num,17
pp,17
toks,17
predicted,17
queue,17
block1,17
x_c,17
xi,17
block2,17
activations,17
instances,17
pad_w,17
scale_x,17
rc,17
polygons,17
rles,17
select,17
upper_bound,17
tl,17
dummy,17
proc,17
mesh,17
beam,17
node_list,17
loss_value,17
location,17
y_min,17
pred_w,17
y_0,17
ar,17
pred_h,17
ptr,17
lst,17
latex_elements,17
unk,17
qkv,17
CLASSES,17
_version,17
outfile,17
grid_y,17
cutoff,17
grid_x,17
replace,17
backend,17
finished,17
J,17
tgt_len,17
second,17
input1,17
new_list,17
srcs,17
num_tokens,17
style,17
align,17
k2,17
__slots__,17
add,16
sy,16
gt_mask,16
sample_num,16
test_labels,16
filelist,16
n_batches,16
gold,16
init_kwargs,16
config_class,16
warmup_steps,16
pos_emb,16
sub_tokens,16
out_buffer,16
use_gpu,16
end_logits,16
qs,16
mem,16
start_logits,16
gen,16
old_keys,16
train_data_loader,16
nx,16
x_shape,16
sep,16
substr,16
orig_tokens,16
spans,16
inputs_embeds,16
MODEL_CLASSES,16
bytes,16
process,16
enc_size,16
padding_length,16
first_token_tensor,16
buckets,16
train_losses,16
log_str,16
prior,16
gy,16
extensions_dir,16
phi_x,16
theta_x,16
scene,16
loss_val,16
att,16
in_dim,16
tt,16
folders,16
d_p,16
sc,16
date,16
vertices,16
tn,16
test_x,16
logprob,16
db,16
q1,16
legend,16
center_y,16
label_dict,16
center_x,16
accs,16
nf,16
module_path,16
postfix,16
num_imgs,16
permutation,16
model_config,16
