Word,Frequency
the,823109
of,443906
to,370372
a,242677
for,223692
in,199008
is,189136
and,178760
model,120057
or,109464
optional,109250
with,99809
this,99093
be,98678
if,95159
tensor,83747
from,83735
list,80191
shape,75802
int,73115
torch,72436
args,71059
license,67812
are,66777
not,66253
that,63907
as,60082
x,58166
each,57523
used,56803
input,56438
true,55890
on,55462
all,55099
returns,54025
attention,53893
by,53299
defaults,50888
default,47970
config,46388
dict,44694
layer,44496
str,44008
number,43801
will,43723
an,43661
token,42529
output,42204
when,41895
sequence,41758
tuple,41668
it,41644
image,41372
use,40806
data,40212
obj,39192
class,39125
self,38475
loss,37199
n,36968
bool,36573
can,36333
size,35998
we,35828
mask,35810
s,35581
batch,34530
return,33978
tokens,33880
none,33761
c,33633
file,33506
at,32287
under,31893
see,31831
set,31491
float,30818
which,30622
https,29895
function,29774
b,29446
dataset,29037
one,28232
you,28219
only,28179
whether,27581
values,27265
training,27233
labels,25704
should,25218
false,24923
param,24870
parameters,23687
t,23439
models,23400
value,23258
weights,22956
copyright,22140
indices,21755
using,21426
configuration,21172
module,21111
tf,20956
encoder,20880
outputs,20811
org,20784
e,20658
length,20504
layers,20463
returned,19680
ids,19634
floattensor,19514
type,19317
classification,18572
test,18528
may,18501
i,18243
tokenizer,18089
np,18085
any,17968
w,17867
distributed,17749
decoder,17658
first,17589
given,17489
array,17413
index,17315
head,17303
has,17040
have,17023
inputs,16944
source,16815
path,16786
masked,16724
hidden,16603
transformers,16453
states,16435
h,16293
print,16289
get,16179
feature,16115
compute,15939
name,15775
language,15736
ndarray,15710
g,15563
pytorch,15495
same,15470
method,15299
more,15296
features,15193
passed,15025
into,14919
apache,14911
base,14888
add,14608
forward,14522
tensors,14447
import,14384
its,14345
load,14274
padding,14159
embeddings,14147
where,14116
key,14057
object,13889
version,13822
last,13751
no,13714
com,13484
images,13384
arguments,13295
y,13000
position,13000
nn,12909
without,12799
k,12739
embedding,12739
specific,12731
heads,12720
results,12558
string,12523
github,12451
after,12275
but,11851
licensed,11818
example,11678
channels,11665
text,11646
so,11544
attentions,11519
dictionary,11467
copy,11431
boxes,11323
either,11284
check,11176
time,11113
required,11106
single,11104
train,11100
sample,11062
format,11012
target,10942
scores,10941
numpy,10932
directory,10906
different,10896
points,10778
dimension,10752
inc,10653
code,10602
huggingface,10564
software,10490
end,10424
weight,10388
note,10374
rights,10340
python,10257
arxiv,10120
special,10058
m,10037
linear,10010
d,9981
instead,9894
reserved,9850
instance,9804
transformer,9797
random,9763
samples,9744
save,9696
information,9660
provided,9650
box,9642
then,9630
http,9603
label,9558
contains,9523
two,9478
cross,9379
block,9328
create,9314
matrix,9314
sequences,9291
also,9283
map,9255
mean,9244
make,9243
original,9228
before,9219
mode,9212
logits,9200
convert,9099
bert,9057
scale,9055
examples,9036
id,9012
vocabulary,8964
between,8931
other,8851
root,8812
selected,8762
www,8753
longtensor,8739
state,8702
log,8700
new,8678
case,8635
f,8617
based,8603
containing,8589
initialize,8570
range,8542
dropout,8527
prediction,8515
py,8507
facebook,8405
than,8381
specified,8376
softmax,8229
per,8208
average,8191
top,8149
up,8142
level,8138
except,8119
computed,8024
second,8019
maximum,8010
need,8009
apply,7990
obtain,7984
dim,7982
abs,7979
following,7947
like,7931
pretrained,7908
checkpoint,7870
classes,7821
generate,7739
conditions,7699
keys,7659
kind,7633
implied,7597
corresponding,7593
unless,7586
update,7569
task,7567
applicable,7469
order,7421
parameter,7412
express,7405
must,7400
files,7399
licenses,7395
during,7391
out,7369
over,7359
some,7350
warranties,7323
do,7307
basis,7304
argument,7294
rate,7259
computing,7239
point,7217
split,7187
writing,7166
device,7161
result,7155
non,7129
learning,7103
evaluation,7085
multiple,7085
law,7083
width,7011
optimizer,7010
permissions,6996
limitations,6992
pre,6983
step,6951
agreed,6930
governing,6927
compliance,6876
pass,6799
here,6788
coordinates,6674
current,6635
found,6600
every,6580
masks,6569
query,6554
positions,6548
paper,6462
max,6372
grid,6363
predictions,6339
tree,6284
ground,6281
team,6276
otherwise,6236
run,6221
sentence,6208
truth,6131
network,6118
details,6115
process,6106
score,6097
axis,6066
start,6064
pixel,6019
height,6000
len,5970
pair,5953
objects,5951
utf,5945
affiliates,5924
there,5911
what,5907
pad,5895
pipeline,5870
memory,5859
generated,5784
datasets,5781
blocks,5776
does,5703
build,5658
word,5656
they,5606
avoid,5582
added,5565
search,5551
sampling,5551
loading,5550
multi,5529
calculate,5528
p,5511
probability,5465
coding,5462
initial,5452
implementation,5451
l,5448
regression,5442
ratio,5432
sum,5424
decoding,5416
channel,5374
indicates,5371
modeling,5368
large,5363
remove,5348
don,5348
r,5339
transform,5337
conv,5335
copied,5329
normalization,5328
epoch,5242
these,5180
norm,5169
final,5165
want,5162
glossary,5147
vector,5135
depth,5120
methods,5088
json,5055
main,5048
right,5043
pdf,5026
bias,5008
ignored,4988
distribution,4984
factor,4981
z,4961
dtype,4957
graph,4954
according,4946
initialization,4930
activation,4916
stride,4909
math,4908
