Word,Frequency
the,9762
of,3798
to,3612
license,2801
for,2447
a,2367
in,2303
is,1991
or,1950
this,1796
and,1790
file,1488
with,1373
under,1261
you,963
be,900
distributed,882
apache,873
parameters,798
on,791
data,781
from,771
model,751
by,739
default,733
that,705
an,704
list,703
as,688
not,644
software,644
may,637
see,632
use,615
int,596
if,590
licenses,574
asf,562
str,548
all,533
copyright,502
returns,495
any,481
class,479
name,475
are,463
one,456
org,455
output,455
at,451
test,420
function,418
additional,402
image,392
x,392
specific,391
args,390
without,387
source,384
return,382
licensed,381
input,379
conditions,374
copy,369
each,368
will,363
batch,361
information,360
version,358
used,350
number,349
language,347
it,343
http,339
load,339
warranties,338
implied,338
can,330
notice,328
more,327
required,320
express,315
except,312
directory,311
either,309
work,305
applicable,303
www,302
unless,301
we,298
kind,297
writing,294
shape,294
law,293
limitations,293
compliance,292
obtain,292
agreed,292
basis,292
governing,292
permissions,292
contributor,282
agreements,282
regarding,282
ownership,282
foundation,281
tests,280
s,279
size,275
pretrained,269
which,267
root,263
context,257
value,256
bool,256
ndarray,250
run,249
path,248
whether,248
training,243
param,242
code,241
array,239
mx,237
dataset,236
given,234
same,233
true,231
layer,226
print,225
when,225
c,221
type,218
weights,218
found,215
symbol,214
optional,213
get,209
arguments,204
dict,204
rights,204
https,202
set,202
n,200
false,192
none,192
should,189
add,186
t,185
learning,182
dictionary,180
into,178
end,178
layers,178
cpu,174
train,174
time,171
optimizer,171
module,169
check,168
only,166
epoch,166
new,161
using,160
google,160
arxiv,159
b,157
update,153
gradients,151
sentence,151
label,150
no,150
string,149
sample,146
i,146
e,144
inc,144
rate,144
import,143
paper,142
outputs,141
loss,141
models,140
python,139
mxnet,139
pylint,137
abs,137
network,135
length,135
classes,134
command,133
values,132
but,131
after,130
line,127
out,126
nd,126
index,125
must,125
row,123
example,123
tokens,123
images,121
ctx,121
forward,120
following,120
kvstore,119
first,118
create,118
tuple,118
float,118
variable,117
generate,116
g,115
reserved,115
single,114
parameter,113
weight,113
iterator,113
labels,112
has,111
env,110
state,110
binary,110
names,109
samples,108
gradient,108
files,107
include,107
result,106
present,105
examples,104
keys,104
original,102
encoder,102
os,102
gb,102
tree,101
decoder,100
specified,100
disable,99
flag,99
different,98
where,98
need,97
pull,95
provided,95
note,95
wrapper,94
object,94
key,94
current,93
step,93
convolutional,91
including,91
elements,91
runs,90
todo,90
self,90
base,90
location,90
py,89
sequence,89
networks,89
order,89
instance,89
convert,88
accuracy,88
based,88
its,88
residual,88
facebook,88
grant,88
patent,88
patents,88
gpu,87
like,87
utf,86
functions,85
case,85
arrays,85
padding,84
method,84
bin,83
target,83
multiple,83
kv,83
have,82
than,82
so,82
usr,81
