File Name,Frequency
__init__,3549
utils,521
train,285
setup,228
model,192
config,150
main,135
dataset,119
test,116
models,102
resnet,100
util,86
trainer,84
loss,79
metrics,71
builder,70
base,66
preprocess,65
eval,65
run,59
logger,58
conf,55
data,54
inference,54
registry,52
common,52
misc,51
evaluate,49
transforms,49
build,49
losses,42
data_utils,40
coco,40
layers,39
transformer,37
test_utils,36
datasets,35
plot,32
score,29
demo,29
clean,29
net,27
decoder,26
vgg,26
download,26
env,26
file_utils,26
dataloader,25
validate,24
attention,24
optimization,24
fpn,24
benchmark,24
version,23
visualizer,23
cityscapes,23
evaluation,22
encoder,22
optimizer,22
generate,22
masked_lm,22
factory,22
constants,21
base_model,21
imagenet,21
evaluator,21
model_utils,20
tokenizer,20
modules,20
blocks,20
options,20
networks,20
timer,20
data_loader,20
generator,20
rpn,20
lr_scheduler,20
base_dataset,20
configs,19
predict,19
infer,19
visualize,19
cuda_function_gen,18
loader,18
anchor_generator,18
distributed,18
functions,18
checkpoint,18
network,18
comm,17
sampler,17
metric,17
ops,17
logging,17
dist_utils,17
legacy_masked_lm,16
__main__,16
transform,16
retinanet,16
nms,16
optimizers,16
matcher,16
bleu,16
compat,16
collect_env,16
train_net,16
cross_entropy,16
concat_dataset,15
modeling,15
agent,15
tokenization,15
predictor,15
visualization,15
backbone,15
image,15
resnext,15
ensemble,15
defaults,15
roi_align,15
policies,15
search,15
interactive,15
accuracy,14
train_utils,14
core,14
preprocessing,14
learner,14
eval_lm,14
sentence_ranking,14
run_atari,14
list_dataset,13
layer,13
run_squad,13
sentence_prediction,13
focal_loss,13
_init_paths,13
translation,13
hooks,13
embeddings,13
voc,13
smooth_l1_loss,13
hrnet,13
log,13
check,13
transformer_layer,12
adaptive_softmax,12
sgd,12
translate,12
parser,12
vis,12
mobilenet,12
_utils,12
multihead_attention,12
plot_history,12
rerank,11
composite_loss,11
fairseq_incremental_decoder,11
beamable_mm,11
adagrad,11
fairseq_lr_scheduler,11
fixed_schedule,11
nag,11
model_cfgs,11
sampling,11
samplers,11
callbacks,11
alexnet,11
inception,11
vocab,11
classifier,11
wrappers,11
grouped_batch_sampler,11
fast_rcnn,11
memory,11
exceptions,11
mlp,11
load_data,11
image_folder,11
hub_interface,11
hubconf,11
discriminator,11
settings,11
formating,11
multiprocessing_bpe_encoder,10
backtranslation_dataset,10
transform_eos_dataset,10
composite_encoder,10
fconv,10
fconv_self_att,10
alignment_utils,10
character_token_embedder,10
lightweight_convolution,10
adadelta,10
polynomial_decay_schedule,10
pdb,10
sequence_scorer,10
serialize,10
graph,10
box_coder,10
dataset_factory,10
opts,10
train_options,10
data_parallel,10
pascal_voc,10
distributed_sampler,10
batch_norm,10
cascade_rcnn,10
mask_head,10
roi_heads,10
convert,10
language_modeling,10
file_io,10
configuration,10
model_builder,10
api,10
binarizer,10
meters,10
transformer_lm,10
adam,10
io,10
iou_loss,10
extract,10
loading,10
rerank_utils,9
logsumexp_moe,9
mean_pool_gating_network,9
dummy_model,9
append_token_dataset,9
base_wrapper_dataset,9
concat_sentences_dataset,9
fastbpe,9
gpt2_bpe,9
hf_bert_bpe,9
moses_tokenizer,9
nltk_tokenizer,9
space_tokenizer,9
subword_nmt_bpe,9
id_dataset,9
block_pair_dataset,9
masked_lm_dataset,9
masked_lm_dictionary,9
lru_cache_dataset,9
multi_corpus_sampled_dataset,9
nested_dictionary_dataset,9
num_samples_dataset,9
numel_dataset,9
offset_tokens_dataset,9
prepend_token_dataset,9
raw_label_dataset,9
replace_dataset,9
roll_dataset,9
sort_dataset,9
strip_token_dataset,9
incremental_decoding_utils,9
lightconv_lm,9
lstm_lm,9
cmlm_transformer,9
insertion_transformer,9
iterative_nonautoregressive_transformer,9
levenshtein_utils,9
nat_crf_transformer,9
nonautoregressive_transformer,9
model_camembert,9
transformer_from_pretrained_xlm,9
dynamic_crf_layer,9
lightconv_layer,9
sparse_multihead_attention,9
sparse_transformer_sentence_encoder,9
sparse_transformer_sentence_encoder_layer,9
adamax,9
bmuf,9
fused_lamb,9
tri_stage_lr_scheduler,9
cross_lingual_lm,9
build_sym_alignment,9
read_binarized,9
test_cross_entropy,9
test_average_checkpoints,9
test_backtranslation_dataset,9
test_character_token_embedder,9
test_convtbc,9
test_label_smoothing,9
test_sequence_scorer,9
correlation,9
test_models,9
vfnet_r50_fpn_mdconv_c3-c5_mstrain_2x_coco,9
sample,9
eval_utils,9
plotting,9
tf_utils,9
dataset_utils,9
learned_positional_embedding,9
conftest,9
tree,9
nn,9
lvis,9
rotated_boxes,9
box_head,9
keypoint_head,9
activations,9
glue,9
batchnorm,9
sigmoid_focal_loss,9
params,9
extract_features,9
helper,9
faster_rcnn,9
densenet,9
fairseq_criterion,9
fairseq_dataset,9
indexed_dataset,9
distributed_utils,9
adaptive_input,9
downsampled_multihead_attention,9
layer_norm,9
fp16_optimizer,9
triangular_lr_scheduler,9
progress_bar,9
fairseq_task,9
test_train,9
run_glue,9
test_dataset,9
nms_wrapper,9
html,9
random_sampler,9
wider_face,9
res_layer,9
server,9
args,8
rerank_generate,8
rerank_options,8
rerank_score_bw,8
rerank_score_lm,8
rerank_tune,8
preprocess_RACE,8
wsc_criterion,8
wsc_task,8
wsc_utils,8
asr_dataset,8
collaters,8
asr_prep_json,8
w2l_conv_glu_enc,8
speech_recognition,8
hf_byte_bpe,8
hf_gpt2,8
qemb,8
compare_namespaces,8
count_docs,8
rm_pt,8
shard_docs,8
split_train_valid_docs,8
asr_test_base,8
test_concat_dataset,8
test_memory_efficient_fp16,8
test_resampling_dataset,8
test_sparse_multihead_attention,8
norm,8
torch_utils,8
faster_rcnn_r50_caffe_dc5_1x_coco,8
faster_rcnn_r50_caffe_dc5_mstrain_1x_coco,8
tools,8
environment,8
gelu,8
efficientnet,8
preprocessor,8
feature_extractor,8
utils_test,8
lenet,8
utility,8
helpers,8
darknet,8
c2_model_loading,8
deform_conv,8
model_zoo,8
poolers,8
image_list,8
colormap,8
test_config,8
configuration_bert,8
configuration_roberta,8
configuration_utils,8
squad,8
modeling_camembert,8
tokenization_gpt2,8
replicate,8
distributions,8
coco_eval,8
voc_eval,8
roi_pool,8
pretrain,8
policy,8
scheduler,8
parse,8
label_smoothed_cross_entropy,8
dictionary,8
iterators,8
legacy_distributed_data_parallel,8
distributed_fairseq_model,8
fairseq_decoder,8
fairseq_encoder,8
fairseq_model,8
grad_multiply,8
scalar_bias,8
sinusoidal_positional_embedding,8
adafactor,8
fairseq_optimizer,8
cosine_lr_scheduler,8
inverse_square_root_schedule,8
reduce_lr_on_plateau,8
spm_encode,8
test_options,8
atss,8
fcos,8
free_anchor_retina_head,8
cross_entropy_loss,8
pafpn,8
dynamic_roi_head,8
pisa_roi_head,8
test_necks,8
deepfashion,8
eval_hooks,8
pytorch2onnx,8
custom,8
tests,8
augmentation,8
deduplicate_lines,7
extract_bt_data,7
detect,7
optim,7
augment,7
vocabulary,7
kitti,7
base_trainer,7
run_classifier,7
beam_search,7
checkpoint_utils,7
balanced_positive_negative_sampler,7
export_model,7
inception_resnet_v2,7
inception_v3,7
weights,7
callback,7
res2net,7
rouge,7
cfg,7
finetune,7
rcnn,7
structures,7
configuration_camembert,7
configuration_ctrl,7
configuration_distilbert,7
configuration_mmbt,7
configuration_transfo_xl,7
configuration_xlm,7
