Variable Name,Frequency
x,19536
model,8784
out,8317
loss,5170
outputs,4687
output,4598
data,3828
args,3371
img,3236
mask,3187
parser,3097
batch_size,2999
result,2937
net,2738
dataset,2646
inputs,2621
logger,2588
labels,2555
image,2475
y,2376
logits,2109
results,2071
optimizer,2006
scores,1890
device,1890
config,1885
s,1821
h,1813
_base_,1794
res,1766
hidden_states,1682
label,1669
text,1573
name,1532
features,1463
p,1408
images,1407
m,1404
idx,1392
__all__,1387
tokens,1374
v,1364
w,1361
input_ids,1323
target,1319
boxes,1311
t,1288
num_classes,1276
i,1247
n,1221
path,1217
d,1213
k,1155
ret,1126
index,1107
a,1103
r,1085
c,1062
indices,1061
weight,1030
weights,1024
start,992
params,981
filename,971
f,947
residual,947
tokenizer,937
line,926
end,918
state,913
pred,877
predictions,870
score,866
_,857
bboxes,852
batch,843
losses,838
value,837
attention_mask,827
X,826
z,819
scale,807
layers,800
b,791
train_pipeline,778
lr_config,774
lines,768
test_pipeline,768
x1,767
input,759
checkpoint,759
total_epochs,757
preds,753
lr,748
df,723
width,708
head_mask,708
transform,704
points,704
masks,701
key,696
offset,695
shape,692
bbox,692
msg,686
size,678
cfg,675
input_shape,662
targets,643
x2,641
im,623
token_type_ids,612
alpha,598
pooled_output,597
count,595
padding,593
optimizer_config,593
g,587
data_root,585
attn,580
embeddings,570
loss_fct,568
tensor,567
img_norm_cfg,559
ax,548
q,546
N,542
train_cfg,539
sample,537
tmp,536
position_ids,534
y1,534
examples,533
sequence_output,533
anchors,530
FLAGS,529
keep,528
input_mask,523
state_dict,523
gt_bboxes,523
in_channels,522
dist,520
height,515
outs,513
downsample,511
length,510
opt,509
metrics,507
env,503
temp,498
config_class,493
prefix,487
evaluation,487
start_time,485
acc,483
action,477
total_loss,477
mean,469
config_and_inputs,468
values,466
files,463
vocab,455
l,455
probs,452
diff,451
scheduler,449
imgs,449
expansion,447
j,446
inds,445
fig,444
bbox_pred,444
classes,441
rois,435
layer,434
test_cfg,433
stride,426
criterion,425
num,424
feat,424
layer_keys,424
y2,421
gt_labels,416
block,415
grad,414
ids,414
pointer,413
pos,412
load_from,410
token,409
file_name,405
gt,405
branch_2,402
item,401
extended_attention_mask,400
val,399
proposals,399
R,396
color,393
std,392
log_config,391
inputs_embeds,388
branch_1,384
trainer,380
checkpoint_config,377
stats,375
u,374
step,373
dist_params,372
log_level,370
global_step,368
src,367
resume_from,365
workflow,364
segment_ids,363
dataset_type,358
norm,355
correct,354
context,348
samples,347
dim,345
sampler,345
obs,344
ind,338
sentence,337
module,336
word,336
ds,334
query,333
prediction,332
train_loader,332
decoder,330
bias,329
B,328
kwargs,326
M,325
cls,325
lengths,323
root,322
total,321
info,321
feature,320
delta,320
A,320
url,318
words,317
all_hidden_states,317
train_dataset,315
order,315
encoder,313
xs,311
writer,310
attn_mask,307
save_path,296
iou,296
gt_boxes,296
identity,295
precision,294
K,293
conv,293
sample_size,291
attention_scores,290
keypoints,285
group,284
mode,284
center,283
attn_weights,282
task,281
output_dir,281
W,281
prob,280
end_point,278
keys,277
slim,277
assign_result,277
ap,276
ious,274
example,273
string,270
obj,269
generator,269
recall,268
pos_inds,268
cls_score,268
img_path,267
y_pred,266
learning_rate,266
box,266
emb,265
context_layer,265
image_shape,265
eps,264
feats,264
base_model_prefix,263
self,263
data_loader,262
attack,261
names,260
scale_factor,260
attention_output,259
depth,259
save_dir,256
source,255
T,255
bbox_results,255
train_data,254
t1,253
cat,253
kernel,253
actions,253
src_tokens,252
e,252
noise,252
fields,251
node,251
parts,250
max_len,250
angle,250
cache_dir,249
paths,248
start_epoch,248
array,247
dt,247
text_a,246
tgt,245
encoder_out,245
blocks,245
graph,244
attention_probs,244
f1,243
test_loader,242
branch_3,242
num_imgs,242
C,241
factor,241
match,240
idxs,239
step_size,239
grads,237
data_dir,235
theta,233
return_dict,233
image_width,233
input_size,232
flag,232
new_features,232
image_height,232
raw_masks,232
fp,231
img_id,230
data_path,229
guid,229
shortcut,229
out_channels,228
model_path,226
image_id,226
bbox_targets,226
summary,225
gt_bboxes_ignore,225
vocab_size,224
pad,224
seq_length,224
norm_layer,224
encoder_outputs,223
grid,222
kernel_size,222
inp,221
attentions,218
instances,218
reward,218
content,217
sequence_length,217
pool,216
version,216
overlaps,216
D,215
done,215
prediction_scores,215
file_path,215
log,215
all_attentions,215
hidden,214
ext,214
loader,214
tree,214
cnt,214
reader,213
fname,213
ratio,213
model_type,212
fn,212
expected,211
filepath,211
pretrained_model_archive_map,211
mask_pred,211
split,210
colors,210
best_score,209
meta,209
G,209
sequence,208
tensor_dict,208
id,207
buffer,207
dx,207
num_channels,206
channels,206
file,205
text_b,205
bsz,204
head,204
input_tensor,204
defaults,203
seed,203
frames,202
message,202
left,202
sizes,201
sigma,200
output_shape,200
sentences,199
layer_output,199
data_cfg,198
x0,197
loc,197
expected_tensor,197
gamma,196
new_key,195
valid,195
ckpt,194
pairs,193
cmd,193
output_tokens,192
response,192
embedding,192
annotations,192
accuracy,191
denom,191
mu,191
seq,191
img_shape,191
work_dir,191
model_name,190
p1,190
ntokens,189
rank,189
union,189
epoch,188
train_sampler,188
test_data,187
dataloader,187
spec,187
branch_0,187
tp,187
bs,186
flags,186
loss_cls,186
repr_str,186
end_logits,185
saver,185
channel_cfg,185
question,184
counter,182
area,182
o,182
metadata,181
image_path,181
Y,181
input_buffer,180
H,180
beta,179
rng,179
buf,178
frame,178
var,178
checkpoints,178
featmap_sizes,178
train,177
feed_dict,177
sep,177
suffix,176
S,176
P,175
gt_masks,175
rewards,175
prev_output_tokens,174
history,174
t_total,174
loss_bbox,174
threshold,173
ys,173
input_data,173
batch_time,173
base_path,172
num_boxes,172
lprobs,171
alignment,170
t2,170
arr,170
p2,170
test_dataset,170
base,170
dtype,170
adv,170
pretrained_vocab_files_map,170
