Word,Frequency
the,594077
of,317230
to,239732
a,183924
for,172125
is,142313
and,141462
in,140947
tensor,84584
with,80339
list,75622
be,73028
if,72074
or,69796
int,67778
this,63434
that,62190
args,61316
model,57122
shape,57015
from,55601
default,54898
returns,52885
each,51930
dict,47874
are,46467
as,46466
optional,46246
number,45427
torch,44162
image,43806
x,43616
test,41730
not,40289
n,39902
on,39368
all,39282
by,38232
input,37057
license,36819
true,35581
none,34164
str,33712
used,33425
an,32938
class,32251
loss,31534
float,31100
function,31011
will,30908
data,30447
tuple,29990
self,29390
it,29263
size,27925
output,27524
bool,27469
c,26170
parameters,26162
use,25990
return,25504
layer,25250
we,24231
can,24007
when,23726
set,23722
param,23668
h,22764
file,22658
config,22652
w,22463
s,21451
array,20924
https,20838
dataset,20803
batch,20608
false,20083
b,19857
type,19806
training,19789
which,19675
value,18976
whether,18859
feature,18399
defaults,18392
one,18204
at,18187
math,18163
mask,18065
only,17859
under,17698
see,17131
sequence,16711
i,16665
should,16489
values,16339
t,16315
np,16244
qml,16194
attention,15905
same,15600
labels,15586
level,15549
org,15495
results,15356
print,15356
e,15123
module,14843
single,14726
weights,14705
has,14602
wires,14575
get,14532
name,14059
copyright,13989
you,13974
using,13917
boxes,13773
method,13669
scale,13666
images,13625
given,13624
box,13441
any,13181
first,13072
path,13066
compute,12924
object,12788
head,12558
features,12454
channels,12404
y,12338
load,12325
where,12293
obj,12256
forward,12185
arguments,12179
models,12141
have,12079
ndarray,12079
no,11929
g,11924
index,11746
matrix,11729
into,11679
layers,11617
k,11607
numpy,11580
distributed,11547
may,10739
state,10676
device,10648
target,10640
token,10600
dictionary,10571
block,10530
example,10517
indices,10497
format,10420
add,10392
arxiv,10350
length,10330
parameter,10227
label,10204
bboxes,10040
nn,9991
two,9961
points,9810
m,9756
sample,9717
tests,9707
time,9702
d,9656
version,9629
note,9595
inputs,9588
truth,9450
outputs,9441
code,9403
z,9308
bbox,9304
classification,9289
map,9229
random,9195
its,9062
check,9007
information,8932
after,8899
source,8865
weight,8834
without,8775
either,8713
key,8691
between,8657
specific,8613
string,8604
import,8441
ground,8408
original,8382
mean,8368
tokens,8350
circuit,8310
then,8301
com,8297
abs,8236
dimension,8222
pretrained,8153
network,8134
base,8120
pytorch,8103
different,7982
configuration,7963
range,7959
root,7956
corresponding,7943
train,7941
create,7926
more,7883
required,7804
last,7801
contains,7795
returned,7761
current,7759
transform,7755
must,7672
samples,7657
save,7630
width,7556
operator,7532
based,7524
classes,7509
directory,7504
prediction,7481
multiple,7478
result,7461
tf,7426
padding,7412
text,7407
but,7336
order,7303
specified,7271
mode,7261
encoder,7253
so,7235
apache,7201
py,7195
per,7192
masks,7169
new,7124
keys,7113
non,7052
gt,7024
also,7022
containing,6998
reserved,6973
instance,6971
r,6958
rights,6933
operation,6913
end,6890
scores,6847
point,6842
github,6789
convert,6787
basis,6760
language,6727
learning,6661
python,6599
f,6584
optimizer,6563
initialize,6498
factor,6394
licensed,6355
decoder,6355
update,6347
tensors,6313
positive,6310
than,6296
position,6280
embedding,6264
step,6229
score,6190
predictions,6169
states,6150
id,6122
copy,6087
conv,6081
j,6080
height,6077
case,6048
apply,6047
other,6036
dim,6004
ids,5994
some,5980
anchors,5969
over,5903
generate,5889
evaluation,5887
top,5879
make,5875
before,5863
error,5845
sum,5767
hidden,5761
following,5732
stride,5712
targets,5689
correct,5682
average,5677
do,5662
run,5542
multi,5511
passed,5510
need,5507
up,5475
software,5475
info,5459
rate,5454
calculate,5443
convolution,5442
p,5436
l,5429
floattensor,5425
provided,5423
linear,5409
process,5390
gradient,5373
out,5360
checkpoint,5355
center,5328
bounding,5296
epoch,5255
files,5243
channel,5240
details,5226
split,5223
vector,5171
regression,5171
right,5161
http,5158
build,5152
start,5145
iou,5134
disable,5119
log,5111
len,5109
norm,5104
proposals,5092
func,5071
there,5061
stage,5028
here,5014
second,4975
conditions,4930
implementation,4923
argument,4886
max,4884
normalization,4880
these,4841
params,4831
otherwise,4795
during,4792
segmentation,4780
empty,4777
left,4770
memory,4767
inc,4751
predicted,4737
unless,4732
testing,4726
kind,4702
applicable,4685
does,4672
like,4657
tokenizer,4651
img,4641
bias,4639
implied,4620
instead,4611
writing,4591
express,4573
transformer,4528
ratio,4520
warranties,4516
maximum,4477
except,4473
found,4464
obtain,4460
www,4450
dropout,4442
law,4395
limitations,4391
element,4365
agreed,4362
anchor,4357
permissions,4357
depth,4355
governing,4353
objects,4302
call,4298
negative,4294
settings,4288
sampling,4278
probability,4273
meta,4260
embeddings,4258
qnode,4247
expected,4239
options,4239
logits,4239
filename,4239
axis,4235
added,4214
masked,4199
integer,4193
rotation,4193
backbone,4192
quantum,4147
coordinates,4129
resnet,4122
defined,4117
functions,4097
todo,4096
kernel,4070
pdf,4067
representation,4048
both,4042
computed,4037
pre,4034
task,4034
computing,4019
heads,4005
datasets,4001
means,3994
zero,3981
every,3965
ignored,3952
qubit,3932
according,3928
valid,3911
style,3898
initialization,3886
space,3882
json,3871
pylint,3863
noqa,3846
examples,3836
transformers,3826
jax,3823
pipeline,3802
names,3791
environment,3786
instances,3767
seed,3762
graph,3759
item,3752
applied,3729
v,3709
activation,3698
callable,3692
threshold,3667
elements,3642
transforms,3606
pennylane,3582
part,3571
licenses,3554
paper,3546
alpha,3545
called,3521
line,3492
color,3468
distance,3457
tree,3449
shift,3437
blocks,3427
remove,3410
selected,3407
loading,3405
filter,3402
maps,3394
generated,3393
def,3392
raises,3389
they,3388
compliance,3385
match,3384
operations,3379
tape,3379
gpu,3374
u,3361
losses,3349
standard,3348
global,3345
pass,3344
logger,3338
dtype,3334
levels,3333
variable,3287
local,3267
initial,3264
total,3264
assign,3264
define,3263
residual,3260
query,3259
correctly,3258
resources,3257
them,3256
node,3255
support,3247
annotation,3244
contain,3238
utils,3238
final,3230
attributes,3215
measurement,3207
cfg,3201
detection,3198
just,3183
frame,3156
methods,3155
corner,3150
such,3138
ignore,3125
metrics,3123
openmmlab,3103
indicates,3046
pair,3040
cross,3035
location,3029
env,3025
init,3025
pad,3025
trained,3021
dimensions,3019
their,2976
distribution,2969
crop,2957
since,2955
too,2954
next,2953
sampled,2952
interface,2952
q,2938
wire,2934
how,2931
else,2929
reduction,2925
bs,2914
measurements,2912
huggingface,2910
augmentation,2904
metric,2900
equal,2896
binary,2893
policy,2892
keep,2889
facebook,2881
offset,2868
modified,2865
don,2864
uses,2854
special,2853
group,2846
main,2844
supported,2843
generator,2842
utf,2840
custom,2839
works,2830
context,2829
networks,2828
while,2812
transformation,2802
etc,2787
relative,2779
html,2775
softmax,2773
avoid,2768
construct,2768
now,2764
phi,2764
cls,2756
scalar,2753
kwargs,2746
master,2744
user,2741
read,2717
column,2716
inference,2715
grid,2704
needed,2687
cpu,2678
noise,2677
perform,2675
want,2668
positions,2663
was,2660
computes,2649
additional,2644
many,2636
longtensor,2634
