Function Name,Frequency
__init__,33896
forward,17147
__call__,3386
circuit,2219
main,2064
__len__,2006
__getitem__,1935
__repr__,1605
init_weights,1318
setUp,894
call,857
train,822
parse_args,688
loss,629
f,618
backward,590
__iter__,523
evaluate,514
update,513
setup,496
step,487
reset,445
forward_train,411
__str__,407
tearDown,398
test,367
_init_layers,339
compute,328
_make_layer,317
_init_weights,312
simple_test,304
get_targets,302
decode,299
build,279
Bottleneck,273
forward_single,267
build_model,257
BasicBlock,254
encode,253
aug_test,253
get_bboxes,241
get_config,230
run,228
load_state_dict,225
get_input_embeddings,206
add_args,205
sample,204
reset_parameters,200
prepare_config_and_inputs,199
cost,198
Hyperparams,192
save,188
predict,185
load,182
serving_output,175
_get_function,173
ResNet,172
set_input_embeddings,172
extra_repr,170
prepare_config_and_inputs_for_common,170
__setstate__,166
save_checkpoint,166
get_output_embeddings,165
close,163
train_step,158
state_dict,157
test_config,155
__eq__,154
wrapper,154
__post_init__,152
forward_dummy,151
set_output_embeddings,151
qfunc,150
compute_decomposition,148
resource_params,148
conv3x3,144
_,144
loss_single,139
__getattr__,137
flops,137
func,136
extract_feat,135
circ,134
set_epoch,131
test_model_from_pretrained,129
load_annotations,128
_inner_forward,128
process,128
_get_target_single,128
name,128
get,127
_get_bboxes_single,126
load_data,125
get_args,125
accuracy,124
get_lr,122
assign,121
eval,119
transform,119
AverageMeter,118
act,118
prepare_inputs_for_generation,117
_freeze_stages,114
execute,113
adjust_learning_rate,111
download,111
custom_forward,111
forward_test,109
initialize,109
create_custom_forward,109
load_dataset,108
compute_metrics,108
compute_matrix,108
load_model,107
preprocess,106
convert,106
norm1,105
_test,105
Mlp,104
validate,104
inference,103
max_positions,103
size,102
to,102
tokenize,102
training_step,102
collate_fn,101
_calc_width,101
_init_params,101
Encoder,98
adjoint,98
cost_fn,98
get_model,97
normalize,96
log,95
_prune_heads,95
_sample_pos,94
_sample_neg,94
augment,93
setUpClass,93
make_res_layer,92
get_specification,92
Model,91
Policy,91
_flatten,91
crop,90
Attention,89
__exit__,89
transpose_for_scores,89
from_pretrained,89
get_labels,89
render,88
save_vocabulary,88
__next__,87
test_model,87
_bbox_forward_train,86
__enter__,86
_forward,86
DummyOp,86
_bbox_forward,85
fit,85
_reorder_cache,85
MLP,84
print,83
__getstate__,83
generator,83
params,83
get_vocab,83
circuit2,83
synchronize_between_processes,82
get_decoder,81
Block,80
get_transform,80
add_arguments,80
prune_heads,80
label,80
save_model,79
test_jax,78
Trainer,77
pad,77
parse,77
get_encoder,77
collater,77
PatchEmbed,76
get_params,76
create_and_check_model,76
validation_step,75
add,74
ModelArguments,74
vocab_size,74
op,74
_set_gradient_checkpointing,74
resource_rep,74
conv1x1,73
forward_features,73
Value,73
Critic,73
_unflatten,73
_resource_decomp,73
_mask_forward_train,72
ExampleModule,72
DataTrainingArguments,72
get_test_examples,72
build_inputs_with_special_tokens,72
Decoder,71
get_ann_info,71
get_train_examples,71
data,71
compute_forward,71
on_stage_end,71
decomposition,71
test_torch,71
resize,70
compute_loss,70
compute_objectives,70
norm2,69
with_pos_embed,69
mod,69
get_dev_examples,69
format_results,68
load_checkpoint,68
str2bool,68
configure_optimizers,68
num_tokens,68
tc,68
bytes,68
get_loss,67
set_seed,67
g,67
save_best_fn,67
postprocess,66
resnet50,66
_load_from_state_dict,66
test_autograd,66
test_resource_params,66
build_dataset,65
resnet18,65
_reset_parameters,65
init,65
get_cat_ids,65
generate,65
test_step,65
target_dictionary,65
_initialize_weights,64
get_world_size,64
__del__,64
write,64
reduce_metrics,64
show_result,63
__add__,63
test_resource_rep,63
create_token_type_ids_from_sequences,63
Config,62
extract_features,62
info,62
rotate,62
get_parser,62
dummy_inputs,62
test_tf,62
test_resources,62
to_tensor,61
__setattr__,61
zero_grad,61
visualize,61
_create_examples,61
_tokenize,61
on_stage_start,61
audio_pipeline,61
_primitive_bind_call,61
Transformer,60
get_rank,60
fn,60
setup_task,60
losses,59
resnet34,59
num_classes,59
start,59
Normalize,58
resnet101,58
clear,58
train_one_epoch,58
_check_integrity,58
test_model_common_attributes,58
_update,57
window_partition,57
_filter_imgs,57
build_encoder,57
upgrade_state_dict_named,57
source_dictionary,57
shape,57
convert_tokens_to_string,57
pow,57
val_step,56
Generator,56
get_dataset,56
mkdirs,56
observation,56
supports_prefetch,56
tearDownClass,56
_convert_id_to_token,56
onnx_export,56
map_wires,56
count_parameters,55
Compose,55
_get_targets_single,55
ordered_indices,55
stop_fn,55
window_reverse,54
_check_input_dim,54
translate,54
_convert_token_to_id,54
test_inputs_embeds,54
ResBlock,53
RandomCrop,53
prepare,53
expand,53
to_dict,53
qnode,53
build_backbone,52
_get_points_single,52
flip,52
Actor,52
__mul__,52
ToTensor,51
Dataset,51
LayerNorm,51
random,51
reorder_encoder_out,51
profile_module,51
from_config,51
circuit1,51
__hash__,50
PatchMerging,50
rescale,50
no_weight_decay,50
__setitem__,50
train_dataloader,50
device,50
prefetch,50
get_special_tokens_mask,50
val_dataloader,49
test_repr,49
num_params,49
test_jax_jit,49
avg,48
get_version,48
value,48
_get_bboxes,48
validation_epoch_end,48
reward_from_B,48
reward_from_C,48
true_fn,48
Resize,47
resnet152,47
get_anchors,47
Discriminator,47
build_decoder,46
Logger,46
init_mask_head,46
sizes,46
create_parser,46
teardown,46
test_standard_validity,46
test_forward_signature,46
labels,45
main_worker,45
build_optimizer,45
append,45
_get_clones,45
after_train_iter,45
before_train_epoch,45
test_dataloader,45
model,45
f1,45
get_tokenizer,45
module_str,45
test_for_masked_lm,45
set_forward,44
set_forward_loss,44
worker_init_fn,44
modify_commandline_options,44
build_embedding,44
get_normalized_probs,44
Identity,43
_make_stem_layer,43
set_random_seed,43
all_gather,43
BasicLayer,43
__nice__,43
test_for_question_answering,43
next,42
is_main_process,42
after_train_epoch,42
TransformerEncoder,42
forward_post,42
register,42
logging_outputs_can_be_summed,42
processing_fn,42
test_for_token_classification,42
serving,42
get_classes,41
Linear,41
record_transition,41
pre_interaction,41
post_interaction,41
_shape,41
test_for_sequence_classification,41
merge,40
summarize,40
create_model,40
get_target,40
_make_layers,40
collect_files,40
config,40
NoVelocityWrapper,40
hook,40
loss_fn,40
shift_tokens_right,40
fit_batch,40
text_pipeline,40
null_postprocessing,40
test_full_tokenizer,40
ResLayer,39
simple_test_mask,39
init_assigner_sampler,39
init_bbox_head,39
collect_annotations,39
load_img_info,39
train_epoch,39
VGG,39
test_epoch_end,39
score,39
scale,39
state_description,39
prepare_img,39
test_custom_wire_labels,39
test_hidden_states_output,39
__new__,38
save_image,38
prepare_train_img,38
crop_and_resize,38
forward_pre,38
cli_main,38
preprocess_image,38
_build,38
test_attention_outputs,38
test_retain_grad_hidden_states_attentions,38
__contains__,37
cross_entropy,37
make_dataset,37
num_levels,37
init_weight,37
plot,37
init_model,37
interleave_offsets,37
interleave,37
learn,37
TestDecomposition,37
pow_resource_decomp,37
test_for_multiple_choice,37
sigmoid_focal_loss,36
accumulate,36
max,36
get_arguments,36
_mask_forward,36
before_run,36
optimize_parameters,36
weights_init,36
Shared,36
base_architecture,36
matrix,36
test_id,36
TestInterfaces,36
adjoint_resource_decomp,36
controlled_resource_decomp,36
check_hidden_states_output,36
get_input_output_texts,36
drop_path,35
_init_weight,35
init_hidden,35
InvertedResidual,35
TransformerEncoderLayer,35
make_layer,35
dice_loss,35
create_logger,35
with_semantic,35
TransformerDecoder,35
get_outplanes,35
compute_eigvals,35
Embedding,34
_make_stage,34
FocalLoss,34
_get_activation_fn,34
init_distributed_mode,34
global_avg,34
conv,34
iou,34
simple_test_rpn,34
refine_bboxes,34
areas,34
shear,34
get_results,34
prepare_data,34
show,34
norm,34
supports_flat_params,34
_forward_impl,34
cleanup,34
workflow,34
test_resources_from_rep,34
create_and_check_for_masked_lm,34
copy,33
RandomHorizontalFlip,33
build_loss,33
get_classifier,33
reduce_dict,33
setup_for_distributed,33
is_dist_avail_and_initialized,33
median,33
add_meter,33
_filter_invalid,33
aug_test_bboxes,33
gen_base_anchors,33
to_ndarray,33
area,33
parse_config,33
get_logger,33
test_initialization,33
attention,33
reorder_incremental_state,33
finalize,33
read_msg,33
inner,33
ssim,33
evaluate_batch,33
false_fn,33
freeze_feature_encoder,33
__copy__,32
WindowAttention,32
load_config,32
pre_pipeline,32
_get_config_directory,32
get_size,32
SmoothedValue,32
_parse_ann_info,32
gen_single_level_base_anchors,32
collate,32
make_model,32
forward_decoder,32
f2,32
apply_image,32
apply_coords,32
feed_forward_chunk,32
get_bias,32
init_nets,32
freeze_feature_extractor,32
DropPath,31
prepare_test_img,31
MetricLogger,31
_make_divisible,31
BaseDataset,31
optimize,31
on_epoch_end,31
loop,31
flush,31
_expand_mask,31
MyOp,31
simplify,31
set_bias,31
_prepare_for_class,31
create_and_check_for_question_answering,31
get_encoder_decoder_model,31
mean,30
CenterCrop,30
_output_size,30
log_every,30
read,30
get_batch,30
stop,30
init_parameters,30
valid_step,30
upgrade,30
restore,30
optimizer_config,30
build_dataset_for_inference,30
mlp,30
_get_config,30
get_msg,30
preprocess_function,30
Params,30
get_parameters,30
_mp_fn,30
build_predict_graph,30
forward_net,30
TestInputs,30
get_lm_head,30
create_and_check_for_token_classification,30
test_inference_no_head,30
get_dataloader,29
DistributedSampler,29
_demo_mm_inputs,29
get_args_parser,29
save_on_master,29
get_points,29
extract_feats,29
save_results,29
entropy,29
display,29
lr_lambda,29
create,29
test_agent,29
read_data,29
hash,29
SSIM,29
dataio_prep,29
get_example_from_tensor_dict,29
_transform_feature,29
test_decomposition,29
apply,28
Rotate,28
MobileNetV2,28
_parse_losses,28
ResNeXt,28
get_root_logger,28
reset_classifier,28
_run,28
_meshgrid,28
valid_flags,28
load_json,28
mkdir,28
Data,28
decoder,28
get_scores,28
solve,28
callback,28
step_update,28
resize_token_embeddings,28
top_offset,28
get_data,28
_parse_example_spec,28
CustomOp,28
circuit_template,28
prepare_config_and_inputs_for_decoder,28
create_and_check_for_sequence_classification,28
_decoder_forward,28
__missing__,27
message,27
seed_everything,27
train_model,27
build_dataloader,27
single_gpu_test,27
multi_gpu_test,27
process_checkpoint,27
SwinTransformerBlock,27
initialize_weights,27
get_seg_masks,27
with_bbox,27
TransformerDecoderLayer,27
_prepare,27
print_network,27
PositionalEncoding,27
test_copy,27
prepare_decoder_input_ids_from_labels,27
freeze_bn,27
TestIntegration,27
FeedForward,26
ASPP,26
ResNet18,26
ResNet34,26
ResNet50,26
get_image,26
loss_labels,26
aug_test_rpn,26
with_mask,26
with_shared_head,26
construct_toy_data,26
loadData,26
freeze,26
ResidualBlock,26
init_params,26
store,26
_gen_grid,26
copy2local,26
produce,26
build_from_config,26
wires,26
test_resource_controlled,26
inputs,26
create_and_check_decoder_model_past_large_inputs,26
create_and_check_for_multiple_choice,26
test_decoder_model_past_with_large_inputs,26
_check_branches,25
_make_one_branch,25
_make_branches,25
_make_fuse_layers,25
_make_transition_layer,25
__sub__,25
SwinTransformer,25
ConvBlock,25
_expand_onehot_labels,25
forward_ffn,25
Backbone,25
exists,25
_load_labels,25
centerness_target,25
random_choice,25
_pad,25
embed,25
BaseModel,25
keys,25
query,25
search,25
from_matchline,25
on_train_begin,25
to_numpy,25
inverse,25
flatten,25
_make_causal_mask,25
scatter,25
CenterCropLongEdge,25
test_train_steps,25
ansatz,25
test_adjoint,25
test_flatten_unflatten,25
test_inference_masked_lm,25
cuda,24
Flatten,24
CrossEntropyLoss,24
Evaluator,24
FrozenBatchNorm2d,24
ConcatDataset,24
CustomDataset,24
with_neck,24
UNet,24
combine,24
Timer,24
_get_src_permutation_idx,24
interpolate,24
Conv2d,24
swish,24
_set_group_flag,24
bbox_flip,24
_poly2mask,24
simple_test_bboxes,24
_add_fc_branch,24
regress_by_class,24
bbox_overlaps,24
compute_accuracy,24
get_optimizer,24
identity,24
to_json_string,24
test_init,24
summary,24
state,24
output_layer,24
_get_feat_extract_output_lengths,24
reparameterize,24
decorator,24
downgrade,24
initialize_on_connect,24
_build_model,24
run_simulation,24
project,24
get_vocab_size,24
symbolic,24
elems,24
dataio_prepare,24
_prepare_feature,24
randomize_parameters,24
test_resize_tokens_embeddings,24
test_get_vocab,24
VisionTransformer,23
MultiHeadAttention,23
Transpose,23
build_neck,23
build_head,23
make_divisible,23
is_image_file,23
_get_tgt_permutation_idx,23
_max_by_axis,23
decompose,23
Swish,23
_load_masks,23
aug_test_mask,23
smooth_l1_loss,23
training,23
set,23
setup_logger,23
_is_chinese_char,23
convert_tokens_to_ids,23
convert_ids_to_tokens,23
load_image,23
upsample,23
items,23
post_process,23
Classifier,23
optimizer,23
block,23
_conv_out_length,23
build_criterion,23
get_pairs,23
_setup,23
get_outputs,23
vocab,23
seed,23
load_weights,23
get_device,23
state_dict_for_save_checkpoint,23
train_fn,23
_check_mass_def_strict,23
RandomCropLongEdge,23
get_outstrides,23
circuit_decomposed,23
update_config,22
Cutout,22
set_forward_adaptation,22
WideResNet,22
ResNet101,22
FPN,22
collect_env,22
box_iou,22
cat,22
random_crop,22
xyxy2xywh,22
conv_block,22
_load_bboxes,22
BBoxTestMixin,22
merge_aug_bboxes,22
get_num_level_anchors_inside,22
rfp_forward,22
L2Norm,22
calc_region,22
create_random_bboxes,22
set_logger,22
dump,22
update_learning_rate,22
quantize,22
build_evaluator,22
action_space,22
Env,22
filter,22
EncoderLayer,22
DecoderLayer,22
hub_models,22
can_reuse_epoch_itr_across_epochs,22
Downsample,22
test_str,22
error,22
infer,22
_save_checkpoint,22
cleanup_on_disconnect,22
get_metrics,22
run_test,22
save_pretrained,22
get_sample,22
forward_step,22
output_shape,22
inflate_weights,22
load_param,22
get_seq_length,22
test_fn,22
watch,22
get_list,22
loop_fn,22
diagonalizing_gates,22
has_matrix,22
eigvals,22
test_shape,22
test_sequence_builders,22
pil_loader,21
load_img,21
readme,21
RepeatDataset,21
RandomFlip,21
random_sample,21
Upsample,21
EvalHook,21
_get_config_module,21
PositionEmbeddingSine,21
loss_boxes,21
fuse,21
build_transformer,21
Transition,21
cvt_annotations,21
count_params,21
compute_mask,21
eval_step,21
make_layers,21
load_vocab,21
gelu,21
checkpoint,21
set_input,21
encoder,21
parallelize,21
TestDataset,21
remove,21
export,21
format,21
_sample_observation,21
set_model,21
Net,21
set_num_updates,21
bpe,21
add_to_server,21
nms,21
on_train_end,21
_resnet,21
