Variable Name,Frequency
x,29042
model,13885
out,11552
loss,7120
output,5526
img,5243
data,5205
_base_,4869
args,4752
outputs,4490
res,4318
hidden_states,4130
mask,3801
y,3788
parser,3678
results,3564
dev,3523
result,3467
labels,3378
device,2855
optimizer,2844
h,2826
dataset,2690
config,2519
logger,2515
batch_size,2449
__all__,2361
scores,2247
image,2139
expected,2135
logits,1951
p,1876
net,1848
s,1848
label,1809
target,1795
cfg,1758
inputs,1721
bboxes,1665
features,1605
a,1574
name,1572
n,1572
m,1553
op,1549
indices,1547
transform,1545
w,1499
losses,1456
feat,1427
t,1407
v,1402
images,1363
state,1363
imgs,1360
tape,1348
gt_bboxes,1336
params,1315
idx,1314
filename,1310
img_norm_cfg,1310
k,1305
checkpoint,1266
input_ids,1263
i,1257
c,1256
x1,1217
attention_mask,1201
text,1198
test_pipeline,1197
layers,1187
b,1186
train_pipeline,1184
tokenizer,1184
_backends,1156
f,1154
weights,1150
pred,1146
msg,1129
outs,1115
lr_config,1109
attn,1107
batch,1099
weight,1091
d,1087
_,1067
input,1055
gt_labels,1046
z,1024
in_channels,1016
start,1016
boxes,1008
r,1007
bbox_pred,1005
input_shape,962
x2,954
q,953
end,944
residual,939
path,919
env,907
state_dict,887
score,878
cls_score,878
runner,878
rois,876
ret,872
config_and_inputs,864
masks,855
optimizer_config,852
scale,846
value,844
dataset_type,837
index,835
key,835
data_root,834
points,819
g,813
tmp,782
block,780
metrics,780
trainer,779
targets,764
num_classes,764
response,764
feats,761
bbox,757
shape,753
lr,747
inds,746
size,742
padding,739
tensor,738
layer,730
alpha,729
seed,728
identity,719
offset,719
stride,716
N,697
acc,684
evaluation,681
anchors,680
ops,675
bbox_results,675
downsample,673
df,666
dtype,663
preds,660
val,653
dist,648
line,648
y1,642
assign_result,636
lines,632
scale_factor,626
return_dict,626
predictions,622
num_imgs,613
train_dataset,611
tokens,611
pos_inds,610
H,605
proposals,589
repr_str,585
mask_pred,584
sample,579
samples,577
raw_masks,577
width,574
gt,574
grad,571
mean,558
gt_bboxes_ignore,558
kwargs,556
expansion,553
jaxpr,553
req,547
token_type_ids,541
loss_fct,539
l,538
probs,536
ids,535
img_shape,532
norm,529
attn_weights,527
X,517
y2,517
correct,512
std,512
x_out,508
criterion,506
work_dir,505
wires,505
num_wires,505
diff,501
values,501
circuit,498
checkpoint_config,497
root,496
loss_cls,496
embeddings,496
bbox_targets,495
pooled_output,494
opt,492
self,492
models,483
obs,483
data_loader,479
start_time,477
B,473
classes,470
img_metas,468
gt_masks,466
scheduler,464
sampler,458
tgt,458
proposal_list,458
im,456
input_size,456
featmap_sizes,456
theta,451
pos,449
sequence_output,449
A,446
files,445
all_hidden_states,442
norm_cfg,436
count,433
module,433
j,431
keep,428
names,427
mode,426
total_epochs,426
src,425
cmd,422
phi,420
grid,418
attn_mask,417
total,414
bias,412
head,408
coeffs,407
jac,405
ious,404
obj,404
test_dataset,402
feature,400
encoder,399
noise,398
train_cfg,398
C,397
R,396
label_weights,393
prefix,391
u,390
train_loader,387
info,384
memory,382
position_ids,382
height,379
template,379
loss_bbox,376
query,375
T,374
eps,372
num,371
color,370
save_path,370
qs,370
mask_results,369
loader,368
dim,367
rank,367
rng,363
metadata,362
ax,358
img_path,357
config_class,357
kernel_size,355
url,354
total_loss,353
offsets,352
inp,350
fig,350
pointer,345
cls_feat,344
temp,343
world_size,343
attn_output,343
iou,340
reference_x,340
datasets,339
depth,338
keys,338
M,337
center,334
norm_layer,334
accuracy,332
writer,329
mat,329
layer_outputs,328
table,327
t1,326
load_from,325
attentions,325
kernel,322
group,322
K,320
buffer,319
U,318
base,317
qnode,317
ind,315
xs,315
param,314
cls,313
resp,311
num_pos,309
res2,309
file,308
x0,307
dx,307
out_channels,306
length,302
colors,300
ys,299
bitmap_masks,299
attention_scores,297
assigned_labels,296
channels,294
area,294
ratio,293
order,293
D,293
log_config,292
model_name,292
union,291
num_channels,290
dataset_name,290
array,289
extension,289
data_path,289
mlvl_scores,289
eval_results,287
prob,287
grads,287
agent,287
feature_extractor,287
conv,285
metric,285
output_hidden_states,284
log_level,283
encoder_outputs,283
train_loss,282
factor,282
attention_output,282
actions,281
test_cfg,280
xx,279
ds,279
pad,278
context,278
reg_feat,278
delta,277
step,277
output_size,277
neg_inds,277
emb,276
frames,276
error,276
fname,274
o,273
left,273
precision,273
det_bboxes,273
start_epoch,272
row,271
dataloader,271
bs,270
dy,270
backbone,270
action,270
inputs_dict,270
decoder_input_ids,270
file_name,269
angle,269
dist_params,269
box,269
resume_from,268
output_dir,268
sampling_result,266
epoch,265
meta,263
train_data,262
input_mask,262
fn,261
expected_shape,260
segm_result,257
item,256
header,256
loss_mask,256
scale_factors,255
ap,255
extended_attention_mask,254
test_loader,253
fp,253
seq,252
mask_rois,250
vocab,250
key_states,250
value_states,250
bbox_weights,249
attention_probs,249
states,248
indexes,248
shortcut,248
valid,248
img_id,248
num_levels,248
hs,248
y_pred,248
context_layer,248
plugins,247
G,246
workflow,246
CLASSES,245
gamma,244
flip,244
flag,244
save_dir,243
tp,243
val_pipeline,243
ckpt,242
mod,242
match,242
beta,240
find_unused_parameters,240
dt,240
task,240
output_attentions,240
decoder,239
num_points,238
token,238
polygon_masks,238
coords,237
W,236
video,236
sigma,235
model_type,235
op2,235
L,234
examples,234
message,233
reduction,233
eval_dataset,233
new_key,232
shots,232
frame,230
mask_feats,230
max_length,230
dilation,229
image_size,229
cfg_trainer,229
cls_scores,228
new_val,227
conf,226
img1,226
num_params,226
segm_results,226
tmp_dir,225
xyz,225
test,224
new_k,224
ann_file_train,224
e,223
ann_file_val,223
pbar,222
policy,222
pos_bbox_targets,221
base_model_prefix,221
x3,220
patch_size,220
model_path,220
mu,220
seq_length,220
rgb,219
S,219
cnt,219
right,219
crop_size,218
pool,218
processor,218
terminated,218
head_mask,218
test_loss,218
gts,217
tf,217
prediction,216
content,216
edge_index,214
f1,214
inputs_embeds,214
t2,213
num_gts,213
word,213
value_layer,213
modules,212
img2,212
valid_inds,212
bbox_preds,212
tgt2,211
string,210
cls_reg_targets,210
words,210
recall,209
Y,209
key_layer,209
var,209
img_info,208
img_list,207
use_cache,207
log,206
t0,206
wh,206
annotations,205
sampler_cfg,205
data_root_val,205
ann_file_test,205
file_path,204
weight_count,203
result_list,202
c2,202
all_attentions,202
source,200
keypoints,200
top,199
sizes,198
dists,198
max_size,198
groups,198
status,198
defaults,198
actual,198
new_features,196
split,195
pos_embed,193
lr_scheduler,193
Inputs,193
grad_method,193
loss_dict,192
mask_targets,192
areas,191
mlvl_bboxes,190
cls_pred,190
lengths,190
paths,190
normalize,189
flow,189
gs,189
grad_input,189
sentence,189
parts,188
stage,188
strides,187
mm_inputs,187
segms,187
_bboxes,187
val_dataset,186
cost,186
matrix,186
stats,185
learning_rate,185
gt_boxes,185
n_wires,185
version,184
op1,184
spy,184
all_model_classes,184
expected_slice,184
data_list,183
layer_name,183
act,183
inplanes,182
num_samples,182
bbox_head,182
deltas,182
train,182
rnn_output,182
segments,181
epsilon,181
filepath,180
radius,180
pc,180
layer_output,179
seg,179
test_list,179
P,179
splits,178
nms_pre,178
id,177
err,177
ref,177
sampling_results,177
arr,177
batch_time,176
img_size,176
mol,176
_keys_to_ignore_on_load_missing,176
positions,175
pretrained_dict,175
graph,175
method,175
data_collator,175
best_acc,175
_CONFIG_FOR_DOC,175
anno,174
denom,174
det_labels,174
test_data,173
chn,173
exp,173
blocks,172
folder,172
