Variable Name,Projects Count
x,494
loss,454
model,447
parser,442
args,419
out,388
optimizer,363
y,355
data,355
output,350
batch_size,323
mask,318
device,315
labels,291
img,290
i,267
n,264
res,263
dataset,259
p,253
outputs,247
v,245
idx,245
pred,243
name,242
m,240
s,239
t,237
k,235
target,229
b,229
label,226
result,223
image,221
f,221
h,219
w,217
path,217
logger,213
x1,212
d,210
r,209
checkpoint,207
end,206
a,206
images,204
layers,202
index,202
c,201
indices,199
scale,195
start,192
features,191
results,191
x2,188
alpha,187
filename,186
config,183
lr,183
__all__,183
size,181
z,178
weights,177
mean,175
logits,172
inputs,169
N,168
params,165
scores,165
g,164
batch,163
state_dict,161
train_loader,158
weight,158
scheduler,156
q,156
input,156
std,153
losses,150
value,149
shape,147
padding,147
criterion,147
key,147
j,146
width,146
acc,145
targets,144
cfg,142
ret,141
lines,141
tmp,140
correct,139
score,139
start_time,139
count,138
l,138
diff,137
num,136
residual,135
names,135
train_dataset,132
preds,131
state,129
num_classes,127
stride,126
dist,125
B,125
msg,124
line,124
y1,123
val,122
eps,122
expansion,121
norm,121
sample,120
seed,120
offset,120
pos,119
net,118
trainer,117
metrics,117
writer,116
tensor,115
C,114
save_path,113
imgs,113
u,113
gt,113
files,112
layer,112
fig,112
T,111
transform,111
R,111
root,110
total,109
delta,108
test_dataset,108
height,108
mode,108
df,106
ax,106
values,106
x0,105
downsample,104
attn,104
loader,103
X,103
masks,103
classes,102
keys,102
A,101
predictions,101
color,100
bias,100
epoch,100
img_path,100
test_loader,99
ids,99
samples,98
file_name,98
opt,98
grid,98
rank,98
block,97
dim,97
M,97
_,97
length,96
ind,96
noise,95
kwargs,94
K,94
y2,94
im,94
sampler,93
data_loader,93
temp,93
in_channels,92
gamma,92
x3,92
dataloader,91
bs,91
H,91
dtype,91
prob,91
header,91
theta,91
text,90
url,90
t1,89
ratio,89
precision,89
prefix,89
sigma,88
kernel,88
center,87
step,87
model_name,87
file,87
total_loss,86
beta,86
xs,86
probs,86
world_size,86
info,85
model_path,85
data_path,85
angle,84
recall,84
union,83
iou,83
meta,83
norm_layer,83
coords,83
cnt,83
kernel_size,82
area,82
D,82
identity,81
pad,81
output_dir,81
modules,80
left,80
W,80
points,80
val_loader,79
input_shape,79
feature,79
feat,78
inds,78
colors,78
out_channels,77
L,77
log,77
item,76
dataset_name,76
conv,76
start_epoch,76
fp,76
bbox,76
channels,75
boxes,75
data_time,75
P,75
t2,74
S,74
__version__,74
val_dataset,74
feats,73
pool,73
depth,73
factor,72
out_features,72
grad,72
datasets,72
outs,72
message,72
frame,71
correct_k,71
ckpt,71
right,71
normalize,71
fn,71
row,70
f1,70
save_dir,70
maxk,70
dx,70
threshold,69
accuracy,69
shortcut,69
order,69
classname,68
module,68
tp,68
qkv,67
img_size,67
valid,67
tokenizer,67
fmt,67
filepath,67
data_list,66
dists,66
query,66
file_path,66
table,66
buffer,66
version,65
groups,65
lr_scheduler,65
tokens,65
e,65
split,64
head_dim,64
test,64
metric,64
mu,64
top,63
parameters,63
max_size,63
src,63
keep,62
param,62
context,62
ch,62
obj,62
counter,61
strides,61
scale_factor,61
cmd,61
trans,61
train_loss,60
num_samples,60
prediction,60
flag,60
c2,60
var,60
stats,59
G,58
content,58
epochs,58
head,58
filenames,58
splits,58
input_size,58
c1,58
distance,58
offsets,57
total_time,57
o,57
patch_size,57
num_workers,57
frames,57
group,57
train,57
Y,57
num_layers,56
y0,56
dpr,56
start_idx,56
img2,56
ys,56
log_file,56
dy,56
fps,56
t0,56
xx,56
id,55
sizes,55
batch_time,55
blocks,55
inp,55
ap,55
box,55
counts,55
shift,54
title,54
hidden_features,54
ref,54
intersection,54
train_sampler,54
bottom,54
data_dir,54
error,54
model_dict,53
pbar,53
attn_mask,53
reader,53
fname,53
project,53
idxs,53
scales,53
epsilon,53
cls,52
test_data,52
cs,52
prec,52
now,52
dt,52
radius,52
folder,52
y_pred,52
formatter,52
dilation,51
phi,51
cols,51
cy,51
backbone,51
model_urls,51
ones,51
transforms,51
pts,51
array,50
out1,50
xy,50
mlp_hidden_dim,50
train_data,50
loss_dict,50
img1,50
defaults,50
tree,50
ds,50
encoder,49
suffix,49
rgb,49
cx,49
x4,49
loss_value,49
weight_decay,49
zeros,49
current,49
seq,49
paths,49
hidden_dim,48
distances,48
options,48
extensions,48
loc,48
crop_size,48
input_ids,48
cat,48
memory,48
denom,48
pt,48
embeddings,48
inter,47
image_path,47
layer_name,47
attention_mask,47
rows,47
timestamp,47
image_id,47
ious,47
image_size,47
annotations,47
V,47
emb,46
pos_embed,46
models,46
p1,46
metadata,46
num_features,45
parts,45
author,45
output_size,45
overlap,45
copyright,45
storage,45
learning_rate,45
p2,45
match,45
train_set,44
U,44
out2,44
gts,44
evaluator,44
rec,44
model_dir,44
rng,44
seg,44
html_theme,44
area1,44
response,44
scaler,44
embedding,43
a1,43
end_idx,43
label_list,43
a2,43
x_max,43
windows,43
new_size,43
x_out,43
mat,43
templates_path,43
indexes,43
num_points,43
img_id,43
area2,43
grads,43
ps,43
r2,43
y_true,43
progress,43
output_path,43
num_channels,42
position,42
edges,42
b2,42
conf,42
img_name,42
out_dir,42
mod,42
data_root,42
perm,42
shapes,42
tensor_list,42
extension,42
anno,42
angles,42
lower,42
max_len,42
vals,42
xyz,42
num_blocks,41
num_patches,41
st,41
func,41
tag,41
ops,41
seq_len,41
dst,41
release,41
img_mask,41
format_string,41
new_state_dict,41
ext,41
exclude_patterns,41
logs,41
iters,41
token,41
r1,41
yy,41
bboxes,41
matches,41
test_loss,41
I,40
rot,40
cmap,40
denominator,40
ts,40
checkpoint_path,40
cost,40
steps,40
crop,40
env,40
log_dir,40
mapping,39
b1,39
valid_mask,39
ymin,39
categories,39
xmin,39
method,39
html_static_path,39
convs,39
new_key,39
items,39
output_shape,39
log_msg,39
upper,39
mse,39
data_dict,39
sources,38
cur,38
source,38
err,38
stage,38
axis,38
nW,38
tgt,38
proposals,38
coco,38
