Function Name,Projects Count
__init__,569
forward,468
__getitem__,387
__len__,384
main,324
train,277
__call__,263
update,198
__repr__,168
reset,153
__iter__,152
evaluate,148
test,146
_make_layer,130
BasicBlock,125
__str__,124
backward,124
step,122
Bottleneck,112
ResNet,108
init_weights,100
save_checkpoint,91
AverageMeter,90
accuracy,89
parse_args,88
load,86
conv3x3,84
_init_weights,84
save,81
run,80
reset_parameters,77
predict,73
setup,72
__getattr__,69
decode,65
normalize,64
encode,64
get_lr,63
load_data,62
get,62
sample,60
validate,59
load_model,59
extra_repr,56
Trainer,56
build,56
collate_fn,55
adjust_learning_rate,54
get_world_size,54
eval,53
Mlp,53
get_model,53
build_model,52
build_dataset,52
Encoder,52
set_epoch,52
conv1x1,51
__setstate__,51
MLP,50
Attention,50
Transformer,50
Compose,50
get_rank,50
print,50
preprocess,49
Normalize,49
save_model,48
inference,48
convert,48
RandomCrop,48
Model,48
wrapper,47
ToTensor,47
to,47
load_state_dict,47
PatchEmbed,46
initialize,46
loss,46
log,46
close,45
__next__,44
resnet18,44
crop,44
resnet50,44
ResBlock,43
resize,43
process,43
load_checkpoint,43
train_one_epoch,42
str2bool,42
Logger,41
__exit__,41
__enter__,41
Block,40
resnet34,40
parse,40
download,40
training_step,40
Decoder,39
state_dict,39
avg,38
window_partition,38
resnet101,38
fit,38
add,38
write,38
window_reverse,37
_freeze_stages,37
value,37
all_gather,37
pad,36
info,36
Discriminator,36
set_seed,36
PatchMerging,35
count_parameters,35
build_backbone,35
forward_features,35
__setattr__,35
Identity,34
Resize,34
train_step,34
FocalLoss,34
resnet152,34
clear,34
get_loss,34
rotate,34
tokenize,34
validation_step,34
configure_optimizers,34
is_main_process,33
Config,32
LayerNorm,32
get_dataset,32
get_params,32
f,31
RandomHorizontalFlip,31
build_optimizer,31
_load_from_state_dict,31
transform,31
_initialize_weights,30
worker_init_fn,30
set_random_seed,30
Dataset,30
init_distributed_mode,30
prepare,30
create_model,30
TransformerEncoder,30
test_step,30
get_config,29
sigmoid_focal_loss,29
no_weight_decay,29
BaseDataset,29
compute_metrics,29
start,29
get_version,28
postprocess,28
DistributedSampler,28
CenterCrop,28
add_meter,28
setup_for_distributed,28
_get_clones,28
max,28
BasicLayer,28
__getstate__,28
train_dataloader,28
_make_stage,27
augment,27
InvertedResidual,27
build_loss,27
TransformerEncoderLayer,27
to_tensor,27
accumulate,27
median,27
global_avg,27
synchronize_between_processes,27
reduce_dict,27
is_dist_avail_and_initialized,27
SmoothedValue,27
call,27
Generator,27
val_dataloader,27
weights_init,27
name,27
__eq__,26
next,26
WindowAttention,26
dice_loss,26
MetricLogger,26
__setitem__,26
VGG,26
visualize,26
_forward,26
__contains__,25
compute,25
Rotate,25
cross_entropy,25
log_every,25
save_on_master,25
__del__,25
TransformerDecoder,25
get_args,25
setUp,25
ssim,25
SwinTransformer,24
load_config,24
MobileNetV2,24
Evaluator,24
ASPP,24
ResNeXt,24
forward_train,24
build_dataloader,24
append,24
_reset_parameters,24
with_pos_embed,24
expand,24
_get_activation_fn,24
make_dataset,24
translate,24
_make_layers,24
validation_epoch_end,24
mkdir,24
render,24
__post_init__,24
CrossEntropyLoss,23
save_image,23
ConcatDataset,23
get_root_logger,23
Timer,23
merge,23
Conv2d,23
SwinTransformerBlock,23
read,23
generate,23
get_logger,23
prepare_data,23
plot,23
test_dataloader,23
BaseModel,23
flush,23
hook,23
ConvBlock,22
forward_test,22
Transpose,22
load_annotations,22
extract_feat,22
UNet,22
get_classifier,22
_run,22
iou,22
xyxy2xywh,22
TransformerDecoderLayer,22
zero_grad,22
display,22
get_transform,22
norm,22
_check_branches,21
_make_branches,21
_make_fuse_layers,21
_make_transition_layer,21
_make_one_branch,21
Flatten,21
FrozenBatchNorm2d,21
build_head,21
build_neck,21
simple_test,21
make_divisible,21
get_classes,21
rescale,21
mean,21
interpolate,21
box_iou,21
Backbone,21
extract_feats,21
train_epoch,21
load_dataset,21
get_optimizer,21
register,21
SSIM,21
FeedForward,20
RepeatDataset,20
with_neck,20
_inner_forward,20
CustomDataset,20
FPN,20
readme,20
get_size,20
reset_classifier,20
ResNet50,20
summarize,20
get_image,20
PositionEmbeddingSine,20
get_args_parser,20
l1_loss,20
smooth_l1_loss,20
flip,20
to_dict,20
load_image,20
mkdirs,20
ResidualBlock,20
device,20
_forward_impl,20
get_data,20
flatten,20
copy,19
size,19
main_worker,19
_parse_losses,19
plot_curve,19
Accuracy,19
_make_stem_layer,19
reduce_loss,19
random_sample,19
make_res_layer,19
collect_env,19
val_step,19
load_json_logs,19
RandomFlip,19
aug_test,19
ResNet18,19
ResNet34,19
is_image_file,19
decompose,19
fuse,19
initialize_weights,19
before_run,19
get_targets,19
after_train_iter,19
area,19
Transition,19
build_sampler,19
build_transformer,19
setup_logger,19
transpose_for_scores,19
stop,19
show,19
scale,19
cuda,18
DropPath,18
VisionTransformer,18
Cutout,18
__new__,18
train_model,18
format_results,18
norm2,18
EvalHook,18
PhotoMetricDistortion,18
single_gpu_test,18
show_result,18
_check_input_dim,18
weight_reduce_loss,18
process_checkpoint,18
_output_size,18
nested_tensor_from_tensor_list,18
get_local_rank,18
NestedTensor,18
_max_by_axis,18
conv,18
swish,18
Linear,18
random_crop,18
create_logger,18
RandomSampler,18
CocoDataset,18
make_cuda_ext,18
after_train_epoch,18
Expand,18
__add__,18
Downsample,18
_resnet,18
preload,17
WideResNet,17
pil_loader,17
ResNet101,17
weighted_loss,17
parse_require_file,17
multi_gpu_test,17
_concat_dataset,17
pre_pipeline,17
parse_line,17
Upsample,17
random_select,17
parse_requirements,17
ImageToTensor,17
Pad,17
_get_src_permutation_idx,17
get_reference_points,17
build_position_encoding,17
GaussianBlur,17
synchronize,17
forward_single,17
assign,17
parse_config,17
get_results,17
_set_group_flag,17
build_detector,17
MultiheadAttention,17
set,17
entropy,17
embed,17
test_epoch_end,17
get_activation,17
compute_loss,17
upsample,17
keys,17
set_requires_grad,17
query,17
remove,17
put,17
gaussian,17
get_label,16
HRNet,16
__hash__,16
PreNorm,16
SELayer,16
