Variable Name,Frequency
x,37772
model,16754
out,15786
hidden_states,11247
loss,10300
outputs,8389
output,7915
y,6571
img,5809
data,5502
result,5170
args,5146
mask,4598
logger,4356
config,4292
parser,4162
inputs,4088
labels,3789
logits,3718
h,3138
batch_size,3118
_base_,3118
image,3100
res,3040
device,3004
dataset,2982
optimizer,2966
attention_mask,2925
input_ids,2923
text,2811
results,2790
label,2770
scores,2509
name,2420
tokenizer,2371
s,2335
input_shape,2201
_backends,2195
v,2136
value,2061
__all__,2047
a,2017
place,2016
exe,2008
dtype,1950
w,1936
k,1903
return_dict,1869
idx,1853
z,1847
ret,1802
config_and_inputs,1799
indices,1779
i,1727
input,1706
batch,1698
features,1682
b,1677
p,1673
t,1663
loss_fct,1599
target,1574
net,1571
x1,1534
index,1525
path,1525
m,1513
weight,1496
d,1473
c,1472
pooled_output,1461
tokens,1429
n,1423
q,1421
attn,1404
shape,1393
sequence_output,1382
r,1346
cfg,1342
pred,1327
token_type_ids,1318
residual,1289
all_hidden_states,1281
start,1280
attn_weights,1265
tensor,1261
config_class,1234
f,1232
points,1231
key,1200
checkpoint,1199
scale,1187
weights,1185
x2,1173
state,1165
images,1159
position_ids,1158
state_dict,1154
df,1138
filename,1126
preds,1102
embeddings,1082
losses,1081
transform,1039
end,1037
attn_output,1034
block,1033
msg,1014
pointer,1013
bboxes,1008
metrics,1001
attentions,999
model_kwargs,986
padding,979
score,954
feat,936
outs,923
layer_outputs,916
size,904
gt_bboxes,891
masks,880
attention_scores,880
lines,879
lr,858
layers,855
params,847
sample,843
offset,829
train_dataset,828
runner,824
trainer,821
tmp,817
values,815
train_pipeline,809
imgs,794
boxes,784
encoder_outputs,779
line,778
output_hidden_states,778
attention_output,770
key_states,770
value_states,768
attention_probs,767
extended_attention_mask,766
base_model_prefix,757
lr_config,754
mean,752
test_pipeline,747
env,747
_,743
total_loss,741
layer,739
alpha,735
query,731
output_attentions,723
val,720
opt,719
attrs,716
context_layer,715
img_norm_cfg,713
gt_labels,699
examples,698
j,687
g,687
inputs_embeds,679
stride,675
std,674
targets,673
predictions,672
N,670
num_classes,668
var,667
seq_length,666
pos,664
all_attentions,661
ids,656
attn_mask,652
model_args,650
im,647
ops,641
bias,640
X,639
helper,637
prefix,636
noise,632
main_program,631
y1,630
head_mask,629
hs,626
decoder_input_ids,620
input_mask,618
token,617
info,617
module,616
start_time,610
arr,610
value_layer,602
scheduler,601
cls,596
action,594
key_layer,592
temp,591
emb,586
dist,578
task,576
_keys_to_ignore_on_load_missing,573
probs,571
_CONFIG_FOR_DOC,571
model_type,568
flag,567
sampler,567
acc,566
width,565
vocab,564
obs,562
bbox,561
grad,557
array,551
tgt,550
inputs_dict,546
seed,544
rank,544
count,541
in_channels,537
cmd,537
kwargs,536
src,535
eps,534
bbox_pred,532
optimizer_config,532
feats,526
inds,526
samples,524
attns,524
past_key_values,524
identity,523
save_path,522
use_cache,522
places,520
startup_program,513
data_root,511
encoder,508
max_model_input_sizes,508
pretrained_vocab_files_map,507
word,506
max_length,502
layer_output,502
rois,501
vocab_files_names,501
names,497
output_dir,494
hidden,493
context,487
u,485
l,483
prediction_scores,482
_TOKENIZER_FOR_DOC,481
diff,474
out1,473
files,472
sep,472
DFG,468
anchors,467
color,466
expected,463
_keys_to_ignore_on_load_unexpected,462
dim,460
height,460
A,458
total,456
VOCAB_FILES_NAMES,456
expansion,453
dx,453
criterion,450
out2,449
item,447
PRETRAINED_VOCAB_FILES_MAP,447
num,446
PRETRAINED_POSITIONAL_EMBEDDINGS_SIZES,446
masked_lm_loss,445
param,443
self,442
y2,440
downsample,440
mode,439
kernel,438
cls_score,438
end_logits,436
B,432
feature_extractor,428
expected_shape,428
extension,427
prog,426
test_dataset,422
start_logits,420
dataset_type,419
cache_dir,418
split,417
table,417
actions,417
train_loader,416
sentence,415
query_states,415
axis,414
length,413
grid,413
keys,411
program,411
step,408
processor,408
norm,407
delta,406
x0,403
example,400
assign_result,398
url,397
graph,397
norm_layer,396
writer,394
reward,392
x3,392
eval_dataset,392
data_loader,391
center,390
positions,390
vocab_size,390
evaluation,389
words,387
gt,386
ax,384
all_model_classes,383
