Word,Frequency
the,482353
of,251653
to,214932
a,149832
for,140052
in,122242
and,118453
is,112439
if,62601
with,62039
tensor,61463
be,57905
or,54489
list,52853
args,52715
this,52524
model,51117
from,51018
int,48686
x,45237
default,44571
shape,40420
returns,39861
image,39373
as,38680
each,37715
dict,37427
torch,37363
that,37035
number,36947
n,36335
input,35996
optional,35736
are,34409
all,33609
by,33572
param,33563
on,33022
self,32971
not,32666
data,32614
str,30575
it,29660
license,28912
c,28516
none,28436
used,27367
use,27268
true,27222
float,26775
will,26339
b,26220
size,25991
class,25638
an,24990
return,24657
output,23851
w,23458
we,23454
function,23049
s,22733
dataset,22632
h,21877
bool,21376
https,21189
layer,21156
file,20863
tuple,20595
set,20130
loss,20055
parameters,19677
training,18502
can,18161
t,17849
value,17695
at,17564
config,17145
defaults,17051
batch,17025
i,16856
module,16480
which,16341
whether,16022
test,15805
when,15726
type,15669
only,15454
path,15387
false,15255
mask,14766
np,14674
images,14485
you,14470
print,14422
one,13946
array,13861
get,13699
feature,13485
org,13252
should,13199
see,13066
features,12905
values,12794
name,12772
e,12623
attention,12579
under,12418
nn,12272
same,12258
copyright,12208
given,11737
k,11681
y,11496
time,11376
using,11374
points,11299
ndarray,11277
results,11055
channels,10777
object,10491
com,10375
has,10249
may,10157
index,10103
format,10067
any,10038
models,9972
boxes,9922
first,9906
forward,9845
add,9778
have,9717
obj,9710
scale,9659
compute,9639
load,9576
sample,9543
labels,9513
g,9508
into,9487
d,9457
weights,9395
where,9278
box,9176
no,9111
py,9024
target,8916
distributed,8867
import,8849
note,8830
github,8778
matrix,8744
random,8641
layers,8461
arxiv,8429
sequence,8326
arguments,8324
block,8290
numpy,8287
level,8264
between,8231
dimension,8225
method,8208
pytorch,8193
rights,8154
point,8113
based,8045
label,8034
save,8003
mean,7972
train,7954
weight,7935
length,7935
dim,7917
reserved,7913
then,7842
range,7703
m,7695
after,7694
version,7665
mode,7590
head,7568
r,7545
key,7536
map,7507
single,7486
f,7484
its,7432
learning,7381
different,7349
original,7298
without,7207
per,7171
depth,7087
update,7069
rate,7043
specific,7042
prediction,7029
code,6965
abs,6944
instance,6928
inputs,6895
create,6859
information,6806
device,6803
optimizer,6798
samples,6766
dictionary,6752
width,6740
step,6736
two,6728
convert,6698
but,6687
check,6668
math,6630
more,6591
new,6567
state,6555
current,6547
order,6531
keys,6517
apache,6514
out,6509
contains,6496
so,6473
network,6451
directory,6421
embedding,6380
indices,6350
last,6284
outputs,6269
video,6160
string,6145
other,6131
example,6056
containing,6009
padding,5969
specified,5938
classes,5871
either,5868
height,5863
required,5780
than,5752
truth,5740
ground,5733
do,5727
source,5691
split,5680
result,5671
parameter,5660
evaluation,5657
normalization,5653
copy,5630
activation,5585
process,5579
log,5569
also,5562
predictions,5553
conv,5546
metrics,5545
must,5522
text,5520
calculate,5514
token,5510
linear,5487
before,5479
paper,5476
masks,5362
scores,5333
make,5331
need,5329
position,5305
convolution,5305
transform,5269
base,5253
score,5241
corresponding,5237
channel,5227
p,5200
generate,5181
classification,5120
kernel,5105
over,5088
l,5072
some,5067
files,5066
bs,5063
stride,5058
tokens,5013
apply,5008
following,5006
datasets,4988
bias,4934
non,4918
software,4912
max,4898
factor,4888
distribution,4886
encoder,4879
pdf,4858
examples,4837
checkpoint,4835
average,4806
run,4794
alpha,4789
transformer,4787
like,4780
seed,4736
here,4732
initialize,4670
metric,4661
python,4657
stage,4646
defined,4642
lr,4612
implementation,4612
center,4603
memory,4601
frame,4581
dropout,4572
tensors,4571
otherwise,4565
len,4550
pretrained,4512
decoder,4505
language,4500
bbox,4492
predicted,4483
z,4482
norm,4476
http,4470
up,4463
case,4431
returned,4426
instances,4419
options,4405
coordinates,4403
licensed,4402
id,4396
end,4384
multi,4383
color,4325
during,4276
gt,4272
resnet,4268
todo,4267
node,4261
probability,4246
sum,4214
ratio,4213
j,4212
segmentation,4199
provided,4183
img,4180
multiple,4170
clip,4142
there,4138
info,4134
epoch,4115
item,4097
pass,4090
backbone,4077
vector,4066
query,4054
settings,4036
www,4030
maximum,4003
top,3996
build,3977
space,3977
callable,3969
obtain,3964
json,3952
filter,3947
steps,3905
configuration,3896
bboxes,3858
except,3853
element,3851
v,3841
sampling,3839
bounding,3806
conditions,3785
os,3765
start,3752
hidden,3743
user,3726
window,3720
noise,3691
positive,3688
distance,3686
both,3674
gpu,3671
passed,3661
root,3617
these,3612
inc,3602
standard,3588
action,3581
axis,3562
resolution,3557
targets,3557
zero,3535
instead,3532
blob,3529
basis,3528
frames,3525
tree,3521
error,3514
logger,3512
every,3511
means,3510
river,3487
left,3483
line,3478
remove,3469
does,3469
generated,3462
kind,3460
blocks,3427
call,3426
support,3424
express,3419
implied,3410
system,3408
task,3406
licenses,3391
such,3388
beta,3374
names,3359
unless,3355
threshold,3348
details,3346
inference,3345
right,3338
kwargs,3334
env,3329
reference,3328
warranties,3322
else,3319
applicable,3315
argument,3302
ids,3300
writing,3285
graph,3263
gradient,3258
annotation,3249
pipeline,3249
change,3248
relative,3248
evaluate,3245
law,3239
total,3238
q,3226
pre,3218
heads,3215
local,3211
functions,3190
loading,3188
txt,3172
opt,3161
patch,3156
them,3155
tokenizer,3136
second,3123
openmmlab,3107
limitations,3095
called,3094
pooling,3082
camera,3073
initialization,3070
iou,3059
governing,3051
permissions,3050
agreed,3045
compliance,3044
main,3040
valid,3027
embeddings,3026
params,3025
ignore,3014
generator,3000
group,2999
regression,2984
dimensions,2982
added,2982
init,2978
they,2965
empty,2951
cpu,2950
keep,2948
testing,2948
environment,2941
logits,2933
coordinate,2928
perform,2916
read,2914
detection,2914
initial,2911
applied,2897
meta,2886
attributes,2865
transforms,2860
noqa,2857
according,2829
states,2827
modified,2821
want,2816
elements,2803
final,2774
binary,2757
uses,2726
sampled,2710
how,2708
floattensor,2703
trained,2702
found,2700
objects,2699
dtype,2699
validation,2694
cuda,2693
cfg,2691
utf,2678
proposals,2678
dataloader,2674
affiliates,2671
losses,2667
just,2659
modules,2649
crop,2630
pixel,2630
observation,2630
available,2627
spatial,2627
define,2621
filename,2619
residual,2610
rgb,2601
transformers,2586
augmentation,2583
grid,2577
include,2572
large,2570
negative,2552
area,2551
predict,2542
mapping,2541
policy,2534
times,2520
