Function Name,Frequency
__init__,38321
forward,20659
__call__,3516
__len__,2181
__getitem__,2011
main,2004
__repr__,1519
reset,929
update,921
train,898
setUp,741
backward,714
init_weights,698
step,626
parse_args,619
evaluate,593
__iter__,587
test,451
_init_weights,445
run,405
__str__,400
get,378
predict,375
reset_parameters,355
extra_repr,342
encode,331
loss,322
_make_layer,293
sample,281
learn_one,266
transform,264
forward_features,261
save,247
decode,237
process,234
load,232
forward_train,232
setup,225
close,206
BasicBlock,206
Attention,199
Bottleneck,198
compute,195
__getattr__,187
get_classifier,185
reset_classifier,181
prepare_config_and_inputs,181
get_config,178
fit,176
build_model,175
training_step,172
load_state_dict,170
save_checkpoint,166
__post_init__,163
inference,163
configure_optimizers,161
to,158
init_weight,158
prepare_config_and_inputs_for_common,156
_cfg,155
render,154
get_lr,151
preprocess,150
MLP,149
Model,149
Mlp,149
from_config,147
test_config,146
load_model,144
__exit__,144
Block,143
__enter__,143
train_step,142
no_weight_decay,142
add_arguments,142
_forward,140
collate_fn,137
build,135
validation_step,134
name,134
ResNet,133
initialize,132
flops,131
simple_test,127
get_model,126
predict_one,126
state_dict,125
setup_method,125
wrapper,124
__setstate__,122
accuracy,121
get_args,121
__eq__,120
optimize_parameters,119
convert,119
get_params,118
_init_layers,118
test_model_from_pretrained,118
Encoder,117
PatchEmbed,116
device,116
AverageMeter,116
modify_commandline_options,115
load_dataset,115
Trainer,114
log,114
generate,113
eval,111
FeedForward,111
add,111
set_input,109
forward_test,108
load_checkpoint,106
conv3x3,106
save_model,106
get_targets,105
calculate_metric,103
validate,102
Transformer,102
write,102
execute,101
set_seed,100
ModelArguments,100
get_input_embeddings,100
set_grad_checkpointing,100
load_data,99
compute_metrics,99
set_input_embeddings,99
__del__,98
_freeze_stages,96
add_args,96
extract_features,95
load_annotations,95
_reset_parameters,94
set_epoch,93
get_transform,93
f,93
call,93
train_epoch,91
init,91
extract_feat,91
aug_test,91
metric_info,90
LayerNorm,89
get_bboxes,89
size,89
window_partition,86
forward_single,86
DataTrainingArguments,83
__next__,83
normalize,83
get_labels,83
Decoder,82
download,82
forward_dummy,81
forward_head,81
tokenize,80
tearDown,80
get_parser,79
from_pretrained,79
set_random_seed,77
Actor,77
Config,77
test_step,76
postprocess,76
test_model,76
predict_proba_one,76
get_dataloader,75
transform_one,75
Critic,74
info,74
compute_loss,74
_unit_test_params,74
synchronize_between_processes,73
window_reverse,73
test_check_output,73
mkdir,72
mode,72
group_matcher,71
__setitem__,70
symbolic,70
losses,70
_inner_forward,69
attention,69
build_loss_func,69
backward_G,68
get_output_embeddings,68
exists,68
get_loss,68
conv1x1,68
get_ann_info,68
Identity,67
collater,67
_load_from_state_dict,66
with_pos_embed,66
get_world_size,66
create_and_check_model,66
train_dataloader,65
parse,65
prepare_inputs_for_generation,65
__setattr__,65
create_model,64
set_output_embeddings,64
get_rank,64
