Word,Frequency
the,278791
of,151821
to,119825
a,92178
for,83002
in,71147
and,70184
is,65363
tensor,36887
with,36459
if,35426
model,35355
be,33173
this,32937
or,32034
list,31975
shape,29301
from,28002
args,27817
obj,26508
each,25785
x,23760
returns,23433
image,23421
int,22952
that,22025
as,21982
class,21359
optional,21250
are,20822
torch,20569
n,20470
on,19484
not,19112
by,18936
self,18893
license,18490
input,18116
number,17698
param,17461
loss,17351
data,17206
all,17163
true,16992
default,16884
return,16137
used,15744
an,15641
dict,15361
output,15084
size,14917
it,14829
we,14415
file,14220
will,14160
none,13754
use,13503
layer,13425
set,13257
training,12842
function,12572
float,12558
c,12444
str,12131
tuple,12078
batch,11936
s,11925
config,11899
when,10944
print,10363
dataset,10309
at,10273
w,10169
can,10141
i,10141
bool,9785
parameters,9767
b,9757
h,9690
one,9661
which,9539
only,9207
see,9102
test,9030
sequence,8927
type,8721
https,8678
value,8542
t,8430
e,8365
should,8334
defaults,8224
false,8148
under,8129
labels,8107
array,8027
mask,8014
get,7713
you,7702
token,7691
name,7658
compute,7644
np,7547
feature,7493
attention,7491
same,7415
boxes,7197
first,7187
path,7163
given,7089
level,7059
using,7023
y,6979
weights,6945
images,6923
box,6906
index,6846
values,6727
whether,6650
tf,6644
g,6629
k,6562
module,6538
org,6515
object,6453
load,6342
transformers,6309
tokens,6255
scale,6200
configuration,6191
have,6180
any,6157
length,6060
outputs,6045
numpy,5959
head,5952
has,5900
target,5888
single,5879
arguments,5838
copyright,5812
time,5802
string,5801
into,5790
source,5755
where,5679
format,5639
base,5628
add,5598
may,5528
features,5347
forward,5339
no,5329
d,5292
dictionary,5247
matrix,5238
layers,5226
train,5201
classification,5182
nn,5180
random,5128
bbox,5096
method,5095
directory,5087
indices,5064
inputs,5058
results,5055
distributed,5012
pytorch,5005
m,4991
after,4940
bboxes,4938
mean,4867
label,4866
weight,4816
ndarray,4756
code,4755
save,4721
network,4637
models,4634
points,4622
sample,4594
r,4577
import,4577
version,4552
com,4519
check,4494
scores,4489
map,4453
original,4433
example,4391
its,4387
learning,4354
language,4295
floattensor,4293
py,4276
end,4265
truth,4262
but,4261
state,4259
between,4254
last,4242
tokenizer,4204
create,4204
then,4200
without,4155
so,4146
specific,4111
note,4055
contains,4031
returned,4024
current,4021
channels,4008
based,3945
point,3934
two,3928
optimizer,3909
over,3865
range,3856
ground,3837
instance,3831
top,3816
gt,3795
arxiv,3790
more,3772
mode,3770
prediction,3752
copy,3745
examples,3739
samples,3731
github,3707
z,3691
padding,3689
hidden,3678
masks,3677
step,3676
per,3670
block,3669
convert,3654
new,3642
dimension,3635
width,3609
software,3597
ids,3587
average,3586
run,3575
apache,3567
line,3543
different,3540
licensed,3512
containing,3488
than,3475
specified,3475
start,3466
before,3466
encoder,3400
do,3379
either,3375
len,3363
make,3335
root,3329
corresponding,3290
embeddings,3271
anchors,3268
f,3267
factor,3257
required,3245
log,3241
key,3239
position,3234
math,3193
parameter,3189
files,3182
python,3180
update,3172
must,3166
classes,3162
height,3151
also,3146
text,3136
pre,3115
abs,3114
sum,3109
embedding,3105
provided,3097
max,3089
out,3082
need,3059
device,3057
positive,3055
other,3054
order,3052
multiple,3046
pretrained,3039
result,3018
settings,3011
initialize,2999
build,2996
tensors,2942
gpu,2940
bert,2931
information,2928
transform,2927
maximum,2926
http,2924
checkpoint,2912
up,2912
case,2907
generate,2899
evaluation,2893
linear,2889
inc,2884
calculate,2876
iou,2875
score,2870
states,2869
p,2840
predictions,2821
keys,2804
some,2803
during,2786
conv,2785
bounding,2777
here,2775
split,2768
regression,2767
id,2745
following,2733
non,2721
found,2719
sentence,2718
dim,2707
v,2700
epoch,2699
axis,2655
todo,2655
like,2631
softmax,2631
vector,2627
center,2621
coordinates,2601
rate,2595
targets,2593
trained,2577
passed,2575
left,2569
channel,2536
right,2533
norm,2532
rights,2522
heads,2522
there,2516
apply,2512
second,2482
frame,2475
logits,2463
func,2459
instead,2450
process,2446
elements,2445
variable,2435
proposals,2423
task,2412
decoder,2409
anchor,2404
multi,2399
implementation,2396
