quarter,single_letter,lowercase,UPPERCASE,camelCase,snake_case,PascalCase,UPPER_SNAKE_CASE,endsWithDigits,Other,avg_name_length
2020Q1,0.04878054472347028,0.34142647446616625,0.00778976502353465,0.014216671217308921,0.4689307859073071,0.006501583389924436,0.01644298512757002,0.04723332656570368,0.048677863578752374,8.551012692756782
2020Q2,0.04434429198019987,0.34208262195052125,0.009979477687014847,0.014890653054107849,0.4653812915446424,0.006332982671963229,0.019587215997821126,0.03873179387242481,0.0586696712405813,8.730885602008675
2020Q3,0.04518533675773708,0.3149606148634337,0.007106344650065689,0.013835953590751385,0.4934740578274474,0.00691319588535734,0.01688999890995439,0.04652207919862937,0.05511241831813199,9.226087322330617
2020Q4,0.03721880797306185,0.30244069118793665,0.012180085391149849,0.01648832520199325,0.45311464946530283,0.00613758967440809,0.04968901052317129,0.048193295392441035,0.07453754518975263,9.907913590245021
2021Q1,0.03926386103100688,0.317303452074067,0.006771242945774788,0.009380569459093355,0.49627805178547413,0.006169715961396336,0.020482400255244622,0.04605136146283683,0.05829934502650854,9.107848098195475
2021Q2,0.041691164469891545,0.3269380138394156,0.0072756017610885815,0.010071792491971885,0.4979736465912655,0.004762569585231624,0.019146630904790886,0.041116981844429676,0.051023598512643896,9.00228493225371
2021Q3,0.04379928821484551,0.3224399197682851,0.00732549013093667,0.01347159296188195,0.48350726527364757,0.005876172639045023,0.016758512144781756,0.049411759820270094,0.05740999904487052,8.897131680273121
2021Q4,0.04584790905926581,0.32958739634771367,0.006945222799679665,0.00973353704938211,0.4901946904054799,0.0054979736545596345,0.014047755289047793,0.0425915984827374,0.05555391691293502,8.721115483030783
2022Q1,0.040965857245970044,0.3196605374822023,0.006103243454626507,0.009288136516539869,0.5104778506922321,0.005219956069098836,0.018611293237793543,0.040067005325008044,0.049606119975316755,9.157639560400286
2022Q2,0.04121397300889953,0.32863645538263664,0.0065024325396547695,0.0077778628451319965,0.5067669146777011,0.004960780083103177,0.014971080966331879,0.03882145367735061,0.05034904682031313,8.895465175375621
2022Q3,0.039451390394511864,0.3218167072182836,0.006650446066504603,0.009404736094047187,0.5140356371419778,0.004483952044839573,0.013517702135176427,0.03983683039836276,0.05080259850801415,9.018374246154613
2022Q4,0.03572339602664783,0.30650421445020165,0.0061715019241370865,0.00811758219754847,0.5351912754163659,0.0053623494496392735,0.0188614813250362,0.034319036477686145,0.049749162732889575,9.574887747249159
2023Q1,0.03716143387754781,0.3158951079966038,0.005805583568934901,0.00551072038297549,0.5349648270328177,0.004001714666593904,0.017823116778212574,0.032491940819225136,0.04634555487551171,9.504528256094327
2023Q2,0.03965014418481603,0.31164207310271375,0.006011104545565976,0.004324183020774184,0.5296116676693828,0.0038912201112633956,0.020204935777164416,0.03881144873746524,0.04585322285064395,9.453479633081276
2023Q3,0.03883425068444402,0.3146573068316486,0.006986304359137933,0.007160878038462966,0.516263048962671,0.003706333499513975,0.01184750989111078,0.036788045731584264,0.06375632200113426,9.507024072713843
2023Q4,0.03395446556866288,0.300337186070655,0.005247279326314894,0.004909520783599971,0.5577710226059464,0.0035023843463226987,0.01950412466152209,0.028070597260140856,0.04670341937587204,9.842003423407045
2024Q1,0.03790002677359477,0.31532526842833064,0.006488750473153618,0.010886390703713441,0.5141684643959132,0.004116055849107745,0.01805371337479439,0.035910471553818,0.05715085844767652,9.808973463321843
2024Q2,0.03424699730118192,0.30413210216173914,0.0063477846729079876,0.006582361262164465,0.5476083850484215,0.003919087662930213,0.017132384127455325,0.0318408101659299,0.04819008759897687,9.926868971175162
2024Q3,0.03702729662502236,0.29630873999439145,0.006763621955471896,0.0051150035857157935,0.5493131529149226,0.00471182776514293,0.01633788914287038,0.03125655305526979,0.05316591496004282,9.733631698921512
2024Q4,0.03392196488871759,0.3027666759212216,0.005996939546355207,0.0068724617281874685,0.5516616197148705,0.0037009536476863363,0.015694832740395622,0.03066264632390047,0.04872190548753183,9.803122437551945
2025Q1,0.03210896015009855,0.29908941783584975,0.0063355415145874925,0.004165773850788431,0.5554641232067082,0.004052333715668673,0.021927257863838177,0.029000160256704696,0.04785643160551933,10.095879422133496
