quarter,single_letter,lowercase,UPPERCASE,camelCase,snake_case,PascalCase,UPPER_SNAKE_CASE,endsWithDigits,Other,avg_name_length
2020Q1,0.0001170046801872,0.3150156006240332,0.003393135725428992,0.007995319812792365,0.4147035881435834,0.020748829953198156,0.0006240249609984398,0.01996879875194994,0.21743369734787935,11.860959438374584
2020Q2,6.678911337451995e-05,0.3661713140757919,0.0029721155451659614,0.005109367173150749,0.358123225914204,0.011053598263481868,0.0005677074636834197,0.018901319084986944,0.2370345633661741,11.673768575720414
2020Q3,0.0,0.29161271759455865,0.008056394763342401,0.009495036685368904,0.4069198676448549,0.012408286577470512,0.0002517623363544814,0.02549992806790348,0.24575600633002856,12.766400517906963
2020Q4,0.0001301439391967516,0.28519742835576944,0.0019261303001119256,0.0034097712069548845,0.4311408417710642,0.011686925739868187,0.0007808636351805093,0.022931362086466824,0.24279653296547254,13.62609646269491
2021Q1,6.682928459250843e-05,0.27954689745045713,0.0030741470912553255,0.00394292779095791,0.39730009690254403,0.015003174391017518,0.00046780499214755904,0.017776589701605196,0.28282153239550173,14.23153005647399
2021Q2,0.00022392834293026229,0.30179142674340864,0.003422904670505376,0.0023992322456813796,0.44676903390903444,0.012923864363403526,0.0003518873960332693,0.014811260396672516,0.21730646193219674,12.854510556618628
2021Q3,0.0001359111141313581,0.30552818456723496,0.0032278889606197517,0.02052257823383184,0.37963371954728165,0.015086133668580696,0.00033977778532839523,0.021983622710746088,0.253542183412032,12.808263395736251
2021Q4,0.00031280302793331046,0.2918765053645394,0.004254121179893023,0.003002909068159781,0.3905658606774497,0.012355719603365586,0.0004066439363133037,0.019049704401137624,0.2781757327410845,13.76270762301496
2022Q1,0.00010331645831180907,0.3041636532699355,0.005820160484898499,0.005785721665461206,0.40803113269271024,0.014877569996899213,0.0003099493749354272,0.021971966800976482,0.23893652925576045,13.108275648303797
2022Q2,0.0,0.3040980795610399,0.0036865569272976706,0.009459304983996284,0.4060356652949617,0.009402149062642737,0.00028577960676726106,0.01623228166437975,0.2508001828989598,12.996199131237162
2022Q3,0.0,0.24604501607712997,0.0032668810289388692,0.003292604501607637,0.4086945337620968,0.010829581993568732,0.0010032154340836013,0.02155627009646165,0.3053118971061002,15.430096463017668
2022Q4,0.0003493013972055889,0.26190119760474545,0.003642714570858271,0.002794411177644704,0.4349051896207774,0.009605788423153598,0.0005239520958083833,0.02030938123752327,0.26596806387222593,14.378043912170982
2023Q1,2.059986816084377e-05,0.2767798286090524,0.0030281806196440263,0.0028427818061964342,0.43136123928791126,0.010238134475938951,0.000535596572181938,0.01810728411338084,0.25708635464728163,13.732840309825978
2023Q2,2.38129256560461e-05,0.24553507643945827,0.003214744963566195,0.0028813640043815762,0.4669238462638544,0.009382292708482226,0.000238129256560461,0.0211220650569119,0.2506786683811676,15.382173643862027
2023Q3,0.0,0.2728357899106871,0.003269669919036491,0.0035032177703965173,0.362180817936367,0.012429935644591283,0.000467095702719535,0.020967407099852533,0.3243460660161112,14.745225243919021
2023Q4,6.167002425687621e-05,0.25087365867694317,0.002631254368293226,0.003104057887596098,0.4392344694323391,0.009723307157833419,0.00039057682029354913,0.020741684825061755,0.27323932080747554,14.820910249551625
2024Q1,2.7890112954957463e-05,0.30107376934873153,0.0037093850230093452,0.003012132199135408,0.39347371356848543,0.011323385859711883,0.000529912146144192,0.02261888160646894,0.26423093013524596,13.452238181555876
2024Q2,0.0006708795013850271,0.2673563019390287,0.0025536703601107625,0.002423822714681437,0.421593663434757,0.009349030470913894,0.0002164127423822715,0.021684556786703106,0.274151662049861,14.780947022167888
2024Q3,0.0,0.22978284171661537,0.0037516376195958585,0.002203342728968996,0.4053555123268382,0.016852594386438442,0.00039699868990432347,0.021378379451347237,0.32027869308033746,15.79397752986775
2024Q4,0.0,0.2627114726818757,0.0039058888786169706,0.002496070999352873,0.415272256633199,0.009891836923360982,0.000554682444300638,0.01957566793010951,0.2855921235093099,14.583271701943398
2025Q1,0.0010655385740866827,0.23791726967667604,0.0020992700265589494,0.0018766201752572441,0.4083557308482232,0.008556115714308277,0.0003021676553380301,0.026145453967143205,0.3136818333625201,15.903592614382866
