Variable Name,Frequency
x,41567
model,19427
hidden_states,14510
out,12782
loss,10446
outputs,10076
output,9507
data,7191
mask,6453
args,6230
img,5856
logger,5667
result,5358
parser,5054
image,4897
config,4625
labels,4505
h,4287
dataset,4272
y,4117
logits,4051
text,3967
batch_size,3952
attention_mask,3941
device,3917
results,3880
_backends,3627
_base_,3584
input_ids,3520
inputs,3371
optimizer,3244
name,3020
scores,2974
tokenizer,2658
return_dict,2635
k,2558
attn,2420
features,2369
__all__,2341
cfg,2325
label,2308
indices,2297
s,2278
target,2182
v,2172
input_shape,2093
res,2015
attn_weights,1974
t,1964
state_dict,1925
images,1888
q,1881
config_and_inputs,1867
ret,1860
loss_fct,1821
key,1779
residual,1773
idx,1754
value,1747
tokens,1731
p,1724
z,1720
sample,1717
weight,1698
sequence_output,1692
pooled_output,1664
w,1659
losses,1653
batch,1642
size,1618
all_hidden_states,1601
dtype,1563
test_pipeline,1560
pred,1552
start,1551
attn_output,1550
train_pipeline,1538
path,1536
filename,1534
embeddings,1532
m,1527
index,1519
i,1514
position_ids,1504
n,1450
points,1429
lr_config,1423
checkpoint,1417
token_type_ids,1388
state,1366
output_hidden_states,1347
x1,1334
config_class,1305
scale,1287
end,1279
c,1264
d,1255
masks,1253
data_root,1242
layer_outputs,1239
f,1232
feat,1230
a,1225
tensor,1206
output_attentions,1205
score,1199
net,1195
evaluation,1187
preds,1169
weights,1148
metrics,1147
optimizer_config,1143
attention_scores,1137
transform,1133
layers,1131
bboxes,1119
params,1090
boxes,1081
attentions,1078
imgs,1071
N,1070
key_states,1059
value_states,1056
_,1050
b,1044
shape,1038
train_dataset,1034
r,1032
img_norm_cfg,1025
alpha,1023
padding,1018
outs,1015
inputs_embeds,1014
emb,1013
lines,1009
input,989
attention_output,984
offset,980
targets,978
gt_bboxes,947
attn_mask,943
model_args,941
attention_probs,940
x2,937
std,935
use_cache,932
pointer,923
encoder_outputs,921
mean,920
predictions,918
feats,915
query,912
stride,911
noise,909
in_channels,904
line,894
context_layer,883
lr,882
msg,873
extended_attention_mask,862
samples,860
_keys_to_ignore_on_load_missing,858
runner,853
scheduler,844
df,844
base_model_prefix,841
start_time,837
ids,837
layer,824
total_loss,822
dataset_type,814
num_classes,813
model_kwargs,810
value_layer,803
trainer,801
key_layer,801
model_type,798
values,792
head_mask,787
val,779
block,776
pos,775
width,766
gt_labels,765
criterion,755
count,752
prefix,750
layer_output,745
context,732
probs,729
latents,727
X,722
total_epochs,722
grid,722
src,714
op,713
seed,712
timesteps,707
mode,692
module,690
past_key_values,687
processor,684
bbox,683
bbox_pred,683
info,675
im,673
frames,673
buffer,665
hidden_state,665
inds,664
tmp,662
B,659
dim,656
all_attentions,655
acc,651
g,647
token,635
prompt,635
ds,633
kwargs,631
vocab,630
height,627
model_name,622
bias,615
encoder,614
j,611
_CONFIG_FOR_DOC,611
cls_score,610
response,608
dist,602
word,602
query_states,601
env,600
log_config,600
rois,599
input_mask,597
item,596
seq_length,591
identity,590
sampler,584
task,580
caption,580
output_dir,576
decoder_input_ids,575
checkpoint_config,574
gt,568
words,568
self,568
coords,565
inputs_dict,560
repr_str,554
tgt,552
expansion,549
downsample,549
hs,548
files,545
norm_layer,542
root,541
y_pred,536
classes,535
work_dir,535
names,532
save_path,530
val_pipeline,529
diff,525
graph,525
cls,524
norm,524
max_length,524
decoder,523
encoder_hidden_states,523
action,521
num_patches,518
y1,515
bbox_results,514
all_self_attentions,514
eps,513
file_path,513
xs,512
A,508
data_cfg,504
C,503
data_path,501
keys,500
qkv,497
embed_dim,497
past_key_value,497
positions,494
class_names,493
log_level,491
_keys_to_ignore_on_load_unexpected,491
feature_extractor,491
_CHECKPOINT_FOR_DOC,490
lengths,488
load_from,488
file_name,484
color,478
obs,478
data_loader,478
x0,477
sep,477
eval_dataset,476
prediction_scores,476
last_hidden_state,475
expected_shape,474
opt,470
metric,470
kernel,469
step,469
correct,468
split,467
channel_cfg,466
encoder_attention_mask,459
temp,456
transcription,456
paths,455
anchors,454
prob,454
train_cfg,453
l,452
conv,451
prompt_embeds,451
array,450
encoder_extended_attention_mask,450
image_embeds,447
train_loader,445
model_path,445
bs,444
extension,444
content,442
dataset_name,439
stats,439
cmd,438
expected_slice,438
max_len,436
kernel_size,436
pixel_values,434
sample_size,434
length,433
image_size,433
center,433
x_out,433
test_cfg,431
out_channels,428
url,427
feature,425
source,424
model_inputs,423
delta,422
img_metas,422
num,421
resume_from,418
video,417
world_size,417
total,417
src_tokens,417
all_model_classes,416
patch_size,413
offsets,411
pairs,411
assign_result,411
rank,410
ds_list,410
flag,408
cache_dir,408
u,406
table,406
examples,405
loader,403
pos_embed,403
grad,402
shortcut,399
K,399
masked_lm_loss,399
all_cross_attentions,399
mask_pred,397
_import_structure,397
num_imgs,396
img_size,395
keep,395
test_dataset,394
num_frames,393
dist_params,393
generator,391
obj,391
encoder_out,391
datasets,390
datapipe,390
lines_test,389
padding_mask,386
vocab_files_names,382
workflow,381
causal_mask,381
D,377
pos_inds,377
encoder_states,377
sigma,376
head_dim,376
backbone,376
L,375
seq_len,374
pretrained_vocab_files_map,374
dataloader,372
area,372
embedding_output,372
o,372
attns,372
order,370
example,369
end_logits,369
max_model_input_sizes,369
scale_factor,368
query_layer,368
M,367
meta,367
bbox_targets,362
img_shape,361
pattern,361
proposals,361
start_logits,360
prediction,359
ch,359
new_key,358
gt_bboxes_ignore,356
sizes,355
lines_valid,355
depth,354
pad,354
writer,353
dx,353
expected_tensor,353
bsz,351
post_conv,351
ratio,349
parts,349
T,348
fname,345
image_features,345
input_lengths,345
input_size,344
position_embeddings,344
data_collator,344
norm_cfg,343
iou,342
header,342
edge_index,342
ious,341
out_features,341
num_samples,339
tgt_list,338
H,337
global_step,337
att,337
supports_gradient_checkpointing,337
ax,336
lm_logits,336
dpr,334
crop_size,334
negative_prompt_embeds,334
angle,332
start_positions,331
VOCAB_FILES_NAMES,331
model_input_names,331
level,330
question,328
input_dict,327
proposal_list,327
frame,326
gt_masks,325
output_tensors,325
dims,324
y2,323
num_labels,323
noise_pred,323
factor,321
end_positions,321
tokenizers,321
log,320
inp,320
head,320
W,320
PRETRAINED_VOCAB_FILES_MAP,319
data_dir,317
epoch,317
rng,317
loss_cls,317
raw_masks,316
gt_bboxes_3d,316
beta,315
adj,314
sim,314
output_dict,313
ind,312
precision,312
prev_output_tokens,312
answer,311
vocab_size,311
module_class,311
start_idx,310
tmp_dir,310
PRETRAINED_POSITIONAL_EMBEDDINGS_SIZES,310
metadata,309
gamma,308
sequence,308
items,307
reader,307
encoding,307
batch_dict,307
raw_datasets,307
R,306
num_workers,306
sigmas,306
loss_dict,306
itr,306
sequence_labels,304
token_labels,303
betas,302
pos_tokens,302
y_true,302
sentence,301
featmap_sizes,300
channels,299
arr,299
variance,299
decoder_attention_mask,299
seq,298
group,298
ys,297
uncond_tokens,297
image_processor,297
colors,296
pool,295
fn,294
left,293
union,293
num_channels,293
image_path,292
val_dataset,292
message,291
combined_attention_mask,291
dilation,290
test_loader,289
distance,288
theta,288
past_key_values_length,288
lprobs,287
label_weights,286
max_size,286
input_tensors,286
file,285
threshold,284
texts,283
loss_bbox,283
splits,281
label_list,281
done,281
pipeline,281
annos,281
ckpt,280
is_cross_attention,276
position_bias,276
tgt2,275
next_tokens,274
cs,273
main_input_name,273
self_outputs,273
train_data,272
t1,272
row,272
var,271
text_embeds,271
src_lengths,270
num_layers,269
audio,269
actions,269
present_key_value,269
src_len,268
dt,268
annotations,268
save_dir,267
new_x_shape,266
x3,265
checkpoints,265
groups,265
progress,264
relative_coords,263
instances,263
num_points,263
train_file,262
test_pruning,262
gradient_checkpointing,261
fp,260
relative_position_bias,260
embedding,260
transforms,260
intermediate_output,259
Y,257
mixed_query_layer,257
blocks,257
tp,256
attr,256
merges,256
counts,256
data_dict,256
cat,256
error,256
id,255
version,255
tokenizer_class,255
ref,254
output_tokens,254
xyz,254
skip,254
fig,253
iterator,253
x_t,253
f0,253
recall,252
loc,251
new_k,251
lines_train,251
e,250
code,250
image_id,249
rows,248
alphas,248
anns,248
hidden_size,247
text_features,247
seg,247
new_features,247
input_r,247
img_path,246
edges,246
options,246
input_p,246
choice_labels,246
modules,245
x_,244
cross_attentions,244
dropout_probability,243
self_attention_outputs,242
data_list,242
attn_probs,242
num_choices,242
dropout,241
hidden,240
id2label,240
new_context_layer_shape,240
cross_attn_present_key_value,240
transformer_outputs,240
G,238
model_name_or_path,238
train_dataloader,237
logging_output,237
shifted_input_ids,237
cnt,235
mask_results,234
xx,233
epsilon,233
cls_tokens,233
t2,232
gt_boxes,232
rngs,232
cur_len,232
encoder_padding_mask,232
lr_scheduler,231
decoder_outputs,231
attn_weights_reshaped,230
evaluator,228
vocab_file,227
parameters,227
rle,227
cond,227
encoded_images,227
Q,226
max_eval_samples,226
eval_results,226
num_heads,225
ntokens,224
param,224
infos,224
depths,223
total_time,223
steps,222
decoded,222
reward,222
key_padding_mask,222
lam,222
inner_dim,221
string,221
defaults,221
normalize,221
last_checkpoint,221
CLASSES,221
layer_head_mask,221
prev_char,220
sequences,219
new_word,218
sentences,218
pipeline_model_mapping,218
bbox_list,217
hidden_features,216
src_dataset,216
train_set,215
nll_loss,215
model_output,215
max_train_samples,215
bbox_preds,215
eos_token_id,215
sequence_length,215
num_pos,214
bbox_weights,214
eval_dataloader,213
idxs,213
gts,213
start_epoch,212
repo_id,212
pad_token_id,212
split_x,211
config_name,211
classifier,211
self_attn_past_key_value,210
reduction,209
column_names,209
latent_model_input,208
decoder_attentions,208
checkpoint_path,207
mlp_hidden_dim,206
box,206
cc,206
input_features,206
accuracy,205
log_probs,205
clf,205
root_path,205
trans,205
cx,205
ann,205
freqs,204
agent,204
xt,204
end_idx,203
pe,203
queries,203
next_decoder_cache,203
input_values,203
config_path,202
tasks,202
tgt_len,202
t_matrix,202
max_seq_length,202
test_file,202
h_,201
formatter,200
max_epoch,200
dim_t,199
test_head_masking,199
sample_idx,198
lm_loss,198
positional_embedding,198
answers,197
match,197
attention_weights,197
gt_labels_3d,197
position,196
classifier_dropout,196
chatbot,196
grid_size,195
logit,195
rgb,195
currentdir,195
denom,195
keypoints,195
output_size,194
reshaped_logits,194
sd,194
cls_feat,194
expected_logits,194
f1,193
S,193
radius,193
dataset_info,193
signature,193
shift_labels,193
test_data,192
test,192
reference_points,192
ap,191
valid,191
split_tokens,190
mems,190
pbar,189
candidates,189
top,188
c1,188
new_state_dict,188
network,188
spec,188
cols,188
mlvl_scores,188
resnets,188
right,187
num_features,187
dirs,187
num_boxes,187
P,186
filepath,186
module_name,186
flip,186
cls_scores,186
config_dict,186
image_inputs,186
dy,185
decoder_out,185
batches,184
suffix,183
dst,183
src2,183
node,182
val_loader,182
means,182
models,182
all_labels,182
model_id,182
mat,182
heatmap,182
angles,181
indexes,181
prompts,181
first_token_tensor,181
pretrained,181
fps,180
learning_rate,180
expected,180
neg_inds,180
xc,180
