quarter,single_letter,lowercase,UPPERCASE,camelCase,snake_case,PascalCase,UPPER_SNAKE_CASE,endsWithDigits,Other,avg_name_length
2020Q1,6.773996883961433e-05,0.30408472012097437,0.006977216790479674,0.014315713414771888,0.39426919863604476,0.017612391898299638,0.0007225596676225524,0.025763768148666048,0.23618669135408493,11.940704947275936
2020Q2,0.0002059449440516235,0.33067893183220703,0.0038443056222967568,0.004530788769135629,0.36592984142241824,0.019324500583510394,0.0006521589894968079,0.0189469348527484,0.2558865929841355,12.235360746892086
2020Q3,3.295218637756615e-05,0.3217780999768845,0.0027350314693379923,0.004547401720104139,0.36613174284104544,0.009984512472402392,0.00029656967739809535,0.015454575411077242,0.2790391142451988,12.925791676278997
2020Q4,6.264094211976948e-05,0.2916249060385458,0.002724880982209932,0.003977699824605361,0.4254885993483877,0.011118767226258892,0.00043848659483838626,0.017163618140815764,0.24740040090201879,13.54810824354524
2021Q1,0.0001168588345278903,0.2791757556871035,0.003739482704892352,0.0053365534434402385,0.389529448426261,0.015347460267995295,0.0003116235587410408,0.020995637270175952,0.2854471798067629,13.962098784660936
2021Q2,0.0001796069174321343,0.2801354749320048,0.003694770872889591,0.0030533175963462873,0.4260532662801799,0.011392210191409647,0.0005901370144198697,0.020552162980447333,0.25434905321493234,13.930132909123008
2021Q3,0.0002576738493252166,0.2870164589171026,0.00354301542822164,0.021161464875832484,0.3857055432086303,0.01500950172319383,0.0003865107739878165,0.020034141785034803,0.2668856894385822,13.574226173222531
2021Q4,0.00035491973353718475,0.2948836955334015,0.004914273233591512,0.003030468494048266,0.41924210986110544,0.011466637545047207,0.0006279349131811727,0.019083761057112646,0.24639619962870132,13.301053838598863
2022Q1,8.3595731044668e-05,0.279627720344375,0.0033716944854681975,0.002675063393429353,0.4004514169475017,0.008861147490734776,0.00039011341154178403,0.018028812661965078,0.28651043553369554,14.299774291521246
2022Q2,0.0,0.29711248304307386,0.00351596024473298,0.002851526812657456,0.40574734918735667,0.01002187093380582,0.000526009800393123,0.01602945654882159,0.26419534342904133,13.351014645213997
2022Q3,2.6824034334763947e-05,0.24082618025749802,0.0026019313304721067,0.0037017167381972692,0.38449570815436673,0.01373390557939875,0.0005364806866952788,0.018213519313303506,0.3358637339054954,16.07014484979366
2022Q4,9.993254553176606e-05,0.2587503435180975,0.0037724535938240223,0.004571913958078298,0.4350563369724804,0.011367327054238052,0.00037474704574412277,0.01891223424188582,0.26709471107001054,14.0947860194281
2023Q1,0.0010145119315424739,0.25256936173964517,0.002955317365797707,0.002183406113537117,0.4305059326892884,0.010784702924440762,0.0005072559657712498,0.023157337567815885,0.27632217370207585,14.644986987771391
2023Q2,2.4383701933627563e-05,0.27599912218673434,0.003145497549437964,0.0026822072126990366,0.3996001072883674,0.010363073321791615,0.00034137182707078586,0.019141206017896827,0.28870303089417815,14.678086367080208
2023Q3,0.00032397408207329996,0.29613930885528195,0.003266738660907045,0.0024838012958963295,0.41717062634992286,0.011771058315334744,0.0005399568034557236,0.022408207343411996,0.24589632829375285,12.989335853128402
2023Q4,0.00021121554546414616,0.2856690252402491,0.0030890273524131423,0.003643468159256454,0.40513781814347954,0.008263808216284573,0.00044883303411131077,0.02191361284190416,0.2716231914668767,13.899118175091528
2024Q1,0.0,0.26115087190619934,0.0025924530810307283,0.002836187986084945,0.440827812368361,0.008796614300591081,0.00026589262369546436,0.023265604573352108,0.2602645631605403,14.504974407825792
2024Q2,0.0004006104540251134,0.2588134299885299,0.0032430370087752763,0.002441816100724914,0.4101106447921912,0.010950019076688265,0.00026707363601678746,0.020831743609308832,0.2929416253338647,15.411140785953954
2024Q3,4.535764503106999e-05,0.226493400462619,0.0034471810223613056,0.002267882251553497,0.458656506554294,0.0174173356919308,0.00047625527282623494,0.022043815485100125,0.26915226561435585,15.342881117619847
2024Q4,7.037132603035349e-05,0.2665431258943023,0.002861767258567703,0.0015481691726677784,0.45865684595727213,0.009077901057915568,0.0005395134995660209,0.020055827918650414,0.240646477915164,14.208862095658468
2025Q1,0.0,0.253350196437205,0.0018298261665141828,0.0013185512082234544,0.41526290296541785,0.006135299499488273,0.0002690920833109091,0.03290996178892178,0.28892416985094094,15.528658306884518
