Variable Name,Frequency
x,43353
model,16122
out,12581
loss,10398
hidden_states,9293
output,8183
outputs,7560
data,6563
args,5993
mask,5779
logger,5378
img,5340
parser,4920
labels,4531
y,4453
logits,4348
config,4006
result,3799
dataset,3785
device,3772
batch_size,3379
optimizer,3231
results,3228
image,3211
h,2773
_base_,2747
name,2693
features,2676
label,2646
inputs,2640
attention_mask,2610
_backends,2537
scores,2513
v,2470
__all__,2443
text,2396
res,2394
target,2394
s,2376
k,2325
cfg,2213
pred,2182
weight,2173
indices,2108
t,2100
input_ids,2100
attn,2019
ret,1900
idx,1850
w,1838
images,1780
n,1755
p,1725
checkpoint,1718
m,1705
tokenizer,1684
end,1661
residual,1639
batch,1638
start,1624
return_dict,1614
d,1580
losses,1563
state,1560
index,1535
input_shape,1527
filename,1515
state_dict,1505
q,1504
i,1500
path,1480
attn_weights,1421
tokens,1407
a,1402
feat,1362
z,1358
loss_fct,1351
key,1331
x1,1320
input,1313
b,1275
c,1268
net,1265
metrics,1263
f,1250
boxes,1250
dtype,1249
r,1248
preds,1240
value,1232
score,1198
pooled_output,1182
layers,1137
sequence_output,1129
weights,1114
tensor,1099
targets,1096
imgs,1085
points,1072
alpha,1070
lines,1064
all_hidden_states,1064
params,1062
scale,1062
lr,1056
transform,1036
x2,1029
position_ids,1026
df,1007
embeddings,1002
std,997
sample,997
token_type_ids,980
size,978
line,958
num_classes,945
bboxes,939
padding,938
acc,934
config_and_inputs,925
in_channels,915
attn_output,911
pos,910
shape,905
probs,905
masks,886
train_pipeline,884
test_pipeline,877
trainer,876
msg,873
mean,871
pointer,871
predictions,862
N,860
grid,858
stride,856
offset,856
prefix,838
tmp,834
lr_config,833
config_class,831
model_kwargs,808
val,807
train_dataset,807
runner,806
output_hidden_states,804
outs,795
bbox,792
criterion,791
img_norm_cfg,788
layer_outputs,772
grad,764
obs,759
values,755
gt_bboxes,752
module,747
_,738
B,736
X,721
attention_scores,721
sampler,720
count,719
samples,717
layer,716
evaluation,714
optimizer_config,710
kwargs,704
g,700
y1,700
u,700
encoder,699
block,694
total_loss,693
output_attentions,683
frames,681
feats,677
scheduler,676
info,663
dataset_type,662
ids,659
attn_mask,655
noise,654
attentions,651
im,649
start_time,645
gt_labels,645
key_states,644
attention_output,644
value_states,643
ds,633
data_root,632
dist,626
item,626
attention_probs,618
inds,617
width,616
dim,615
y_pred,612
output_dir,612
token,611
files,611
task,609
context_layer,603
j,600
decoder,598
world_size,596
dataloader,593
opt,591
extended_attention_mask,590
expansion,586
model_args,584
feature,581
encoder_outputs,578
norm,577
group,574
src_tokens,574
bias,568
root,561
stats,559
base_model_prefix,557
head_mask,556
kernel,555
vocab,549
emb,549
anchors,548
diff,545
keep,545
checkpoint_config,542
seed,541
A,541
use_cache,540
examples,536
env,536
encoder_out,532
rank,529
downsample,528
paths,528
inputs_embeds,527
query,525
array,520
sample_size,520
writer,519
names,518
xs,516
gt,516
keys,515
identity,513
height,513
temp,512
save_path,509
positions,507
hs,497
y2,496
rois,495
cls,494
train_loader,493
label_soft_pred,490
length,486
xa,483
num,482
model_type,479
fig,477
correct,476
key_layer,476
data_path,475
action,474
src,473
obj,472
padding_mask,471
value_layer,471
mode,467
proposals,459
lengths,457
bsz,454
pool,452
shortcut,451
tgt,450
l,449
word,447
step,446
itr,445
classes,444
cls_score,444
eps,443
R,443
input_mask,442
lprobs,440
bbox_pred,439
dataset_name,438
x0,435
context,432
all_attentions,432
norm_layer,431
data_loader,428
color,423
words,423
C,422
repr_str,421
model_name,420
string,420
ax,420
layer_output,420
kernel_size,419
feature_extractor,418
metric,417
workflow,417
prev_output_tokens,416
delta,415
M,414
input_lengths,414
decoder_input_ids,413
meta,412
_keys_to_ignore_on_load_missing,411
model_path,410
ind,410
offsets,408
embed_dim,407
total,404
work_dir,403
left,401
pred_lt,401
out_channels,398
file_name,398
_CONFIG_FOR_DOC,398
ground_truth_lt,398
center,397
beta,397
xv,397
self,396
prob,395
ious,394
best_acc,394
past_key_values,394
head,393
cache_dir,391
test_loader,389
K,389
seq_length,388
data_dir,388
url,387
train_data,386
ratio,386
sigma,381
split,380
new_features,375
depth,372
test_dataset,370
iou,370
buffer,368
best_epoch,368
datasets,368
prediction_scores,368
bs,365
y_true,365
layer_keys,365
query_states,365
file_path,364
metadata,363
source,362
actions,361
cmd,360
blocks,359
D,357
image_size,356
gt_boxes,354
table,353
processor,353
frame,352
precision,352
valid,351
sizes,350
max_length,349
max_len,348
flag,347
num_channels,347
_CHECKPOINT_FOR_DOC,347
loader,346
arr,346
pred_index,345
e,342
pairs,341
colors,341
class_names,339
rng,337
out_features,337
embedding,336
sentence,335
tracer,333
src_lengths,333
all_self_attentions,333
img_path,331
input_size,331
o,331
num_patches,331
logging_output,330
graph,329
W,327
sep,327
ntokens,327
order,327
coords,326
area,325
fname,324
encoder_hidden_states,324
assign_result,324
new_k,323
scale_factor,322
log_level,322
fp16,322
encoder_padding_mask,321
masked_lm_loss,321
start_epoch,320
img_size,320
lr_scheduler,320
epoch,319
generator,319
num_samples,319
items,318
progress,316
backbone,315
instance,314
gt_masks,314
attns,313
extension,312
T,311
conv,309
dx,308
encoder_attention_mask,308
x_out,308
vocab_files_names,308
pos_inds,306
inputs_dict,305
t1,304
f1,304
_keys_to_ignore_on_load_unexpected,303
_import_structure,303
dilation,302
hidden_state,302
max_model_input_sizes,302
total_epochs,301
log,298
num_workers,297
row,296
recall,295
loss_cls,295
pad,294
dropout,294
L,293
train,293
tp,292
start_idx,291
flow,291
new_key,290
pretrained_vocab_files_map,290
ys,289
policy,286
VOCAB_FILES_NAMES,286
log_config,284
end_logits,284
_TOKENIZER_FOR_DOC,284
fn,282
version,282
mask_indices,282
img_metas,281
factor,277
patch_size,276
x3,276
instances,276
PRETRAINED_POSITIONAL_EMBEDDINGS_SIZES,276
theta,275
normalize,275
bbox_results,275
train_loss,274
groups,274
num_imgs,273
num_layers,273
img_shape,273
train_sampler,272
pos_embed,272
ref,272
acq_sample,272
global_step,271
start_logits,271
