Function Name,Frequency
__init__,32928
forward,16036
__call__,2821
main,2237
__len__,2077
__getitem__,1962
__repr__,1305
call,962
init_weights,907
train,902
from_pretrained,849
step,726
reset,695
update,657
add_args,604
parse_args,575
__iter__,565
backward,530
build_model,505
evaluate,502
loss,499
setUp,459
run,441
decode,436
test,420
__str__,369
reset_parameters,365
_make_layer,353
encode,351
max_positions,291
Bottleneck,287
size,277
_init_weights,271
predict,269
load_state_dict,268
extra_repr,263
_init_layers,260
BasicBlock,258
collater,256
forward_train,254
build,238
get_targets,228
state_dict,225
save,224
sample,224
save_checkpoint,221
load_dataset,221
forward_single,211
get_lr,210
get_input_embeddings,208
num_tokens,207
get_output_embeddings,203
generate,197
load,196
get_bboxes,194
extract_features,191
initialize,188
conv3x3,184
simple_test,184
Hyperparams,184
ResNet,183
log,181
reduce_metrics,175
validate,174
_get_function,173
get,172
ordered_indices,170
process,169
close,167
target_dictionary,167
set_epoch,166
upgrade_state_dict_named,166
__getattr__,165
get_labels,162
supports_prefetch,161
get_config,161
aug_test,159
setup_task,158
set_input_embeddings,156
prefetch,154
train_step,152
source_dictionary,151
AverageMeter,151
__setstate__,147
fit,142
inference,142
get_train_examples,142
get_dev_examples,139
sizes,137
to,135
accuracy,133
__exit__,131
_prune_heads,130
load_data,127
from_config,127
__del__,125
get_model,124
reorder_encoder_out,123
base_architecture,122
get_normalized_probs,122
__enter__,122
transform,121
render,121
logging_outputs_can_be_summed,119
get_loss,118
add,117
compute_loss,117
name,116
build_encoder,116
_create_examples,114
print,113
tokenize,112
convert,112
loss_single,112
load_annotations,112
wrapper,110
get_parser,109
build_decoder,108
__getstate__,107
prune_heads,106
vocab_size,104
normalize,104
Model,103
get_test_examples,103
build_embedding,102
cli_main,102
setup,102
load_checkpoint,101
forward_dummy,101
write,99
save_vocabulary,99
eval,98
Block,97
score,97
rules,96
Trainer,95
Mlp,95
save_model,95
_inner_forward,95
assign,93
get_params,90
reorder_incremental_state,90
Linear,89
Attention,89
load_model,89
_get_target_single,89
__next__,88
adjust_learning_rate,88
start,86
tearDown,86
_get_bboxes_single,86
_tokenize,86
extract_feat,84
_convert_id_to_token,84
output_layer,83
norm1,83
model,82
init,82
crop,82
forward_test,82
prepare_inputs_for_generation,82
forward_decoder,81
merge,80
Embedding,80
valid_step,80
forward_features,80
_convert_token_to_id,79
convert_tokens_to_string,79
optimizer_config,78
build_inputs_with_special_tokens,78
parse,77
set_seed,77
build_dataset_for_inference,76
MLP,76
_freeze_stages,76
resize,75
make_res_layer,75
flops,75
pad,74
clear,74
prepare_config_and_inputs,74
get_args,73
hub_models,73
supports_flat_params,72
_sample_pos,71
_sample_neg,71
get_special_tokens_mask,71
compute_forward,71
on_stage_end,71
can_reuse_epoch_itr_across_epochs,70
set_num_updates,70
step_update,70
Logger,70
Identity,70
compute_objectives,70
test_config,69
prepare_config_and_inputs_for_common,69
training_step,68
__setattr__,68
get_transform,68
get_example_from_tensor_dict,68
test_forward,67
conv1x1,67
Normalize,67
to_tensor,67
get_vocab,67
get_rank,66
get_dataset,66
build_generator,65
exists,64
make_dataset,64
build_optimizer,64
download,64
collate,62
get_encoder,62
_forward,62
next,62
transpose_for_scores,62
dummy_inputs,62
create_token_type_ids_from_sequences,62
avg,61
visualize,61
seed,61
on_stage_start,61
audio_pipeline,61
Encoder,60
compute_metrics,60
build_dataset,60
_get_obs,60
test_model_from_pretrained,60
__eq__,59
get_world_size,59
compute,59
resnet18,59
eval_one_epoch,59
Compose,58
make_generation_fast_,58
resnet50,58
create_model,58
construct,58
get_message,58
device,57
create,57
preprocess,57
synchronize_between_processes,57
log_string,57
_resize_token_embeddings,57
get_ann_info,56
apply,55
add_arguments,55
prepare_for_onnx_export_,55
test_step,55
before_run,55
train_one_epoch,55
no_weight_decay,55
configure_optimizers,54
translate,54
optimizer,54
_initialize_weights,54
rotate,54
collate_fn,53
RandomCrop,53
Config,53
plot,53
ToTensor,53
value,53
setUpClass,53
norm2,53
_bbox_forward_train,53
ConvBNReLU,52
update_config,52
get_logger,52
Transformer,52
train_epoch,52
_filter_imgs,52
zero_grad,51
build_criterion,51
_get_input_buffer,51
_set_input_buffer,51
main_worker,51
before_train,51
PatchEmbed,51
_bbox_forward,51
_gen_grid,51
profile_module,51
to_dict,50
filter_indices_by_size,50
buffered_future_mask,50
info,50
search,50
get_classifier,50
validation_step,49
gelu,49
set_random_seed,49
load_dictionary,49
on_epoch_end,49
InvertedResidual,49
config,49
mkdir,48
__setitem__,48
register,48
copy,48
forward_backward,48
val_step,48
optimize_parameters,48
reset_model,48
LayerNorm,47
resnet101,47
ResBlock,47
__post_init__,47
track,47
train_model,47
after_train_iter,47
reset_classifier,47
save_pretrained,47
get_label,46
supports_memory_efficient_fp16,46
_load_from_state_dict,46
before_epoch,46
num_attention_heads,46
losses,46
flush,45
get_pairs,45
TransformerEncoder,45
get_decoder,45
inference_step,45
load_config,45
get_name,45
_mask_forward_train,45
finalize,44
build_self_attention,44
extract,44
resnet34,44
read,44
hidden_size,44
binarize,43
bpe,43
stop,43
TransformerDecoder,43
get_embedding,43
preprocess_image,43
f,43
show_result,43
execute,43
prepare,42
Discriminator,42
observation,42
is_main_process,42
get_cat_ids,42
onnx_export,42
Decoder,42
filter,42
TransformerEncoderLayer,41
BaseDataset,41
expand,41
message,41
_reorder_cache,41
num_hidden_layers,41
is_beginning_of_word,40
get_image,40
swish,40
build_backbone,40
Resize,40
accumulate,40
get_dataloader,40
ExampleModule,40
fit_batch,40
text_pipeline,40
Net,39
clip_grad_norm,39
get_version,39
append,39
resnet152,39
get_anchors,39
_get_points_single,39
_get_targets_single,39
viewer_setup,39
pretrained,38
Timer,38
_forward_impl,38
random,38
after_train_epoch,38
_preprocess,38
aggregate_logging_outputs,37
init_weight,37
Generator,37
setup_logger,37
shape,37
max_decoder_positions,36
get_logits,36
Dataset,36
display,36
_reset_parameters,36
is_dist_avail_and_initialized,36
format_results,36
BasicLayer,36
worker_init_fn,36
area,36
PatchMerging,36
InputFeatures,36
get_weights,36
drop_path,36
test_full_tokenizer,36
register_classification_head,35
cross_entropy,35
infer,35
ResidualBlock,35
show,35
remove,35
rescale,35
flip,35
_make_stage,35
__new__,35
ModelArguments,35
Evaluator,34
TransformerDecoderLayer,34
set_lr,34
ResLayer,34
RandomHorizontalFlip,34
get_target,34
get_bboxes_single,34
count_parameters,34
get_tokenizer,34
get_input_output_texts,34
dtype,33
apply_mask,33
forward_encoder,33
from_dict,33
default,33
BaseModel,33
Upsample,33
str2bool,33
func,33
query,33
evaluation,33
after_train,33
after_epoch,33
draw,33
_get_bboxes,33
window_partition,33
window_reverse,33
tie_weights,33
InputExample,33
scatter,33
get_flops,33
decoder,32
to_json_string,32
postprocess,32
maybe_layer_norm,32
load_json,32
assertTensorEqual,32
weights_init,32
act,32
max,32
MobileNetV2,32
_parse_ann_info,32
_make_stem_layer,32
Loss,32
assertAlmostEqual,32
search_forward,32
basic_forward,32
evaluate_batch,32
get_optimizer,31
read_data,31
build_fc1,31
build_fc2,31
quantize,31
restore,31
build_dataloader,31
get_class_name,31
load_image,31
crop_and_resize,31
get_sequence_list,31
MetricLogger,31
summarize,31
random_sample,31
DataProcessor,31
log_prob,31
DropPath,31
_embedding,31
load_vocab,30
from_config_dict,30
