Variable Name,Frequency
x,26886
out,11790
model,11038
loss,6777
output,4911
img,4825
data,4766
args,4300
outputs,3917
parser,3708
_base_,3671
mask,3298
logger,3238
y,3091
results,2843
result,2790
optimizer,2778
labels,2766
brick_,2525
dataset,2422
device,2398
batch_size,2294
scores,2123
text,2073
target,2021
h,2012
label,1915
logits,1890
image,1868
__all__,1852
res,1828
v,1815
hidden_states,1727
config,1715
features,1668
s,1602
idx,1569
k,1556
inputs,1553
p,1526
cfg,1487
indices,1420
name,1337
n,1327
w,1325
m,1325
t,1293
bboxes,1280
checkpoint,1245
losses,1224
pred,1208
transform,1204
net,1195
end,1155
img_norm_cfg,1153
attn,1147
weight,1135
f,1130
residual,1113
x1,1103
ret,1091
input,1089
filename,1065
a,1054
i,1045
path,1045
batch,1034
index,1031
z,1028
q,1027
input_ids,1027
r,1021
d,1016
lr_config,1010
feat,978
train_pipeline,976
start,958
state,956
line,948
layers,944
test_pipeline,931
imgs,921
weights,919
x2,917
c,917
runner,906
score,897
boxes,891
attention_mask,887
points,886
gt_bboxes,877
b,867
images,857
state_dict,852
params,850
tokens,847
outs,842
targets,820
tmp,817
optimizer_config,814
bbox_pred,811
lr,806
scale,794
msg,784
input_shape,766
lines,752
offset,750
bbox,746
in_channels,738
rois,726
seed,719
size,714
downsample,712
block,712
cls_score,709
padding,695
gt_labels,694
value,693
masks,692
sample,683
count,667
alpha,664
X,656
inds,655
preds,653
tokenizer,646
df,637
key,633
data_root,631
return_dict,630
g,628
anchors,628
stride,627
expansion,620
dataset_type,619
predictions,618
val,608
num_classes,603
pos,600
tensor,594
std,584
identity,583
token_type_ids,583
criterion,578
N,578
width,576
proposals,570
feats,567
correct,567
y1,567
feature,561
layer,548
mean,537
temp,534
ids,529
shape,526
acc,520
l,517
dist,513
scheduler,502
start_time,502
pos_inds,502
prefix,497
env,492
root,489
metrics,487
loss_fct,486
train_loader,479
evaluation,479
head_mask,471
sampler,466
keep,466
A,466
samples,465
xs,461
diff,457
gt,457
position_ids,456
raw_masks,456
num_imgs,455
u,450
scale_factor,448
attn_weights,446
train_dataset,444
norm,442
kernel,438
attn_mask,435
embeddings,432
sequence_output,427
data_loader,425
bbox_results,425
total_loss,422
R,422
assign_result,420
noise,419
opt,418
repr_str,418
probs,417
color,417
y2,417
info,416
j,414
cmd,413
num,413
config_and_inputs,410
encoder,408
B,408
item,405
pooled_output,405
height,403
mask_pred,403
module,402
files,401
prob,401
inputs_embeds,400
M,399
bbox_targets,399
config_class,396
grad,395
gt_bboxes_ignore,394
test_loader,393
img_shape,393
examples,392
_,391
values,389
rank,388
pointer,388
names,388
norm_layer,385
im,383
length,379
order,377
loss_cls,375
trainer,374
fig,373
mode,372
K,368
metadata,367
bias,367
featmap_sizes,364
save_path,362
ax,361
ious,360
dim,353
new_features,349
classes,347
pattern,345
lr_scheduler,344
src_tokens,342
encoder_out,342
train_data,342
reward,340
proposal_list,338
x0,337
ind,336
lengths,334
step,333
delta,333
writer,333
work_dir,332
head,331
src,330
total,328
word,327
paths,326
grid,326
checkpoint_config,325
valid,322
kwargs,319
output_dir,315
iou,315
done,315
model_name,313
context,312
label_weights,312
test_dataset,310
cls,309
sample_size,307
norm_cfg,307
all_hidden_states,307
emb,306
frame,304
loader,302
self,302
file,300
file_name,299
beta,299
C,299
mu,299
dataloader,298
datasets,297
loss_bbox,294
eps,293
obj,292
obs,291
dtype,291
x_out,291
tgt,290
pad,290
stats,288
center,288
data_path,287
prev_output_tokens,287
decoder,286
extended_attention_mask,284
start_epoch,283
img_path,282
num_channels,282
bsz,281
e,281
output_hidden_states,280
progress,279
flag,279
dx,279
img_metas,279
test,278
gamma,278
output_attentions,277
x3,275
vocab,275
lprobs,274
token,273
epoch,273
ds,272
gt_boxes,268
buffer,267
T,267
log,265
colors,265
