Variable Name,Frequency
x,39741
model,18876
out,16332
loss,10571
output,8685
outputs,8592
data,7040
args,6842
hidden_states,6631
img,6019
parser,5637
mask,5430
result,5175
y,5026
logger,4568
labels,4545
_base_,4320
batch_size,4229
results,3887
a,3858
inputs,3761
scores,3744
logits,3691
config,3655
dataset,3610
s,3542
device,3376
res,3349
h,3266
optimizer,3262
image,2994
target,2827
net,2745
input_ids,2631
v,2519
__all__,2436
name,2402
features,2400
label,2394
m,2342
n,2306
b,2298
text,2284
p,2239
w,2215
idx,2184
indices,2126
attention_mask,2126
d,2120
tokenizer,2111
k,2075
c,2062
path,2039
residual,2019
i,2001
batch,1925
t,1924
ret,1850
x1,1842
bboxes,1829
pred,1826
checkpoint,1802
r,1801
index,1797
losses,1779
cfg,1758
state,1734
f,1725
filename,1723
layers,1721
tokens,1690
weight,1663
z,1624
end,1621
images,1615
boxes,1591
config_and_inputs,1589
start,1556
params,1533
weights,1450
transform,1447
df,1440
x2,1414
value,1407
lr,1406
q,1373
feat,1359
input_shape,1336
line,1331
gt_bboxes,1331
targets,1318
msg,1312
score,1293
bbox,1281
points,1271
img_norm_cfg,1270
X,1269
lr_config,1266
train_pipeline,1256
loss_fct,1256
imgs,1240
preds,1234
num_classes,1229
test_pipeline,1221
tmp,1213
shape,1186
attn,1170
in_channels,1168
state_dict,1165
offset,1116
token_type_ids,1110
predictions,1106
padding,1102
lines,1098
input,1090
pooled_output,1087
scale,1079
outs,1074
dtype,1067
block,1063
downsample,1052
bbox_pred,1034
masks,1028
size,1027
gt_labels,1026
metrics,1015
pos,1010
runner,1009
tensor,1008
alpha,991
stride,983
train_dataset,980
expansion,965
return_dict,962
key,959
sequence_output,957
mean,951
y1,949
attn_weights,948
_,943
trainer,940
position_ids,921
N,914
optimizer_config,913
rois,912
embeddings,900
pointer,900
tgt,899
inds,896
width,863
identity,858
cls_score,847
info,845
g,844
A,843
count,841
ids,836
im,824
data_root,822
criterion,817
std,812
prefix,811
sample,801
l,798
all_hidden_states,797
dataset_type,783
start_time,779
var,779
values,775
anchors,772
config_class,772
val,767
opt,764
sampler,761
train_loader,760
acc,760
dist,754
env,751
head_mask,731
module,726
scheduler,717
diff,717
vocab,716
dim,713
feats,712
layer,711
y2,706
bias,696
examples,693
evaluation,692
keep,690
proposals,687
probs,687
input_mask,686
color,685
R,685
test,681
scale_factor,678
files,676
__author__,672
