Variable Name,Projects Count
x,460
model,398
parser,393
loss,390
args,381
y,335
out,327
data,326
optimizer,302
output,301
batch_size,285
mask,261
img,252
f,250
n,244
s,238
labels,235
i,231
dataset,231
idx,227
res,225
outputs,224
v,220
w,218
result,214
r,211
d,210
device,209
p,209
m,207
c,205
h,204
label,199
t,198
b,197
name,194
a,193
k,192
target,189
pred,188
start,188
indices,188
end,187
index,186
filename,181
layers,180
path,176
config,174
lr,173
params,170
results,170
image,168
x1,166
checkpoint,166
inputs,162
z,159
mean,156
alpha,155
scores,154
logger,152
weights,151
x2,151
lines,151
__all__,150
weight,150
size,149
features,148
images,147
width,147
losses,146
ret,145
scale,144
g,142
std,138
count,136
input,135
line,135
score,135
N,133
shape,132
tmp,129
logits,129
diff,128
train_loader,128
offset,127
residual,126
correct,122
value,122
criterion,122
batch,121
l,121
scheduler,118
state,117
values,115
key,115
padding,114
fig,114
state_dict,113
y1,112
start_time,111
ax,111
acc,110
height,110
num,109
X,109
q,109
j,108
targets,107
u,106
imgs,106
net,105
num_classes,104
files,104
eps,103
opt,103
expansion,102
save_path,102
preds,101
step,100
val,98
norm,97
bias,97
writer,96
dist,95
stride,93
keys,90
cfg,89
M,89
gamma,89
text,88
R,88
delta,88
total_loss,88
dim,87
ratio,87
A,86
names,86
_,86
layer,85
length,85
msg,85
y2,85
downsample,85
pos,85
epoch,85
kernel,84
df,83
im,82
predictions,82
url,82
classes,81
sigma,81
train_dataset,81
gt,80
prefix,79
temp,79
C,78
dx,78
kwargs,78
metrics,78
xs,77
T,77
sample,77
e,77
transform,77
conv,76
colors,76
test_loader,76
file_name,75
root,75
theta,75
precision,75
points,74
sampler,74
ys,73
total,72
img_path,72
pad,72
left,72
mu,72
recall,72
tensor,71
beta,71
D,71
K,71
modules,71
tokens,71
rank,71
train_data,71
B,70
ids,70
block,70
data_loader,70
model_name,69
samples,69
tp,69
fn,69
rows,69
inds,69
grad,68
center,68
input_shape,68
P,68
accuracy,68
fp,68
info,67
color,66
in_channels,66
order,66
file,66
trainer,66
W,65
probs,65
classname,65
var,65
model_path,65
channels,65
prob,64
obj,64
masks,64
batch_time,64
row,63
f1,63
right,63
seq,63
identity,63
ind,63
datasets,63
t1,62
stats,62
item,62
area,62
x0,62
bbox,62
data_dir,62
dy,61
content,61
noise,61
G,61
val_loader,61
start_epoch,61
file_path,60
fname,60
header,60
max_len,60
valid,60
mode,60
saver,60
words,60
Y,59
prediction,59
cnt,59
feature,59
factor,59
iou,59
param,59
splits,58
loader,58
idxs,58
cols,58
__version__,57
H,57
pool,57
cmd,57
kernel_size,57
correct_k,57
dataloader,57
output_dir,57
save_dir,57
feat,57
dtype,56
L,56
input_size,56
maxk,56
global_step,56
epochs,56
ones,55
suffix,55
x3,55
grads,55
options,54
counter,54
cls,54
paths,54
module,54
test,54
data_time,54
reader,54
boxes,53
dataset_name,53
grid,53
outs,52
id,52
split,52
log,52
meta,52
formatter,52
union,52
vocab,52
seed,51
now,51
model_dict,51
test_data,51
test_dataset,51
query,51
weight_decay,51
bs,51
log_file,50
top,50
env,50
base,50
counts,50
t2,50
I,50
message,50
context,50
sess,50
train_sampler,50
parts,50
learning_rate,50
means,50
start_idx,49
img_name,49
num_samples,49
train,49
out_channels,48
dt,48
overlap,48
head,47
output_size,47
scales,47
frame,47
S,46
normalize,46
extensions,46
match,46
summary,46
