Word,Frequency
the,830443
of,451174
to,389592
a,264282
for,239331
in,207106
and,197531
is,192476
tensor,115628
if,110021
with,107154
be,102431
list,101576
args,97236
or,96679
model,94663
this,93813
from,89314
int,85116
optional,84887
shape,84425
torch,76017
default,73565
returns,72813
x,71647
image,67921
dict,67749
n,66862
each,66330
as,64387
that,63841
input,61476
not,59715
number,58848
are,58198
all,56706
self,55212
on,55182
str,54393
by,53943
data,52439
none,51623
license,50277
true,50171
it,49790
c,49322
param,47770
used,47344
use,46878
will,45491
b,44208
class,44145
output,43591
an,43505
float,42690
return,42688
size,42599
defaults,42032
file,40076
bool,39451
tuple,39335
function,38624
layer,38307
loss,38279
config,38248
we,38183
s,36159
dataset,35767
w,35470
https,34985
set,34422
h,34223
batch,33511
attention,32228
when,31570
can,30881
t,30861
type,30490
mask,29701
whether,29644
training,29314
at,28483
only,28163
value,28155
parameters,27938
false,27858
which,27567
module,26979
path,26687
get,25329
you,24824
np,24629
one,24569
print,24138
should,24071
i,23920
test,23828
images,23738
see,23647
points,23622
sequence,23255
name,23027
e,22871
under,22608
values,22374
features,21687
feature,21571
org,21130
given,21115
boxes,20906
copyright,20520
same,20362
results,20196
labels,20169
ndarray,19980
array,19909
using,19623
object,19300
token,19099
add,18762
index,18530
channels,18411
time,18306
has,18249
obj,18154
first,18074
format,18040
box,18003
com,17819
scale,17744
nn,17741
forward,17733
k,17732
any,17654
layers,17551
y,17282
compute,17207
weights,17187
sample,17173
models,17149
length,16947
tokens,16928
have,16795
g,16773
where,16767
into,16673
head,16606
may,16184
load,16048
key,15838
numpy,15670
pytorch,15387
string,15319
no,15267
level,15255
github,15205
method,15115
point,14978
single,14634
inputs,14539
text,14513
target,14485
m,14399
outputs,14235
code,14219
version,14219
indices,14046
d,14018
note,13708
dimension,13684
weight,13600
arguments,13518
label,13513
embedding,13420
range,13317
source,13266
based,13164
original,13152
save,13107
distributed,13094
directory,13063
after,12966
random,12767
encoder,12687
its,12680
arxiv,12602
map,12543
create,12531
more,12429
import,12421
dictionary,12399
py,12395
train,12393
convert,12375
f,12331
different,12230
block,12181
dim,12150
mean,12144
matrix,12131
configuration,12077
but,12038
python,11944
rights,11937
state,11929
last,11876
samples,11867
mode,11848
then,11797
prediction,11774
check,11722
so,11713
device,11697
between,11568
without,11556
step,11550
information,11507
width,11486
current,11371
reserved,11366
result,11291
specific,11285
per,11275
decoder,11215
base,11147
example,11144
scores,11106
padding,11086
classification,11064
ground,10846
keys,10730
specified,10729
truth,10690
position,10680
new,10636
masks,10456
r,10451
two,10401
contains,10335
bbox,10313
order,10309
containing,10295
classes,10286
returned,10281
predictions,10232
ids,10211
generate,10210
instance,10164
end,10111
height,10097
language,10029
apache,9983
hidden,9883
p,9846
update,9754
files,9711
rate,9699
z,9654
either,9612
do,9610
before,9606
transformer,9604
evaluation,9595
abs,9590
need,9571
apply,9459
root,9445
embeddings,9421
floattensor,9408
out,9405
corresponding,9367
make,9333
than,9308
other,9302
log,9289
calculate,9289
optimizer,9238
copy,9200
must,9185
initialize,9167
tensors,9164
licensed,9153
split,9132
parameter,9089
network,9057
learning,9048
required,8973
score,8934
bboxes,8927
process,8850
checkpoint,8790
l,8743
also,8604
over,8599
normalization,8563
id,8508
depth,8504
conv,8496
tokenizer,8449
following,8443
max,8421
transform,8366
query,8343
some,8330
up,8316
linear,8272
average,8205
math,8144
passed,8068
channel,8046
non,8043
run,8041
len,8026
info,8025
coordinates,7991
states,7958
dropout,7946
segmentation,7931
factor,7911
heads,7845
sampling,7805
center,7796
img,7788
task,7760
like,7733
paper,7724
software,7714
tf,7694
top,7679
case,7663
multi,7653
here,7638
implementation,7632
multiple,7595
provided,7564
start,7546
http,7509
bias,7443
bounding,7392
instead,7390
color,7386
v,7361
maximum,7353
during,7351
pretrained,7329
otherwise,7285
gt,7269
norm,7247
there,7243
build,7241
todo,7239
convolution,7120
pass,7082
predicted,7059
axis,7016
stride,6997
bs,6995
video,6993
sum,6949
logits,6893
steps,6879
json,6871
transformers,6848
ratio,6821
pdf,6791
pre,6783
filter,6773
masked,6768
targets,6767
datasets,6706
remove,6691
epoch,6690
does,6647
details,6634
element,6613
generated,6550
memory,6540
distribution,6536
kernel,6530
inc,6470
activation,6465
line,6444
vector,6441
user,6408
except,6401
stage,6323
standard,6308
names,6304
backbone,6300
options,6262
found,6227
iou,6195
blob,6155
examples,6112
obtain,6058
empty,6038
dtype,6029
frame,6024
call,6014
right,6007
probability,5969
positive,5961
pipeline,5948
means,5946
www,5914
loading,5896
error,5859
utf,5857
resnet,5848
left,5841
support,5826
logger,5824
rotation,5821
conditions,5808
second,5789
j,5776
blocks,5753
both,5716
these,5694
cfg,5688
valid,5685
distance,5675
window,5669
openmmlab,5663
metrics,5662
them,5630
initialization,5627
space,5592
argument,5578
graph,5570
patch,5553
else,5548
noise,5536
meta,5534
gpu,5532
licenses,5508
relative,5507
final,5471
zero,5453
item,5444
main,5433
they,5424
keep,5420
group,5405
according,5401
prefix,5369
testing,5362
word,5352
defined,5348
every,5312
env,5301
params,5285
express,5279
such,5276
added,5248
unless,5244
kind,5235
objects,5231
applicable,5216
filename,5209
threshold,5195
settings,5194
kwargs,5152
clip,5135
init,5105
writing,5089
noqa,5085
node,5073
implied,5067
huggingface,5057
want,5052
basis,5046
inference,5032
coding,5025
local,5017
annotation,5015
regression,5011
detection,5005
warranties,4998
change,4993
ignored,4980
called,4961
affiliates,4955
tree,4953
match,4952
your,4952
trained,4950
style,4914
avoid,4909
cross,4881
anchors,4877
residual,4874
law,4864
dimensions,4856
total,4835
seed,4832
just,4827
initial,4823
longtensor,4811
elements,4791
integer,4791
softmax,4789
master,4786
don,4778
negative,4769
gradient,4768
bin,4761
ignore,4747
limitations,4734
os,4731
metric,4727
selected,4719
special,4715
frames,4697
context,4695
permissions,4688
instances,4677
