File Name,Frequency
__init__,6750
utils,900
train,449
model,448
setup,298
main,281
test,257
config,202
base,185
dataset,174
builder,170
resnet,167
util,140
metrics,135
logger,128
models,124
inference,121
loss,119
misc,107
transforms,104
eval,98
trainer,94
losses,88
conf,83
transformation,78
datasets,77
evaluate,76
common,75
build,69
data,67
preprocess,67
transformer,66
data_utils,64
coco,62
registry,62
run,53
vgg,52
net,51
optimizer,50
dataloader,48
demo,46
lr_scheduler,46
evaluation,45
test_utils,44
benchmark,43
networks,42
abstract,42
layers,41
version,39
sampler,39
checkpoint,39
loader,38
data_loader,38
base_model,38
image,37
modules,36
transform,35
optimization,34
score,34
cityscapes,34
samplers,33
matcher,33
file_utils,33
visualize,32
constants,32
timer,31
base_dataset,31
ops,31
resnext,31
env,31
evaluate_v1,31
options,30
scheduler,30
logging,30
__main__,29
comm,29
defaults,29
network,28
model_utils,28
collect_env,28
fpn,27
helpers,27
train_net,27
classifier,27
attention,27
masked_lm,27
loading,26
predict,26
retinanet,26
backbone,26
engine,26
hrnet,26
rpn,25
distributed,25
preprocessing,25
voc,25
parser,25
visualizer,25
evaluator,25
densenet,25
functions,24
mobilenet,24
augmentation,23
modeling,23
factory,23
plot,23
unet,22
generator,22
generate,22
visualization,22
imagenet,22
accuracy,22
res_layer,22
hubconf,22
decoder,21
core,21
ensemble,21
metric,21
train_utils,21
hub_interface,21
conftest,21
_init_paths,21
anchor_generator,21
focal_loss,21
smooth_l1_loss,21
pytorch2onnx,21
cross_entropy,21
tokenization,20
cross_entropy_loss,20
vis,20
batchnorm,20
visual,20
search,20
validate,20
get_flops,20
default_runtime,20
manager,20
roi_align,19
iou_loss,19
helper,19
mlp,19
download,19
predictor,19
concat_dataset,19
pascal_voc,19
configs,19
eval_hooks,19
dist_utils,19
distributed_sampler,19
vot,18
lvis,18
filter,18
mnist,18
activations,18
formating,18
vocab,18
meters,18
regnet,18
graph,18
dataset_wrappers,18
wider_face,18
test_config,18
publish_model,18
tokenizer,18
interactive,18
handler,18
cli,17
io,17
functional,17
default,17
plotting,17
log,17
coco_eval,17
memory,17
module,17
finetune,17
bleu,17
faster_rcnn,17
compose,17
mask,16
settings,16
optim,16
sample,16
torch_utils,16
base_options,16
cifar,16
augmentations,16
resnest,16
test_dataset,16
sampling,16
dataset_utils,16
run_glue,16
detector,16
lstm,16
test_losses,16
recall,16
cascade_rcnn,16
deepfashion,16
mask_rcnn_r50_fpn,16
test_loading,16
test_sampler,16
analyze_logs,16
print_config,16
infer,16
plot_utils,16
multihead_attention,16
legacy_masked_lm,16
sentence_prediction,16
sentence_ranking,16
transformer_layer,16
cuda_function_gen,16
got10k,15
lasot,15
base_trainer,15
prepare,15
train_options,15
fcos,15
augment,15
nms,15
test_metrics,15
inception,15
convert,15
agent,15
eval_utils,15
merge_augs,15
custom,15
bbox_head,15
cascade_mask_rcnn_r50_fpn,15
retinanet_r50_fpn,15
schedule_2x,15
test_forward,15
list_dataset,15
stat,15
modeling_utils,15
file_io,15
transformer_sentence_encoder,15
transformer_sentence_encoder_layer,15
run_swag,15
resnet_cifar,14
alexnet,14
statistics,14
segmentation,14
meter,14
weight_init,14
test_options,14
image_pool,14
attack,14
opts,14
tools,14
replicate,14
hooks,14
linear,14
conv,14
cifar10,14
roi_pool,14
random_sampler,14
fast_rcnn,14
single_stage,14
two_stage,14
test_time_aug,14
detr,14
position_encoding,14
box_ops,14
layer_norm,14
grouped_batch_sampler,14
glue,14
environment,13
davis,13
features,13
scorer,13
inception_score,13
normalize,13
optimizers,13
structures,13
baseline,13
encoder,13
translation,13
_utils,13
training,13
tokenization_utils,13
wrappers,13
class_names,13
bbox_nms,13
test_mixins,13
balanced_l1_loss,13
hrfpn,13
cascade_rcnn_r50_fpn,13
faster_rcnn_r50_caffe_c4,13
faster_rcnn_r50_fpn,13
ssd300,13
schedule_1x,13
auto_augment,13
browse_dataset,13
function,13
transformer_lm,13
adafactor,13
adam,13
eval_lm,13
basic,13
blocks,12
normalization,12
genotypes,12
image_folder,12
html,12
configuration,12
ResNet,12
unittest,12
mask_rcnn,12
radam,12
deform_conv,12
distributions,12
geometry,12
utility,12
distributed_utils,12
plots,12
base_assigner,12
max_iou_assigner,12
mean_ap,12
mask_target,12
xml_style,12
fcos_head,12
ga_rpn_head,12
guided_anchor_head,12
reppoints_head,12
rpn_head,12
ssd_head,12
mse_loss,12
fcn_mask_head,12
bfp,12
robustness_eval,12
test_robustness,12
coco_instance,12
fast_rcnn_r50_fpn,12
mask_rcnn_r50_caffe_c4,12
rpn_r50_caffe_c4,12
rpn_r50_fpn,12
schedule_20e,12
hourglass,12
res2net,12
test_transform,12
test_necks,12
eval_metric,12
regnet2mmdet,12
actor,12
image_utils,12
process,12
metric_logger,12
model_zoo,12
binarizer,12
language_modeling,12
trackingnet,11
bbox,11
video,11
params,11
atss,11
solver,11
parameters,11
embedding,11
test_train,11
discriminator,11
bounding_box,11
language_pair_dataset,11
batch_norm,11
server,11
identity,11
dataset_mapper,11
mobilenet_v2,11
paths,11
policies,11
transformations,11
point_generator,11
assign_result,11
sampling_result,11
decorators,11
anchor_head,11
fovea_head,11
ga_retina_head,11
ssd_vgg,11
convfc_bbox_head,11
double_bbox_head,11
fovea,11
grid_rcnn,11
mask_scoring_rcnn,11
reppoints_detector,11
fused_semantic_head,11
grid_head,11
