Variable Name,Frequency
x,35480
model,16483
out,11109
loss,7849
output,7643
hidden_states,7627
outputs,6392
img,5735
data,5282
args,5095
mask,4629
parser,4314
result,4259
y,4054
logger,4030
_base_,3912
image,3490
labels,3473
h,3315
dataset,3140
config,3131
inputs,3093
device,3037
results,3029
batch_size,2886
logits,2837
optimizer,2779
scores,2438
name,2225
label,2124
s,2121
cfg,2068
text,2056
v,2037
attention_mask,2036
attn,2011
input_ids,2011
features,1917
res,1902
k,1892
__all__,1878
tokenizer,1867
target,1745
_backends,1713
p,1698
indices,1691
t,1680
idx,1663
checkpoint,1653
ret,1549
w,1541
i,1533
images,1519
m,1485
config_and_inputs,1415
return_dict,1395
r,1388
path,1370
n,1359
q,1343
pred,1336
filename,1328
state,1315
input_shape,1300
f,1300
points,1268
weight,1261
a,1257
transform,1255
b,1243
start,1239
params,1228
end,1226
residual,1210
z,1210
state_dict,1210
batch,1203
df,1201
d,1201
X,1191
weights,1181
index,1177
size,1168
key,1166
boxes,1160
losses,1142
value,1138
feat,1125
preds,1110
c,1100
attn_weights,1100
x1,1072
tokens,1063
scale,1043
test_pipeline,1043
score,1030
train_pipeline,1026
net,1011
loss_fct,999
masks,980
metrics,976
imgs,965
embeddings,956
sequence_output,953
lines,932
pooled_output,928
shape,917
tensor,916
lr_config,912
_,894
lr,890
sample,889
layers,877
predictions,873
all_hidden_states,865
num_classes,863
input,851
dtype,846
msg,820
padding,819
token_type_ids,816
line,808
targets,796
feats,796
outs,790
x2,789
alpha,785
bboxes,785
stride,778
img_norm_cfg,770
gt_bboxes,767
offset,749
mean,742
layer,734
train_dataset,732
position_ids,732
dim,729
values,722
attn_output,722
block,720
std,711
config_class,711
pos,697
j,684
attention_scores,680
in_channels,672
layer_outputs,669
val,668
data_root,668
tmp,666
N,661
im,654
output_hidden_states,650
runner,644
prefix,639
bbox,639
attentions,638
gt_labels,636
width,615
trainer,613
dataset_type,613
dist,612
frames,605
samples,604
start_time,602
pointer,599
total_loss,598
optimizer_config,597
processor,592
scheduler,590
g,588
noise,587
opt,586
identity,585
query,583
ids,577
acc,572
output_attentions,569
y1,567
attn_mask,562
evaluation,560
attention_output,554
count,549
files,548
encoder_outputs,546
extended_attention_mask,540
emb,539
temp,539
attention_probs,539
probs,535
encoder,534
sampler,534
key_states,532
url,531
value_states,530
criterion,527
B,524
context_layer,521
norm_cfg,520
bias,515
_keys_to_ignore_on_load_missing,515
root,514
save_path,512
info,507
module,503
inputs_embeds,496
kwargs,493
xa,492
height,491
u,485
grid,485
norm_layer,484
model_kwargs,484
context,482
task,480
seed,476
inds,476
diff,472
src,472
expansion,470
kernel,469
use_cache,467
cls,466
names,466
downsample,463
base_model_prefix,460
inputs_dict,460
norm,454
item,453
value_layer,450
output_dir,444
key_layer,444
A,443
new_features,443
split,442
l,441
grad,436
classes,434
positions,434
model_type,433
world_size,429
center,422
tgt,422
gt,420
feature,419
xv,419
train_loader,418
head,416
decoder_input_ids,415
class_names,410
token,409
keep,407
env,407
expected_shape,405
rois,405
data_loader,404
examples,404
writer,403
ind,402
feature_extractor,402
layer_output,400
eps,400
input_mask,399
test_dataset,399
meta,398
offsets,397
rank,396
crop_size,395
model_name,393
all_attentions,393
hs,391
kernel_size,391
R,390
y_pred,390
past_key_values,390
ds,389
total,387
file_path,385
keys,385
y2,382
decoder,381
repr_str,381
x_out,379
head_mask,378
self,378
color,377
anchors,376
K,371
seq_length,371
vocab,370
train_dataloader,370
num_patches,369
expected_slice,369
e,368
bbox_pred,367
correct,365
metric,362
num,360
length,359
x0,356
table,356
fig,354
_CONFIG_FOR_DOC,354
checkpoint_config,353
obs,350
file_name,349
extension,349
step,349
rng,347
obj,345
xs,341
cls_score,341
dataloader,339
img_metas,339
hidden_state,339
data_path,338
coords,338
cmd,338
image_size,337
all_model_classes,337
src_tokens,335
dx,334
flag,333
embed_dim,333
content,332
delta,331
iou,331
lengths,331
datasets,328
M,326
out_channels,325
word,325
assign_result,325
stats,323
box,323
_keys_to_ignore_on_load_unexpected,323
mode,321
max_length,321
words,321
dataset_name,320
eval_dataset,320
area,320
sample_size,320
ious,320
backbone,318
ax,316
metadata,316
fname,315
