Word,Frequency
the,604435
of,332349
to,269953
a,175965
for,170129
in,145029
is,137773
and,137618
tensor,76416
model,76323
with,75432
or,74371
if,72068
be,71773
optional,71367
list,70971
this,66909
args,65610
from,62910
int,59015
shape,57794
torch,51032
image,49583
returns,48523
each,47897
default,46771
dict,45299
that,44708
x,44552
not,44142
are,43762
as,43676
license,42322
input,42146
all,41359
by,40179
on,39109
number,39096
used,37935
true,37891
obj,37495
str,36958
n,34954
data,34443
class,34105
it,32720
self,32438
defaults,32030
will,31792
use,31592
size,30945
config,30774
float,30770
none,30496
c,30406
output,30311
layer,30217
an,30118
attention,29424
tuple,28872
bool,28194
loss,27972
we,27010
when,26652
file,26393
return,26285
dataset,26005
can,24822
b,24564
https,23978
batch,23942
set,23469
mask,23276
s,23272
function,23089
training,22832
param,22797
sequence,22371
at,21132
whether,20982
token,20799
only,20100
see,19995
which,19910
under,19500
one,19366
parameters,19011
w,18470
t,18399
you,17904
type,17839
labels,17814
false,17652
value,17595
tokens,17571
module,17445
values,17352
h,17331
test,17306
models,17068
should,17057
feature,16110
weights,15922
e,15889
copyright,15665
org,15346
features,15340
boxes,15205
images,15070
i,15068
get,14733
array,14657
layers,14576
path,14338
using,14062
index,13799
np,13740
length,13559
name,13485
same,13414
given,13356
outputs,13125
has,13113
indices,13081
first,12681
compute,12598
configuration,12525
results,12462
encoder,12313
head,12290
format,12240
points,12089
transformers,12008
ndarray,11993
any,11965
print,11948
source,11889
com,11845
have,11837
inputs,11747
may,11679
forward,11651
floattensor,11569
into,11478
where,11439
box,11417
add,11363
pytorch,11345
load,11290
g,11199
object,11195
method,11179
distributed,11101
nn,11096
classification,10951
decoder,10940
more,10740
channels,10665
base,10664
key,10642
its,10532
text,10514
label,10360
no,10336
dictionary,10326
k,10289
ids,10241
returned,10129
arguments,10128
y,10067
scale,10025
time,9966
sample,9892
github,9879
tf,9870
numpy,9846
single,9730
padding,9661
string,9641
hidden,9629
dimension,9529
note,9419
after,9377
width,9286
version,9215
level,9188
last,9171
weight,9118
target,9103
code,9089
directory,9045
m,9004
rights,8965
tokenizer,8876
embedding,8870
different,8850
language,8840
states,8821
scores,8793
tensors,8791
random,8765
train,8681
original,8624
