File Name,Frequency
__init__,4724
utils,754
train,283
model,227
setup,212
main,194
config,149
test,145
base,117
dataset,116
builder,112
util,110
logger,108
metrics,103
misc,100
resnet,93
trainer,91
loss,88
transforms,74
common,74
data,73
inference,73
registry,67
models,64
transformer,63
attention,58
constants,57
losses,48
build,48
data_utils,47
eval,45
datasets,44
version,43
base_model,43
vit,40
optimizer,40
helpers,38
modules,38
dataloader,38
evaluate,37
mlp,37
networks,37
layers,36
conf,36
run,35
transform,34
preprocess,34
evaluation,33
evaluator,33
encoder,33
metric,33
conftest,33
tokenizer,32
sampler,32
lr_scheduler,32
distillation,32
cityscapes,30
plotting,29
post_preprocedure,29
pre_procedure,29
modular_forgetting,29
ds_condensation_imrpvDM,29
offline_training,29
dp_train,29
mia_forget_label,29
retrain,29
bad_distillation,29
mia_whole,29
sparisification,29
trivial_mi,29
mia_forget_logit,29
auxils,29
innovative_mi_multiimg,29
innovative_mi_singleimg,29
options,28
ema,28
test_utils,28
dist_utils,27
prepare_dataset,27
visualize,27
plot,26
scheduler,26
vgg,26
overture_to_proposed,26
model_utils,25
loader,25
default_runtime,25
env,25
unlearn_relative_methods,25
logging,24
io,24
checkpoint,24
blocks,24
unet,23
benchmark,23
default,23
factory,23
data_loader,22
__main__,22
coco,21
predict,21
api,21
chia,21
pico,21
demo,20
distributed,20
wrappers,20
medm,20
chemprot,20
cdr,20
ncbi,20
file_utils,19
engine,19
decoder,19
comm,19
base_dataset,19
visualizer,19
loading,19
norm,19
ops,19
policies,18
backbone,18
args,18
parser,18
tools,18
overfitting_metric,18
unlearning_metric,18
clip,17
task,17
distributions,17
core,17
preprocessing,17
download,17
sampling,17
collect_env,17
conversation,17
finetune,16
hubconf,16
activations,16
torch_utils,16
trial_dpefe,16
trial_dq,16
trial_ql,16
conv,15
fpn,15
callbacks,15
generate,15
visualization,15
net,15
resnext,15
eval_utils,15
infer,15
trial_random,15
pascal_context,15
b,15
jm,15
bm,15
j,15
simple_tokenizer,14
example,14
imagenet,14
accuracy,14
memory,14
sample,14
drive,14
samplers,13
functions,13
loss_utils,13
voc,13
nn,13
densenet,13
convert,13
retrieval,13
random,13
generator,13
module,13
dataset_wrappers,13
get_flops,13
lora,13
renderer,13
trial_si,13
ds_condensation_MI,13
randaugment,13
vision_transformer,13
ade20k,13
stat,13
val,13
amg,13
defaults,13
train_net,13
stare,13
chase_db1,13
hrf,13
__init__-checkpoint,13
masked_lm,12
focal_loss,12
train_utils,12
swin,12
plot_utils,12
schedule_80k,12
classifier,12
policy,12
app,12
functional,12
formating,12
res_layer,12
launch,12
agent_dpefe,12
grid_env,12
sam,12
predictor,12
optim,11
dist,11
linear,11
autoencoder,11
image_utils,11
runner,11
augmentations,11
image,11
hrnet,11
cross_entropy_loss,11
yolo,11
activation,11
nms,11
upfirdn2d,11
timer,11
test_config,11
segmentation,11
pretrained,11
browse_dataset,11
publish_model,11
lpips,11
agent_dynaq,11
modeling_llama,11
diffusion,11
augmentation,11
hub_utils,10
cross_entropy,10
positional_encoding,10
openai,10
augment,10
tensorboard,10
general,10
network,10
replicate,10
batchnorm,10
dist_util,10
quantize,10
ppo,10
optimization,10
modeling_utils,10
_config,10
exceptions,10
llama_flash_attn_monkey_patch,10
make_delta,10
custom,10
lvis,10
compose,10
retinanet,10
fcos,10
rpn,10
padding,10
deform_conv,10
testing,10
bleu,10
swin_transformer,10
_utils,10
efficientnet,10
print_config,10
image_encoder,10
data_agg,10
plotting_eta,10
hooks,10
optims,10
modeling,10
search,9
multihead_attention,9
sgd,9
params,9
regnet,9
dataset_utils,9
utility,9
base_trainer,9
matcher,9
drop,9
weight_init,9
validate,9
unittest,9
xception,9
train_options,9
features,9
utils_qa,9
run_ner,9
aggregation,9
position_encoding,9
experiment,9
mnist,9
filter,9
pipeline,9
discriminator,9
apply_delta,9
coco_panoptic,9
test_time_aug,9
distributed_sampler,9
se_layer,9
inverted_residual,9
make_divisible,9
resnest,9
dice_loss,9
cascade_rcnn,9
anchor_generator,9
eval_hooks,9
class_names,9
train_mem,9
cli,9
fuse_conv_bn,9
roi_align,9
path,9
profiler,9
compat,9
buffer,9
manager,9
timm_model,9
analyze_logs,9
llava_arch,9
llava_llama,9
clip_encoder,9
score,9
eva_vit,9
Qformer,9
gradcam,9
blip_processors,9
base_processor,9
prompt,9
decode_head,9
encoder_decoder,9
prompt_encoder,9
mask_decoder,9
fast_scnn,9
cgnet,9
vision,9
tokenization,8
sentence_ranking,8
sentence_prediction,8
concat_dataset,8
transformer_layer,8
layer_norm,8
adam,8
configs,8
language_modeling,8
pos_embed,8
llama,8
load_data,8
process,8
train_util,8
general_utils,8
schedule_160k,8
base_options,8
test_options,8
ddpm,8
ddim,8
openaimodel,8
hopper,8
configuration_utils,8
lightning_base,8
run_glue,8
encoders,8
ms_deform_attn,8
plots,8
agent,8
vae,8
_functions,8
custom_sampler,8
panoptic_fpn,8
two_stage,8
match_cost,8
pytorch2onnx,8
llava_trainer,8
controller,8
consolidate,8
correlation,8
trace,8
hub,8
test_nms,8
interpolation,8
test_metrics,8
eta_conf_file_print,8
render,8
mm_utils,8
blip2,8
vqa,8
base_task,8
solver,8
split,8
reward_model,8
test_sampler,8
quantizer,8
votenet,8
transforms_3d,8
wheel,8
build_sam,8
automatic_mask_generator,8
onnx,8
modeling_bert,8
test_dataset,8
query,8
loveda,8
lovasz_loss,8
schedule_20k,8
schedule_40k,8
file_io,7
binarizer,7
meters,7
translation,7
init,7
helper,7
processing,7
stats,7
box_ops,7
graph,7
coco_eval,7
fp16_util,7
fpn_r50,7
_base,7
plms,7
utils_image,7
humanoid,7
ant,7
dqn,7
tokenization_utils,7
arguments,7
mask,7
configuration,7
bert,7
mobilenet_v2,7
single_stage,7
fast_rcnn,7
merge_augs,7
modeling_mpt,7
configuration_mpt,7
file_client,7
parse,7
knn,7
info,7
data_parallel,7
image_folder,7
detection,7
cameras,7
heads,7
coco_instance,7
regnet2mmdet,7
camera_utils,7
pipeline_utils,7
pipeline_output,7
safety_checker,7
agent_soph_inf,7
nuscenes_dataset,7
encoding,7
metaworld_dataset,7
dataloader_utils,7
base_dataset_builder,7
runner_base,7
image_text_pretrain,7
midas_net,7
ResNet,7
run_bm25_inference,7
run_contriever_inference,7
run_tasb_inference,7
run_splade_inference,7
run_dpr_inference,7
test_loading,7
test_forward,7
parta2,7
h3dnet,7
cosine,7
vis,7
roi_heads,7
cache,7
urls,7
mask_head,7
ensemble,7
point_head,7
potsdam,7
training,7
dataset_mapper,7
unstructure_pdf,7
checkpoint_utils,6
progress_bar,6
transformer_lm,6
indexed_dataset,6
list_dataset,6
dictionary,6
transformer_sentence_encoder,6
transformer_sentence_encoder_layer,6
senet,6
register,6
environment,6
settings,6
merge,6
detector,6
mixup,6
gaussian_diffusion,6
resample,6
seed,6
opt,6
glue,6
normalize,6
walker2d,6
half_cheetah,6
mujoco_env,6
reacher,6
sac,6
generation_utils,6
data_collator,6
squad,6
run_summarization,6
grouped_batch_sampler,6
run_eval,6
run_swag,6
tasks,6
run_qa,6
run_mlm,6
huggingface,6
unet_model,6
masking,6
plotter,6
paths,6
adapter,6
index,6
onnx_helper,6
n-n,6
layer,6
recall,6
loaders,6
panoptic_evaluation,6
formatting,6
res2net,6
smooth_l1_loss,6
autoassign,6
setup_env,6
mean_ap,6
model_worker,6
llava,6
llava_mpt,6
hf_prefixlm_converter,6
meta_init_context,6
adapt_tokenizer,6
param_init_fns,6
optflow,6
color,6
alexnet,6
sync_bn,6
voxelize,6
roi_pool,6
point_sample,6
default_constructor,6
test_data,6
cifar10,6
counter,6
shared_utils,6
analyzer,6
errors,6
parallel,6
embedding,6
hf_configs,6
hf_model,6
modified_resnet,6
mask_rcnn_r50_fpn,6
schedule_2x,6
import_utils,6
normalization,6
si_eta_opt,6
mobilenetv3,6
log,6
export,6
templates,6
graph_utils,6
image_text_pair_builder,6
rewards,6
tester,6
split_data_train_test,6
workflow,6
rnn,6
run_rag_few_shot,6
metric_utils,6
rerank,6
wrapper,6
position_embedding,6
_generate_configs,6
isaid,6
embed,6
self_attention_block,6
pascal_voc12_aug,6
pascal_voc12,6
upernet_r50,6
data_preprocessor,6
builtin,6
99_delete_pinecone_by_namespace,6
semseg-pt-v2m2-0-base,6
semantic_seg,6
sequence_scorer,5
sequence_generator,5
legacy_distributed_data_parallel,5
lstm,5
fairseq_incremental_decoder,5
distributed_fairseq_model,5
fairseq_encoder,5
fairseq_decoder,5
fairseq_model,5
hub_interface,5
fairseq_criterion,5
iterators,5
id_dataset,5
fairseq_dataset,5
base_wrapper_dataset,5
strip_token_dataset,5
language_pair_dataset,5
subword_nmt_bpe,5
moses_tokenizer,5
hf_bert_bpe,5
gpt2_bpe_utils,5
space_tokenizer,5
nltk_tokenizer,5
sentencepiece_bpe,5
gpt2_bpe,5
fastbpe,5
positional_embedding,5
sinusoidal_positional_embedding,5
unfold,5
learned_positional_embedding,5
gelu,5
fp16_optimizer,5
fairseq_optimizer,5
adafactor,5
bmuf,5
nag,5
fairseq_lr_scheduler,5
tri_stage_lr_scheduler,5
fixed_schedule,5
inverse_square_root_schedule,5
cosine_lr_scheduler,5
polynomial_decay_schedule,5
triangular_lr_scheduler,5
reduce_lr_on_plateau,5
initialize,5
dummy_dataset,5
fairseq_task,5
cifar,5
run_with_submitit,5
video_demo,5
run_training,5
patch_embed,5
cbam,5
vis_utils,5
embeddings,5
token_select,5
batchnorm_reimpl,5
script_util,5
respace,5
image_datasets,5
batch,5
GCN,5
gptq,5
datautils,5
detection_utils,5
blip,5
criterion,5
x_transformer,5
vqperceptual,5
bsrgan,5
bsrgan_light,5
error,5
td3,5
ddpg,5
test_logging,5
test_cli,5
release,5
testing_utils,5
training_args,5
dependency_versions_table,5
dependency_versions_check,5
modeling_flax_utils,5
trainer_utils,5
modeling_flax_pytorch_utils,5
deepspeed,5
dummy_flax_objects,5
dummy_pt_objects,5
processing_image,5
extract,5
run_image_classification,5
resume,5
Transformer,5
dgcnn,5
graph_conv_hetero,5
text,5
pretrain,5
slurm,5
data_module,5
install,5
adaptive_softmax,5
iresnet,5
analysis,5
tests,5
test_transformer,5
mae,5
openimages,5
wider_face,5
maskformer_head,5
yolo_head,5
darknet,5
