Function Name,Frequency
__init__,26200
forward,12474
__call__,2156
__len__,1811
__getitem__,1665
main,1623
__repr__,877
train,866
update,756
add_args,726
reset,559
step,556
__iter__,544
init_weights,534
build_model,481
__str__,454
test,426
backward,402
run,389
evaluate,342
decode,336
setUp,330
max_positions,324
reset_parameters,318
parse_args,302
_make_layer,298
encode,292
predict,283
load,283
size,278
save,271
load_state_dict,267
call,250
loss,239
initialize,236
Bottleneck,235
collater,233
name,229
extra_repr,227
load_dataset,218
num_tokens,212
BasicBlock,209
state_dict,197
setup_task,183
supports_prefetch,182
get_lr,175
validate,174
ordered_indices,173
target_dictionary,173
get,171
fit,170
prefetch,169
AverageMeter,168
conv3x3,166
save_checkpoint,164
extract_features,164
ResNet,162
tokenize,158
process,152
__del__,152
source_dictionary,150
Net,149
sample,148
upgrade_state_dict_named,146
load_data,145
log,144
reduce_metrics,144
__exit__,135
train_step,135
render,135
accuracy,132
set_epoch,132
__enter__,129
score,127
__setstate__,127
sizes,127
reorder_encoder_out,126
compute_loss,123
__getattr__,122
toDict,122
eval,121
_init_weights,119
add,116
cli_main,116
fromDict,116
base_architecture,115
from_pretrained,114
reorder_incremental_state,114
__next__,112
generate,112
transform,111
forward_train,111
setup,110
get_model,109
build,108
get_normalized_probs,107
load_model,106
close,106
to,106
start,106
parse,106
get_targets,106
logging_outputs_can_be_summed,106
wrapper,104
forward_decoder,100
optimizer_config,100
get_labels,97
write,96
Linear,95
normalize,94
get_name,94
_init_layers,94
print,92
ClientNet,92
build_decoder,90
train_DFL,90
test_DFL,90
resnet50,87
Model,86
supports_flat_params,86
copy,85
get_dev_examples,85
conv1x1,84
adjust_learning_rate,83
build_criterion,83
forward_single,83
get_parser,82
config,82
load_checkpoint,82
build_encoder,81
resnet18,80
activation,80
conjugate,80
__eq__,79
simple_test,79
get_train_examples,79
detect_clicked_point,78
append_new_line,78
compute_triangles,78
mouse_ops,78
get_bboxes,78
save_model,77
get_params,77
step_update,77
output_layer,77
build_dataset_for_inference,77
hub_models,76
crop,76
build_embedding,74
zero_grad,73
_create_examples,73
build_optimizer,72
make_generation_fast_,72
merge,72
get_config,72
Trainer,71
ServerNet,71
Embedding,70
forward_features,70
build_from_config,69
prepare_for_onnx_export_,69
set_seed,69
aggregate_logging_outputs,68
tearDown,68
resnet101,67
get_args,66
preprocess,66
load_dictionary,66
split,66
get_data,65
_forward,65
aug_test,65
pixel_accuracy,65
parameters,64
Block,64
make_dataset,63
__getstate__,63
resnet34,62
resnet152,61
valid_step,61
shape,60
get_recommendations,60
avg,59
_get_input_buffer,59
_set_input_buffer,59
sampling,59
Attention,57
resize,57
module_str,56
Identity,56
Logger,56
Config,56
save_data,56
ToTensor,56
Encoder,55
gelu,55
read,55
Normalize,55
collate_fn,54
optimizer,54
inference_step,54
act,54
get_example_from_tensor_dict,54
extract,53
inference,53
device,53
collate,53
prepare,53
supports_memory_efficient_fp16,53
flops,53
register,52
convert,52
reset_classifier,51
plot,51
f,51
init,51
get_image,51
load_annotations,51
dim,50
get_frames,50
get_world_size,50
to_dict,50
get_classifier,50
build_dataset,50
main_worker,50
draw_data,49
track,49
create_model,49
get_rank,49
get_loss,49
clip_grad_norm,49
__setitem__,49
pad,49
build_generator,49
transpose_for_scores,49
train_model,49
clear,48
get_dataset,48
get_sequence_info,48
swish,48
finalize,48
_construct_sequence,47
apply,47
stop,47
run_step,47
statistics3,47
jaccard3,47
connected_components,47
region_relabel,47
get_sequence_list,46
can_reuse_epoch_itr_across_epochs,46
assertAlmostEqual,46
setUpClass,46
Transformer,46
str2bool,45
download,45
_initialize_weights,45
terminate,45
_get_bboxes_single,45
Decoder,44
max_decoder_positions,44
Timer,44
optimize_parameters,43
buffered_future_mask,43
get_output_embeddings,43
from_config,43
verify,43
TransformerEncoder,42
assign,42
__setattr__,41
init_weight,41
Compose,41
RandomHorizontalFlip,41
binarize,41
build_self_attention,41
is_beginning_of_word,41
get_input_embeddings,41
build_dataloader,41
forward_test,41
Dataset,40
compute,40
test_forward,39
LayerNorm,39
create,39
upgrade_state_dict,39
flush,39
prune_heads,39
_check_input_dim,39
_get_target_single,39
cli,39
get_top_k,39
newbyteorder,39
get_parameters,38
weights_init,38
stride,38
init_hidden,38
build_fc1,38
build_fc2,38
assertTensorEqual,38
mkdir,38
_prune_heads,38
_cfg,38
_sample_pos,38
_sample_neg,38
get_transform,37
InvertedResidual,37
ResBlock,37
get_num_sequences,37
set_lr,37
exists,37
TransformerDecoder,37
Agent,37
loss_single,37
get_logger,36
read_data,36
Scale,36
__contains__,36
set_num_updates,36
encoder,36
register_classification_head,36
build_dictionary,36
exp,36
get_mask_arr,36
roll,35
conv,35
entropy,35
display,35
initialize_output_tokens,35
_compute_loss,35
to_tensor,35
convert_tokens_to_ids,35
get_action,35
_get_uuid,35
train_epoch,34
compute_metrics,34
compute_score,34
median,34
Resize,34
_run,34
has_class_info,34
forward_dummy,34
norm1,34
no_weight_decay,34
Generator,33
value,33
__mul__,33
next,33
MLP,33
clone,33
__post_init__,33
statistics,33
decoder,33
scatter,33
convert_ids_to_tokens,33
FCN,33
load_image,32
noising,32
vocab_size,32
extract_feat,32
transpose,32
exec,32
get_img_arr,32
test_fun,32
_get_sequence_list,31
Discriminator,31
get_current_visuals,31
multiply_grads,31
__hash__,31
file_name,31
Flatten,31
get_num_classes,31
set_input_embeddings,31
Mlp,31
_inner_forward,31
is_main_process,31
get_observation,31
statistics2,31
conv2d_block,31
get_unet,31
get_unet_small1,31
get_unet_small2,31
ResNet50,30
get_target,30
append,30
M1,30
load_weights,30
all_gather,30
reduce_tensor,30
construct,30
training_step,30
softmax,30
PositionalEmbedding,30
has_segmentation_info,30
make_res_layer,30
restore,30
synchronize_between_processes,30
handle,30
step_wait,30
get_value,30
handleMessage,30
query,29
BaseDataset,29
__add__,29
set_random_seed,29
accumulate,29
model,29
beam_search,29
info,29
_apply,29
maybe_layer_norm,29
result_string,29
FocalLoss,29
val,29
build_metric,29
RandomCrop,29
before_run,29
load_mnist,29
initialize_network,29
initialise,29
BaseModel,28
get_mask,28
show_result,28
transform_image,28
compute_accuracy,28
setup_logger,28
_make_layers,28
show,28
smoothed_value,28
quantize,28
filter_indices_by_size,28
tie_weights,28
load_file,28
_tokenize,28
get_optimizer,28
get_class_name,28
get_lr_,28
extract_data,28
_cli,28
count_parameters,27
MobileNetV2,27
_resnet,27
cross_entropy,27
load_network,27
_get_frame,27
update_learning_rate,27
get_image_paths,27
set_input,27
iter,27
calculate_loss,27
base_lm_architecture,27
get_logits,27
block,27
TransformerEncoderLayer,27
TransformerDecoderLayer,27
valid,27
get_examples,27
Sampler,27
_check_integrity,27
on_epoch_end,27
prepare_data,27
observe,27
get_ann_info,27
get_state,27
eval_user_metric,27
getData,27
sample_gumbel,27
register_container,27
generate_print_string,27
get_img_762bands,27
_create_behavior,27
_create_test_criteria,27
_forward_impl,26
A,26
load_vocab,26
ResNet18,26
cuda,26
end_of_epoch,26
attr,26
mask,26
dataset,26
setup_args,26
check,26
weights_init_kaiming,26
load_from,26
mode,26
modify_commandline_options,26
ratio_split,26
train_one_epoch,25
UNet,25
from_dict,25
resnext50_32x4d,25
resnext101_32x8d,25
preprocess_image,25
postprocess,25
get_batch,25
ResNet101,25
create_dataset,25
sigmoid,25
configure_optimizers,25
supported_targets,25
_save,25
ConcatDataset,25
g,25
draw,25
ProgressMeter,25
save_pretrained,25
lower,25
toc,25
_save_checkpoint,25
get_sequences_in_class,25
format_results,25
get_cat_ids,25
infer,24
ResidualBlock,24
load_config,24
M2,24
visualize,24
get_meta_info,24
print_network,24
get_label,24
EfficientNet,24
validation_step,24
get_dataloader,24
translate,24
_build_optimizer,24
elapsed_time,24
ConvTBC,24
hook,24
get_pairs,24
setUpInput,24
decorator,24
_resize_token_embeddings,24
_ntuple,24
_load_checkpoint,24
save_weights,24
get_image_info,24
ssim,24
norm2,24
after_train_iter,24
_get_batch_fmtstr,24
_train_epoch,24
model_test,24
postp,24
remove_punc,24
_bbox_forward_train,24
ExampleModule,24
_get_observation_space,24
my_gumbel_softmax_sample,24
_initialize_actors,24
update_metric,23
func,23
conv2d,23
extract_backbone_features,23
synchronize,23
get_current_errors,23
forward_encoder,23
