File Name,Frequency
__init__,3715
utils,496
train,233
setup,198
model,181
main,148
base,139
dataset,119
test,116
config,112
resnet,108
loss,104
models,102
inference,94
metrics,93
util,83
logger,72
builder,64
transforms,64
eval,61
trainer,61
data_utils,59
losses,56
misc,54
build,51
conf,48
preprocess,46
transformer,46
layers,43
evaluate,41
datasets,41
parser,40
data,40
dataloader,40
common,36
manager,36
demo,35
evaluate_v1,31
visualize,30
transform,29
run,29
registry,29
cli,29
vgg,28
decoder,28
coco,28
distributed,27
ops,26
lr_scheduler,26
timer,26
checkpoint,24
options,24
networks,24
optimizer,23
constants,23
run_experiment,23
sampler,22
score,22
structure,22
generator,21
generate,21
helpers,21
masked_lm,21
evaluation,21
env,21
base_model,20
model_utils,20
comm,20
cityscapes,20
io,20
logging,20
loader,19
optimization,19
test_utils,19
version,19
data_generator,19
__main__,18
train_pipeline,18
taskExecutor,18
loading,17
base_dataset,17
tokenizer,17
file_utils,17
data_loader,17
benchmark,17
fpn,17
memory,17
eval_utils,16
imagenet,16
validate,16
cross_entropy,16
resnext,16
hub_interface,16
attention,16
engine,16
rpn,16
roi_align,16
basic,16
resources,16
meters,15
transformer_layer,15
server,15
tokenization,15
plot_history,15
evaluator,14
base_trainer,14
encoder,14
multihead_attention,14
sentence_ranking,14
legacy_masked_lm,14
sentence_prediction,14
concat_dataset,14
cuda_function_gen,14
image,14
optim,14
predict,14
voc,14
net_utils,14
dist_utils,14
factory,14
samplers,14
camelToSnake,14
debugLogger,14
cifar,13
functions,13
augmentation,13
tools,13
opts,13
mobilenetv2,13
mobilenet,13
search,13
transformer_lm,13
bleu,13
eval_lm,13
interactive,13
infer,13
_init_paths,13
network,13
scheduler,12
features,12
lstm,12
densenet,12
distributed_utils,12
list_dataset,12
configs,12
translation,12
rerank,12
client,12
defaults,12
vocab,12
default,12
net,12
modeling,12
snakeToCamel,12
images,12
actors,12
masters,12
actor,12
model_zoo,11
preprocessing,11
accuracy,11
mnist,11
conftest,11
hubconf,11
transformer_sentence_encoder,11
transformer_sentence_encoder_layer,11
adam,11
data_parallel,11
metric,11
identity,11
processing,11
visualizer,11
connection,11
collect_env,11
roi_pool,11
sampling,11
message,11
backbone,11
anchor_generator,11
matcher,11
train_net,11
optimizers,10
plotting,10
inception,10
regnet,10
efficientnet,10
visualization,10
file_io,10
qlinear,10
qemb,10
qconv,10
agent,10
attack,10
replicate,10
modules,10
unet,10
alexnet,10
iou_loss,10
res_layer,10
classifier,10
module,10
smooth_l1_loss,10
wider_face,10
retinanet,10
subSubType,10
type,10
subType,10
cpu,10
actorResources,10
runningContainres,10
processingTime,10
role,10
identitySerializable,10
synchronizedAttribute,10
loopSourceDestination,10
serializableDictionary,10
sequenceMedian,10
serializableList,10
autoDictionary,10
address,10
periodicTask,10
pairsMedian,10
resourceDiscovery,10
remoteLoggers,10
configRemoteLogger,10
configUser,10
configActor,10
configMaster,10
platformInfo,10
communicator,10
periodicTaskRunner,10
messageSender,10
handlerReturn,10
messageReceiver,10
basicMessageHandler,10
request,10
received,10
toSend,10
encrypt,10
terminate,10
filterIllegalCharacter,10
decrypt,10
master,10
genotypes,9
extractor,9
environment,9
functional,9
settings,9
test_config,9
binarizer,9
progress_bar,9
iterators,9
learned_positional_embedding,9
adafactor,9
sgd,9
helper,9
unittest,9
batchnorm,9
_utils,9
cross_entropy_loss,9
plot,9
vot,9
hrnet,9
default_runtime,9
train_utils,9
augmentations,9
focal_loss,9
nms_wrapper,9
deform_conv,9
sigmoid_focal_loss,9
collate,9
pascal_voc,9
hooks,9
batch_norm,9
coco_eval,9
utility,9
__init__-checkpoint,9
statistics,8
initializer,8
normalization,8
activation,8
blocks,8
got10k,8
lasot,8
stats,8
graph,8
lenet,8
pdb,8
sequence_scorer,8
legacy_distributed_data_parallel,8
sequence_generator,8
checkpoint_utils,8
fconv_self_att,8
composite_encoder,8
lightconv,8
multilingual_transformer,8
fairseq_incremental_decoder,8
lstm_lm,8
distributed_fairseq_model,8
fairseq_encoder,8
fairseq_decoder,8
fconv,8
fairseq_model,8
alignment_utils,8
adaptive_loss,8
label_smoothed_cross_entropy,8
fairseq_criterion,8
composite_loss,8
monolingual_dataset,8
noising,8
indexed_dataset,8
fairseq_dataset,8
dictionary,8
backtranslation_dataset,8
round_robin_zip_datasets,8
lm_context_window_dataset,8
token_block_dataset,8
transform_eos_dataset,8
language_pair_dataset,8
gpt2_bpe,8
adaptive_input,8
layer_norm,8
adaptive_softmax,8
sinusoidal_positional_embedding,8
dynamic_convolution,8
character_token_embedder,8
conv_tbc,8
scalar_bias,8
linearized_convolution,8
beamable_mm,8
downsampled_multihead_attention,8
grad_multiply,8
lightweight_convolution,8
adagrad,8
fp16_optimizer,8
fairseq_optimizer,8
nag,8
adadelta,8
fairseq_lr_scheduler,8
fixed_schedule,8
inverse_square_root_schedule,8
cosine_lr_scheduler,8
triangular_lr_scheduler,8
reduce_lr_on_plateau,8
multilingual_translation,8
language_modeling,8
fairseq_task,8
test_metrics,8
test_train,8
normalize,8
translation_moe,8
logsumexp_moe,8
mean_pool_gating_network,8
scatter_gather,8
core,8
mlp,8
activations,8
ResNet,8
layer,8
base_options,8
encoders,8
ensemble,8
model_builder,8
segmentation,8
discriminator,8
custom,8
compose,8
eval_hooks,8
serialization,8
non_local,8
distributed_sampler,8
norm,8
weight_init,8
example,8
transformer_encoder,8
voc_eval,8
deepfashion,8
recall,8
coco_instance,8
log,8
__abc__,8
user,8
predictor,7
color,7
bbox,7
filter,7
networks_basic,7
pretrained_networks,7
dist_model,7
googlenet,7
dpn,7
senet,7
beam_search,7
iterative_refinement_generator,7
hub_utils,7
incremental_decoding_utils,7
lightconv_lm,7
fconv_lm,7
transformer_from_pretrained_xlm,7
wav2vec,7
insertion_transformer,7
levenshtein_transformer,7
cmlm_transformer,7
levenshtein_utils,7
nonautoregressive_transformer,7
nat_crf_transformer,7
iterative_nonautoregressive_transformer,7
nonautoregressive_ensembles,7
fairseq_nat_model,7
model_xlmr,7
model_camembert,7
label_smoothed_cross_entropy_with_alignment,7
nat_loss,7
prepend_token_dataset,7
denoising_dataset,7
plasma_utils,7
append_token_dataset,7
nested_dictionary_dataset,7
num_samples_dataset,7
pad_dataset,7
replace_dataset,7
id_dataset,7
concat_sentences_dataset,7
raw_label_dataset,7
roll_dataset,7
numel_dataset,7
sort_dataset,7
mask_tokens_dataset,7
lru_cache_dataset,7
base_wrapper_dataset,7
subsample_dataset,7
resampling_dataset,7
strip_token_dataset,7
transform_eos_lang_pair_dataset,7
prepend_dataset,7
multi_corpus_sampled_dataset,7
colorize_dataset,7
offset_tokens_dataset,7
subword_nmt_bpe,7
moses_tokenizer,7
hf_bert_bpe,7
gpt2_bpe_utils,7
space_tokenizer,7
nltk_tokenizer,7
sentencepiece_bpe,7
fastbpe,7
raw_audio_dataset,7
masked_lm_dataset,7
block_pair_dataset,7
masked_lm_dictionary,7
positional_embedding,7
sparse_multihead_attention,7
sparse_transformer_sentence_encoder,7
unfold,7
sparse_transformer_sentence_encoder_layer,7
vggblock,7
dynamic_crf_layer,7
gelu,7
dynamicconv_layer,7
lightconv_layer,7
fused_adam,7
fused_lamb,7
adamax,7
bmuf,7
tri_stage_lr_scheduler,7
polynomial_decay_schedule,7
dummy_masked_lm,7
dummy_model,7
dummy_lm,7
translation_from_pretrained_xlm,7
semisupervised_translation,7
cross_lingual_lm,7
translation_lev,7
multilingual_masked_lm,7
denoising,7
audio_pretraining,7
rerank_score_bw,7
rerank_generate,7
rerank_utils,7
rerank_score_lm,7
rerank_options,7
rerank_tune,7
wav2vec_featurize,7
wav2vec_manifest,7
meteor,7
preprocess_RACE,7
multiprocessing_bpe_encoder,7
wsc_criterion,7
wsc_task,7
wsc_utils,7
commonsense_qa_task,7
scorer,7
w2l_decoder,7
asr_prep_json,7
w2l_conv_glu_enc,7
vggtransformer,7
ASG_loss,7
cross_entropy_acc,7
replabels,7
collaters,7
asr_dataset,7
wer_utils,7
speech_recognition,7
parse,7
bert,7
modeling_utils,7
auto_augment,7
pipeline,7
train_options,7
callbacks,7
utilities,7
decoders,7
mobilenetv3,7
lvis,7
dataset_wrappers,7
formating,7
class_names,7
task,7
vis,7
transformations,7
fast_rcnn,7
test_models,7
geometry,7
fcos,7
coco_detection,7
mask_rcnn_r50_fpn,7
retinanet_r50_fpn,7
nms,7
roi_heads,7
scannet,7
flops_counter,6
pretrain,6
tracker,6
params,6
linear_filter,6
tensorboard,6
fused_act,6
upfirdn2d,6
pnasnet,6
run-testing,6
nan_detector,6
hf_gpt2,6
megatron_trainer,6
vocab_parallel_cross_entropy,6
hf_byte_bpe,6
bytes,6
byte_utils,6
characters,6
byte_bpe,6
kmeans_vector_quantizer,6
fp32_group_norm,6
gumbel_vector_quantizer,6
translation_from_pretrained_bart,6
multilingual_denoising,6
read_binarized,6
build_sym_alignment,6
average_checkpoints,6
spm_encode,6
compare_namespaces,6
split_train_valid_docs,6
spm_decode,6
rm_pt,6
shard_docs,6
count_docs,6
spm_train,6
test_convtbc,6
test_sequence_generator,6
test_resampling_dataset,6
test_file_io,6
test_noising,6
test_token_block_dataset,6
test_label_smoothing,6
test_export,6
test_reproducibility,6
test_sequence_scorer,6
test_backtranslation_dataset,6
test_concat_dataset,6
test_memory_efficient_fp16,6
test_multihead_attention,6
test_sparse_multihead_attention,6
test_dictionary,6
test_character_token_embedder,6
test_average_checkpoints,6
test_binaries,6
test_iterators,6
test_multi_corpus_sampled_dataset,6
test_bmuf,6
test_cross_entropy,6
asr_test_base,6
test_collaters,6
test_vggtransformer,6
postprocess,6
vq-wav2vec_featurize,6
gru_transformer,6
get_bitext,6
extract_bt_data,6
deduplicate_lines,6
attacks,6
process,6
html,6
test_options,6
_version,6
projection,6
generators,6
dataset_config,6
training,6
common_path,6
atom,6
conv,6
types,6
path,6
random,6
init,6
triplet_loss,6
collate_batch,6
retina_head,6
anchor_head,6
combined_sampler,6
base_sampler,6
pseudo_sampler,6
instance_balanced_pos_sampler,6
iou_balanced_neg_sampler,6
sampling_result,6
random_sampler,6
base_assigner,6
assign_result,6
max_iou_assigner,6
mean_ap,6
scale,6
mse_loss,6
bbox_nms,6
renderer,6
radam,6
basic_ops,6
embeddings,6
template,6
mypath,6
darknet,6
cascade_rcnn,6
lvis_v0.5_instance,6
coco_instance_semantic,6
lvis_v1_instance,6
cascade_mask_rcnn_r50_fpn,6
cascade_rcnn_r50_fpn,6
faster_rcnn_r50_caffe_c4,6
faster_rcnn_r50_fpn,6
schedule_1x,6
common_utils,6
log_utils,6
metric_logger,6
runner,6
args,6
utils-checkpoint,6
adversarial,6
handler,6
remoteLogger,6
mysqlDB,6
testMysqlDB,6
solver,5
meter,5
operation,5
run_training,5
distance,5
processing_utils,5
imagenetvid,5
coco_seq,5
tracking_net,5
counter,5
process_data,5
resnet_utils,5
shufflenetv2,5
preact_resnet,5
shufflenet,5
dataset_loader,5
constant,5
wideresnet,5
quantization_utils,5
multilingual_data_manager,5
quant_noise,5
quantization_options,5
qact,5
em,5
pq,5
paraphrase,5
detok,5
prep_mustc_data,5
dataset_factory,5
linear,5
operations,5
retrain,5
image_folder,5
frame_utils,5
extract_features,5
correlation,5
mask,5
test_async,5
common_path_siamrpn,5
gradcheck,5
xception,5
test_time_aug,5
resnest,5
similarity,5
box_utils,5
detector,5
