Variable Name,Frequency
x,29390
model,14918
out,10877
hidden_states,8315
loss,7153
outputs,6710
output,6626
img,5974
data,5453
result,5426
mask,4475
args,4475
image,3763
parser,3715
y,3392
labels,3299
res,3163
h,3083
logger,3065
config,2976
device,2850
results,2845
dataset,2844
inputs,2629
logits,2527
batch_size,2510
input_ids,2337
cfg,2326
_base_,2312
r,2231
t,2172
attention_mask,2102
name,2097
optimizer,1960
v,1955
label,1934
tokenizer,1934
scores,1922
a,1853
idx,1827
_backends,1822
images,1802
text,1787
ret,1739
k,1730
__all__,1704
s,1677
target,1633
pred,1568
n,1526
features,1524
expected,1511
df,1481
index,1476
w,1469
config_and_inputs,1461
indices,1455
i,1412
f,1391
p,1383
attn,1367
casaCmd,1355
c,1341
z,1337
return_dict,1321
q,1319
state_dict,1299
path,1268
value,1241
checkpoint,1223
b,1222
dtype,1214
losses,1191
scale,1178
size,1174
boxes,1171
x1,1166
batch,1166
shape,1144
start,1141
m,1134
filename,1124
d,1079
input,1073
params,1061
_,1050
points,1035
residual,1020
key,1012
net,969
input_shape,966
weights,964
prompt,962
loss_fct,958
layers,949
lines,948
end,941
predictions,933
masks,922
tokens,921
x2,917
imgs,915
state,877
attn_weights,872
score,866
weight,866
op,857
transform,854
sample,854
feat,838
position_ids,818
all_hidden_states,809
attn_output,807
tensor,806
X,806
pooled_output,799
acc,778
outs,776
values,775
sequence_output,774
start_time,772
model_kwargs,768
embeddings,759
targets,755
line,755
N,751
train_dataset,748
metrics,742
lr,738
tmp,738
alpha,724
bbox,721
preds,721
mean,715
std,708
val,706
output_hidden_states,705
processor,692
stride,663
query,663
config_class,661
bboxes,659
trainer,656
layer,645
layer_outputs,639
output_attentions,637
table,633
train_pipeline,623
token_type_ids,623
width,622
j,620
pos,620
seed,618
offset,617
test_pipeline,612
src,612
padding,609
question,603
in_channels,599
dist,597
attention_scores,593
scheduler,592
names,591
emb,589
num_classes,588
B,588
count,587
info,583
criterion,573
g,567
block,566
key_states,564
data_loader,563
value_states,557
world_size,553
prefix,553
save_path,553
runner,552
l,549
attentions,545
u,542
use_cache,541
temp,540
y1,538
image_features,535
item,532
noise,531
root,531
_op_type_,518
downsample,511
correct,510
msg,504
model_args,503
model_name,500
gt_bboxes,500
encoder_outputs,497
attention_output,496
feats,494
x0,493
inputs_dict,491
norm_layer,484
T,483
file_name,483
attn_mask,483
R,482
image_processor,478
keys,477
identity,475
module,474
train_loader,474
total_loss,472
context_layer,468
height,467
sampler,467
im,466
expansion,466
M,465
response,460
attention_probs,460
ids,459
lr_config,459
color,457
gt,457
eps,455
gt_labels,455
norm,454
model_type,454
context,452
data_path,451
img_norm_cfg,450
colors,449
data_root,448
inputs_embeds,447
classes,446
bias,443
samples,443
file_path,442
grid,441
diff,439
img_path,439
kwargs,439
raw,435
inp,435
tgt,435
encoder_hidden_states,434
arr,433
new_k,432
ax,427
K,426
extended_attention_mask,426
iou,423
probs,423
total,423
base_model_prefix,415
input_mask,414
decoder_input_ids,412
key_layer,412
inds,411
value_layer,411
content,406
flag,406
meta,406
kernel,405
output_dir,405
token,403
depth,401
pixel_values,400
url,399
train,399
files,395
new_op,392
expected_shape,386
valid,382
layer_output,382
file,379
pointer,378
grad,375
mymsmd,375
caption,373
all_model_classes,372
ds,370
head_mask,370
img2,369
prompts,369
image_size,369
y2,367
optimizer_config,366
sigma,365
dim,364
C,364
model_path,364
delta,364
rank,363
mytb,362
cls,361
num_patches,360
conv,359
dataset_type,358
shortcut,354
opt,354
center,353
qkv,353
mode,351
img1,351
answer,351
extension,349
keep,348
A,348
expected_slice,348
coords,347
prediction,346
text_features,346
step,345
train_data,345
row,345
prob,344
area,343
self,341
latents,340
test_dataset,339
hidden_state,338
cmd,336
crop_size,333
writer,333
timesteps,333
gamma,330
bs,330
frames,329
dataloader,328
test_loader,328
repr_str,327
patch_size,327
ind,326
split,325
t1,325
feature,324
past_key_values,324
ious,323
length,322
words,321
train_dataloader,320
header,318
word,318
y_pred,317
ratio,316
backbone,316
query_states,316
axis,316
fig,315
dataset_name,315
hidden_dim,315
loss_dict,312
seq_length,312
loader,311
dec_out,311
datasets,308
kernel_size,308
evaluation,308
factor,307
all_attentions,307
flow,305
_CONFIG_FOR_DOC,305
DATASET_NAME,304
model_inputs,304
head,302
class_names,300
anchors,299
box,298
union,297
metric,297
e,297
xyz,297
dx,296
spws,294
rois,292
_func_name,292
test,291
layer_keys,290
image_embeds,290
x_out,289
buffer,288
obj,288
blocks,287
cls_score,286
num,285
loc,285
W,285
items,285
precision,284
save_dir,284
H,284
recall,283
data_list,282
eval_dataset,282
encoder,281
past_key_value,281
evaluator,280
func,278
level,277
xs,276
all_self_attentions,274
o,273
bbox_pred,271
frame,271
test_data,270
out_channels,269
paths,269
inter,265
fields,265
string,265
embed_dim,265
distance,265
last_hidden_state,265
start_epoch,264
series,264
cnt,262
pbar,262
max_length,262
mydict,262
test_pruning,262
max_size,261
img_size,261
Y,261
chunk_op,261
proposals,260
accuracy,260
