Word,Frequency
the,530510
of,286140
to,246909
a,165791
for,152227
in,130957
and,125221
is,125089
or,72758
if,71871
with,69220
model,65389
be,64715
tensor,63525
list,59488
optional,59190
this,57933
from,57856
shape,49252
int,48551
args,47681
torch,46889
image,46526
as,44592
not,42582
license,42127
each,41800
that,41103
are,40358
returns,40133
by,37322
all,37266
on,37247
default,36753
x,36476
true,35811
input,35569
number,33891
dict,33062
used,32488
n,32479
self,31846
it,30978
defaults,30926
data,30139
use,29842
will,29774
an,29754
str,29235
size,27560
none,27465
attention,25525
config,25328
output,25152
float,24832
return,24659
tuple,24571
class,24405
layer,24301
c,23348
bool,23143
s,23113
we,23052
can,22896
loss,22253
when,22146
mask,21953
set,21674
b,21544
https,21472
file,21323
param,20942
function,20729
dataset,20548
at,20093
you,19735
see,19671
only,19161
w,19067
sequence,18792
batch,18789
which,18779
under,18423
h,18383
values,17887
one,17744
training,17568
value,17532
whether,17057
parameters,16745
token,16560
false,16472
should,15533
i,15494
t,15147
test,14966
print,14775
labels,14671
array,14588
np,14585
type,14574
org,14437
models,14282
name,14191
copyright,14050
e,13930
tokens,13751
may,13416
module,13325
get,13263
using,12868
weights,12837
given,12707
same,12348
images,12327
layers,12269
path,12122
index,12094
configuration,12009
feature,11983
have,11791
any,11770
format,11721
distributed,11610
has,11595
first,11521
compute,11180
length,11162
results,11146
inputs,10927
com,10889
boxes,10877
k,10637
into,10612
where,10596
ndarray,10593
outputs,10572
features,10544
indices,10496
apache,10494
string,10454
object,10394
g,10297
no,10266
add,10244
method,10125
head,10021
box,9896
more,9787
points,9776
time,9672
y,9647
nn,9633
floattensor,9619
load,9617
encoder,9577
import,9566
then,9487
forward,9483
returned,9455
version,9428
github,9352
scale,9247
numpy,9244
pytorch,9204
text,9190
ids,9080
key,9053
random,9002
channels,8902
single,8760
tensors,8539
last,8409
base,8407
decoder,8378
arguments,8329
note,8267
position,8252
classification,8235
language,8198
without,8197
matrix,8173
specified,8150
d,8095
tokenizer,8053
padding,8041
embedding,8027
target,7968
width,7949
sample,7930
original,7924
embeddings,7878
after,7877
dimension,7866
obj,7813
either,7775
specific,7770
label,7744
m,7729
hidden,7690
different,7681
between,7610
copy,7605
required,7583
transformers,7579
create,7545
but,7500
save,7490
example,7425
block,7422
mean,7359
level,7336
also,7327
arxiv,7327
point,7296
weight,7289
height,7232
check,7232
its,7230
so,7230
convert,7189
prediction,7091
passed,7026
f,7022
states,6980
range,6973
two,6971
rights,6959
reserved,6954
tf,6936
train,6910
py,6872
dictionary,6869
dim,6867
map,6858
python,6789
device,6787
contains,6782
based,6772
masks,6769
per,6736
scores,6699
information,6689
http,6676
new,6605
containing,6470
must,6449
transformer,6416
masked,6376
mode,6373
result,6346
parameter,6316
than,6282
samples,6228
make,6221
axis,6215
code,6152
out,6146
heads,6096
instance,6086
step,6064
need,6059
apply,6058
id,6000
other,5977
keys,5976
generate,5972
instead,5963
truth,5933
classes,5896
order,5878
except,5848
ground,5802
licensed,5788
like,5780
inc,5756
abs,5717
do,5658
p,5618
r,5612
before,5612
obtain,5593
www,5590
software,5541
run,5512
initialize,5497
provided,5477
directory,5388
huggingface,5382
predictions,5375
examples,5361
split,5358
update,5309
current,5307
following,5292
logits,5234
evaluation,5229
unless,5209
conditions,5200
average,5187
basis,5152
corresponding,5133
files,5119
linear,5092
len,5084
depth,5079
licenses,5069
source,5058
top,5045
over,5040
end,5032
kind,5024
non,5017
up,5000
multiple,4982
network,4979
log,4970
channel,4957
applicable,4947
case,4944
writing,4930
state,4919
score,4918
cross,4869
implied,4866
process,4863
express,4851
instances,4846
warranties,4837
here,4835
checkpoint,4809
paper,4805
calculate,4796
transform,4790
permissions,4767
law,4763
segmentation,4757
rate,4737
limitations,4731
maximum,4730
max,4709
compliance,4706
agreed,4704
some,4700
governing,4698
l,4682
does,4665
bbox,4643
attentions,4636
normalization,4566
pass,4552
center,4538
group,4532
optimizer,4493
element,4492
task,4474
dropout,4473
pretrained,4434
ratio,4417
learning,4381
implementation,4380
query,4374
datasets,4357
coordinates,4352
factor,4351
bias,4294
vector,4292
blocks,4272
mt,4259
bounding,4255
multi,4252
img,4189
stage,4183
names,4160
pre,4151
predicted,4103
there,4090
second,4064
gt,4046
sequences,4028
otherwise,4018
memory,4017
norm,4000
v,3975
standard,3963
integer,3961
argument,3960
metrics,3958
z,3957
both,3954
special,3927
generated,3894
todo,3891
computed,3880
stride,3872
remove,3868
filter,3865
relative,3864
zero,3858
selected,3850
dtype,3840
probability,3837
conv,3828
final,3820
details,3797
means,3796
pdf,3792
during,3764
json,3756
blob,3747
root,3740
these,3715
start,3705
color,3700
sum,3681
resnet,3674
activation,3662
support,3642
them,3622
math,3596
they,3577
copied,3576
computing,3562
targets,3559
execute,3556
gpu,3555
pad,3555
generation,3553
longtensor,3546
error,3536
avoid,3532
main,3516
info,3487
utf,3482
read,3480
loading,3471
table,3444
large,3439
window,3438
epoch,3430
left,3428
pipeline,3426
convolution,3419
added,3395
bboxes,3385
positive,3378
cfg,3364
empty,3360
objects,3352
j,3344
pil,3339
bert,3339
initialization,3338
field,3334
such,3329
backbone,3328
just,3322
params,3315
team,3309
defined,3289
build,3286
patch,3278
valid,3274
kwargs,3266
want,3257
elements,3257
computes,3256
threshold,3255
graph,3248
right,3235
sampling,3225
line,3224
steps,3223
total,3219
call,3218
space,3193
negative,3189
inference,3172
pixel,3154
rotation,3151
ignored,3143
dataframe,3141
clip,3140
every,3138
else,3136
frame,3128
q,3128
distribution,3123
iou,3121
what,3113
according,3105
uses,3103
positions,3091
regression,3067
item,3061
your,3061
called,3057
along,3024
how,3021
softmax,3020
keep,3006
their,2999
dimensions,2970
residual,2970
kernel,2965
column,2963
coding,2959
annotation,2954
vocabulary,2930
style,2922
don,2912
facebook,2895
question,2895
init,2892
vit,2871
applied,2867
match,2853
global,2852
coco,2846
row,2846
predict,2845
testing,2838
seed,2834
hunter,2825
crop,2810
pair,2801
todd,2800
trained,2789
annotations,2781
