Word,Frequency
the,2409784
of,1177287
to,1163346
a,695264
for,630383
is,534952
in,520043
and,494471
optional,337868
or,327955
model,317291
be,303618
if,297311
with,285980
this,251528
from,248153
tensor,223853
list,218411
torch,217779
int,213439
not,203968
shape,197922
args,188588
defaults,188123
that,187348
image,185750
license,181685
as,178325
are,173833
input,164568
used,161869
by,150067
on,148284
true,148011
all,146314
returns,146172
each,145018
str,140936
x,140922
attention,137317
will,137084
number,131753
it,131331
default,127517
use,123852
an,121014
when,116981
output,114808
dict,113330
tuple,113176
config,112563
layer,111783
we,110523
can,109430
self,105654
bool,102562
class,101904
float,99961
data,97170
n,97019
https,96855
none,96333
s,95901
size,95760
token,95727
return,94078
function,92757
at,92566
sequence,91107
mask,88648
whether,87888
you,87550
see,85228
file,84303
set,84122
loss,83162
batch,82464
under,82383
b,82264
c,78357
tokens,77789
one,77384
only,77128
which,76932
should,71971
array,71479
models,70702
value,70130
obj,69461
false,68331
text,67635
values,67271
parameters,67074
training,67000
t,66950
type,64183
param,63774
org,62693
using,62233
dataset,61804
floattensor,61187
configuration,60654
e,60173
method,60165
layers,59108
weights,58957
labels,56509
encoder,55838
inputs,54575
module,54554
embeddings,54550
may,54102
w,53284
i,52766
transformers,52328
any,52149
h,51871
have,51004
images,50802
get,50284
test,49458
distributed,49132
has,48937
length,48792
np,48535
returned,47991
first,47510
more,47391
indices,46429
outputs,46409
path,45695
name,45344
same,45029
copyright,44582
ids,44505
key,44298
decoder,44168
given,43529
ndarray,42403
hidden,42366
g,42210
apache,42197
huggingface,42154
import,42088
tokenizer,41823
into,41352
passed,41288
prompt,41288
states,41090
generated,41068
format,41029
pytorch,40365
sample,40236
ivy,40114
compute,39866
add,39786
index,39754
tf,39713
time,39498
language,39358
print,39223
head,39215
forward,39183
classification,38737
features,38710
load,38119
com,38116
y,38085
version,37988
feature,37739
tensors,37660
check,37543
arguments,37430
padding,37302
scale,36559
embedding,36435
no,36424
where,36373
last,36301
base,36031
string,35960
dimension,35325
object,35015
without,34899
k,34897
specific,34716
width,34654
masked,34515
results,34207
so,34076
github,33776
position,33500
required,33215
device,33032
either,32883
generation,32476
nn,32218
after,32201
example,31876
channels,31817
height,31746
provided,31119
transformer,31053
copy,30934
boxes,30810
single,30713
step,30680
numpy,30574
different,30441
d,30436
note,30398
instead,30080
arxiv,30049
python,29961
heads,29860
specified,29765
but,29625
also,29548
generate,29357
points,29301
original,29074
between,28968
its,28791
save,28376
random,28315
dictionary,28216
py,28023
information,27911
m,27715
need,27700
weight,27517
create,27430
scores,27395
make,27157
http,26970
then,26914
state,26758
than,26604
two,26575
based,26510
block,26327
must,26276
parameter,26156
software,26139
attentions,26062
containing,25909
rights,25892
licensed,25700
per,25609
matrix,25599
convert,25422
reserved,25362
apply,24841
pass,24731
pipeline,24671
examples,24669
steps,24666
end,24662
before,24472
dim,24461
target,24442
process,24359
instance,24234
box,24215
cross,24144
except,23975
code,23958
samples,23692
writing,23599
copied,23555
linear,23550
prediction,23520
conditions,23511
obtain,23462
www,23389
contains,23386
map,23353
mean,23305
f,23258
diffusion,23135
up,23132
initialize,23130
dropout,23118
keys,23115
current,22988
result,22974
checkpoint,22923
abs,22904
mode,22836
case,22831
following,22827
point,22774
logits,22622
out,22402
argument,22387
basis,22386
new,22338
other,22287
id,22217
pre,22019
unless,21984
level,21778
range,21744
source,21686
licenses,21664
kind,21655
maximum,21632
implied,21560
directory,21504
applicable,21483
label,21432
special,21351
train,21323
express,21309
order,21300
warranties,21095
do,21067
masks,21013
here,20938
law,20816
corresponding,20800
permissions,20430
compliance,20419
governing,20393
agreed,20387
limitations,20385
defined,20355
sequences,20276
multiple,20128
during,20082
like,19921
non,19878
paper,19828
run,19691
generator,19643
files,19491
rate,19460
co,19418
otherwise,19206
l,19145
second,19047
selected,18995
some,18954
update,18944
element,18879
main,18763
ignored,18760
split,18731
memory,18690
log,18579
noise,18478
r,18477
channel,18445
top,18419
over,18260
z,18225
pil,18202
longtensor,18136
p,18089
computing,18062
final,18056
guidance,17919
does,17897
inc,17878
computed,17874
query,17861
dtype,17860
bias,17667
details,17628
bert,17487
blocks,17406
start,17352
average,17337
optimizer,17262
decoding,17260
inference,17082
loading,17071
vocabulary,16962
classes,16845
clip,16797
normalization,16771
scheduler,16717
pretrained,16709
axis,16612
utf,16577
team,16565
factor,16522
score,16482
called,16441
kwargs,16400
pdf,16309
predictions,16278
evaluation,16252
avoid,16247
added,16099
there,16089
sampling,15938
params,15883
standard,15835
softmax,15824
task,15791
such,15667
math,15647
q,15644
todo,15579
v,15465
methods,15400
they,15391
calculate,15349
multi,15286
what,15268
large,15257
max,15211
blob,14892
coding,14857
datasets,14804
implementation,14758
want,14734
every,14718
diffusers,14677
initial,14666
just,14641
call,14559
ratio,14473
pad,14431
was,14391
applied,14336
error,14285
them,14257
positions,14202
learning,14153
their,14082
remove,14069
relative,14049
initializing,14001
j,13999
predicted,13947
vector,13857
according,13844
stable,13842
ground,13822
network,13817
timestep,13799
norm,13759
depth,13747
pipelines,13727
processor,13689
these,13684
probability,13628
documentation,13621
truth,13603
activation,13558
user,13471
stage,13452
how,13438
don,13408
initialization,13405
filter,13382
both,13342
local,13313
container,13312
names,13246
objects,13213
latents,13198
build,13158
root,13147
your,13147
zero,13057
negative,12864
len,12858
indicates,12844
html,12835
json,12784
word,12761
global,12731
bs,12706
pt,12689
video,12684
coordinates,12644
uses,12591
segmentation,12552
modules,12514
vit,12503
distribution,12499
refer,12499
epoch,12477
prepare,12414
question,12398
transform,12392
support,12276
bounding,12251
space,12198
cpu,12180
regression,12158
noqa,12134
metrics,12131
sum,12122
keep,12071
cache,12012
