Function Name,Frequency
__init__,23851
forward,9300
__call__,2006
__len__,1669
__getitem__,1595
main,1539
__repr__,1275
__str__,957
init_weights,770
__iter__,740
reset,713
train,597
update,574
run,568
step,476
evaluate,377
backward,374
parseImpl,368
get,365
__eq__,343
test,323
add_args,322
parse_args,308
setup,308
close,305
loss,294
setup_method,287
initialize,254
setUp,252
__exit__,246
_make_layer,245
save,244
__enter__,242
__getattr__,242
load,229
encode,220
__ne__,220
reset_parameters,219
Bottleneck,216
__hash__,215
decode,211
sample,209
add,205
copy,201
build,199
BasicBlock,197
processCharacters,192
parse,190
build_model,187
__setstate__,186
write,185
processEOF,184
predict,183
test_basic,182
validate,180
conv3x3,177
f,176
clear,173
name,173
size,166
__contains__,158
__new__,155
__setitem__,155
startTagOther,152
load_data,149
_init_layers,149
save_checkpoint,146
call,142
max_positions,142
__getstate__,141
ResNet,141
__lt__,140
forward_train,137
endTagOther,136
forward_single,136
get_model,135
wrapper,134
setup_class,132
load_state_dict,130
charset_name,128
accuracy,124
language,120
feed,120
set,112
_cdf,112
process,111
simple_test,111
check,110
execute,110
state_dict,109
_pdf,109
AverageMeter,108
aug_test,107
fit,106
read,105
modify_commandline_options,105
_test,104
__le__,103
get_bboxes,103
__del__,102
info,102
_sample_pos,102
collater,102
_init_params,102
get_lr,101
normalize,101
_sample_neg,101
_calc_width,100
__ge__,98
__delitem__,98
append,96
__gt__,96
prereleases,96
get_loss,95
tokenize,94
keys,94
num_tokens,93
__next__,92
_ppf,92
render,91
log,90
load_dataset,90
assign,90
to,88
generate,88
get_confidence,88
processSpaceCharacters,88
cleanup,87
__bool__,86
parameters,86
compute_output_shape,85
remove,85
transform,84
register,84
version,84
next,83
supports_prefetch,83
prefetch,83
convert,82
__add__,82
__dir__,82
forward_dummy,82
_stats,82
get_name,81
extract_features,80
get_order,80
Attack,80
adjust_learning_rate,80
Discriminator,79
load_annotations,78
eval,76
extra_repr,76
pop,76
items,75
finalize_options,75
set_epoch,74
extract,74
initialize_options,74
func,74
get_targets,74
ordered_indices,74
dump,73
setup_task,73
Generator,72
iteritems,72
checkRecursion,72
options,72
create_model,72
get_image,72
serialize,71
test_simple,71
load_model,70
optimize_parameters,70
set_input,70
init_weight,70
inference,69
test_empty,69
Trainer,68
load_checkpoint,68
apply,68
extract_feat,68
target_dictionary,68
get_config,67
Net,67
release,67
plot,66
Linear,65
get_args,65
resize,65
conv1x1,64
iterkeys,64
_get_project,64
processComment,64
startTagHtml,64
_check_input_dim,64
B,64
save_model,63
itervalues,63
get_params,63
upgrade_state_dict_named,63
_rvs,63
_logpdf,63
tell,62
Filter,62
fun,62
resnet50,61
config,60
dist,60
postParse,60
norm1,60
Normalize,59
get_transform,59
values,59
A,59
show_result,59
teardown,59
Model,59
get_bboxes_single,59
save_data,58
delete,58
is_prerelease,58
from_pretrained,58
loss_single,58
resnet18,57
get_distribution_names,57
__get__,57
make_dataset,57
reorder_encoder_out,57
filter,56
__reduce__,56
processEndTag,56
insertText,56
testSerializer,56
streamline,56
_entropy,56
train_step,55
crop,55
resolve,55
__iadd__,55
select,55
configuration,55
_construct_sequence,54
init,53
start,53
get_sequence_list,53
finish,52
mkdir,52
Logger,52
send,52
ignore,52
post,52
source_dictionary,52
model,51
flush,51
resnet101,51
get_data,51
get_parser,51
cli_main,51
score,50
__mul__,50
base_architecture,50
tearDown,50
make_model,50
Identity,49
setUpClass,49
update_params,49
from_config,49
M1,49
_forward,48
Config,48
find,48
leaveWhitespace,48
urlopen,48
ToTensor,48
sizes,48
get_version,47
backward_G,47
get_metadata,47
connect,47
get_ann_info,47
reorder_incremental_state,47
optimizer_config,47
draw_data,47
merge,46
str2bool,46
appendChild,46
to_tensor,46
make_res_layer,46
forward_decoder,46
node_forward,46
on_epoch_end,45
update_learning_rate,45
_initialize_weights,45
u,45
preprocess,45
export,45
ip,45
__radd__,45
partial_fit,45
norm2,45
get_target,45
solve,45
_build,45
get_diagnostics,45
iou,44
__setattr__,44
wrapped,44
_get_obs,44
run_script,44
obtain,44
put,44
hub_models,44
reduce_metrics,44
_argcheck,44
initialize_episode,44
search,43
Compose,43
resnet34,43
seek,43
get_paths,43
contains,43
aggregate_logging_outputs,43
clone,42
load_image,42
resnet152,42
__sub__,42
__neg__,42
prepare,42
build_decoder,42
device,42
visualize,42
_sf,42
stride,42
area,41
pad,41
report,41
train_model,41
get_reward,41
request,41
uniform,41
Dataset,41
switch,41
get_revision,41
split,41
__rmul__,41
norm,41
collate_fn,40
_reset,40
save_image,40
get_base_rev_args,40
is_commit_id_equal,40
value,40
processStartTag,40
endTagTable,40
endTagIgnore,40
serializeElement,40
TreeWalker,40
_listdir,40
pa,40
_resolve,40
get_unbound_function,40
create_unbound_method,40
iterlists,40
b,40
print_,40
_new_conn,40
build_loss,40
ExampleModule,40
build_optimizer,40
get_frames,40
after_step,40
mkdirs,39
get_labels,39
create,39
wrap,39
track,39
unpack,39
fileno,39
set_seed,39
Resize,39
RandomCrop,39
get_sequence_info,39
dim,39
_make_stage,38
unregister,38
get_src_requirement,38
get_current_visuals,38
seed,38
transpose,38
acquire,38
mean,37
_get,37
get_info,37
find_module,37
load_module,37
load_network,37
_get_bboxes_single,37
prepare_for_onnx_export_,37
LeakyReLU,37
worker,36
is_image_file,36
print,36
download,36
callable,36
match,36
cache_len,36
initialize_network,36
M2,36
is_locked,36
i_am_locking,36
break_lock,36
ReLULayer,36
LeakyReLULayer,36
enable_default_weightnorm,36
train_epoch,35
Embedding,35
copytree,35
Node,35
extend,35
_filter_imgs,35
output_layer,35
step_update,35
predict_proba,35
test_complex,35
read_data,34
infer,34
make_generation_fast_,34
