Variable Name,Frequency
x,20506
out,8416
model,6633
data,5987
output,4914
result,4501
y,4127
a,4080
loss,3478
img,3107
G,3034
args,2982
b,2640
res,2607
s,2527
parser,2512
n,2437
c,2307
name,2283
__all__,2218
mask,2181
p,2108
path,2088
m,2064
net,2038
labels,2028
optimizer,2011
d,1985
r,1917
_base_,1818
dataset,1730
v,1722
logger,1721
h,1689
outputs,1643
f,1634
msg,1593
image,1587
scores,1544
i,1524
w,1497
batch_size,1478
results,1461
ret,1435
t,1396
X,1297
A,1271
device,1256
value,1255
k,1222
target,1203
label,1161
z,1079
line,1058
bboxes,1053
idx,1029
lr_config,1029
img_norm_cfg,1025
total_epochs,1024
pred,1005
x1,1001
images,994
filename,988
layers,987
train_cfg,962
features,936
optimizer_config,935
test_cfg,906
indices,889
expected,888
train_pipeline,888
x2,887
test_pipeline,887
data_root,883
weight,874
dataset_type,865
start,860
weights,843
end,823
config,811
dist,795
inputs,782
losses,781
log_config,780
checkpoint_config,774
load_from,766
dist_params,762
log_level,759
resume_from,755
work_dir,753
workflow,753
lines,752
input,749
params,736
key,736
state,732
g,731
offset,731
N,729
logits,722
text,718
test,718
residual,717
alpha,711
url,698
scale,694
size,692
index,678
version,678
in_channels,674
cfg,673
H,671
tmp,669
val,667
im,665
lr,629
gt_bboxes,628
y1,625
q,623
boxes,621
df,620
bbox,602
points,601
actual,599
l,597
downsample,591
checkpoint,588
u,587
tgt,582
feat,580
shape,571
mean,565
score,558
batch,556
root,551
tokens,547
inds,544
prefix,544
evaluation,539
obj,536
B,535
info,534
pos,533
transform,531
imgs,523
y2,518
rois,506
targets,501
count,498
parts,497
other,497
M,487
width,485
proposals,485
outs,481
masks,473
dt,473
_,472
files,468
e,467
gt_labels,462
pos_inds,462
j,461
match,455
values,451
bbox_pred,445
preds,441
kwargs,439
desired,437
expansion,435
action,432
order,431
buf,430
sample,426
opt,425
anchors,423
env,421
arr,415
mode,414
predictions,412
stride,410
padding,406
vals,405
identity,403
gt,402
fp,401
ax,399
assign_result,398
R,397
block,394
dtype,390
correct,389
keep,389
edges,388
C,388
acc,387
x0,386
names,385
num_classes,383
scale_factor,383
hidden,381
temp,378
fig,378
criterion,378
