Word,Frequency
the,391375
of,215066
to,163469
a,140070
for,114472
in,99975
is,99718
and,96477
if,51252
with,51181
tensor,50008
this,48944
be,47328
model,43733
x,42629
list,41969
or,41092
args,40148
from,39640
int,37493
returns,36104
that,34248
default,32885
shape,32500
each,32478
as,31244
number,30700
are,29918
image,28381
on,27811
data,27119
n,26909
by,26358
torch,26107
it,25931
input,25789
not,25708
an,24466
dict,23898
class,23449
optional,23320
all,22832
true,22452
c,21660
used,21468
license,21449
param,21287
none,21013
return,20799
will,20575
str,20254
size,20226
self,20171
parameters,19954
array,19903
use,19614
function,19441
output,19286
we,19274
file,18610
float,17661
b,17092
s,17037
np,16879
set,16800
loss,16751
batch,16686
bool,16631
tuple,15773
training,15710
which,15269
dataset,15118
https,15003
layer,14937
value,14337
can,14118
test,13849
when,13539
type,13508
at,13496
false,13435
obj,13329
i,13282
w,13269
t,13093
only,12996
e,12374
whether,12172
one,11915
module,11626
should,11418
h,11409
see,11376
given,11344
values,11288
numpy,11166
name,11126
get,11070
same,11017
path,10856
config,10633
d,10582
org,10466
you,10322
where,10317
m,10291
points,10228
under,10154
object,10056
source,10028
ndarray,10027
mask,9960
weights,9928
feature,9753
using,9672
boxes,9640
images,9602
print,9580
have,9456
y,9314
load,9296
channels,9199
k,9142
first,9137
index,8852
compute,8780
its,8467
box,8372
copyright,8334
into,8264
level,8233
features,8165
matrix,8143
results,8142
sequence,8127
has,8058
g,8039
labels,7990
code,7986
any,7757
models,7695
forward,7669
arguments,7666
format,7644
arxiv,7624
no,7601
single,7502
target,7484
method,7470
scale,7465
string,7387
may,7350
samples,7327
sample,7286
add,7285
nn,7168
point,7071
attention,7029
pretrained,6909
length,6868
directory,6860
note,6835
but,6831
com,6808
indices,6807
then,6787
random,6774
root,6716
block,6640
defaults,6574
time,6537
layers,6428
inputs,6410
dictionary,6390
so,6380
instance,6375
dim,6363
label,6353
check,6351
learning,6279
head,6262
py,6213
outputs,6188
weight,6151
mean,6146
dimension,6130
also,6129
original,6105
train,6088
after,6087
version,6076
contains,6049
map,5978
abs,5956
pytorch,5929
create,5894
r,5816
network,5809
example,5805
mode,5804
per,5765
over,5754
new,5745
different,5744
distributed,5729
current,5728
step,5697
two,5690
order,5596
log,5593
axis,5539
based,5496
result,5482
base,5464
must,5453
github,5428
truth,5409
range,5360
between,5359
specific,5333
key,5315
save,5263
optimizer,5226
state,5199
ground,5184
licensed,5160
last,5143
import,5127
without,5101
classification,5095
containing,5094
width,5076
convert,5063
specified,5020
out,4969
classes,4934
token,4914
than,4891
parameter,4858
evaluation,4853
more,4831
device,4785
do,4784
bboxes,4766
inc,4755
configuration,4755
math,4751
f,4738
resnet,4730
bbox,4729
other,4711
transform,4703
tokens,4694
task,4683
either,4573
max,4573
some,4567
returned,4560
p,4552
update,4492
copy,4487
case,4486
end,4484
vector,4480
rate,4477
corresponding,4463
make,4453
padding,4434
convolution,4433
dtype,4420
examples,4414
found,4413
information,4413
instances,4379
python,4364
need,4358
scores,4297
elements,4296
required,4246
average,4242
affiliates,4227
height,4207
before,4187
prediction,4159
non,4134
element,4128
tf,4111
text,4103
gt,4036
here,3991
keys,3972
position,3968
facebook,3959
like,3935
z,3926
j,3903
initialize,3899
files,3888
multiple,3888
conv,3887
tree,3848
tensors,3826
generate,3826
stride,3816
q,3803
run,3785
linear,3780
