Variable Name,Frequency
x,27028
out,11518
model,9763
loss,5029
output,4394
data,3994
img,3971
args,3670
y,3609
a,3312
mask,3123
parser,2889
outputs,2564
_base_,2559
res,2525
labels,2387
result,2300
optimizer,2232
logger,2158
batch_size,2024
dataset,2023
results,2010
image,1906
b,1903
__all__,1831
device,1773
s,1763
h,1720
c,1688
v,1606
scores,1564
d,1531
p,1525
n,1498
m,1489
label,1474
features,1471
name,1378
indices,1368
idx,1358
target,1333
inputs,1322
z,1306
w,1276
t,1259
i,1237
ret,1234
logits,1201
k,1166
cfg,1164
layers,1135
r,1132
f,1125
config,1123
pred,1120
end,1116
X,1109
net,1100
token,1084
losses,1076
checkpoint,1035
residual,1034
x1,1001
bboxes,1001
index,997
start,985
images,985
weight,972
weights,970
transform,944
path,937
state,926
params,921
lr_config,885
size,873
filename,856
points,854
lines,852
x2,834
input,833
text,819
tensor,810
train_pipeline,793
lr,783
img_norm_cfg,778
value,777
q,775
attn,774
in_channels,774
mean,773
env,762
test,759
test_pipeline,758
msg,741
test_cfg,741
batch,739
downsample,733
tokens,733
optimizer_config,732
scale,726
offset,721
feat,709
boxes,708
line,707
tgt,694
expansion,684
alpha,682
state_dict,681
data_root,667
samples,661
targets,658
num_classes,645
shape,645
train_cfg,643
imgs,629
dataset_type,622
padding,617
sampler,617
A,615
bbox,614
gt_bboxes,610
df,589
block,586
count,586
outs,585
N,578
identity,578
dist,576
score,571
criterion,570
acc,564
inds,563
stride,558
key,551
tmp,550
start_time,548
val,547
total_epochs,547
_,543
M,542
u,537
y1,524
rois,519
std,512
pos,510
predictions,509
gt_labels,507
sample,505
values,502
width,498
bbox_pred,496
obj,492
g,489
rank,489
checkpoint_config,488
preds,486
tokenizer,485
hidden_states,479
actual,478
l,470
load_from,469
masks,467
log_config,462
arr,461
dist_params,458
workflow,456
resume_from,452
grad,447
log_level,447
prefix,446
diff,441
train_loader,438
work_dir,437
B,433
layer,432
opt,431
root,431
scheduler,430
dt,429
input_ids,429
runner,425
norm_layer,424
R,423
anchors,423
j,422
expected,420
cls_score,420
y2,419
temp,417
proposals,417
module,412
kwargs,410
correct,407
info,406
keep,406
task,402
ind,397
color,394
names,392
gt,390
train_dataset,388
step,383
data_loader,380
center,379
num,378
eps,378
C,378
Y,377
norm,376
dtype,371
dim,365
obs,365
save_path,364
scale_factor,361
e,354
kernel,352
metrics,352
delta,351
classes,345
ax,344
pos_inds,343
feats,341
desired,340
im,339
height,337
probs,337
noise,336
ids,334
encoder,333
flag,333
fname,332
depth,329
model_args,328
bias,328
fig,328
ious,327
assign_result,327
item,326
x0,326
writer,325
action,323
node,323
channels,320
feature,318
src,318
evaluation,318
T,317
dx,317
self,315
gamma,314
trainer,314
input_shape,314
order,314
frame,309
seed,308
x_out,308
model_kwargs,306
o,304
files,303
repr_str,303
mask_pred,300
length,299
num_imgs,297
fp,296
attention_mask,296
head,295
total_loss,294
G,293
accuracy,292
file_name,292
dataloader,291
beta,290
bbox_targets,288
angle,287
keys,286
data_path,286
tkwargs,285
bbox_results,284
inp,283
proposal_list,280
acqf,280
precision,279
img_shape,276
loss_cls,275
idxs,275
string,275
loader,273
num_channels,272
test_loader,270
test_data,269
rng,268
context,267
mode,266
start_epoch,266
ap,266
model_path,265
cnt,265
meta,264
vocab,264
entry,264
world_size,264
model_name,263
train_data,263
conv,263
grid,261
gt_bboxes_ignore,260
stats,259
total,257
K,256
train,255
shortcut,253
type,252
xs,250
paths,249
raw_masks,249
dy,248
ratio,246
file_path,246
err,244
D,243
theta,243
embeddings,243
img_path,243
test_dataset,243
prob,242
norm_cfg,242
tp,240
bs,239
models,239
mu,237
x3,237
header,237
layer_keys,237
kernel_size,235
attn_mask,235
output_dir,233
class_names,233
dims,232
var,230
out_channels,229
log,229
ds,228
data_dir,227
done,223
message,221
colors,221
vals,220
batch_time,220
iou,219
backbone,218
ys,218
st,217
act,217
prediction,217
row,217
error,217
step_size,217
group,216
items,215
pts,215
datasets,214
area,214
param,213
loss_bbox,213
label_weights,213
sigma,212
recall,211
bounds,211
anns,210
content,209
data_time,209
featmap_sizes,209
val_loader,207
token_type_ids,207
img_metas,207
L,206
config_and_inputs,206
left,205
url,204
posterior,204
P,203
sample_size,202
array,201
mm,201
weight_count,201
keypoints,200
examples,199
source,199
modules,198
frames,198
H,198
radius,197
fn,195
base,194
pad,194
mask_feats,194
control,193
file,192
cmd,192
attn_weights,191
src_tokens,190
box,189
new_key,188
expected_tensor,188
blocks,186
epoch,186
new_features,186
sizes,186
gt_boxes,186
code,185
S,185
defaults,184
splits,184
table,184
decoder,184
cls,184
gt_masks,184
W,183
is_best,183
val_dataset,183
instances,183
hidden,182
start_idx,182
image_id,182
pool,181
factor,181
matrix,179
func,179
loss_fct,179
split,178
actions,178
reader,178
encoder_out,178
bsz,177
query,177
valid,176
y_pred,176
parts,175
buffer,175
normalize,174
mat,174
out_dir,174
sentence,174
wh,174
coords,173
img_id,173
mlvl_scores,173
best_acc,172
objects,172
tags,172
seq_len,171
arg,171
denom,171
random,171
num_samples,170
options,170
neg_inds,170
reward,169
global_step,169
position_ids,169
t1,168
itr,167
max_len,166
axis,166
cost,166
handle,166
img_size,166
f1,165
num_pos,165
c1,165
strides,165
data_dict,165
lengths,164
x4,164
id,164
loc,164
segm_result,164
sequence_output,164
pooled_output,164
parameters,163
input_size,163
threshold,162
generator,162
flip,162
sp,161
cls_feat,161
rows,160
top,160
bbox_weights,160
fields,158
counter,158
save_dir,158
grads,157
reg,157
means,157
image_size,157
model_urls,156
COMP,156
x_history_stats,156
version,155
emb,155
num_points,155
branch3x3dbl,154
train_sampler,154
ref,154
CLASSES,154
log_probs,152
lr_scheduler,152
steps,151
xx,151
poly,151
classifier,150
union,150
num_levels,150
flags,150
Z,149
spec,149
sampling_result,149
col,148
dilation,148
transforms,147
mod,147
command,147
words,146
groups,145
progress,145
xyz,144
suffix,143
reg_feat,143
data_numpy,143
current,142
data_list,142
positions,142
physics,142
title,141
distance,141
input_mask,141
zeros,140
reduction,140
new_points,140
filepath,139
image_numpy,139
skip,139
rle,139
filters,138
stage,138
s1,137
V,137
metadata,137
classname,136
head_mask,136
adj,136
word,135
pretrained,135
learning_rate,135
metric,135
op,135
r1,135
first,135
data_root_val,135
ann_file_test,135
model_type,134
grad_input,134
max_size,134
overlaps,134
ops,133
plugins,133
offsets,132
right,132
fc,132
patch_size,132
level,131
p1,131
ntokens,131
out_features,131
prev_output_tokens,131
train_X,131
__author__,130
fps,130
seq,130
dets,130
c2,130
num_boxes,130
pc,130
embedding,129
edges,129
select,129
cov,129
vec,129
mask_rois,129
single_img,129
input_x,129
a2,128
up,128
pbar,128
r2,128
ndim,128
areas,128
bitmap_masks,128
net_params,128
cs,127
out1,127
use_cuda,127
param_dict,127
ann,127
graph,127
flops,127
mask_targets,127
task_name,127
config_class,127
ann_file_train,127
ann_file_val,127
model_dict,126
sequence,126
attention,126
storage,126
txt,126
flow,126
img_ids,126
mask_results,126
out2,125
testset,125
val_pipeline,125
train_set,124
branch_pool,124
rot,124
inter,124
__version__,124
b1,124
observation,124
answer,124
tasks,124
lprobs,124
image_path,123
b2,123
train_loss,123
total_time,123
maxk,123
lb,123
field,123
edge_map,123
best_score,122
t2,122
v1,122
p2,122
correct_k,122
tree,122
output_path,121
trans,121
FLAGS,121
bbox_feats,120
conf,119
distributed,119
seg,119
valid_inds,119
eval_results,119
top1,118
result_list,118
cname,118
init_block_channels,118
y0,117
overlap,117
cat,117
distances,116
recalls,116
dtypes,116
domain,116
bar,116
num_features,116
annos,116
input_channel,116
a1,115
time,115
rewards,115
dw,115
label_list,115
module_name,115
solver,115
status,115
deltas,115
num_workers,114
nodes,114
buf,114
x_,114
corners,114
tgt2,114
batch_shape,113
det_bboxes,113
assigned_labels,113
axes,113
logging_output,113
t0,112
cols,112
best_epoch,112
pairs,112
sentences,112
counts,112
attr,112
loss_mask,112
mlvl_bboxes,112
body,112
gt_bboxes_3d,112
train_Y,112
dataset_name,111
zs,111
error_msg,111
cy,111
inplanes,111
