Function Name,Frequency
__init__,27367
forward,13576
__call__,2170
main,1877
__len__,1825
__getitem__,1681
__repr__,1004
train,834
add_args,711
init_weights,611
update,561
reset,546
step,520
__iter__,507
evaluate,437
backward,435
build_model,432
parse_args,416
loss,361
__str__,347
setUp,344
decode,327
test,326
max_positions,326
encode,310
_make_layer,310
run,304
reset_parameters,294
call,272
load_state_dict,270
size,269
Bottleneck,264
load,260
name,254
collater,250
save,249
sample,249
BasicBlock,237
load_dataset,227
num_tokens,217
save_checkpoint,209
forward_train,209
predict,206
extra_repr,200
conv3x3,189
state_dict,189
get_targets,188
train_step,187
supports_prefetch,187
ResNet,181
_init_layers,181
initialize,180
ordered_indices,173
prefetch,172
setup_task,171
_init_weights,169
target_dictionary,167
get_lr,166
validate,165
render,164
simple_test,163
AverageMeter,162
tokenize,159
get_bboxes,159
forward_single,153
extract_features,151
upgrade_state_dict_named,150
get,148
aug_test,148
source_dictionary,143
accuracy,142
set_epoch,141
get_labels,135
sizes,134
__del__,133
fit,131
process,128
get_config,126
reduce_metrics,126
log,125
base_architecture,124
reorder_encoder_out,122
toDict,120
get_model,119
load_data,116
from_pretrained,116
forward_features,116
fromDict,116
generate,113
eval,113
__exit__,112
__setstate__,112
_test,112
setup,111
get_train_examples,110
add,109
conv1x1,109
transform,109
resnet50,109
__enter__,108
cli_main,107
_init_params,106
__getattr__,104
get_normalized_probs,104
close,104
get_dev_examples,103
adjust_learning_rate,102
inference,102
wrapper,102
Trainer,102
forward_decoder,101
optimizer_config,100
_calc_width,100
build,99
reorder_incremental_state,99
get_loss,98
Linear,97
resnet18,97
get_classifier,97
_create_examples,96
convert,95
reset_classifier,94
__eq__,93
logging_outputs_can_be_summed,93
get_input_embeddings,92
get_output_embeddings,91
setUpClass,91
print,90
normalize,89
resnet101,89
write,88
__next__,88
build_decoder,87
get_parser,87
Model,86
resnet34,86
__getstate__,86
load_checkpoint,85
tearDown,83
to_dict,83
Encoder,82
forward_dummy,82
resnet152,81
score,81
build_embedding,80
_cfg,80
load_model,79
set_input_embeddings,79
output_layer,78
step_update,78
supports_flat_params,78
detect_clicked_point,78
append_new_line,78
compute_triangles,78
mouse_ops,78
set_seed,77
build_encoder,77
hub_models,77
to,75
assign,75
make_dataset,75
Embedding,74
crop,73
compute_loss,73
loss_single,73
MLP,72
aggregate_logging_outputs,72
f,72
init,70
preprocess,70
_inner_forward,70
make_generation_fast_,70
get_dataset,69
build_dataset_for_inference,69
prepare_for_onnx_export_,69
finalize,68
get_data,68
_get_target_single,68
avg,67
save_model,67
extract_feat,67
load_annotations,66
prepare,64
collate_fn,64
start,64
norm1,64
_get_bboxes_single,64
get_test_examples,64
resize,63
LayerNorm,63
get_params,63
merge,62
Attention,62
device,62
forward_test,62
zero_grad,61
train_one_epoch,59
get_args,59
valid_step,59
_sample_pos,59
_sample_neg,59
load_dictionary,58
build_dataset,57
get_world_size,57
compute,57
download,57
make_res_layer,57
get_name,57
optimizer,57
_get_input_buffer,57
_set_input_buffer,57
supports_memory_efficient_fp16,57
synchronize_between_processes,56
prepare_inputs_for_generation,56
create_model,56
from_config,56
ExampleModule,56
compute_metrics,54
parse,54
Normalize,53
Decoder,53
Block,53
_bbox_forward_train,53
log_string,53
get_recommendations,53
_forward,52
clip_grad_norm,52
ResBlock,52
no_weight_decay,52
optimize_parameters,52
get_example_from_tensor_dict,52
ToTensor,51
get_rank,51
get_metrics,51
sampling,51
info,51
vocab_size,51
pad,50
main_worker,50
Identity,50
_prune_heads,50
_bbox_forward,50
build_inputs_with_special_tokens,50
value,49
_freeze_stages,49
copy,49
get_image,49
Transformer,48
Discriminator,48
config,48
save_vocabulary,48
Net,48
build_criterion,48
assertAlmostEqual,48
prepare_config_and_inputs,48
prepare_config_and_inputs_for_common,48
build_optimizer,47
act,47
prune_heads,47
_run,46
Generator,46
str2bool,46
Logger,45
init_hidden,45
get_encoder,45
apply,45
max_decoder_positions,45
get_vocab,45
get_fidelity_space,45
eval_one_epoch,45
Dictionary,44
inference_step,44
validation_step,44
configure_optimizers,44
exists,44
image_path_at,44
rotate,44
_tokenize,44
parallelize,44
set_num_updates,43
collate,43
format_results,43
get_ann_info,43
norm2,43
deparallelize,43
TransformerDecoder,42
buffered_future_mask,42
gelu,42
upgrade_state_dict,42
__ne__,42
test_config,42
get_logger,41
training_step,41
Mlp,41
image_path_from_index,41
read,41
_mask_forward_train,41
flip,41
is_beginning_of_word,41
train_epoch,41
Compose,40
evaluate_detections,40
build_generator,40
save_data,40
shape,40
set_input,40
set_lr,40
assertTensorEqual,40
can_reuse_epoch_itr_across_epochs,40
extract,40
padding,39
register_classification_head,39
split,39
_load_image_set_index,39
competition_mode,39
__add__,39
test_forward,39
get_top_k,39
_load_from_state_dict,38
TransformerEncoder,38
median,38
get_special_tokens_mask,38
Config,38
mkdir,38
image_id_at,38
before_run,38
to_tensor,38
get_transform,38
_reorder_cache,38
terminate,38
build_self_attention,38
get_action,37
initialize_output_tokens,37
gt_roidb,37
__setitem__,37
show_result,37
_convert_id_to_token,37
convert_tokens_to_string,37
postprocess,37
augment,37
dtype,37
hook,37
create_token_type_ids_from_sequences,37
handle,37
