File Name,Frequency
__init__,3643
utils,511
train,270
setup,185
base,149
model,145
test,138
main,132
config,117
resnet,110
dataset,95
util,85
builder,82
loss,77
trainer,75
metrics,70
transforms,62
misc,59
models,58
logger,57
losses,57
conf,52
inference,52
eval,50
datasets,50
preprocess,46
build,46
evaluate,44
transformer,43
layers,40
common,40
data_utils,39
run,37
manager,35
registry,34
data,33
coco,31
ops,30
dataloader,30
evaluation,28
benchmark,25
helpers,24
test_utils,24
checkpoint,24
options,24
masked_lm,24
data_loader,23
base_model,23
cityscapes,23
samplers,23
evaluator,22
vgg,22
networks,22
lr_scheduler,22
demo,22
predict,21
generate,21
visualizer,21
handler,21
version,20
model_utils,20
network,20
__main__,19
distributed,19
collect_env,19
resnext,19
sampler,19
optimization,19
constants,18
hub_interface,18
memory,18
tools,18
logging,17
res_layer,17
resources,17
cross_entropy,17
hubconf,17
engine,16
visualize,16
io,16
optimizer,16
image,16
file_utils,16
tokenizer,16
base_dataset,16
score,16
sentence_prediction,16
validate,16
fpn,16
backbone,15
preprocessing,15
meters,15
mlp,15
visualization,15
rpn,15
env,15
loading,15
resnest,15
multihead_attention,15
defaults,15
unet,15
train_net,15
basic,15
matcher,14
faster_rcnn,14
vis,14
accuracy,14
hrnet,14
retinanet,14
legacy_masked_lm,14
sentence_ranking,14
cuda_function_gen,14
transformer_layer,14
transform,14
loader,14
log,14
comm,14
tokenization,14
taskExecutor,14
camelToSnake,14
debugLogger,14
module,13
Transformer,13
test_metrics,13
pascal_voc,13
functional,13
plot,13
eval_hooks,13
cross_entropy_loss,13
detr,13
lstm,13
scheduler,13
imagenet,13
test_config,13
actor,13
wrappers,12
functions,12
dist_utils,12
merge_augs,12
publish_model,12
augmentation,12
base_options,12
interactive,12
infer,12
distributed_utils,12
transformer_lm,12
transformer_sentence_encoder,12
transformer_sentence_encoder_layer,12
densenet,12
pytorch2onnx,12
images,12
actors,12
masters,12
snakeToCamel,12
coco_eval,11
multilingual_transformer,11
test_train,11
_init_paths,11
roi_align,11
roi_pool,11
norm,11
timer,11
custom,11
image_pool,11
regnet,11
fast_rcnn,11
fcos,11
iou_loss,11
smooth_l1_loss,11
html,11
transformer_base,11
decoder,11
default_runtime,11
concat_dataset,11
type,11
test_forward,11
anchor_generator,11
voc,11
identity,11
message,11
bert,10
policies,10
segmentation,10
fconv_lm,10
levenshtein_transformer,10
vocab,10
augmentations,10
factory,10
mask,10
activations,10
dataset_wrappers,10
compose,10
formating,10
test_time_aug,10
recall,10
cascade_rcnn,10
mse_loss,10
test_async,10
test_eval_hook,10
core,10
layer_norm,10
test_options,10
eval_lm,10
bleu,10
list_dataset,10
lightconv,10
adafactor,10
adam,10
sgd,10
search,10
generator,10
download,10
user,10
modules,10
test_model,10
single_stage,10
test_loading,10
analyze_logs,10
__init__-checkpoint,10
wider_face,10
train_options,10
qconv,10
qemb,10
qlinear,10
master,10
communicator,10
periodicTaskRunner,10
platformInfo,10
configActor,10
configMaster,10
configRemoteLogger,10
configUser,10
basicMessageHandler,10
handlerReturn,10
received,10
toSend,10
messageReceiver,10
messageSender,10
