Word,Frequency
the,335487
of,190139
to,145261
a,105043
for,103469
in,89523
and,84927
is,81044
tensor,49856
model,44291
with,44021
list,43332
this,43086
if,41624
be,39314
int,38760
args,37306
from,35790
or,35567
shape,32699
each,31938
default,31821
x,29695
returns,29658
torch,28941
number,28286
image,27558
dict,25731
optional,25429
that,24600
n,24592
as,24025
obj,23949
input,23488
are,23333
on,23054
all,22182
license,22091
by,21793
data,21591
not,21473
class,21109
it,20798
true,20516
size,20281
self,20195
none,20025
used,19796
param,19790
loss,19054
str,19026
return,18694
file,17595
c,17585
will,17490
float,17402
output,17392
batch,17387
we,17056
bool,17020
an,16992
parameters,16858
use,16790
function,16389
layer,16069
tuple,15718
set,14876
training,14825
b,14783
https,14661
s,14642
dataset,14429
config,13567
y,12697
whether,12675
when,12495
t,12068
w,11999
can,11807
which,11763
test,11749
h,11616
source,11528
false,11494
at,11399
i,10937
org,10706
only,10677
under,10448
print,10435
value,10405
one,10227
feature,9966
np,9821
module,9806
mask,9681
defaults,9676
get,9667
should,9583
channels,9570
path,9550
images,9472
copyright,9468
e,9422
load,9316
sequence,9237
level,9192
see,9084
boxes,9000
weights,8908
type,8854
name,8843
compute,8801
attention,8734
labels,8680
k,8561
m,8424
same,8404
you,8382
box,8144
array,8133
given,8131
first,8095
points,8088
arxiv,8042
scale,8000
features,7986
forward,7968
values,7941
target,7940
index,7892
using,7797
token,7753
ndarray,7741
has,7662
where,7618
models,7616
g,7561
dictionary,7497
head,7387
results,7310
code,7276
layers,7259
root,7239
add,7224
its,7172
have,7162
length,7088
single,7069
directory,7029
string,7026
tokens,6972
into,6964
sample,6958
object,6931
arguments,6928
outputs,6899
nn,6850
no,6722
pretrained,6704
label,6562
configuration,6466
d,6407
abs,6306
random,6296
train,6278
time,6200
weight,6152
numpy,6140
format,6137
matrix,6073
com,6052
method,6025
bbox,6013
any,5987
learning,5976
block,5976
samples,5890
classification,5843
point,5839
licensed,5794
bboxes,5789
note,5759
contains,5720
after,5710
truth,5690
base,5661
original,5623
encoder,5610
may,5599
specific,5572
network,5428
distributed,5403
map,5362
create,5307
save,5306
pytorch,5269
based,5261
example,5220
ground,5178
indices,5174
state,5161
transformers,5140
then,5121
but,5114
inputs,5103
padding,5049
convolution,5012
step,5008
log,5006
version,5004
between,5003
so,4960
scores,4940
mean,4927
current,4870
check,4840
inc,4838
py,4830
github,4795
last,4768
prediction,4766
found,4730
classes,4718
tree,4699
per,4696
r,4687
new,4659
information,4653
different,4647
dimension,4646
without,4641
decoder,4633
convert,4621
mode,4599
range,4534
facebook,4483
end,4481
rate,4445
two,4418
more,4368
instance,4348
tf,4343
average,4259
import,4239
evaluation,4225
conv,4224
gt,4216
update,4215
optimizer,4213
resnet,4211
corresponding,4210
split,4209
max,4197
do,4166
affiliates,4153
mit,4147
than,4137
width,4134
key,4124
floattensor,4091
language,4035
returned,4028
embedding,4014
before,4011
stride,3978
sentence,3947
specified,3928
generate,3927
noqa,3910
checkpoint,3890
epoch,3889
over,3885
rights,3842
text,3829
order,3824
initialize,3740
make,3739
masks,3730
result,3723
reserved,3710
either,3652
build,3638
len,3633
pre,3622
factor,3615
positive,3603
also,3586
position,3583
dim,3573
tokenizer,3563
parameter,3553
following,3553
need,3552
out,3548
other,3537
score,3536
case,3532
math,3517
must,3513
multiple,3509
device,3498
top,3494
p,3492
anchors,3471
keys,3464
targets,3451
hidden,3450
bounding,3447
ids,3444
here,3442
copy,3435
pdf,3428
files,3426
implementation,3425
linear,3409
some,3409
non,3391
f,3378
containing,3359
norm,3339
maximum,3324
calculate,3314
id,3308
center,3298
task,3288
up,3285
predictions,3273
z,3259
height,3241
apache,3233
paper,3228
during,3219
vector,3211
there,3204
run,3159
python,3159
transformer,3121
iou,3086
required,3084
info,3076
apply,3059
embeddings,3051
sum,3038
segmentation,3030
multi,3028
normalization,3025
right,3025
trained,3015
start,3000
states,2988
channel,2975
provided,2968
tensors,2964
transform,2956
examples,2947
proposals,2945
empty,2932
predicted,2916
stage,2911
residual,2910
todo,2904
location,2899
l,2889
http,2880
left,2877
line,2856
like,2840
bias,2839
coordinates,2825
activation,2813
space,2790
valid,2772
regression,2771
sampling,2739
second,2735
according,2718
elements,2691
otherwise,2680
axis,2662
process,2650
img,2646
passed,2645
software,2638
variable,2632
bert,2630
item,2630
both,2628
pass,2598
depth,2594
dropout,2581
options,2577
instead,2575
anchor,2569
testing,2558
networks,2555
j,2554
details,2544
datasets,2541
initial,2540
distribution,2526
filename,2519
params,2487
longtensor,2484
json,2478
means,2475
logits,2469
keep,2465
losses,2465
probability,2459
distance,2446
memory,2445
element,2437
gpu,2429
negative,2427
graph,2414
heads,2412
fairseq,2410
gradient,2409
just,2401
loading,2386
blocks,2358
func,2351
remove,2350
zero,2345
lr,2337
kernel,2336
objects,2332
these,2330
seed,2328
softmax,2318
node,2316
except,2310
query,2295
metric,2293
obtain,2291
vocabulary,2290
they,2289
initialization,2265
color,2265
does,2252
v,2246
www,2236
ratio,2235
generated,2228
every,2222
next,2212
threshold,2200
conditions,2197
settings,2178
added,2175
was,2171
env,2163
total,2151
maps,2149
filter,2120
sequences,2120
metrics,2117
word,2104
ignored,2096
utf,2096
logging,2090
want,2088
special,2088
meta,2087
bs,2083
masked,2082
call,2067
validation,2062
logger,2052
download,2052
them,2047
tensorflow,2045
computing,2028
backbone,2017
integer,2015
basis,2014
user,2008
error,2002
contain,1988
detection,1978
standard,1974
frame,1969
master,1966
implied,1964
since,1958
cfg,1955
normalize,1953
kind,1949
search,1945
computes,1943
don,1937
steps,1934
positions,1931
beam,1928
read,1914
computed,1907
final,1907
context,1904
else,1897
applicable,1888
parser,1888
their,1887
names,1886
generator,1885
assign,1882
reference,1878
imagenet,1874
kwargs,1873
bin,1869
called,1865
applied,1865
how,1863
rotation,1862
licenses,1852
unless,1852
back,1849
levels,1847
blob,1845
convolutional,1843
warranties,1842
bottleneck,1838
corner,1833
grid,1830
while,1824
pad,1818
support,1817
expected,1805
large,1802
q,1802
construct,1800
keeping,1799
action,1796
express,1791
writing,1787
augmentation,1777
uses,1776
match,1774
cls,1771
functions,1768
gamma,1766
init,1751
boolean,1739
processing,1731
html,1728
avoid,1725
find,1724
sampled,1718
selected,1718
pipeline,1716
instances,1712
best,1711
saved,1710
style,1710
law,1705
limitations,1705
relative,1705
group,1704
supported,1701
inference,1697
modules,1697
argument,1696
area,1694
local,1691
change,1690
deep,1686
coding,1679
noise,1676
defined,1676
cpu,1665
pair,1665
agreed,1664
normalized,1661
parallel,1659
permissions,1658
governing,1656
part,1656
main,1655
std,1654
define,1649
indicates,1645
because,1642
cuda,1641
evaluate,1631
binary,1628
spatial,1628
direction,1621
perform,1618
algorithm,1618
across,1616
reduction,1615
policy,1613
mapping,1610
background,1607
randomly,1598
alpha,1598
loaded,1596
precision,1590
progress,1588
been,1587
re,1587
scaling,1586
prefix,1582
form,1581
offset,1579
net,1575
transformation,1575
etc,1573
nodes,1571
encode,1568
plot,1567
compliance,1565
gradients,1563
already,1561
now,1559
dimensions,1556
branch,1553
your,1550
attributes,1549
needed,1546
along,1546
setting,1543
encoding,1541
take,1538
global,1535
decoding,1532
unit,1531
semantic,1530
eval,1529
crop,1525
such,1524
dtype,1517
append,1515
constructs,1513
optimization,1507
architecture,1505
os,1503
tests,1501
relu,1499
through,1498
window,1495
groups,1495
flip,1494
attentions,1492
select,1488
additional,1487
cache,1485
num,1484
equal,1480
full,1478
assert,1477
iteration,1474
specify,1473
fixed,1463
normal,1462
predict,1457
extra,1457
batches,1452
shift,1448
callable,1447
cross,1445
always,1444
variables,1443
rank,1443
ignore,1442
coordinate,1437
reduce,1437
would,1425
pooling,1423
environment,1418
video,1416
sentences,1411
speed,1403
dataloader,1399
representation,1399
inside,1397
please,1392
takes,1390
u,1387
extract,1385
decay,1384
frames,1384
nms,1383
pairs,1380
bsz,1378
sizes,1371
setup,1370
modified,1370
annotation,1367
sure,1366
assigned,1363
usr,1362
coco,1353
running,1350
region,1348
simple,1345
pred,1341
bottom,1335
write,1334
created,1328
bn,1328
sets,1328
iterations,1324
angle,1324
camera,1320
small,1318
tasks,1310
done,1308
store,1306
rescale,1305
show,1300
vocab,1297
accuracy,1296
times,1295
previous,1294
utils,1290
question,1284
rgb,1281
scales,1279
field,1278
wise,1271
gaussian,1270
about,1268
eos,1266
annotations,1265
including,1264
loop,1259
neural,1259
off,1258
idx,1258
types,1257
min,1254
many,1252
recall,1243
methods,1242
our,1242
def,1242
within,1241
cnn,1240
correct,1239
computation,1238
around,1233
shuffle,1230
available,1229
prepare,1228
backward,1223
skip,1220
folder,1213
minimum,1210
documentation,1209
converted,1206
raw,1202
override,1202
iterable,1200
scalar,1194
roi,1193
what,1190
similar,1186
project,1186
custom,1182
vectors,1178
transforms,1177
wrapper,1176
row,1173
useful,1172
buffer,1171
work,1167
openmmlab,1165
fmt,1164
rois,1154
items,1152
directly,1152
creates,1147
mmcv,1147
possible,1142
words,1136
weighted,1136
locations,1133
resize,1131
operation,1130
above,1127
attribute,1124
pixel,1122
bar,1120
way,1118
parse,1118
flags,1117
lower,1116
strides,1113
huggingface,1108
indicating,1104
padded,1102
basic,1099
deltas,1095
replace,1094
eps,1093
most,1090
might,1088
plt,1085
helper,1084
roberta,1081
gpus,1080
authors,1079
column,1077
include,1072
view,1070
reset,1069
modeling,1066
proposal,1064
efficientnet,1063
long,1062
description,1062
disable,1060
patch,1060
three,1059
regularization,1058
lengths,1054
strings,1053
command,1052
probabilities,1048
resolution,1048
epochs,1047
corresponds,1043
units,1040
present,1039
mmdet,1036
edge,1034
identity,1030
absolute,1027
square,1026
generation,1025
represents,1020
usage,1020
recognition,1020
too,1018
fields,1017
al,1015
script,1013
et,1012
category,1009
control,1009
checkpoints,1008
could,1006
opt,1006
pixels,1001
sampler,1001
matching,999
encoded,999
needs,996
th,993
necessary,993
span,992
clip,991
meth,991
prior,990
real,986
decode,986
fpn,985
components,985
src,982
join,980
handle,979
stats,978
structure,978
beta,977
constant,974
invalid,973
o,973
paths,972
author,970
cost,968
automatically,966
count,964
general,963
val,962
statistics,960
being,960
cloud,960
projection,958
squeeze,957
refer,954
stored,952
old,949
zeros,949
usually,947
implements,947
open,946
sequential,946
columns,945
caffe,941
those,937
converts,937
url,935
down,932
option,931
radius,929
reshape,928
domain,922
defines,922
faster,920
stages,918
pil,915
dilation,915
related,914
classifier,912
flag,911
exists,910
currently,907
associated,905
pt,904
requires,903
entropy,901
txt,900
scheduler,898
inner,898
detector,897
signal,895
loader,893
via,891
translation,890
record,889
face,888
performance,887
whole,885
stores,883
research,881
processed,881
larger,880
arrays,878
supports,878
agent,876
allow,873
answer,871
google,870
dummy,870
ints,869
merge,867
shared,866
well,865
actor,864
collect,861
calculated,859
fast,859
iterator,857
implemented,857
loads,855
filters,854
pi,854
side,853
smaller,853
gets,852
compatible,848
interface,848
message,845
performs,844
flow,843
implement,842
allows,841
interpolation,841
lists,840
phase,838
below,837
beginning,836
