Variable Name,Frequency
x,23057
out,9914
model,9153
loss,4592
output,4066
data,4014
args,3771
img,3612
parser,3337
outputs,2797
y,2635
mask,2547
_base_,2288
labels,2258
results,2158
dataset,2148
logger,2023
result,1845
s,1808
batch_size,1779
optimizer,1767
device,1759
scores,1742
c,1526
target,1501
h,1499
net,1472
image,1455
config,1448
res,1410
__all__,1385
label,1380
idx,1336
features,1324
logits,1303
p,1289
m,1285
v,1281
n,1227
name,1224
i,1211
inputs,1185
filename,1183
token,1161
weight,1158
a,1150
indices,1136
losses,1089
checkpoint,1073
residual,1073
w,1072
bboxes,1071
b,1056
layers,1049
k,1041
end,1013
cfg,1012
x1,1006
hidden_states,998
transform,958
pred,954
points,944
lr,933
t,921
index,920
d,919
text,909
attn,908
state,895
gt_bboxes,893
start,880
ret,878
f,844
path,832
state_dict,829
boxes,821
feat,821
in_channels,795
tokens,788
x2,779
images,769
z,762
r,747
input,733
gt_labels,733
targets,730
weights,708
downsample,701
color,691
batch,690
bbox_pred,677
outs,673
input_ids,672
var,668
imgs,668
score,665
y1,660
bbox,660
size,654
line,654
q,648
scale,645
tmp,629
offset,624
block,623
df,620
padding,617
sample,601
rois,591
value,591
count,591
inds,589
p1i,589
lr_config,584
params,583
num_classes,580
runner,575
img_norm_cfg,574
im,569
expansion,562
N,561
stride,556
identity,555
key,551
train_pipeline,550
attention_mask,538
test_pipeline,532
criterion,529
tokenizer,529
msg,528
cls_score,528
preds,524
lines,517
alpha,516
mean,515
shape,507
sampler,501
masks,500
y2,492
tensor,491
std,486
self,484
start_time,481
predictions,475
p2,475
width,472
p1,467
g,465
values,461
acc,460
task,456
feats,454
probs,451
X,446
gt,440
p2i,437
anchors,435
prefix,434
correct,424
optimizer_config,424
pos,418
scheduler,417
layer,415
metrics,413
all_points_len,413
diff,412
ax,411
bbox_results,410
train_dataset,409
keep,401
assign_result,397
_,394
info,393
ids,386
proposals,386
all_connections_len,386
cam_beta,386
scale_factor,385
M,382
samples,373
trainer,373
dim,372
val,370
gt_bboxes_ignore,367
num,366
data_loader,364
noise,364
fig,364
A,363
examples,363
pos_inds,361
data_root,359
temp,359
num_imgs,359
img_metas,358
R,356
train_loader,355
l,355
attn_weights,355
root,352
src,350
item,350
x_out,349
B,348
__version__,347
model_args,346
opt,345
__author__,345
u,343
dist,341
module,341
input_shape,338
mask_pred,335
bbox_targets,331
files,329
sample_size,328
j,326
env,325
raw_masks,325
src_tokens,319
length,318
img_shape,318
dataset_type,317
model_name,312
norm_layer,312
tmp_line_p2_x,312
tmp_line_p2_y,312
K,311
all_triangles_len,310
ball_size,310
encoder,309
test_dataset,309
dx,308
graph,304
it,302
feature,302
rank,300
total_loss,300
grad,299
output_dir,297
kernel,297
distance,296
token_type_ids,295
max_len,294
model_kwargs,293
C,292
paths,292
center,290
data_path,289
channels,288
writer,286
ind,285
source,285
classes,283
ious,282
repr_str,282
proposal_list,282
order,280
dy,280
xs,279
T,276
encoder_out,276
prob,275
cls,275
mode,272
norm,272
step,269
__email__,268
query,267
save_path,267
tgt,266
total,264
obs,263
accuracy,263
gt_masks,262
pointer,262
ds,261
stats,261
file_name,260
img_path,259
eps,259
featmap_sizes,259
delta,257
height,257
group,257
context,256
grid,254
depth,254
itr,253
attn_mask,252
start_epoch,252
kwargs,251
buffer,251
position_ids,250
head_mask,250
att,249
v2,249
pad,248
new_key,248
epoch,247
evaluation,247
loss_cls,245
loss_fct,244
bsz,244
coords,244
decoder,241
bias,240
dataloader,238
seed,237
v1,237
head,236
label_weights,236
t1,236
num_channels,235
precision,235
valid,234
sigma,234
keys,234
tmp_line_flag,234
line_size,234
flag,233
generator,233
W,233
url,233
kernel_size,233
out_channels,233
obj,232
prev_output_tokens,232
response,232
node,232
layer_keys,232
embeddings,230
cam_alpha,230
