Variable Name,Projects Count
x,477
parser,477
args,466
model,456
loss,454
data,403
out,380
output,367
device,357
mask,350
y,349
optimizer,346
batch_size,332
dataset,308
labels,306
result,294
outputs,294
n,278
k,271
idx,268
i,267
t,264
path,263
pred,260
h,257
v,256
res,256
name,254
logger,251
s,249
p,249
img,242
label,241
d,239
results,235
indices,235
m,235
w,233
target,233
config,228
index,227
start,226
logits,225
layers,224
f,222
a,222
r,219
scale,218
end,218
b,215
c,215
inputs,213
filename,211
image,205
q,203
batch,198
x1,197
mean,197
state_dict,196
size,193
scores,193
checkpoint,192
N,191
lr,191
z,191
std,190
weight,187
params,186
features,186
shape,183
count,183
alpha,179
score,178
start_time,174
x2,174
weights,174
value,174
lines,169
losses,169
acc,169
tmp,168
__all__,168
images,168
seed,166
values,165
key,164
scheduler,161
targets,154
dim,154
ret,153
norm,151
text,150
offset,150
input,150
width,150
j,149
metrics,149
state,149
line,149
df,148
preds,148
B,148
eps,147
sample,147
padding,146
pos,145
train_dataset,145
g,144
stride,144
cfg,142
criterion,142
kwargs,141
save_path,141
trainer,141
train_loader,140
diff,138
val,137
keys,137
l,135
residual,134
sampler,133
tensor,133
transform,132
correct,132
bs,131
attn,130
num,129
dist,128
files,127
tokens,127
u,126
model_name,126
temp,125
delta,125
msg,125
step,124
num_classes,124
names,121
writer,121
grid,120
C,120
tokenizer,118
X,117
probs,117
mode,117
height,116
samples,116
classes,115
length,115
ids,115
prefix,115
info,115
noise,114
opt,114
dtype,114
rank,113
predictions,113
layer,112
expansion,112
y1,112
item,111
output_dir,111
model_path,111
root,111
total,109
dataloader,109
M,107
file_name,107
file_path,106
D,106
prob,106
ratio,105
url,105
bias,105
L,104
split,104
T,104
emb,104
K,104
block,104
ind,103
coords,103
x0,103
in_channels,103
color,102
precision,102
qkv,101
xs,101
query,100
masks,100
A,99
loader,99
_,99
total_loss,98
ax,98
imgs,97
im,97
__version__,97
module,97
data_loader,96
test_loader,95
world_size,95
epoch,95
center,95
R,93
beta,93
H,93
feats,93
recall,93
test_dataset,93
context,93
cnt,92
row,92
src,92
input_shape,92
sigma,91
header,91
threshold,91
t1,91
stats,91
y2,91
W,91
file,90
num_samples,90
gamma,90
identity,90
conv,90
data_path,89
feat,88
input_ids,88
channels,88
pool,88
fig,87
formatter,87
out_features,87
pad,87
datasets,86
out_channels,86
splits,85
save_dir,85
version,85
gt,85
downsample,85
start_idx,84
factor,84
dx,84
mu,83
e,83
attention_mask,83
kernel,82
feature,82
response,82
left,82
ch,82
parts,82
ds,82
ckpt,81
outs,81
norm_layer,81
flag,80
dataset_name,80
paths,80
distance,80
colors,80
counts,80
depth,79
theta,79
meta,79
obj,79
dims,78
img_path,78
net,78
t2,78
val_dataset,78
rows,78
idxs,78
fp,77
head_dim,77
img_size,77
match,77
content,76
grad,76
x3,76
y_pred,76
f1,76
union,76
fn,76
fname,75
metric,74
val_loader,74
position,74
embedding,73
counter,73
embeddings,73
area,73
parameters,73
sizes,73
rng,73
prompt,73
P,72
num_layers,72
buffer,72
suffix,72
groups,72
kernel_size,72
inds,72
tp,71
steps,71
train_dataloader,71
message,71
order,71
points,71
o,71
num_workers,71
angle,70
log,70
embed_dim,70
metadata,70
iou,69
train_data,69
max_len,69
attn_mask,69
head,69
lr_scheduler,69
task,69
sim,69
prediction,69
var,69
frame,69
models,69
shift,69
table,69
S,69
group,68
accuracy,68
word,68
defaults,68
words,68
inp,67
token,67
hidden_states,67
patch_size,67
epsilon,67
bbox,66
id,66
image_size,66
hidden_dim,66
cmd,66
classname,66
grads,66
progress,66
arr,66
modules,66
blocks,66
intersection,66
image_path,65
dpr,65
encoder,65
input_size,65
ys,65
keep,65
cols,65
hs,64
pattern,64
options,64
valid,64
Y,63
generator,63
fmt,63
distances,63
ref,62
seq,62
reader,62
