Variable Name,Projects Count
model,177
args,170
parser,168
x,165
data,165
loss,156
device,152
output,145
mask,135
dataset,125
batch_size,124
outputs,118
optimizer,117
result,115
out,115
y,115
labels,111
logger,110
config,107
v,104
results,101
inputs,100
t,97
k,96
n,95
idx,92
indices,92
pred,92
q,91
h,90
logits,90
res,89
img,89
scores,87
scale,87
batch,87
name,86
s,86
start,85
p,84
target,83
tokenizer,82
w,81
state_dict,81
index,81
path,80
i,80
score,80
label,79
key,79
b,78
value,77
a,76
x1,76
c,75
d,74
weight,74
image,74
layers,74
df,73
model_name,73
text,73
r,72
count,71
seed,71
end,71
std,71
z,71
metrics,70
filename,70
__all__,70
shape,69
start_time,69
mean,68
x2,68
m,68
alpha,67
response,67
checkpoint,67
prompt,66
keys,66
weights,66
params,65
size,65
B,64
attn,64
train_dataset,64
values,63
pos,63
lines,63
residual,63
images,62
features,62
N,62
kwargs,62
offset,61
emb,61
padding,61
save_path,61
width,61
f,61
input,60
cfg,60
lr,59
output_dir,59
dtype,58
delta,58
state,58
qkv,58
world_size,57
trainer,57
scheduler,56
ret,56
prefix,56
tensor,56
diff,56
layer,56
content,56
sample,55
input_ids,55
tokens,54
length,54
rank,54
line,53
file_path,53
model_path,53
grid,53
url,53
norm,53
acc,53
total,53
targets,53
val,53
block,52
noise,52
step,52
num,52
message,52
train_loader,51
attention_mask,51
query,51
files,51
eps,51
g,51
correct,51
start_idx,51
transform,51
dim,50
l,50
msg,50
preds,50
height,49
masks,48
tmp,48
losses,48
j,48
hidden_states,48
file_name,48
item,48
ids,48
precision,47
header,47
stride,47
u,47
ratio,47
T,47
_,46
samples,46
head_dim,46
recall,45
match,45
temp,45
dataloader,45
mode,45
pad,45
X,45
norm_layer,45
end_idx,45
output_path,44
bs,44
bias,44
__version__,44
predictions,44
context,43
module,43
probs,43
color,43
conv,43
sampler,43
parts,42
prompts,42
num_samples,42
dist,42
info,42
colors,42
num_classes,42
total_loss,42
client,41
accuracy,41
freqs,41
epoch,41
ax,41
y1,41
C,40
sigma,40
attn_mask,40
split,40
matches,40
row,40
root,40
config_path,40
A,39
base,39
pattern,39
K,39
outs,39
embeddings,39
modules,39
left,39
criterion,38
messages,38
save_dir,38
pos_embed,38
blocks,38
models,38
in_channels,38
writer,37
pbar,37
im,37
seq_len,37
expansion,37
num_patches,37
cnt,37
out_features,37
hidden_features,37
img_size,37
flag,36
image_size,36
imgs,36
loader,36
data_path,36
token,36
prediction,36
M,36
L,36
patch_size,36
version,36
texts,35
x0,35
image_path,35
hidden_dim,35
buffer,35
theta,35
gamma,35
formatter,35
src,35
splits,35
dpr,35
end_time,35
threshold,35
headers,34
metadata,34
meta,34
vocab_size,34
question,34
beta,34
return_dict,34
temperature,34
dt,34
test_dataset,34
metric,34
fn,34
xs,34
area,34
names,34
ind,34
mlp_hidden_dim,34
stats,34
variance,33
generator,33
max_length,33
identity,33
iou,33
weight_decay,33
reader,33
depth,33
img_path,33
out_channels,33
processor,32
sim,32
H,32
mu,32
rows,32
P,32
dataset_name,32
template,32
embedding,32
task,32
coords,32
attn_output,32
model_type,32
position_ids,32
groups,32
timestamp,32
suffix,31
kernel,31
counts,31
fig,31
parameters,31
distance,31
datasets,31
classes,31
f1,31
obj,31
downsample,31
source,31
ds,30
