Variable Name,Frequency
x,58116
model,22668
out,19406
loss,12822
output,10674
outputs,9437
img,9148
data,9085
args,8328
mask,7510
parser,7177
y,6776
hidden_states,6125
logger,6048
labels,5622
results,5421
result,5269
device,5238
dataset,4970
h,4581
optimizer,4567
batch_size,4442
config,4383
_base_,4314
logits,4284
image,4041
scores,3697
target,3684
text,3561
label,3476
v,3433
features,3425
res,3309
s,3303
__all__,3298
inputs,3197
k,3193
indices,3143
f,3036
idx,3036
p,2987
name,2953
attn,2881
input_ids,2783
t,2729
cfg,2714
w,2694
m,2623
d,2469
losses,2440
i,2433
n,2427
a,2425
weight,2416
path,2398
attention_mask,2358
batch,2283
images,2259
points,2236
filename,2211
q,2171
checkpoint,2169
pred,2147
start,2144
end,2137
tokenizer,2132
state,2126
residual,2100
z,2079
ret,2060
b,2043
index,2038
x1,2018
c,2011
net,1940
score,1917
r,1903
line,1894
tokens,1882
state_dict,1848
value,1847
input,1753
bboxes,1737
feat,1733
imgs,1715
boxes,1712
sample,1711
targets,1665
scale,1643
layers,1603
weights,1587
input_shape,1578
key,1567
masks,1555
alpha,1526
test_pipeline,1519
size,1516
preds,1504
df,1487
x2,1485
transform,1469
train_pipeline,1450
img_norm_cfg,1441
padding,1435
lr,1422
tmp,1411
offset,1409
outs,1403
params,1377
metrics,1372
msg,1346
lines,1299
config_and_inputs,1274
loss_fct,1267
runner,1263
bbox,1262
tensor,1257
attn_weights,1241
token_type_ids,1237
lr_config,1230
gt_bboxes,1209
num_classes,1203
shape,1199
N,1194
evaluation,1193
in_channels,1180
count,1171
_backends,1161
g,1158
predictions,1155
data_root,1155
src,1127
inds,1126
model_kwargs,1122
optimizer_config,1121
stride,1117
dataset_type,1117
return_dict,1110
std,1109
temp,1103
mean,1092
X,1092
sequence_output,1082
embeddings,1081
node,1071
pos,1066
attn_mask,1066
val,1045
position_ids,1043
pooled_output,1042
samples,1031
acc,1024
layer,1022
train_dataset,1019
probs,1017
downsample,1016
trainer,1012
gt_labels,1010
feature,993
l,988
feats,985
prefix,984
tgt,976
scheduler,964
info,964
criterion,962
noise,955
B,955
y1,954
encoder,951
env,949
block,946
repr_str,935
files,934
identity,927
start_time,926
sampler,918
width,913
expansion,913
dtype,912
ids,911
dist,906
values,903
im,899
bbox_pred,895
head_mask,894
root,887
config_class,884
cls_score,876
module,875
j,874
rois,874
total_loss,872
model_args,863
checkpoint_config,858
diff,858
dim,836
all_hidden_states,830
norm,827
A,826
opt,819
pointer,817
kernel,808
seed,801
u,792
_,791
grad,790
keep,786
train_loader,782
correct,782
num,772
item,767
kwargs,762
gt,758
eps,756
total,752
save_path,746
xs,746
height,744
anchors,743
obj,739
bias,735
rank,733
names,727
emb,724
src_tokens,719
decoder,714
y2,713
query,712
R,711
center,707
output_dir,706
norm_layer,698
K,697
proposals,697
fp,696
data_loader,690
fig,688
task,683
encoder_out,682
C,679
inputs_embeds,677
extended_attention_mask,673
color,667
token,666
file_name,664
classes,661
input_mask,657
pos_inds,657
writer,654
prob,647
world_size,645
x0,641
ds,637
cmd,637
examples,637
vocab,637
crop_size,636
context,634
flag,634
states,632
step,632
grid,631
keys,628
action,626
length,624
url,621
delta,620
cls,618
e,614
depth,611
lengths,610
word,609
mode,609
order,608
sentence,607
paths,607
attentions,606
data_path,606
sample_size,602
work_dir,599
bbox_results,597
ax,595
dataloader,595
T,594
ind,592
M,585
beta,584
attention_scores,584
model_name,583
scale_factor,578
G,575
attn_output,572
self,572
meta,565
test_stats,563
loader,560
words,560
obs,555
new_features,554
dx,553
