Function Name,Frequency
__init__,30819
forward,14736
__call__,2900
main,2296
__len__,2253
__getitem__,2100
__repr__,1423
init_weights,853
update,815
train,812
add_args,743
reset,675
backward,647
step,613
__iter__,592
evaluate,532
build_model,464
run,462
parse_args,450
__str__,430
setUp,395
decode,369
loss,363
reset_parameters,359
max_positions,335
encode,334
test,319
extra_repr,299
_make_layer,298
predict,298
size,281
load,269
collater,264
load_state_dict,247
fit,239
num_tokens,238
initialize,237
save,231
get_lr,231
BasicBlock,227
sample,227
load_dataset,227
name,226
Bottleneck,223
save_checkpoint,217
forward_train,207
state_dict,204
supports_prefetch,198
validate,196
extract_features,196
_init_weights,195
ordered_indices,192
setup_task,191
get_config,188
target_dictionary,188
prefetch,182
__del__,180
set_epoch,178
train_step,177
ResNet,176
to,175
upgrade_state_dict_named,175
AverageMeter,172
get,171
conv3x3,169
log,167
transform,167
get_targets,166
simple_test,163
source_dictionary,162
__getattr__,160
generate,160
forward_features,157
setup,155
_init_layers,155
get_bboxes,155
sizes,153
eval,152
reduce_metrics,152
__exit__,151
__enter__,150
add_arguments,150
forward_single,148
aug_test,142
score,140
close,140
accuracy,137
reorder_encoder_out,133
tokenize,130
execute,130
_,129
get_model,128
get_loss,127
base_architecture,127
_forward,125
get_normalized_probs,123
load_data,120
preprocess,120
__setstate__,120
get_classifier,120
normalize,118
reset_classifier,117
inference,116
forward_decoder,116
add,114
print,111
build_decoder,110
init,110
reorder_incremental_state,110
cli_main,110
compute_loss,108
logging_outputs_can_be_summed,108
__eq__,107
write,106
_cfg,104
load_annotations,102
extract_feat,100
optimizer_config,99
build_embedding,97
build,96
Linear,96
from_pretrained,96
build_encoder,96
compute_metrics,95
Model,95
__next__,94
wrapper,94
get_input_embeddings,94
load_model,93
__getstate__,93
no_weight_decay,93
__post_init__,92
load_checkpoint,92
output_layer,91
render,89
set_input_embeddings,88
call,88
process,87
get_params,87
flops,87
adjust_learning_rate,86
supports_flat_params,86
conv1x1,84
tearDown,83
setUpClass,83
get_examples,83
make_dataset,82
step_update,82
hub_models,82
build_dataset_for_inference,82
resize,81
convert,81
assign,81
get_ann_info,80
create,79
before_run,79
f,79
__setitem__,78
model,78
get_labels,77
Trainer,77
train_one_epoch,76
postprocess,76
optimizer,76
Block,75
get_dataset,75
Embedding,75
Attention,75
parse,74
get_parser,74
load_dictionary,74
MLP,73
avg,73
prepare_for_onnx_export_,73
resnet50,72
merge,72
rotate,71
forward_test,71
update_frame,71
collate,70
make_generation_fast_,70
check,68
training_step,68
forward_dummy,68
val_step,68
start,67
synchronize_between_processes,67
prepare,67
device,67
exists,67
Brain,67
flip,66
build_optimizer,66
log_string,66
get_dev_examples,65
can_reuse_epoch_itr_across_epochs,65
resnet18,64
crop,64
ModelArguments,64
DataTrainingArguments,64
Encoder,64
get_data,64
_get_input_buffer,64
_set_input_buffer,64
apply,63
after_train_iter,63
zero_grad,63
build_dataset,62
preprocess_function,62
valid_step,62
build_criterion,62
Logger,61
get_world_size,61
get_rank,61
Decoder,61
func,61
get_train_examples,61
inverse_transform,60
infer,60
show,60
_sample_pos,60
_sample_neg,60
train_epoch,59
optimize,59
get_output_embeddings,59
Mlp,59
loss_single,59
aggregate_logging_outputs,59
pad,58
