Variable Name,Frequency
x,27103
model,10657
out,10255
loss,5329
output,5108
data,4886
img,4577
args,4356
parser,4074
mask,3902
y,3682
outputs,2935
result,2607
logger,2592
results,2565
dataset,2517
batch_size,2451
labels,2432
image,2344
device,2319
optimizer,2231
res,2177
target,2114
__all__,1919
h,1886
scores,1853
idx,1717
logits,1701
label,1696
s,1651
end,1580
v,1560
_base_,1555
inputs,1529
indices,1504
p,1499
text,1494
features,1480
config,1466
weight,1432
w,1416
m,1412
hidden_states,1401
pred,1385
k,1383
name,1374
t,1368
net,1361
points,1351
n,1342
cfg,1298
x1,1250
ret,1235
checkpoint,1229
path,1227
f,1184
start,1181
attn,1164
i,1149
d,1148
filename,1098
images,1096
losses,1085
params,1054
score,1036
a,1035
residual,1001
input,994
boxes,991
state,983
index,981
r,963
tokenizer,946
bboxes,944
c,943
x2,932
input_ids,930
df,922
bbox,922
q,911
z,910
scale,907
weights,905
lr,896
batch,894
layers,890
X,867
b,854
preds,839
size,836
transform,816
key,811
msg,802
value,800
state_dict,793
line,774
imgs,771
alpha,759
train_pipeline,756
test_pipeline,755
img_norm_cfg,747
num_classes,746
targets,744
offset,743
_,742
count,732
feat,722
tokens,707
lr_config,700
N,698
attn_weights,696
data_root,695
dataset_type,692
sample,689
inds,689
start_time,687
gt_bboxes,682
padding,678
mean,676
criterion,657
predictions,638
outs,619
optimizer_config,603
dist,602
masks,601
std,598
tensor,597
lines,596
model_kwargs,589
in_channels,583
y1,580
layer,577
shape,571
g,569
tmp,569
dim,564
B,557
downsample,557
model_path,551
val,545
kernel,542
metrics,538
l,536
acc,527
info,527
opt,525
diff,524
A,521
train_dataset,520
u,516
correct,507
values,507
expansion,505
fail,502
width,501
gt_labels,501
bbox_pred,496
identity,491
evaluation,490
retval,490
attn_output,486
feature,485
feats,482
noise,482
keep,481
fig,481
stride,481
rois,477
train_loader,473
attention_mask,472
anchors,464
ds,463
new_features,462
st,461
proposals,461
ref,460
cls_score,460
total_epochs,459
samples,458
module,458
im,457
ax,455
query,454
block,446
scheduler,445
root,444
repr_str,444
train_cfg,443
temp,441
runner,438
phc,436
prefix,433
center,433
item,431
sampler,431
probs,429
vrb,428
kwargs,426
seed,423
xs,421
norm_layer,420
y2,419
num,414
gt,413
R,411
conv,404
checkpoint_config,402
files,400
encoder,399
work_dir,399
output_dir,398
task,398
pos,397
model_args,397
save_path,396
j,392
test_cfg,392
action,388
norm,387
length,384
position_ids,383
color,382
K,382
prompt,380
writer,377
eps,376
env,374
T,370
pattern,369
file_name,367
classes,366
obs,365
prob,365
test_dataset,365
embeddings,365
group,365
rank,363
ind,363
height,361
trainer,358
names,356
data_path,356
paths,355
src_tokens,355
dtype,354
bias,354
src,353
pos_inds,353
x0,352
mu,351
scale_factor,350
encoder_out,350
ids,349
sample_size,347
grad,345
header,344
loss_fct,344
ccc,344
input_shape,342
total_loss,335
load_from,334
step,333
class_names,332
test_loader,330
stats,328
order,325
prediction,323
log_config,323
attn_mask,323
delta,322
mode,321
extension,320
total,318
ts,318
C,317
Y,315
img_path,315
M,315
var,314
iou,314
angle,314
model_name,310
sentence,310
lr_scheduler,309
past_key_values,309
decoder,308
keys,308
gt_boxes,308
obj,308
img_shape,307
proposal_list,307
progress,306
world_size,305
val_loader,303
theta,302
data_loader,299
flow,298
shortcut,297
file,295
gt_bboxes_ignore,295
assign_result,295
emb,294
vals,292
ious,291
pointer,290
D,289
dx,288
new_points,288
start_epoch,286
grid,286
log_level,284
dist_params,282
sigma,281
generator,281
bbox_targets,281
bbox_results,281
backbone,280
lengths,279
response,279
reward,278
workflow,278
itr,277
num_imgs,277
bsz,276
frame,276
out_channels,276
xyz,276
ratio,275
datasets,275
split,274
context,273
valid,273
resume_from,273
return_dict,271
x3,269
self,269
sizes,268
output_str,267
mask_pred,266
L,265
flag,265
frames,264
done,264
depth,264
img1,263
gamma,263
bbb,263
attention_out,262
tgt,260
S,260
steps,259
prev_output_tokens,258
kernel_size,257
metric,257
series,257
arr,256
batch_time,256
img2,255
cls,254
seg,253
epoch,253
precision,252
ops,252
pool,249
num_channels,249
G,249
loader,247
o,246
colors,246
lprobs,245
pc,244
ap,242
dims,241
area,241
H,240
id,240
idxs,240
train_data,238
bs,238
beta,237
example,237
encoder_padding_mask,237
fp,236
dataloader,236
url,236
adj,234
factor,233
pad,233
qkv,231
accuracy,230
vocab,229
pbar,229
coords,229
file_path,228
train_sampler,228
BASE_DIR,226
y_pred,224
array,223
box,221
start_idx,220
left,219
token,219
sols,219
ys,218
input_size,217
source,217
ss,217
expected,217
loc,216
words,216
union,214
gt_bboxes_3d,214
loss_cls,213
train_set,212
data_time,212
max_len,212
buffer,209
meta,209
radius,209
distance,208
cnt,207
loss_bbox,207
dy,207
num_points,207
positions,207
tp,206
metadata,206
layer_keys,206
Q,204
W,203
window,203
recall,203
img_metas,203
examples,202
sample_idx,202
error,201
logging_output,201
ntokens,201
mlvl_scores,200
rng,198
tree,198
offsets,198
img_size,198
featmap_sizes,197
input_buffer,197
normalize,196
err,196
row,196
modules,196
content,196
e,196
data_dict,196
blocks,195
cache_dir,193
model_dict,192
cmd,191
wav,191
loss_sum,190
log,189
image_path,189
max_seq_length,189
annos,189
bbox_list,189
max_length,188
indexes,188
src_dataset,188
input_dict,188
strides,187
overlaps,187
use_cache,187
ckpt,187
CLASSES,187
top1,186
f1,186
out_features,186
filepath,185
test_data,185
batches,185
distances,184
val_dataset,184
label_weights,184
src_lengths,184
raw_masks,184
save_dir,183
version,183
means,181
func,181
num_samples,181
ret_dict,181
actions,180
message,180
inp,179
items,179
img_id,178
FLAGS,178
threshold,178
output_scores,178
clf,178
all_hidden_states,177
token_type_ids,177
gt_masks,177
audio,177
act,176
eval_dataset,176
conv1,176
neg_inds,176
counter,174
options,174
keypoints,173
param_state,173
bbox_weights,173
right,172
top,172
groups,172
x4,171
channels,171
base,171
val_pipeline,171
opts,170
fmt,170
t1,170
fname,170
fn,169
table,169
train,169
speed,168
parts,167
hypos,167
parameters,166
fields,166
embed,166
end_idx,165
ann_file_train,165
ann_file_val,165
classname,164
grad_norm,164
answer,164
anno,163
times,163
num_embeddings,163
best_acc,162
total_time,162
head_dim,162
decoder_out,161
dt,161
splits,161
axis,161
image_numpy,161
grad_input,161
