Variable Name,Projects Count
model,472
args,471
parser,469
x,452
loss,412
output,391
data,390
device,365
out,353
mask,346
y,341
result,325
batch_size,319
dataset,308
optimizer,299
labels,295
outputs,294
res,289
idx,275
n,262
t,261
logger,255
config,254
results,254
img,254
i,253
pred,252
k,251
v,251
indices,250
p,246
s,242
index,234
inputs,232
h,232
d,230
target,230
path,228
q,224
name,224
b,217
w,217
logits,217
image,215
label,215
scale,213
m,205
start,205
state_dict,204
r,202
filename,202
a,200
layers,198
c,196
f,195
mean,195
scores,195
end,194
batch,194
z,190
weight,187
__all__,185
value,185
std,184
start_time,182
images,181
df,181
checkpoint,180
x1,178
N,178
text,177
size,175
count,173
features,173
params,172
alpha,169
lines,168
score,168
weights,167
shape,165
key,164
train_dataset,163
x2,159
padding,159
tokenizer,159
ret,157
keys,157
width,156
input,156
g,153
preds,152
B,149
attn,149
kwargs,147
offset,147
seed,147
j,147
lr,146
l,145
file_path,145
eps,144
acc,144
line,143
pos,143
values,143
scheduler,142
msg,142
tmp,142
targets,142
losses,141
sample,140
tensor,140
cfg,139
metrics,138
train_loader,138
prompt,137
norm,136
transform,136
total,136
state,136
trainer,135
u,134
response,134
files,133
model_name,133
diff,133
tokens,132
residual,130
dtype,127
T,126
val,124
save_path,124
correct,124
_,122
query,122
prefix,121
bs,120
noise,119
delta,119
input_ids,119
criterion,118
num_classes,118
dim,118
num,118
file_name,118
qkv,117
names,116
stride,116
emb,116
predictions,116
start_idx,115
writer,115
content,115
samples,114
length,114
root,113
height,113
rank,113
model_path,113
K,112
A,112
probs,111
match,111
temp,110
expansion,110
info,110
url,108
grid,108
dist,107
sigma,107
X,106
pattern,106
imgs,105
output_dir,105
sampler,104
attention_mask,104
ax,103
module,103
world_size,103
message,103
embeddings,103
step,102
bias,102
out_features,101
masks,100
ids,100
head_dim,100
block,98
total_loss,98
gt,98
layer,97
x0,97
cnt,97
M,95
hidden_states,95
C,94
dataloader,94
test_dataset,94
context,94
identity,94
ratio,94
num_samples,93
data_path,93
mode,92
R,92
classes,92
W,91
row,91
item,91
pad,91
prob,90
y1,90
patch_size,90
__version__,90
beta,90
norm_layer,89
header,89
mu,89
H,88
coords,88
token,88
in_channels,88
test_loader,87
parts,87
src,87
color,86
ckpt,86
file,85
precision,85
formatter,85
distance,84
t1,84
loader,84
accuracy,84
end_time,84
attn_mask,84
split,83
version,83
fig,82
end_idx,82
log,82
gamma,82
num_patches,82
kernel_size,81
f1,81
L,81
parameters,80
im,79
matches,79
data_loader,79
net,78
img_path,78
val_loader,78
downsample,78
prompts,78
max_length,78
left,78
epoch,78
xs,77
obj,77
prediction,77
recall,77
stats,77
grad,77
counts,77
points,76
theta,76
num_layers,76
blocks,76
hidden_features,76
id,76
channels,75
rows,75
fn,75
model_type,75
train_data,75
texts,75
out_channels,75
conv,75
y_pred,74
data_dict,74
data_dir,74
S,74
image_path,74
dpr,74
outs,74
pbar,74
opt,74
data_list,73
y2,73
embedding,73
buffer,73
feat,73
ckpt_path,73
kernel,72
order,72
t2,72
center,72
datasets,72
splits,72
arr,72
threshold,71
metadata,71
D,71
counter,71
feats,71
mlp_hidden_dim,71
input_shape,71
max_len,71
ds,70
dx,70
position,69
save_dir,69
steps,69
val_dataset,69
right,69
distances,69
modules,68
train_loss,68
ind,68
lr_scheduler,68
seq_len,68
base,67
freqs,67
img_size,67
train_dataloader,66
factor,66
seq,66
metric,66
title,65
P,65
dims,65
depth,65
feature,65
fp,65
generator,65
inp,64
cols,64
pos_embed,64
flag,64
test_data,64
table,64
words,64
tp,64
scaler,64
dt,63
colors,63
group,63
var,63
scale_factor,63
attr,62
Q,62
cs,62
client,62
dataset_name,62
output_path,61
angle,61
epsilon,61
inds,61
test,61
return_dict,61
idxs,61
area,61
hidden_dim,61
iou,61
denominator,61
config_path,60
mse,60
error,60
pool,60
x3,60
hs,60
rng,60
position_ids,60
image_features,60
variance,60
attn_weights,60
valid,60
sim,60
answer,60
lengths,60
cls,60
models,60
messages,60
groups,60
evaluator,60
total_time,59
e,59
frames,59
o,59
word,59
embed_dim,59
processor,59
param,59
ch,59
grid_size,58
input_size,58
timestamp,58
box,58
frame,58
fmt,57
num_workers,57
task,57
attn_output,57
image_size,57
union,57
local_rank,57
err,56
dy,56
paths,56
example,56
reader,56
suffix,56
meta,56
denom,55
epochs,55
checkpoint_path,55
items,55
vocab,55
transforms,55
loss_dict,55
progress,54
new_state_dict,54
source,54
vocab_size,54
model_kwargs,54
log_probs,54
bbox,54
times,54
head,54
alphas,54
tree,53
now,53
zeros,53
c1,53
filenames,53
shift,53
start_index,53
pairs,53
command,53
matrix,53
sizes,53
ys,52
out2,52
c2,52
chunk_size,52
encoder,52
options,52
defaults,52
headers,52
y_true,52
similarity,52
Y,51
s1,51
cost,51
G,50
boxes,50
string,50
fps,50
cls_tokens,50
cache_dir,50
text_features,50
question,50
normalize,50
ts,50
weight_decay,50
betas,50
V,49
trans,49
loss_fct,49
config_class,49
intersection,49
logit_scale,49
aspect_ratio,49
numerator,49
radius,48
cmd,48
t0,48
mapping,48
out1,48
module_name,48
output_hidden_states,48
grads,48
code,48
temperature,48
pipeline,48
fname,48
shortcut,48
omega,48
filepath,48
x_,47
dst,47
data_time,47
cmap,47
train,47
Z,46
new_size,46
skip,46
pt,46
output_attentions,46
queries,46
output_file,46
description,46
num_heads,46
maxk,46
window_size,46
start_epoch,46
classname,46
positions,45
st,45
dists,45
num_images,45
crop_size,45
new_key,45
video,45
model_config,45
bsz,45
topk,45
examples,45
means,45
windows,45
window,45
duration,45
top,45
latents,45
up,45
act,44
runner,44
array,44
p1,44
top_k,44
grad_norm,44
cache,44
val_loss,44
inner_dim,44
backend,44
progress_bar,44
scales,44
inputs_embeds,44
s2,44
summary,44
edges,44
pe,44
vals,44
log_file,44
cond,44
cos,43
mat,43
image_id,43
ref,43
log_dir,43
cy,43
model_output,43
extensions,43
model_inputs,43
ops,43
method,43
keep,43
max_size,43
timesteps,43
cur,43
perm,42
col,42
model_dir,42
gts,42
class_name,42
all_tokens,42
sequence,42
valid_mask,42
indexes,42
chunks,42
keep_prob,42
global_step,42
x_out,42
iters,41
num_channels,41
env,41
ones,41
success,41
columns,41
num_params,41
xx,41
p2,41
annotations,41
layer_name,41
flops,41
loss_fn,41
use_cache,41
force,41
caption,41
history,41
attention_probs,41
activation,41
train_set,41
ap,41
sources,41
dilation,41
dropout,41
decoder,41
half_dim,41
I,40
bottom,40
dir,40
val_dataloader,40
input_tensor,40
it,40
end_index,40
base_model,40
current_time,40
all_labels,40
eval_dataset,40
strides,40
img_name,40
att,40
memory,40
ans,40
tasks,40
config_file,40
sd,40
n_samples,39
func,39
cx,39
graph,39
step_size,39
project,39
level,39
current,39
answers,39
relative_position_bias,39
backbone,39
correct_k,39
min_value,39
tag,39
num_groups,39
states,38
data_root,38
folder,38
file_handler,38
log_level,38
attention,38
vec,38
context_length,38
random_tensor,38
attention_scores,38
template,38
fh,38
directory,38
logs,38
hidden,38
num_gpus,38
model_dict,38
x_max,37
action,37
