Function Name,Frequency
__init__,37415
forward,17467
__call__,3487
setUp,2474
main,1975
circuit,1623
__len__,1477
__getitem__,1358
__repr__,1199
build,915
call,890
train,746
get_input_embeddings,729
setup,714
step,680
set_input_embeddings,605
_init_weights,581
f,578
__str__,570
parse_args,567
init_weights,515
update,514
prepare_config_and_inputs,479
backward,467
get_config,460
__iter__,456
reset,454
run,451
test_check_output,441
prepare_config_and_inputs_for_common,431
evaluate,388
test,387
transform,381
test_config,372
decode,362
get_output_embeddings,358
func,350
set_output_embeddings,348
preprocess,345
generate,343
sample,324
extra_repr,324
predict,320
tearDown,319
from_config,311
encode,307
doc_to_text,304
_,299
from_pretrained,290
loss,285
fit,280
apply,274
test_model,272
test_check_grad,269
test_model_from_pretrained,266
test_trt_result,265
create_and_check_model,257
get_decoder,250
has_training_docs,248
test_inputs_embeds,245
has_validation_docs,244
has_test_docs,244
load,240
prepare_inputs_for_generation,236
init,235
validation_docs,224
doc_to_target,224
name,222
process_results,219
__eq__,218
reset_parameters,214
construct_requests,212
aggregation,212
higher_is_better,212
__post_init__,211
training_docs,204
wrapper,196
get,192
save,191
should_decontaminate,188
doc_to_decontamination_query,184
init_shape,182
close,181
_prune_heads,181
__getattr__,175
__enter__,174
init_data,174
__exit__,173
config,169
cost,169
device,167
compute,167
test_model_get_set_embeddings,163
load_state_dict,162
get_encoder,161
init_test_case,161
execute,157
__setstate__,155
process,154
get_model,154
_reorder_cache,154
test_docs,152
validate,151
load_model,151
tokenize,150
transpose_for_scores,149
prune_heads,148
train_step,148
resource_params,148
test_initialization,138
is_program_valid,136
init_dtype,136
test_hidden_states_output,136
_make_layer,134
save_vocabulary,132
Bottleneck,131
eval,130
normalize,130
test_forward_signature,129
test_training_gradient_checkpointing,128
collate_fn,127
resize,127
Attention,126
test_retain_grad_hidden_states_attentions,125
reset_model,125
to,124
setUpClass,122
_initialize_weights,120
initialize,118
add,118
_forward,118
fn,118
get_parser,118
load_data,117
postprocess,117
test_training_gradient_checkpointing_use_reentrant,115
test_training_gradient_checkpointing_use_reentrant_false,115
plot,114
load_json,114
Block,114
init_config,114
build_inputs_with_special_tokens,114
build_model,113
compute_metrics,110
rotate_half,110
get_loss,110
InitSchema,110
qfunc,110
check_inputs,109
state_dict,109
forward_train,109
set_decoder,109
apply_rotary_pos_emb,108
_shape,107
Swish,107
test_training,106
compute_reward,106
to_dict,106
shape,105
save_checkpoint,105
prepare_img,104
score,104
Augmentation,104
ContextFlowVectorField,104
loss_fn_ctx,104
Transformer,103
__setitem__,103
MLP,102
