Variable Name,Frequency
x,28324
model,18009
hidden_states,11345
out,8358
output,7098
outputs,6801
loss,6785
result,5607
image,5548
data,5192
res,4916
y,4681
args,4504
config,4088
inputs,3820
_base_,3805
mask,3716
logger,3502
device,3364
batch_size,3288
img,3079
parser,3066
results,3026
attention_mask,2986
dataset,2836
labels,2738
logits,2714
__all__,2622
input_ids,2591
text,2563
dev,2418
msg,2331
_,2197
_backends,2197
name,2174
tokenizer,2155
attn_output,2150
h,2072
optimizer,2044
images,1899
expected,1888
k,1883
prompt,1868
dtype,1779
cfg,1772
train_dataloader,1758
key,1746
return_dict,1724
a,1696
start,1681
v,1677
attn_weights,1635
value,1573
test_pipeline,1571
ret,1563
X,1546
pred,1544
train_pipeline,1537
q,1536
target,1535
z,1518
t,1517
op,1506
config_and_inputs,1499
params,1495
state_dict,1489
indices,1477
s,1467
state,1442
residual,1410
idx,1409
sample,1405
n,1388
scores,1387
test_dataloader,1370
key_states,1344
latents,1340
label,1313
scale,1312
value_states,1310
index,1306
w,1306
scheduler,1292
b,1271
data_preprocessor,1270
features,1246
val_dataloader,1244
input_shape,1241
dataset_type,1222
size,1221
weights,1204
weight,1199
shape,1192
m,1191
attn,1177
input,1135
p,1125
position_ids,1114
end,1112
df,1107
filename,1107
path,1106
optim_wrapper,1097
embeddings,1093
kwargs,1076
c,1049
batch,1048
checkpoint,1041
i,1040
causal_mask,1022
tape,1002
values,994
tensor,991
imgs,988
transform,984
output_hidden_states,982
prompt_embeds,963
all_hidden_states,954
loss_fct,944
layer_outputs,935
processor,914
r,909
output_attentions,908
query,891
model_name,883
d,881
seed,877
x1,870
query_states,866
std,849
response,846
config_class,835
score,831
caption,829
test_evaluator,824
sequence_output,821
feat,818
keys,793
train_cfg,792
offset,786
losses,783
contexts,781
trainer,778
x2,773
tokens,764
preds,761
val_evaluator,761
DATASET_NAME,757
metrics,756
use_cache,755
mean,754
layer,753
A,749
masks,748
width,747
pooled_output,745
inputs_embeds,741
B,735
net,726
outs,726
noise,726
start_time,725
boxes,721
block,706
g,704
timesteps,700
ops,696
tmp,696
emb,695
pixel_values,695
module,687
samples,677
generator,673
param,665
lines,662
bias,661
dim,653
param_scheduler,645
points,643
layers,639
data_root,638
past_key_values,636
alpha,635
length,635
node,635
line,633
attentions,630
f,625
string,623
predictions,621
image_processor,621
grid,617
dataset_name,614
grad,604
eps,603
pipe,595
test_cfg,595
token_type_ids,591
inputs_dict,590
expected_slice,586
hidden_state,580
crop_size,579
content,574
height,573
model_type,573
padding,568
attention_scores,567
mode,565
C,564
info,557
env,557
bboxes,555
base_model_prefix,552
model_kwargs,550
jaxpr,550
auto_scale_lr,547
N,545
acc,537
prediction,534
encoder_hidden_states,533
negative_prompt_embeds,533
attn_mask,531
count,529
frames,527
output_dir,526
train_dataset,524
pos,524
buffer,515
encoder_outputs,514
pattern,509
img_norm_cfg,507
ds,500
seq_len,493
