Function Name,Frequency
__init__,33077
forward,18663
__call__,3279
main,2123
__len__,2108
__getitem__,1867
__repr__,1518
init_weights,1038
train,842
parse_args,832
loss,674
update,616
evaluate,587
reset,516
__iter__,507
backward,484
__str__,473
forward_train,465
_init_weights,430
predict,377
step,350
run,343
setUp,320
extra_repr,317
sample,305
test,304
simple_test,299
decode,295
_init_layers,274
encode,266
_make_layer,264
get_targets,245
reset_parameters,239
save,221
setup,221
get_bboxes,221
load,219
aug_test,217
Bottleneck,215
transform,213
forward_single,203
forward_features,201
_freeze_stages,194
process,187
initialize,185
fit,185
BasicBlock,183
forward_test,178
_inner_forward,176
extract,176
extract_feat,174
Attention,173
from_config,173
load_annotations,170
convert,169
call,168
get,166
Mlp,163
save_checkpoint,160
flops,149
train_step,148
__getattr__,145
forward_dummy,145
build_model,138
inference,134
get_vector,133
vector_dim,132
to,131
preprocess,129
ResNet,128
no_weight_decay,126
load_state_dict,125
get_ann_info,124
__eq__,122
MLP,119
collate_fn,118
norm1,117
__setstate__,116
get_lr,116
close,116
reset_classifier,116
load_model,116
conv3x3,115
AverageMeter,115
validate,115
get_classifier,115
PatchEmbed,114
add,113
Transformer,113
generate,113
_get_bboxes_single,112
__exit__,111
loss_single,111
training_step,110
accuracy,109
Encoder,109
_get_target_single,109
assign,109
__enter__,108
get_params,107
get_model,106
configure_optimizers,106
test_forward,106
wrapper,105
normalize,105
calculate_metric,104
demo_data,104
set_epoch,99
window_partition,99
build,99
_reset_parameters,99
format_results,98
FeedForward,97
save_model,97
get_input_embeddings,97
Trainer,96
calculate_loss,95
Block,94
validation_step,94
render,92
load_checkpoint,92
_cfg,92
__del__,91
metric_info,90
tf,90
get_loss,89
to_tensor,89
make_res_layer,88
window_reverse,86
get_args,85
state_dict,85
set_input_embeddings,84
after_train_iter,82
Model,81
synchronize_between_processes,81
load_data,81
Config,81
init_weight,81
device,81
tokenize,81
crop,80
Decoder,80
inverse,80
norm2,79
_forward,78
__post_init__,78
eval,78
get_labels,78
test_repr,78
before_train_epoch,77
val_step,77
test_initialize,77
get_world_size,76
ToTensor,75
get_rank,75
onnx_export,75
LayerNorm,75
parse,74
resize,73
compute_metrics,73
Normalize,72
_load_from_state_dict,72
get_raw_unit_class,72
convert_raw_to_value,72
__next__,71
get_config,71
show,70
name,70
set_random_seed,70
rotate,70
get_output_embeddings,70
write,68
build_dataset,68
get_cat_ids,68
init,67
log,67
create_model,67
set_output_embeddings,67
tearDown,67
test_transform,67
worker_init_fn,66
get_transform,65
value,65
set_seed,65
prepare_inputs_for_generation,65
compute_loss,64
before_run,64
with_pos_embed,64
full_sort_predict,64
Compose,63
download,63
after_train_epoch,63
get_dataloader,63
get_data_info,62
is_main_process,62
avg,62
_bbox_forward_train,62
flip,62
create_custom_forward,62
custom_forward,62
loss_function,61
WindowAttention,60
PatchMerging,60
get_version,60
_bbox_forward,60
_sample_pos,60
_sample_neg,60
_run,60
get_encoder,60
get_decoder,60
version,60
ae,60
_get_inputs,60
__getstate__,59
print,59
__setattr__,59
_make_stem_layer,59
show_result,59
adjust_learning_rate,59
visualize,57
train_dataloader,57
is_dist_avail_and_initialized,57
TransformerEncoder,56
attention,56
check_norm_state,56
conv1x1,55
Logger,55
log_prob,55
compute,55
copy,55
_filter_imgs,55
info,55
VisionTransformer,54
postprocess,54
BasicLayer,53
train_one_epoch,53
forward_post,53
transpose_for_scores,53
get_data,52
trunc_normal_,52
f,52
_reorder_cache,52
_build_default_pipeline,52
load_dataset,52
median,51
_get_clones,51
extract_features,51
_padding_sequence,51
clear,50
val_dataloader,50
Resize,50
process_data,50
PreNorm,50
get_logger,49
mkdir,49
exists,49
test_step,49
ExampleModule,49
prepare_data,49
read_data,49
test_main,49
get_dataset,48
load_image,48
global_avg,48
score,48
resnet18,47
forward_pre,47
train_epoch,47
resnet50,46
plot,46
train_model,46
norm_cdf,46
init_distributed_mode,46
random,46
load_data_list,46
run_step,45
clean,45
DropPath,45
RandomCrop,45
max,45
pad,45
_get_targets_single,45
_initialize_weights,45
get_image,45
Identity,45
get_train_examples,45
reparameterize,45
_get_db,45
ResBlock,44
hook,44
remove,44
default,44
get_dev_examples,44
message,44
_no_grad_trunc_normal_,43
SwinTransformerBlock,43
SmoothedValue,43
setup_for_distributed,43
test_loss,43
training_configs,43
flatten,42
FocalLoss,42
BaseDataset,42
build_dataloader,42
MetricLogger,42
Dataset,42
build_backbone,42
_mask_forward_train,42
init_mask_head,42
Upsample,42
losses,42
used_info,42
start,41
infer,41
mean,41
__contains__,41
InvertedResidual,41
rescale,41
translate,41
to_dict,41
_create_examples,41
forward_pass,41
add_meter,40
get_parser,40
_parse_ann_info,40
apply,40
__setitem__,40
seed_everything,40
train_dataset,40
register,39
PositionalEncoding,39
SwinTransformer,39
build_optimizer,39
is_norm,39
model_configs,39
fitAndPredict,39
getInfo,39
GaussianBlur,38
MultiHeadAttention,38
save_on_master,38
get_label,38
get_results,38
init_assigner_sampler,38
init_bbox_head,38
get_root_logger,38
sim,38
match,38
add_to_argparse,38
ssim,37
log_every,37
collect_files,37
collect_annotations,37
load_img_info,37
_get_points_single,37
symbolic,37
get_text,37
_get_activation_fn,37
load_config,37
trainer,37
get_test_examples,37
get_args_parser,37
get_action,37
train_mode,37
zero_grad,36
get_optimizer,36
resnet101,36
resize_pos_embed,36
get_sample,36
test_structure,36
test_value,36
eval_mode,36
resnet34,35
size,35
on_epoch_end,35
get_scores,35
projection,35
_make_stage,35
get_targets_single,35
all_gather,35
from_pretrained,35
backward_pass,35
resnet152,34
before_train_iter,34
_do_evaluate,34
Net,34
load_weights,34
flush,34
FPN,34
cat,34
_get_config_directory,34
draw,34
save_image,34
init_model,34
area,34
test_evaluate,34
inner,34
config,34
__hash__,34
test_device,34
get_keywords,34
generate_input_str,34
generate_output_str,34
pre_pipeline,33
_init_weight,33
build_loss,33
voxelize,33
post_process,33
QuickGELU,33
attack,33
encoder,33
custom_decoder,33
Test_Model_Building,33
Test_Model_Saving,33
test_build_model,33
test_default_model_saving,33
test_raises_missing_files,33
register_message_receive_handlers,33
get_output_template,33
DistributedSampler,32
_transform,32
scale,32
decorator,32
ResLayer,32
__nice__,32
TransformerEncoderLayer,32
main_worker,32
reduce_dict,32
SSIM,32
convert_to,32
test_dataloader,32
evaluation,32
custom_encoder,32
Test_Model_forward,32
test_model_train_output,32
optimization,32
support_feature_scores,32
metric_name,32
sigmoid_focal_loss,31
CenterCrop,31
identity,31
get_anchors,31
extract_feats,31
BaseModel,31
query,31
Downsample,31
sigmoid,31
encode_text,31
test_0,31
load_pretrained_weights,31
