Variable Name,Frequency
x,31507
model,14144
out,10520
img,5683
data,5608
loss,5184
_base_,5110
output,4554
mask,4269
args,3788
y,3605
results,3513
result,3180
labels,3079
parser,3018
image,2902
cfg,2835
optimizer,2684
device,2629
h,2604
outputs,2474
dataset,2379
scores,2249
res,2233
attn,2184
batch_size,2097
label,2059
input,1976
logger,1948
__all__,1899
train_pipeline,1789
test_pipeline,1741
imgs,1701
feat,1701
points,1673
v,1637
losses,1604
k,1600
target,1577
s,1556
name,1547
inputs,1523
transform,1463
checkpoint,1449
w,1421
q,1403
config,1398
lr_config,1393
indices,1387
bboxes,1368
runner,1365
idx,1363
outs,1352
img_norm_cfg,1342
p,1317
pred,1292
features,1279
hidden_states,1276
x1,1251
ret,1246
gt_bboxes,1244
m,1181
z,1168
logits,1164
images,1139
t,1123
net,1116
gt_labels,1116
state_dict,1112
value,1101
n,1091
path,1088
r,1073
filename,1055
optimizer_config,1024
x2,1023
weight,1021
boxes,1012
a,1005
i,997
dataset_type,988
f,988
index,984
layers,979
b,979
scale,976
layer,967
d,963
X,958
c,913
data_root,909
masks,908
end,904
lines,885
start,877
text,877
score,849
targets,838
params,832
feats,830
evaluation,823
cls_score,819
bbox,779
repr_str,755
bbox_pred,750
N,738
weights,725
offset,722
block,718
padding,714
alpha,713
new_k,713
tmp,710
df,710
identity,704
input_shape,698
line,686
in_channels,685
key,666
num_classes,661
train_dataloader,657
metrics,654
std,653
preds,650
inds,650
tensor,648
sample,648
predictions,644
size,643
state,636
width,630
batch,625
dir_path,624
stride,620
info,611
mean,607
rois,597
self,593
query,587
pos,579
temp,579
im,576
residual,576
downsample,574
shape,567
B,561
val,559
save_path,553
tokens,552
lr,550
gt,547
values,543
bbox_results,542
y1,539
dist,534
classes,531
input_ids,530
assign_result,524
optim_wrapper,519
acc,515
img_metas,511
msg,507
g,507
center,507
u,503
train_dataset,502
_,499
attn_mask,496
start_time,494
grid,494
sampler,493
attention_mask,492
opt,491
depth,490
anchors,486
count,485
seed,483
expansion,482
norm_layer,482
scheduler,480
root,476
height,476
pos_inds,471
norm,470
files,470
color,464
class_names,464
l,462
file_name,460
gt_bboxes_ignore,459
src,455
samples,455
test_dataloader,454
eps,451
model_path,449
noise,449
item,444
ax,444
message,442
trainer,441
x_out,441
train_cfg,439
module,437
data_loader,435
auto_scale_lr,435
num_imgs,435
embeddings,427
j,426
loss_cls,426
response,420
head,418
tokenizer,415
qkv,413
scale_factor,410
img_shape,409
mode,408
url,407
bbox_targets,407
model_args,407
context,405
img_path,404
val_dataloader,402
xs,402
coords,399
y2,399
raw_masks,399
criterion,396
K,395
mask_pred,392
keys,392
gt_masks,392
proposals,392
feature,391
tgt,390
rank,385
R,381
A,376
checkpoint_config,374
ious,374
dx,373
length,373
out_channels,372
norm_cfg,372
file_path,370
kernel_size,366
prompt,363
new_key,361
prefix,358
annotations,357
correct,355
new_features,349
M,348
content,348
dtype,347
label_weights,347
bias,346
data_preprocessor,345
total_loss,344
output_dir,343
iou,341
loader,341
ids,341
proposal_list,340
dim,339
model_rec,338
fig,337
H,336
model_name,336
diff,334
C,332
model_kwargs,332
featmap_sizes,329
train_loader,328
kernel,328
writer,328
data_path,328
meta,327
colors,327
total_epochs,326
shortcut,326
keep,324
num,323
window,322
world_size,321
valid,320
ind,320
precision,318
img_id,317
y_pred,317
names,316
ap,315
flag,315
img_size,314
mu,312
x0,312
loss_dict,311
bs,311
video,311
rgb,309
dataloader,307
cnt,306
test_dataset,306
head_dim,304
param_scheduler,304
angle,303
metric,302
work_dir,301
kwargs,300
tp,300
left,299
theta,298
dpr,298
out_features,297
ys,297
load_from,296
T,295
tmp_dir,295
loss_bbox,295
fp,294
file,292
cls_scores,291
dy,289
attn_output,288
area,287
num_points,286
prediction,286
backbone,285
seg,285
union,285
distance,284
channels,282
buffer,281
emb,280
x3,279
frames,279
e,279
gt_bboxes_3d,277
header,276
recall,275
epoch,273
L,272
prob,272
frame,271
Y,270
f1,270
tgt2,270
obj,269
pos_embed,268
box,267
step,266
pretrained,266
transforms,266
pts,266
xyz,266
train,266
probs,264
grad,263
env,263
parameters,262
mask_results,262
mesh,262
clip,261
test,261
CLASSES,259
bbox_preds,259
img2,258
delta,256
assigned_labels,256
sigma,255
word,255
table,255
metadata,254
flow,254
order,254
bbox_weights,254
config_dict,254
attention_scores,254
encoder,253
train_data,251
relative_position_bias,249
fp16,248
split,245
embedding,245
img_list,244
items,244
img1,243
total,243
dims,243
annos,243
cls_feat,242
shifted_x,241
log_config,239
user,239
hv,239
factor,238
arr,238
dilation,238
D,237
dataset_name,237
accuracy,236
num_pos,236
test_cfg,236
reduction,235
rng,233
img_info,233
valid_mask,233
y_true,233
obs,232
input_size,232
ratio,231
num_channels,231
row,231
num_patches,230
anno,230
return_dict,230
input_dict,229
fps,228
custom_hooks,227
gamma,227
sample_idx,226
pipeline,226
radius,225
relative_coords,225
eval_results,225
neg_inds,223
det_bboxes,223
memory,223
level,220
val_dataset,219
offsets,219
crop_size,219
inp,218
o,218
num_samples,218
val_pipeline,218
max_depth,218
start_epoch,217
ds,216
out_dir,216
sequence,215
threshold,215
stats,215
test_data,215
ann_file_train,215
conv,214
image_path,214
ann_file_val,214
hidden_features,213
heatmap,213
fea,213
expected_tensor,213
fn,212
W,212
ann,212
image_size,211
right,211
bbox_list,211
blocks,211
parts,210
test_loader,209
bitmap_masks,209
attn_weights,209
normals,209
flops,208
version,208
image_id,208
splits,208
data_dict,207
sim,207
layer_id,207
