Variable Name,Frequency
net,125
data,84
label,42
units,35
img,34
args,33
hidden,33
out,30
body,29
parser,28
pred,25
type_string,25
concat,22
ret,21
param_string,21
fc1,20
sym,20
x,17
shortcut,16
filter_list,16
bottle_neck,16
sample,16
softmax,15
i2h,14
conv1,14
conv2,13
c3,13
data_shape,12
act1,12
batch_size,12
model,12
pool1,12
devs,12
pooling,12
tower_3x3,12
next_state,12
c2,11
c4,11
bn1,11
label_weight,11
act2,10
prefix,10
mod,10
flatten,10
tower_q7,10
depth,10
conv,9
pool,9
bn2,9
index,9
network,9
head,9
param,9
name,8
tower_d7_3x3,8
loc,8
num_stages,8
per_unit,8
embed_weight,8
z,8
hidden_all,8
img_mean_np,8
__all__,8
fc2,7
conv1_1,7
conv2_1,7
conv3_1,7
pool3,7
conv4_1,7
conv5_1,7
item,7
next_h,7
s,7
cproj,7
image_shape,7
p1,7
data_train,7
h2h,7
param_cells,7
last_states,7
state,7
batch_data,7
batch_label,7
indices,7
sizes,7
new_model,7
type,7
fc3,6
pool2,6
pool4,6
path,6
line,6
next_c,6
f,6
curr_path,6
conv3,6
tower_1x1,6
tower_d3x3,6
tower_d7,6
c1,6
resized_img,6
gates,6
slice_gates,6
num_label,6
init_h,6
k,6
data_all,6
label_all,6
data_names,6
label_names,6
batch_label_weight,6
dp_ratio,6
dp,6
ratios,6
logger,5
score,5
in_gate,5
in_transform,5
out_gate,5
i,5
bn,5
act,5
c,5
flat,5
idx,5
metric,5
indata,5
tmp,5
mask,5
ctx,5
shape,5
cls_weight,5
cls_bias,5
audio_paths,5
texts,5
pos,5
xmin,5
ymin,5
xmax,5
ymax,5
from_layers,5
num_filters,5
strides,5
pads,5
normalizations,5
steps,5
mean_blob,5
wmat,5
bottom_order,5
new_gt_boxes,5
start,4
results,4
m,4
n,4
arg_names,4
rest_params,4
deconv_params,4
classes,4
img_per_sec,4
tic,4
cd3x3,4
in3a,4
in3b,4
in3c,4
in4a,4
in4b,4
in4c,4
in4d,4
in4e,4
in5a,4
in5b,4
tower_5x5,4
tower_3x3_d3,4
conv_1,4
conv_2,4
fc,4
num_unit,4
bn3,4
files,4
expected,4
size,4
key,4
b,4
user,4
optimizer,4
forget_gate,4
init_c,4
init_states,4
preds,4
t,4
res,4
sm,4
content_np,4
grad_array,4
lr,4
old_img,4
clip_norm,4
policy,4
y,4
ratio,4
data_batch,4
config,4
outputs,4
bias,4
mode,4
durations,4
net_forward,4
net_backward,4
pad,4
width,4
height,4
label_file,4
bbox,4
lines,4
wmat_dim,4
hdl,4
A,4
W,4
castxml_cc_id,4
castxml_cc,4
castxml_cc_opt,4
gambit_backend_name,4
gambit_backend_version,4
gambit_base_namespace,4
input_files,4
include_paths,4
base_paths,4
header_files_to,4
src_files_to,4
load_classes,4
load_functions,4
ditch,4
auto_detect_stdlib_paths,4
load_parent_classes,4
wrap_inherited_members,4
header_extension,4
source_extension,4
indent,4
known_classes,4
pragmas_begin,4
pragmas_end,4
diff,3
stype,3
optimizer_params,3
log,3
num_update,3
factor,3
relu1_1,3
conv1_2,3
relu1_2,3
relu2_1,3
conv2_2,3
relu2_2,3
relu3_1,3
conv3_2,3
relu3_2,3
conv3_3,3
relu3_3,3
relu4_1,3
conv4_2,3
relu4_2,3
conv4_3,3
relu4_3,3
relu5_1,3
relu6,3
relu7,3
target,3
vocab,3
output,3
LOGGER,3
relu1,3
eps,3
fix_gamma,3
conv_3,3
conv_4,3
__author__,3
img_lst,3
fi,3
yy,3
xx,3
source,3
p,3
a,3
LSTMState,3
LSTMParam,3
data_embed,3
datavec,3
seq_len,3
tks,3
weights,3
batch_data_mask,3
batch_label_mask,3
init,3
input_shape,3
style_np,3
dshape,3
style_array,3
content_array,3
gnorm,3
new_img,3
channels,3
kernel,3
new_size,3
norm,3
conv6_1,3
value,3
counter,3
action,3
reward,3
o,3
dx,3
output_shape,3
mean,3
var,3
embed,3
arg_name,3
gt,3
valid_mask,3
filename,3
tree,3
nd,3
ap,3
layers,3
proto,3
layer_name,3
weight_name,3
gamma,3
beta,3
bn_name,3
stride,3
dilate,3
prev_name,3
input_dim,3
skip_layer,3
step_h,3
step_w,3
batch,3
keys,3
grad_reqs,3
B,3
name1,3
name2,3
err,3
start_t,3
end_t,3
density,2
contexts,2
rhs_density,2
tag,2
content,2
num_epoch,2
weight_sparsity,2
bias_sparsity,2
weight_threshold,2
bias_threshold,2
sparsity,2
threshold,2
fcnxs_args,2
fcnxs_auxs,2
center,2
filt,2
initw,2
fp_out,2
crop,2
conv5_2,2
relu5_2,2
conv5_3,2
relu5_3,2
pool5,2
score2,2
score_pool4,2
score_pool4c,2
score_fused,2
dir,2
dirpath,2
filepre,2
tokpath,2
parentpath,2
tokenize_flag,2
cmd,2
i2h_iuo,2
hs,2
formatter,2
benchmark_args,2
w,2
imgs_per_sec,2
meta_info,2
model_name,2
metrics,2
mean_args,2
input_data,2
c3x3r,2
c3x3,2
cd3x3r,2
tower_d3,2
tower_d3_a,2
tower_d3_b,2
tower_3x3_d3_a,2
tower_3x3_d3_b,2
in3d,2
modified_date,2
__modify__,2
mlp,2
base,2
conv_2_dw,2
conv_dpw,2
pool_size,2
conv1sc,2
act3,2
eltwise,2
shortcut_conv,2
cols_to_use,2
train_index,2
fo,2
result,2
short_egde,2
crop_img,2
cnt,2
root,2
arr,2
h,2
label_embed,2
label_units_embed,2
rn,2
freq,2
negative,2
token,2
max_len,2
wid,2
v,2
context,2
target_word,2
target_weight,2
vocab_size,2
feature_size,2
data_test,2
unit_embed,2
BATCH_SIZE,2
gram_list,2
grad_scale,2
gram_loss,2
cvar,2
content_loss,2
vgg_params,2
style_weight,2
content_weight,2
style_mod,2
content_mod,2
extra_args,2
optim_state,2
gram,2
gvar,2
model_prefix,2
gens,2
nchannel,2
simg,2
skernel,2
grad,2
tv_grad_executor,2
raw_out,2
r_ch,2
g_ch,2
b_ch,2
norm_out,2
model_executor,2
action_shape,2
reward_shape,2
save_dict,2
arg_params,2
aux_params,2
param_saving_path,2
neg_entropy,2
as_,2
episode_rs,2
all_done,2
running_reward,2
step_xs,2
step_xs_nd,2
preprocessors,2
GRUState,2
GRUParam,2
GRUModel,2
update_gate,2
reset_gate,2
htrans_i2h,2
h_after_reset,2
htrans_h2h,2
h_trans,2
h_trans_active,2
seqidx,2
wordvec,2
hidden_concat,2
LSTMModel,2
state_name,2
prob,2
words,2
weight,2
states,2
loss,2
dot,2
rnn_type,2
num_rnn_layer,2
num_hidden_rnn_list,2
forward_init_h,2
backward_init_h,2
conv_layer1_filter_dim,2
conv_layer1_stride,2
conv_layer2_filter_dim,2
conv_layer2_stride,2
seq_len_after_conv_layer1,2
seq_len_after_conv_layer2,2
data_set,2
batchnorm_gamma,2
batchnorm_beta,2
prototype,2
interp_methods,2
new_width,2
new_height,2
image_file,2
temp,2
res_file_folder,2
image_set_index,2
difficult,2
cls_id,2
num_classes,2
objects,2
npos,2
image_ids,2
tp,2
fp,2
recs,2
r,2
ovmax,2
num_layers,2
net_param,2
