Word,Frequency
the,2453
license,1459
to,899
of,836
or,717
under,651
file,606
this,595
in,581
for,560
you,503
is,502
distributed,490
apache,486
with,441
a,404
see,343
and,336
may,327
software,324
asf,324
licenses,324
as,237
use,224
on,224
an,213
by,211
not,202
parameters,202
specific,194
list,194
one,183
information,178
at,177
version,176
either,175
int,174
required,171
org,170
more,169
work,168
any,168
additional,166
www,166
http,165
without,165
except,164
copyright,163
obtain,163
copy,163
kind,163
licensed,162
foundation,162
contributor,162
agreements,162
notice,162
regarding,162
ownership,162
compliance,162
unless,162
applicable,162
law,162
agreed,162
writing,162
basis,162
warranties,162
conditions,162
express,162
implied,162
language,162
governing,162
permissions,162
limitations,162
image,161
name,152
str,151
x,148
returns,117
data,113
be,112
if,109
symbol,102
from,99
index,95
input,95
used,82
ndarray,79
return,78
float,76
size,70
path,66
mx,65
network,63
label,62
that,61
each,60
shape,60
param,60
y,59
number,58
pylint,57
module,55
training,54
will,54
layer,54
output,53
which,52
crop,50
caffe,50
get,49
tuple,48
stage,48
disable,48
model,46
same,45
optional,44
resnet,44
function,43
value,43
given,42
set,42
alpha,42
mxnet,42
prototxt,42
default,41
all,41
it,40
dataset,40
random,40
numpy,39
are,38
mean,38
can,37
loss,37
gradient,37
i,36
ground,36
g,35
c,35
true,34
class,33
example,33
t,33
when,33
logger,33
weight,32
channels,32
workspace,32
type,32
https,31
into,31
blob,31
we,30
batch,30
shuffle,30
import,30
height,30
width,30
kernel,29
original,29
level,28
load,28
s,28
layers,28
whether,28
gpu,27
coding,27
utf,27
convolution,27
record,27
arguments,26
logging,26
string,26
base,26
units,26
dtype,26
add,26
maximum,26
com,25
cuda,24
deep,24
nd,24
dict,24
computation,24
filename,24
iterator,23
root,23
array,23
github,23
python,23
stride,23
test,23
context,23
full,23
operators,22
images,22
double,22
pooling,22
learning,22
padding,22
dictionary,22
none,22
n,21
should,21
format,21
only,21
states,21
const,21
neural,20
iteration,20
boolean,20
create,20
means,20
convert,20
values,20
castxml,20
pragma,20
params,19
order,19
directory,19
between,19
have,19
many,19
ratio,19
truths,19
call,19
compiler,19
run,18
note,18
need,18
arxiv,18
r,18
object,18
than,18
channel,18
forward,18
labels,18
bool,18
find,18
wildcard,18
axpy,18
matrix,17
files,17
state,17
out,17
names,17
sym,17
train,17
defaults,17
current,17
new,17
sparsity,16
threshold,16
mask,16
make,16
where,16
e,16
tuples,16
false,16
operator,16
precision,16
master,16
code,16
structure,16
gradients,16
truth,16
aspect,16
generated,16
ctx,16
bulk,16
boss,16
gnu,16
do,15
sparse,15
group,15
args,15
cell,15
reference,15
py,15
missing,15
variable,15
sub,15
compute,15
no,15
too,15
options,15
func,15
debug,15
gambit,15
paper,14
networks,14
weights,14
absolute,14
skip,14
here,14
target,14
specified,14
factor,14
supports,14
adapted,14
docstring,14
wrapper,14
scale,14
src,14
hello,14
world,14
otherwise,13
w,13
resize,13
form,13
classes,13
imagenet,13
first,13
such,13
instead,13
policy,13
norm,13
minimum,13
rate,13
source,13
up,12
parse,12
print,12
optimizer,12
png,12
tornadomeet,12
author,12
wei,12
wu,12
previous,12
d,12
scope,12
lstm,12
inputs,12
img,12
using,12
independent,12
distribution,12
before,12
kwargs,12
details,12
caffemodel,12
empty,12
branch,12
autograd,12
types,12
gcc,12
diagnostic,12
symbols,11
must,11
updates,11
update,11
voc,11
so,11
evaluation,11
after,11
processed,11
concat,11
global,11
read,11
reads,11
result,11
handle,11
template,11
key,11
cropping,11
imdb,11
randomly,11
various,11
bgr,11
graph,11
would,11
server,11
hpp,11
average,10
cpu,10
bias,10
calculate,10
grad,10
larger,10
takes,10
its,10
zeros,10
about,10
write,10
next,10
map,10
sample,10
define,10
configuration,10
doesn,10
access,10
support,10
initial,10
pascal,10
upgrade,10
tool,10
rgb,10
like,10
argument,10
padded,10
threadidx,10
launch,10
gpus,10
epoch,9
initialize,9
following,9
b,9
line,9
then,9
two,9
provided,9
transform,9
simple,9
residual,9
unit,9
frame,9
converted,9
