Word,Frequency
the,394493
of,231958
to,180314
a,130233
for,122861
in,109793
and,102497
is,99324
tensor,67043
args,55056
with,55002
if,53096
list,52707
this,49969
be,49787
int,45897
x,45105
default,44889
shape,44635
from,43707
model,43197
or,40989
returns,40464
each,39452
n,39399
torch,39328
dict,38636
image,37509
optional,33936
number,32423
data,31542
c,31307
input,30754
self,30733
as,29609
are,28372
all,28344
that,28323
by,28249
none,27868
on,26761
b,26003
not,25866
size,25256
float,25054
true,25034
str,24866
class,24210
used,23592
loss,23274
w,23089
will,22732
it,22125
output,21873
return,21725
h,21721
s,21181
file,20874
dataset,20828
use,20589
license,20387
function,20347
layer,20227
an,20150
bool,20046
batch,19442
t,19385
we,19361
param,19200
set,19103
tuple,18962
training,18833
https,18166
e,16474
i,16470
config,16451
parameters,15538
obj,15159
print,15077
k,14774
test,14675
false,14367
module,14142
which,14066
path,13925
can,13592
whether,13456
value,13447
feature,13402
np,13395
source,13301
at,13294
type,13277
only,13268
when,13196
array,13176
m,13136
g,13004
boxes,12994
points,12862
get,12657
features,12608
y,12520
mask,12513
d,12334
should,12068
defaults,11978
copyright,11965
one,11621
results,11250
given,11099
same,10964
org,10963
name,10906
box,10869
index,10827
scale,10747
nn,10562
images,10399
attention,10335
level,10302
under,10241
labels,10190
code,10183
r,9813
weights,9734
compute,9722
forward,9677
ndarray,9646
weight,9593
sequence,9577
has,9498
f,9468
target,9464
load,9455
values,9408
where,9405
sample,9329
using,9258
channels,9222
l,9108
numpy,9094
z,9080
into,9062
dictionary,9046
single,8941
label,8904
format,8886
object,8876
first,8863
its,8820
add,8813
com,8806
layers,8744
see,8662
head,8616
p,8589
directory,8583
length,8561
arguments,8361
time,8344
arxiv,8334
pytorch,8197
train,8135
random,8039
block,8011
have,7868
method,7867
you,7781
original,7767
after,7729
github,7687
v,7641
point,7640
no,7607
models,7576
map,7520
note,7512
save,7454
outputs,7448
root,7258
bbox,7248
matrix,7239
indices,7140
string,7118
truth,7098
mean,7072
any,7068
learning,7045
bboxes,6927
network,6924
ground,6880
j,6775
based,6750
tokens,6736
token,6707
dim,6695
samples,6691
base,6620
key,6514
q,6507
between,6498
optimizer,6460
encoder,6447
range,6406
dimension,6378
padding,6359
abs,6338
rate,6307
mode,6298
embedding,6281
then,6272
classification,6260
py,6237
prediction,6223
current,6209
different,6108
scores,6101
licensed,6087
u,6087
create,6063
instance,6008
convert,6007
but,5994
epoch,5946
per,5893
step,5869
example,5840
so,5773
log,5769
math,5724
information,5713
new,5707
device,5670
may,5657
version,5594
update,5580
inputs,5576
width,5555
result,5549
distributed,5497
keys,5481
containing,5460
state,5423
last,5422
found,5398
contains,5351
decoder,5350
inc,5334
conv,5326
rights,5313
o,5285
two,5274
corresponding,5273
split,5270
tree,5265
end,5257
classes,5217
text,5200
max,5162
without,5124
parameter,5083
specified,5076
before,5058
reserved,5055
order,5052
average,5006
over,4980
generate,4976
channel,4954
masks,4941
gt,4934
evaluation,4931
specific,4924
height,4910
do,4903
more,4887
than,4886
factor,4871
depth,4858
predictions,4850
check,4836
calculate,4823
bias,4804
initialize,4790
affiliates,4759
center,4750
score,4741
facebook,4722
checkpoint,4711
implementation,4679
paper,4661
len,4646
non,4617
coordinates,4611
normalization,4586
apply,4584
stride,4570
need,4567
position,4559
convolution,4549
other,4526
multi,4525
configuration,4520
pdf,4489
must,4486
import,4410
some,4409
bounding,4409
pretrained,4396
make,4386
positive,4379
resnet,4364
task,4364
info,4359
id,4334
mit,4313
transformer,4311
multiple,4299
pre,4292
transform,4272
build,4257
targets,4239
norm,4237
out,4224
anchors,4211
dropout,4194
top,4179
also,4178
sum,4169
linear,4160
predicted,4134
img,4129
during,4114
files,4112
todo,4023
case,3961
maximum,3959
here,3946
following,3935
run,3930
language,3929
query,3919
either,3917
returned,3913
process,3892
ratio,3862
stage,3844
start,3815
iou,3803
required,3774
python,3774
cfg,3767
up,3766
copy,3750
sentence,3741
trained,3655
kernel,3651
hidden,3635
there,3623
lr,3585
gpu,3565
otherwise,3564
