Variable Name,Frequency
x,33458
out,11400
model,11172
loss,6063
output,5392
img,5334
data,4834
args,4313
mask,3946
parser,3703
y,3486
dataset,2950
outputs,2925
labels,2896
results,2764
optimizer,2670
h,2530
device,2484
logger,2477
_base_,2403
image,2352
batch_size,2306
result,2134
s,1968
scores,1944
target,1930
label,1919
__all__,1918
res,1880
v,1816
indices,1783
idx,1731
features,1728
cfg,1719
p,1709
k,1615
t,1589
weight,1585
w,1581
attn,1572
logits,1509
name,1480
m,1453
points,1442
n,1432
config,1407
start,1355
checkpoint,1286
net,1280
i,1279
losses,1279
f,1252
x1,1246
filename,1226
a,1211
path,1192
ret,1189
d,1183
inputs,1175
end,1174
pred,1168
images,1151
text,1146
index,1144
transform,1113
bboxes,1110
q,1084
boxes,1076
residual,1055
c,1045
r,1038
state_dict,1030
input,1025
layers,1016
b,1012
padding,992
feat,989
scale,983
weights,973
score,967
z,966
state,963
df,962
x2,893
gt_bboxes,875
line,869
imgs,862
lr,860
batch,846
hidden_states,833
masks,832
value,830
params,826
alpha,823
outs,822
X,815
train_pipeline,814
criterion,800
targets,790
size,781
stride,779
offset,774
tmp,772
N,766
test_pipeline,764
key,761
layer,746
in_channels,741
model_args,737
tokens,734
lines,724
lr_config,718
sample,707
inds,690
img_norm_cfg,689
mean,688
model_kwargs,686
predictions,683
bbox,682
gt_labels,667
acc,654
expansion,650
preds,650
runner,644
num_classes,629
shape,624
msg,618
count,605
bbox_pred,604
noise,603
tensor,602
std,599
y1,596
dist,581
width,580
optimizer_config,578
metrics,575
feats,572
temp,571
identity,565
start_time,564
info,560
block,558
g,556
downsample,554
val,554
repr_str,548
module,546
B,537
rois,537
R,531
data_root,528
im,527
input_ids,527
train_dataset,518
root,513
anchors,510
total,502
cls_score,502
diff,500
kernel_size,497
attn_mask,493
feature,492
tokenizer,491
correct,490
norm,489
_,485
l,482
dataset_type,482
norm_layer,480
files,478
samples,478
obj,472
self,472
scheduler,470
evaluation,470
A,467
attn_weights,465
opt,463
fig,462
num,458
dim,456
probs,451
j,450
M,447
input_shape,446
pos,445
ops,444
seed,443
grad,442
train_loader,441
ax,441
shortcut,440
src,436
sampler,433
values,432
valid,432
gt,432
item,431
keep,431
center,431
prefix,426
y2,423
new_features,421
bias,419
u,418
C,414
order,414
assign_result,412
save_path,410
paths,405
proposals,405
trainer,403
color,402
query,401
classes,397
names,397
step,396
obs,396
data_path,395
bbox_results,395
x0,390
kwargs,389
encoder,385
ind,384
pos_inds,381
tgt,380
loader,379
S,379
grid,377
attention_mask,377
out_channels,376
kernel,376
num_imgs,376
height,375
ids,374
header,373
T,373
rank,368
src_tokens,367
prob,366
length,362
class_names,362
eps,360
adj,356
data_loader,355
file_name,355
conv,353
K,350
delta,349
embeddings,346
encoder_out,346
task,344
writer,343
stats,337
output_dir,337
img_size,334
depth,332
xyz,332
scale_factor,331
total_loss,330
loss_fct,330
world_size,328
test_loader,324
G,324
precision,322
sigma,322
grad_input,322
gt_bboxes_ignore,321
x_out,320
img_metas,320
norm_cfg,319
sample_size,318
img1,318
dtype,317
bbox_targets,316
source,315
seq,315
dx,311
url,309
img_shape,307
theta,307
colors,304
factor,303
ds,300
group,299
decoder,298
itr,298
meta,297
ious,296
xs,295
train_data,294
test_dataset,293
checkpoint_config,293
flag,292
loss_cls,292
H,291
ratio,290
mask_pred,290
x3,289
var,289
emb,289
proposal_list,289
img2,289
img_path,288
e,287
split,286
gt_masks,286
epoch,285
mode,285
prev_output_tokens,284
recall,284
max_len,284
lengths,284
D,283
model_name,280
head,280
flow,279
bsz,277
coords,277
dilation,277
iou,276
inp,275
prediction,274
sizes,273
angle,272
cnt,271
keys,269
gt_boxes,269
accuracy,267
seg,265
total_epochs,265
input_size,264
dataloader,263
backbone,262
sentence,262
flops,262
raw_masks,259
ap,258
message,258
val_loader,257
buffer,257
lprobs,257
context,256
pad,255
o,255
datasets,255
table,254
fname,254
fp,253
W,251
file_path,251
modules,251
beta,250
env,250
train_cfg,250
union,249
label_weights,249
test,247
loss_bbox,247
start_epoch,246
vocab,246
train,245
action,245
featmap_sizes,245
examples,244
positions,243
words,243
token,241
op,240
area,239
out1,239
model_path,238
patch_size,237
tp,236
example,236
bs,235
lr_scheduler,235
frame,235
generator,234
file,232
num_channels,232
encoder_padding_mask,231
progress,230
num_pos,230
out_features,230
row,228
