Word,Frequency
the,538058
of,295818
to,237523
a,172762
for,160532
in,135236
and,128390
is,125152
obj,91067
model,74162
this,70082
with,68586
or,68108
be,65081
if,64557
tensor,62027
list,60672
from,55025
optional,51991
args,51489
shape,50566
int,48196
each,45573
that,43333
are,42828
x,42407
torch,42370
not,42324
license,41812
as,39867
default,39376
returns,39200
on,38116
input,37906
class,37433
by,37263
number,35244
all,35011
used,33952
image,33380
true,32934
output,31538
data,30730
dict,29982
will,29702
an,29493
it,29406
self,28987
str,28641
n,28622
use,27757
we,27547
layer,27543
size,27197
loss,26898
file,26430
tuple,26343
config,25733
return,25707
attention,25223
when,25117
batch,25035
c,23904
param,23681
none,23211
bool,23013
can,22431
s,22294
set,22175
sequence,21546
token,21417
float,21322
at,20669
training,19796
function,19682
under,19644
mask,19426
one,19130
dataset,19055
parameters,18794
https,18654
tokens,18500
whether,18471
b,18236
which,18135
defaults,18117
only,18098
see,18039
you,17596
transformers,17371
t,17326
should,16841
false,16824
labels,16267
weights,15934
value,15422
models,15164
e,15086
w,14746
length,14608
copyright,14377
org,14273
test,14194
values,14126
source,13978
module,13744
get,13737
type,13677
i,13666
path,13484
name,13443
feature,13326
h,13139
outputs,13083
tf,12996
given,12956
using,12935
load,12866
compute,12833
first,12752
indices,12656
print,12442
may,12011
boxes,11871
features,11843
have,11813
head,11762
its,11746
same,11745
layers,11739
index,11723
any,11483
np,11328
classification,11309
array,11171
has,11168
into,11057
add,10985
configuration,10983
g,10948
box,10916
single,10773
code,10773
distributed,10733
returned,10630
no,10629
arguments,10535
where,10447
method,10320
pytorch,10319
object,10260
forward,10249
target,10180
images,10169
inputs,10055
dictionary,10023
floattensor,9978
level,9940
encoder,9848
base,9788
version,9766
specific,9719
directory,9599
language,9599
string,9592
end,9566
results,9551
scores,9517
channels,9480
ids,9420
padding,9386
tokenizer,9351
k,9345
nn,9264
but,9253
numpy,9228
format,9215
scale,9161
after,9116
decoder,8987
hidden,8976
key,8879
arxiv,8758
licensed,8674
note,8618
points,8613
root,8558
more,8518
last,8424
pretrained,8382
ndarray,8248
without,8244
inc,8138
states,8114
train,8048
weight,8034
sample,8028
random,8022
required,7970
com,7945
label,7907
y,7891
so,7872
m,7821
apache,7801
time,7769
tensors,7753
passed,7715
network,7699
masked,7664
example,7655
original,7646
embeddings,7583
instance,7566
different,7456
either,7405
check,7393
contains,7385
create,7350
then,7349
block,7310
facebook,7277
position,7259
import,7252
embedding,7217
current,6985
abs,6969
text,6903
matrix,6898
map,6824
mean,6811
heads,6801
new,6797
learning,6750
copy,6729
save,6718
before,6673
prediction,6660
github,6645
convert,6620
dimension,6582
state,6567
based,6559
py,6548
per,6478
d,6443
update,6418
point,6411
make,6383
between,6361
provided,6346
task,6328
dim,6232
found,6198
range,6176
affiliates,6173
step,6127
classes,6118
two,6113
optimizer,6104
mode,6096
also,6061
samples,6044
than,6044
truth,5998
width,5992
need,5964
average,5955
containing,5945
logits,5925
bbox,5922
log,5900
http,5899
linear,5897
sentence,5893
top,5883
multiple,5857
do,5831
attentions,5830
rate,5809
corresponding,5806
keys,5776
id,5769
order,5740
ground,5731
over,5731
specified,5729
other,5719
max,5718
split,5696
instead,5681
information,5675
bert,5655
rights,5653
software,5651
vocabulary,5649
r,5647
generate,5635
reserved,5591
up,5423
device,5423
bboxes,5389
maximum,5371
tree,5361
some,5354
examples,5354
evaluation,5328
case,5325
files,5301
must,5291
during,5259
masks,5253
initialize,5245
longtensor,5242
softmax,5237
pre,5231
height,5202
following,5168
special,5121
like,5120
huggingface,5090
checkpoint,5069
python,5049
score,5017
convolution,5014
predictions,4999
except,4979
out,4956
result,4923
conv,4920
transformer,4866
anchors,4852
start,4848
here,4839
build,4837
pass,4817
www,4782
stride,4778
bounding,4770
non,4733
f,4718
conditions,4703
parameter,4692
selected,4679
process,4659
run,4649
second,4646
obtain,4621
instances,4618
apply,4595
mit,4591
computing,4575
epoch,4574
word,4528
there,4518
channel,4465
vector,4445
implied,4445
len,4432
unless,4362
kind,4350
dropout,4337
cross,4311
html,4311
datasets,4306
resnet,4274
regression,4271
warranties,4270
gt,4258
elements,4251
sequences,4243
json,4231
p,4222
applicable,4222
targets,4203
implementation,4186
loading,4169
element,4162
computed,4150
argument,4142
basis,4133
sampling,4133
every,4130
writing,4122
express,4118
todo,4111
they,4084
licenses,4079
positions,4054
proposals,4050
predicted,4044
these,4039
factor,4031
sum,4002
segmentation,4001
does,3976
coordinates,3970
law,3969
multi,3919
calculate,3909
limitations,3895
positive,3889
paper,3885
agreed,3879
added,3878
math,3868
permissions,3862
utf,3858
bias,3851
initial,3851
compliance,3845
governing,3844
params,3841
want,3821
don,3811
right,3801
line,3792
transform,3789
norm,3775
filename,3775
pdf,3772
info,3769
trained,3745
blocks,3731
generated,3725
frame,3715
z,3709
otherwise,3696
memory,3691
details,3676
meth,3649
normalization,3632
pair,3612
activation,3589
center,3588
remove,3586
pad,3559
them,3547
residual,3542
next,3542
just,3534
left,3516
coding,3516
according,3503
gradient,3501
iou,3498
location,3479
img,3424
call,3422
ignored,3396
func,3375
ratio,3350
span,3330
gpu,3329
global,3326
indicates,3322
valid,3319
v,3318
keep,3314
names,3306
l,3298
bsz,3280
integer,3274
fairseq,3249
metrics,3243
since,3237
standard,3235
probability,3228
filter,3221
avoid,3213
options,3209
axis,3205
such,3205
decoding,3203
item,3182
empty,3152
testing,3148
lr,3139
error,3136
anchor,3114
modeling,3113
part,3112
logging,3111
noqa,3109
stage,3107
was,3105
objects,3098
context,3088
local,3083
both,3075
settings,3075
kernel,3073
query,3068
space,3064
support,3064
modules,3060
cache,3050
tasks,3048
tensorflow,3045
project,3031
beam,3031
threshold,3018
total,3017
final,3013
match,3008
how,3002
called,2993
what,2979
graph,2967
steps,2954
their,2950
kwargs,2949
large,2941
defined,2933
your,2913
search,2909
seed,2908
sure,2899
means,2897
contain,2888
depth,2886
simple,2876
team,2865
variable,2843
encoding,2843
env,2834
frames,2824
bs,2811
change,2795
cfg,2794
action,2794
initialization,2792
else,2789
computes,2777
zero,2777
pipeline,2771
been,2769
weighted,2747
detection,2746
download,2741
re,2737
negative,2736
networks,2732
cls,2731
dtype,2724
read,2698
methods,2691
already,2689
bin,2687
main,2679
relative,2673
color,2664
distribution,2664
prepare,2662
attributes,2661
group,2654
vectors,2652
supported,2647
uses,2646
user,2641
sub,2639
loaded,2607
maps,2591
validation,2583
inference,2562
while,2561
std,2560
logger,2559
associated,2553
encode,2552
master,2551
take,2546
distance,2539
extract,2534
handle,2527
needed,2522
window,2522
reference,2521
back,2513
ignore,2510
j,2499
because,2492
backbone,2488
question,2482
eval,2477
os,2476
losses,2474
vocab,2467
cpu,2466
find,2463
wrapper,2458
crop,2441
best,2441
init,2432
additional,2432
construct,2422
define,2417
through,2411
expected,2402
now,2389
authors,2388
callable,2375
store,2369
useful,2362
functions,2350
blob,2343
prefix,2343
applied,2336
saved,2330
normalize,2323
usage,2311
environment,2311
architecture,2308
documentation,2306
etc,2302
predict,2285
pairs,2269
transforms,2266
refer,2248
video,2245
binary,2244
meta,2244
rotation,2243
style,2241
fixed,2240
those,2231
tests,2219
node,2211
assert,2210
append,2208
annotations,2204
speed,2199
generation,2198
pooling,2198
randomly,2196
idx,2192
levels,2181
directly,2179
cuda,2176
our,2176
done,2175
parser,2171
above,2166
available,2165
column,2161
front,2156
field,2155
convolutional,2149
modified,2141
computation,2131
evaluate,2128
parse,2124
policy,2119
previous,2118
pil,2117
sizes,2115
words,2115
transformation,2115
always,2109
coco,2108
perform,2106
corresponds,2105
relu,2104
flip,2101
semantic,2099
generator,2094
full,2087
dimensions,2085
q,2079
mapping,2074
co,2068
progress,2066
google,2055
relevant,2055
glossary,2047
decay,2038
sampled,2037
batches,2036
eos,2033
metric,2030
annotation,2024
url,2021
deep,2018
groups,2018
net,2014
way,2013
including,2012
along,2011
area,2006
library,2000
representation,1998
disable,1985
correct,1984
write,1983
form,1975
takes,1972
across,1968
imagenet,1968
usr,1963
pretrainedtokenizer,1956
script,1954
copied,1951
bn,1947
keeping,1946
processing,1944
setting,1942
unit,1941
normalized,1940
equal,1935
iterable,1929
alpha,1927
shift,1924
extra,1923
select,1923
flag,1922
noise,1922
created,1922
operation,1916
attribute,1912
spatial,1909
small,1904
augmentation,1902
iteration,1900
most,1899
precision,1895
might,1893
boolean,1889
possible,1887
running,1886
raw,1882
gradients,1882
camera,1875
setup,1874
fields,1866
region,1857
variables,1856
bottleneck,1856
grid,1855
specify,1853
dataloader,1851
being,1848
fmt,1848
normal,1845
row,1837
table,1831
replace,1829
control,1829
protocol,1827
lengths,1823
override,1815
utils,1813
parallel,1809
min,1808
val,1808
would,1805
pixel,1802
inside,1796
category,1780
converted,1780
work,1769
def,1755
plus,1755
similar,1748
matching,1743
coordinate,1742
converts,1737
too,1734
backward,1733
currently,1733
buffer,1731
classifier,1730
long,1726
angle,1725
needs,1717
custom,1714
necessary,1714
branch,1712
square,1712
trainer,1711
sentences,1706
answer,1700
initializing,1700
direction,1692
reduction,1691
probabilities,1690
optionally,1690
command,1689
interface,1683
many,1681
assign,1678
uncased,1678
translation,1676
option,1674
skip,1673
initialized,1671
scaling,1670
beginning,1670
loop,1669
strings,1667
resize,1665
requires,1657
fine,1654
num,1654
general,1653
plot,1652
rank,1646
gpus,1643
system,1637
definition,1637
nms,1634
mini,1633
automatically,1633
stored,1632
background,1632
deltas,1626
offset,1621
off,1609
scalar,1605
choose,1600
representing,1600
pt,1600
open,1598
checkpoints,1597
present,1596
within,1594
batchsize,1594
reduce,1592
shuffle,1587
absolute,1582
named,1582
minimum,1580
projection,1578
proposal,1577
please,1573
sets,1568
show,1560
lower,1558
character,1555
fast,1550
sequential,1540
optimization,1537
constructs,1531
assume,1529
helper,1529
below,1527
about,1526
entropy,1522
padded,1514
outside,1514
constant,1505
cnn,1504
whole,1504
u,1500
bar,1498
plt,1497
segment,1494
scales,1490
src,1488
algorithm,1487
wise,1474
resolution,1473
instantiate,1473
internal,1461
al,1460
abstract,1460
patch,1454
keyword,1454
taken,1452
neural,1449
via,1446
calling,1442
well,1435
accuracy,1433
join,1432
agent,1432
gpt,1432
put,1431
defines,1431
unsqueeze,1428
encoded,1426
positional,1423
behavior,1417
detail,1416
metadata,1412
rgb,1408
my,1402
past,1401
et,1400
cannot,1400
creates,1398
times,1397
roi,1396
gaussian,1392
reset,1390
tuples,1389
several,1386
exists,1382
usually,1381
eps,1380
tokenization,1380
obtained,1374
having,1374
rescale,1370
recognition,1367
performs,1366
docs,1366
pretrainedmodel,1366
doesn,1365
related,1364
flags,1364
txt,1361
recall,1361
view,1360
items,1356
around,1354
adding,1353
entity,1353
roberta,1347
folder,1346
common,1346
sampler,1346
clip,1345
include,1344
cell,1341
three,1340
structure,1336
down,1331
en,1330
edge,1329
implements,1326
th,1323
shared,1320
sep,1315
typically,1315
columns,1311
indicate,1306
statistics,1305
iterator,1305
prior,1300
arrays,1299
epochs,1297
performing,1297
represents,1296
could,1294
scheduler,1294
provide,1292
fit,1292
ensure,1291
decode,1290
pred,1289
processes,1285
matrices,1285
paths,1283
try,1282
pixels,1282
research,1282
o,1280
cached,1277
runs,1275
