Variable Name,Frequency
x,25611
out,11361
model,10370
data,6588
loss,5985
result,5867
output,5010
outputs,4221
img,4201
args,4129
y,3724
parser,3702
mask,3650
net,3533
name,3336
image,3260
batch_size,3228
labels,3043
optimizer,3014
dataset,2858
s,2846
inputs,2814
path,2793
logger,2677
h,2500
__all__,2449
scores,2186
res,2183
m,2113
label,2029
ret,2014
logits,2003
p,2003
n,1959
text,1942
results,1895
i,1847
images,1826
value,1816
device,1764
v,1752
d,1750
w,1744
config,1738
r,1725
features,1673
t,1641
line,1588
f,1580
idx,1485
c,1460
_base_,1405
k,1382
target,1374
end,1355
num_classes,1350
residual,1342
start,1334
X,1324
weights,1268
state,1264
indices,1256
params,1245
layers,1243
tokens,1231
img_norm_cfg,1194
pred,1191
a,1178
x1,1174
msg,1170
data_root,1167
boxes,1152
optimizer_config,1151
weight,1151
lr_config,1138
train_cfg,1135
total_epochs,1132
dataset_type,1119
test_cfg,1117
bboxes,1112
filename,1084
index,1078
lines,1059
url,1056
key,1054
log_level,1042
load_from,1042
dist_params,1032
log_config,1031
losses,1028
checkpoint_config,1027
resume_from,1025
workflow,1025
work_dir,1015
input,1014
batch,1000
input_ids,993
x2,985
offset,969
score,945
b,931
im,926
dist,918
predictions,910
size,904
scale,897
z,881
prefix,861
checkpoint,856
hidden_states,828
ax,827
test_pipeline,819
lr,818
width,814
g,811
train_pipeline,810
alpha,808
in_channels,807
shape,807
tokenizer,793
bbox,792
preds,775
version,768
targets,729
cfg,726
y1,721
attn,710
downsample,707
files,703
points,702
count,697
_,681
obj,675
length,665
val,662
FLAGS,661
root,657
masks,656
tmp,653
inds,642
y2,633
padding,627
temp,627
expansion,626
q,624
opt,622
N,620
height,614
outs,613
buf,607
sample,606
match,605
j,601
values,600
df,598
proposals,594
l,590
parts,582
xs,574
state_dict,571
order,570
mean,567
item,567
node,567
tensor,566
acc,563
fig,553
evaluation,553
rois,553
input_shape,551
grad,548
start_time,542
layer,541
anchors,536
info,535
scheduler,532
action,525
metrics,522
u,520
std,517
gt,507
stride,506
config_and_inputs,505
transform,499
theta,499
examples,496
gt_bboxes,495
pos,490
hidden,489
A,485
criterion,483
imgs,481
block,481
kwargs,481
other,476
probs,475
mode,474
delta,474
keep,473
correct,472
input_mask,470
diff,465
encoding,460
attention_mask,458
pos_inds,452
network,451
R,450
feat,445
train_loader,445
embeddings,443
total_loss,442
e,441
samples,439
head_mask,434
classes,430
query,429
bbox_pred,425
names,425
ids,424
ious,421
module,418
step,418
stats,418
writer,416
channels,415
req,413
sampler,412
context,412
headers,412
vocab,411
save_path,410
prob,409
keys,409
summary,409
conv,408
env,406
layer_keys,406
norm,405
words,405
num,404
branch_2,403
token_type_ids,403
suffix,402
token,397
content,396
dim,396
learning_rate,395
ind,394
__version__,393
branch_1,393
scale_factor,391
gt_labels,390
trainer,388
ys,387
data_dir,386
global_step,386
identity,385
mask_pred,384
paths,384
center,382
loss_fct,382
fname,381
fn,378
string,376
loc,375
color,374
proposal_list,373
metadata,372
Y,372
flags,370
group,366
file_name,365
base,364
precision,362
bias,361
decoder,361
iou,358
train_dataset,357
mask_feats,356
response,354
ds,353
data_loader,350
epoch,348
segment_ids,348
fp,345
recall,343
items,343
test,340
message,338
handle,337
log,337
assign_result,334
feature,334
sentence,334
beta,333
B,333
depth,331
sequence_output,330
img_path,329
test_loader,329
attn_weights,329
inp,328
train_data,327
x0,326
norm_layer,325
noise,323
flag,322
total,322
C,321
typ,321
cls_score,319
spec,319
buffer,317
colors,316
loader,316
M,316
valid,315
eps,315
K,314
kernel,313
scheme,313
found,313
img_shape,311
max_len,308
meta,308
word,307
saver,307
box,306
t1,304
p1,304
defaults,304
type,304
position_ids,304
input_size,302
file_path,302
anno,301
rs,301
lengths,301
task,300
ext,300
attack,299
cls,298
cmd,296
_x,296
example,295
pointer,294
sample_size,294
src,292
fields,292
pad,291
prediction,290
emb,289
config_class,288
sess,285
reader,285
sigma,285
timeout,285
num_channels,284
pool,282
grid,282
slim,281
encoder,281
num_imgs,279
f1,279
obs,278
graph,277
done,276
data_path,275
end_point,275
W,275
o,274
cnt,272
options,271
file,271
T,271
shortcut,271
pooled_output,270
output_dir,268
conn,268
G,267
feed_dict,267
source,267
dataset_name,264
counter,264
head,263
train,263
st,263
states,262
y_pred,262
keypoints,262
num_images,260
stream,258
step_size,258
D,257
mu,255
test_data,255
title,255
bbox_targets,254
func,254
encoder_out,254
err,253
model_name,252
factor,251
accuracy,251
x3,251
split,251
ap,248
id,248
sep,248
sz,248
grads,247
dataloader,247
rank,246
blocks,245
src_tokens,244
resp,244
success,243
binTheta,243
image_shape,242
branch_3,242
__author__,242
neg_inds,241
dt,241
seed,241
grad_input,240
error,240
models,240
entry,239
ratio,238
gamma,238
p2,238
confidence,237
gt_bboxes_ignore,236
dx,236
dirname,236
history,235
idxs,234
feats,233
checkpoint_path,233
attn_mask,233
radius,232
filenames,232
image_height,232
image_width,232
cache,231
bbox_feats,230
left,230
attrs,230
norm_cfg,229
generator,229
text_a,229
output_shape,227
bsz,227
tp,226
sentences,226
row,225
groups,225
denom,225
P,224
sizes,224
level,224
loss_bbox,223
rv,223
adv,223
var,222
reward,222
frame,222
tgt,222
sent,221
last,221
cache_dir,221
union,220
annotations,220
pairs,220
chars,220
dtype,219
sequence,219
new_features,218
start_epoch,218
angle,217
input_data,216
test_dataset,216
out_channels,215
segm_result,214
seq,214
H,214
use_bias,214
cat,213
total_length,213
mod,213
model_path,212
remaining,212
distance,210
expected,210
end_time,210
area,209
filepath,208
splits,208
sequence_length,207
txt,206
parsed,206
tensor_dict,206
kernel_size,205
guid,205
inputs_embeds,205
tarinfo,205
sampling_result,204
t2,204
L,204
mult,204
ntokens,204
image_path,203
bar,202
status,202
gt_boxes,202
dets,201
self,201
matcher,201
weight_count,201
header,200
best_score,200
detections,200
arr,200
strides,199
text_b,199
conv1,198
element,198
best_acc,198
offsets,197
base_path,197
l1,197
img_name,196
act,196
train_loss,196
right,195
coords,195
val_loader,195
image_size,195
batch_time,195
lbl,195
method,194
input_buffer,194
retries,194
init,193
default_cfg,193
positions,192
__metaclass__,192
extended_attention_mask,192
attr,192
image_numpy,192
array,191
b1,191
frames,191
matches,191
tag,190
rows,189
epsilon,189
script,189
tree,188
branch_0,188
op,188
xmax,188
body,187
b2,187
xmin,187
arg,187
img_id,186
batches,186
param,185
l2,185
wh,184
vals,184
